KB528_0	GNE781_24	LOG2_FOLD_CHANGE	P_VALUE
WASH7P	33.0696110135168	33.7517381238947	0.0294557232954274	0.613937792224464
LOC100133331	0.902304972804705	0.937802268944666	0.0556686327646893	0.770982983247804
LOC100288069	6.41405156228677	7.46344088955806	0.218604961706463	0.591184102308074
LINC00115	3.24680450572929	3.34184790780963	0.0416255550991477	0.847041052248071
LINC01128	4.87270788534556	4.95778973273526	0.0249733490779773	0.78159270656831
NOC2L	93.1980079350242	118.792966336049	0.350078394142606	0.00443328060891223
KLHL17	10.1635163329879	11.9085158199661	0.228593992321723	0.000633746558290816
PLEKHN1	4.02902643413473	5.38902004326252	0.419591681591706	0.0928336627963001
ISG15	13.6982708120135	19.2473022686704	0.490662462169008	0.0316179014679777
AGRN	0.33118685645474	0.297654778412506	-0.15400536398795	0.539908327060694
C1orf159	17.8178295865053	20.4467129667347	0.198547321800984	0.268216615637551
SDF4	192.552139553325	208.100469439246	0.112031065744899	0.0757788409554617
B3GALT6	20.1057176109378	25.803407936395	0.359955789895458	0.00998752506870114
UBE2J2	66.910583673123	81.6682182346856	0.287540323418136	0.0667856395206201
SCNN1D	0.340265623968376	0.357719734752129	0.0721683039669205	0.913999836068927
ACAP3	25.0016921325944	23.791388397119	-0.0715862750747288	0.309269936756289
PUSL1	42.039481893297	41.0007131560154	-0.0360958853988249	0.697301021499932
CPSF3L	73.4889041171943	80.8317329388529	0.137395339776594	0.164144679302587
CPTP	45.0832037028479	51.5972127561998	0.194703094464325	0.0181183251362856
TAS1R3	0.525580633811205	0.389684622914506	-0.431605113926759	0.410173508964355
DVL1	30.1495131629851	28.7259782634139	-0.069778681804025	0.66594885037657
AURKAIP1	215.392424276387	251.004264159595	0.220744364759644	0.139356578897985
CCNL2	75.2253974234395	72.0502757761155	-0.0622158710839998	0.478344797835287
LOC148413	69.7236130962913	71.9310570800826	0.0449674734873415	0.678606567361815
MRPL20	218.455238770389	258.806824692675	0.244537958023167	0.124268333076239
ATAD3C	26.4266090439646	20.7839337342108	-0.34652257990321	0.0146454477914316
ATAD3B	37.9227965409042	39.1478612597851	0.0458681350043056	0.661534463003397
ATAD3A	50.3678922234583	55.4033998042023	0.137470150408164	0.1938923458586
SSU72	237.461432834646	246.211107390948	0.052202630033615	0.32070673908544
MIB2	10.6781714628293	12.0881709334314	0.178931346147696	0.310615537210556
CDK11B	26.4490369224417	34.196533578096	0.370634898877961	0.0192365719726434
SLC35E2B	47.5335514680435	48.3948162144973	0.0259063256595205	0.881603116571656
CDK11A	10.7474649333504	14.7470610403972	0.456431063556038	0.0121064535928685
SLC35E2	10.1020692469144	11.3051500962603	0.162329310401136	0.435080646013517
NADK	58.5477491902216	65.2171611146961	0.155637933508278	0.13348077250813
GNB1	180.777601296634	216.694936146457	0.261449504038081	0.0815509287698088
TMEM52	2.47781032129569	1.27265254813798	-0.961227154880174	0.0135078745596426
FAAP20	8.47751942626591	9.77111924760834	0.204881642145692	0.0148634256451197
SKI	11.9081881027378	13.6175005873366	0.193508013602834	0.323701164171553
MORN1	0.837784701544278	1.16628194430493	0.477265151767551	0.0357117229666835
RER1	94.0796293705742	110.492872296334	0.231999025102788	0.0204878372148041
PEX10	23.7548850062809	32.6293301183009	0.457945146233592	0.00651785275294333
PANK4	22.1502992352221	24.1887074124146	0.127007488426577	0.273772742943922
LOC115110	15.9065106037955	12.8329566031123	-0.309763794445063	0.0287140625322981
TNFRSF14	48.8349525759718	36.2208561564383	-0.431093447864072	0.00843497184956902
FAM213B	8.35440931900842	8.40659242426001	0.00898329963372806	0.946232280947116
TPRG1L	59.9185460953567	77.0529550329041	0.362847668450203	0.00223673132625739
WRAP73	39.40413466648	41.9353991408376	0.0898215684190379	0.431944357390736
TP73	8.29874751624912	7.03161174293092	-0.239038202045871	0.172492491600771
TP73-AS1	1.78306767775525	1.69515569827215	-0.0729436731694698	0.63671970196301
LRRC47	58.1668176126669	72.1122061274247	0.31004710453249	0.0724206109080117
CEP104	24.8212912823217	27.9547205331228	0.171513751240667	0.232016541489978
DFFB	8.7201266571988	7.20521412945419	-0.275307783833316	0.276553262130895
C1orf174	33.6084951944827	29.922102044451	-0.167614419137768	0.136701410298589
