CCS1477_0	JQ1_0	LOG2_FOLD_CHANGE	P_VALUE
WASH7P	35.2881986478804	31.9145098738609	-0.144973295112278	0.174300276279059
LOC100133331	0.731086563764384	0.747742776670771	0.0324998311874911	0.75956059723017
LOC100288069	6.35170462560157	5.93345025491116	-0.0982725594896277	0.759277637265655
LINC00115	2.93897376046328	2.87172230365375	-0.03339623158567	0.8335365219053
LINC01128	5.06886577633135	4.87598312045849	-0.0559698301536475	0.453596916952647
NOC2L	102.067565807618	96.5380740320228	-0.0803545413485298	0.0679659274168375
KLHL17	10.5675784091031	9.26107410645057	-0.190393383712477	0.208567476157732
PLEKHN1	4.49454773621316	4.31916088920105	-0.0574248937909502	0.621759112416419
ISG15	13.2211808765026	12.6659559084462	-0.0618950774740392	0.755654126948799
AGRN	0.403236680424605	0.353765745952748	-0.188832516486431	0.515516622042609
C1orf159	20.4613721284083	18.0333827763431	-0.182232845822461	0.122709315211649
SDF4	204.856571528676	194.683587489226	-0.0734829083936865	0.271048716552204
B3GALT6	22.1748160819421	20.9247349080994	-0.0837127932208362	0.163484214131413
UBE2J2	66.3676240075756	68.0984207618832	0.0371417157817684	0.352254795615257
SCNN1D	0.339641359594991	0.254724438756219	-0.41507477158354	0.429664382665011
ACAP3	27.4547251364211	22.2664431547207	-0.302183347593641	0.00859574619472145
PUSL1	43.7000916480426	40.8351965987909	-0.0978231318597818	0.242940650929082
CPSF3L	75.1947511591423	73.533397367063	-0.032232319148826	0.46693324685912
CPTP	45.7391216552149	43.2422451947299	-0.0809872297669617	0.270990251687402
TAS1R3	0.655345834010818	0.566520355069644	-0.210128642424782	0.333726437196023
DVL1	33.5262203661701	32.2482984765221	-0.0560668063560609	0.431750035848153
AURKAIP1	235.03149246414	225.114211349784	-0.0621969438024938	0.503789826655928
CCNL2	75.7080937718285	65.5197361076956	-0.208517997262057	0.10843598900345
LOC148413	78.2692732648801	73.4757095415654	-0.0911786636370803	0.0355848926471619
MRPL20	218.858980268412	227.719774127025	0.057257991685107	0.187632252872407
ATAD3C	28.0209013051513	27.3519839488596	-0.0348578802050152	0.531141620473354
ATAD3B	40.0111845596424	35.1610229546662	-0.186426297295725	0.0371730057584259
ATAD3A	54.8054821550767	51.5274386619325	-0.0889793317588723	0.0873851229891789
SSU72	240.98841030195	234.767536347175	-0.0377308391517602	0.408114888153353
MIB2	11.4270772748659	10.3305418952473	-0.145540516211233	0.0228833504919031
CDK11B	28.8413792767981	28.1182082102247	-0.0366354962027587	0.299564603643382
SLC35E2B	47.7356840062972	45.7572884292237	-0.0610665711606063	0.405483481177774
CDK11A	11.6355032758376	9.61188541983794	-0.275642257868543	0.00232427216792162
