KB528_6	Lenalidomide_0	LOG2_FOLD_CHANGE	P_VALUE
WASH7P	40.0858091276294	35.0583560044595	-0.193333249949845	0.144437675209741
LOC100133331	1.28167034745702	0.822181536834463	-0.640496360936654	0.2604568633065
LOC100288069	10.2441702254238	6.53975427998785	-0.647494796164627	0.0579880336865001
LINC00115	2.49490626419651	3.24276478415904	0.378238767589663	0.218208385800901
LINC01128	6.06810737425211	5.03857350926163	-0.268231269725521	0.00383614489733912
NOC2L	110.195027398658	96.0408303654564	-0.198339340877328	0.00898742015751895
KLHL17	14.8396133804223	9.96755867915277	-0.574141407084651	0.0897444940158154
PLEKHN1	2.49408206819119	4.48868667470003	0.84778445677039	0.000168019530890485
ISG15	21.9693539672288	12.5734495816588	-0.805111932519035	0.0544278158171795
AGRN	0.537330193013224	0.362884598128154	-0.566298080544027	0.0314507537138082
C1orf159	16.7012145420633	15.8828084911355	-0.0724869810496587	0.277545025905596
SDF4	238.687953054796	184.024212636233	-0.375230154606398	0.0196475424680854
B3GALT6	22.5543965852654	18.2451912166106	-0.305892418068425	0.0215771103998402
UBE2J2	80.0104061822672	66.3951585168046	-0.269109604430222	0.000115544327199083
SCNN1D	0.486588291171296	0.17710624357884	-1.45808653221946	0.00529249880174122
ACAP3	26.7900970280927	23.5608507334896	-0.185308173490749	0.12568208689794
PUSL1	42.8440483718013	39.6116342867165	-0.113170583237127	0.140049825670519
CPSF3L	82.4569457517588	73.6280614658132	-0.163385306373544	0.0344295636907025
CPTP	58.7528614958958	40.4656171992164	-0.53796251807669	0.000211348627948111
TAS1R3	0.228150188347353	0.674836686827659	1.56455456165544	0.0323075573317416
DVL1	29.3260092540236	31.724363698327	0.113410468515041	0.0831319418738356
AURKAIP1	278.168595841867	212.243798356606	-0.390237154722188	0.0834317064331767
CCNL2	85.5919166638665	80.9538366618739	-0.0803750982495927	0.689913389357379
LOC148413	61.1256313495396	72.5798760052943	0.247792130798991	0.0040124808824646
MRPL20	238.671290593048	218.817842304952	-0.125294657653081	0.256553043892469
ATAD3C	20.0040743466055	25.8327137849835	0.368905337743082	0.0211870081893213
ATAD3B	26.9437709200389	38.5608606993244	0.517185476102461	0.00314355034270786
ATAD3A	44.8833235849565	49.3092079028117	0.135677567083967	0.0395232964329898
SSU72	179.006905164829	226.238552590676	0.337829555030425	0.0045378233737364
MIB2	10.2084130975744	10.6390191034253	0.0596065272840191	0.406821665315193
CDK11B	48.0305562895319	27.3247164246632	-0.813745994239064	0.000248644622430556
SLC35E2B	38.2647720261674	47.0920811942828	0.299467678321128	0.0571487435354422
CDK11A	17.7226430633812	10.7510523139118	-0.721115898180562	0.0184754973694291
SLC35E2	8.24664129047587	10.0736458888083	0.28870736283734	0.163891899920517
NADK	44.7609660126388	58.1871188410069	0.378458639925189	1.91221027924483e-05
GNB1	188.453608763478	180.921590003948	-0.0588448418740726	0.0362656884557157
TMEM52	5.53949760966744	2.02734242011056	-1.45016535874784	0.00722661908261283
FAAP20	9.29097059464475	7.29959803632221	-0.348012295757331	0.0321266910025403
SKI	21.1192441028402	11.0978512398235	-0.928277829120747	1.375993035589e-05
MORN1	1.2075874020171	0.810439832311767	-0.575350623312224	0.0569449280117037
RER1	109.511345235339	93.9196655522996	-0.221581162794285	0.0205170421275437
PEX10	34.9221277122542	24.3910577201363	-0.517789139138015	4.08893656059455e-05
PANK4	32.1446073108121	22.7109758015963	-0.501187032075378	0.00822437049760325
LOC115110	4.84022865777111	15.8701703286634	1.71317050343147	0.00134901554571709
TNFRSF14	30.333105262386	46.3099408075732	0.610428715837701	0.000432563788663173
FAM213B	12.8998524577986	8.07354567563857	-0.676080255773978	0.00147543610118494
TPRG1L	110.798644520809	63.6278196438629	-0.800210641745506	7.7966805160417e-07
WRAP73	61.6700287946604	40.5107324431122	-0.606265350422528	0.00615431480693032
TP73	20.951161248676	7.59414106704962	-1.46407150612216	0.00356540373125398
TP73-AS1	2.9708671713322	1.82601356129268	-0.702186623283903	0.138363817881272
LRRC47	77.8244777788393	57.7321853625191	-0.430848153525469	0.00365843391402574
CEP104	37.4090491076714	24.9122881320282	-0.586529759174842	6.7803281293274e-05
DFFB	8.25297185919362	8.93294535764178	0.114222215964418	0.189210090116624
C1orf174	46.308561804401	32.8623545320101	-0.494843101604547	0.000952432584153176
LINC01134	2.60714446746991	2.61592720946901	0.00485186918872675	0.981933868828179
NPHP4	12.5962252281995	7.74949770059547	-0.700816751758964	0.0133274757995623
KCNAB2	47.5169949366245	69.7344627001478	0.553428210443399	0.00132947962019892
RPL22	447.182410324108	561.920183290164	0.329501778896453	0.00140658884504607
RNF207	1.64277971400323	1.87469062131591	0.190513491146345	0.43595670839281
ICMT	85.3190792284431	49.579822307387	-0.783115295203777	0.000490521926962632
LINC00337	2.35885624217613	0.636137537090601	-1.89067687340222	0.00186432132180141
GPR153	1.60928647296091	0.514257265298752	-1.64585899049773	0.00153599790531968
ACOT7	74.9766730642717	39.9924765518801	-0.906713186973969	0.00122375476772391
PLEKHG5	1.16295195625246	0.643103978892495	-0.854667576988608	0.00315854732544832
NOL9	18.4080887181179	12.6458212351564	-0.541679111355713	0.00481690879740807
ZBTB48	25.7738740715035	18.066612013329	-0.512583418450315	0.0142937194324614
KLHL21	26.5745689033353	29.8144319873514	0.165964563044613	0.0388339411450967
PHF13	27.9108771160442	17.2054055703938	-0.697965562606108	0.00198545023911932
THAP3	19.9472332099125	10.4751293472818	-0.92922059216436	0.0019052835752322
DNAJC11	47.2356276943048	46.7951586866829	-0.013516149878273	0.764809139980283
CAMTA1	5.93063965510845	6.22934001656147	0.0708916048228821	0.153169524692402
VAMP3	70.5533271793371	40.8890191536139	-0.787000663671936	0.000333326775177251
PER3	1.11251986701101	0.23832250714805	-2.22284398846312	0.000175002910003419
PARK7	435.570335550934	387.270014820532	-0.169565900830023	0.0888012438969733
ERRFI1	3.03710235550471	0.977411876678159	-1.63565699038915	0.0292594529189147
RERE	9.30547326277442	10.7169597343743	0.203744258917648	0.061749024999338
ENO1	473.983077002193	557.7328934406	0.234738809039546	0.000330085851387401
H6PD	4.32529866723566	2.63919253534973	-0.712703153544746	0.018899188116057
SLC25A33	17.4509673642374	14.9066885757754	-0.22734720409675	0.0414873801901799
TMEM201	15.4640650092149	8.78496428755394	-0.815811281058885	0.000765842951915309
PIK3CD	4.53303665408787	2.35033526030009	-0.947611264194302	0.00644189718443489
CLSTN1	104.9389547826	65.4032760209706	-0.682115518974944	0.000834356048004947
CTNNBIP1	36.5156826525519	18.6213429568338	-0.971559078989214	0.00369417886868137
LZIC	42.2224348423322	32.0494627272185	-0.397709605113652	0.00137604117185436
NMNAT1	11.6916664798886	8.36947565862666	-0.482271433119503	0.00252896836458749
UBE4B	56.3208529666927	40.862760897349	-0.46288250020562	0.0129665254073893
KIF1B	13.7050540942241	14.2251736769963	0.0537382441590618	0.365550930802093
RNU6-2	1.94064999637888	2.25841304687274	0.218769422421915	0.154786251406304
PGD	175.433494100097	133.22370284103	-0.397073430111529	0.0019304471902202
APITD1	8.20078255893544	5.25871714466939	-0.641050685968975	0.00440134857831449
DFFA	31.9345446390868	24.9655871584029	-0.355177041594276	0.009779764518741
PEX14	34.9501024802231	19.1446891791911	-0.868352448144726	0.000232434013768707
TARDBP	116.006791121579	107.985480012719	-0.103371927052037	0.101889827692511
SRM	262.61446325355	199.896130051729	-0.393695831469249	0.00138640909762809
EXOSC10	140.516255110028	76.3175824688614	-0.880649656441086	0.00839335678861948
MTOR	45.394644946087	22.9959446372646	-0.981142655081687	0.0134077136670421
UBIAD1	20.4226194535264	25.2672046035271	0.307098141304007	0.039391712973835
PTCHD2	1.44594006298421	1.1024444683744	-0.391301763921317	0.0150193425762633
FBXO2	5.88355339048157	4.34037632545581	-0.438867603788839	0.0417363006080866
FBXO44	17.5212183780086	11.2016279378641	-0.645394684458156	0.0343877069674841
FBXO6	18.6244936586033	8.15213007176958	-1.19195222796616	0.00190564747491045
MAD2L2	120.165388891247	68.8880865894108	-0.802695006042727	0.000157909624621672
AGTRAP	46.2872424216892	79.3726335494537	0.778027058130928	0.00452295656267462
C1orf167	2.14085368622586	2.42579601370453	0.180272038638807	0.0551699944725553
MTHFR	14.019858360231	15.9183731826012	0.183221129469472	0.0600153781748096
CLCN6	6.19363334747699	6.69076159426831	0.111384458472834	0.553399900104799
NPPA-AS1	0.731905055702039	1.70832034130008	1.22285011576972	0.0479496892892169
KIAA2013	115.454899403631	92.5673903439899	-0.318753440868991	0.00735887605870092
PLOD1	50.2719116329433	26.4103847635089	-0.928647230034336	1.72132871286477e-05
MFN2	92.3399668500072	60.0882958870292	-0.619871207053804	0.00111663499825015
MIIP	35.1586425773219	29.4429877549972	-0.25595529359018	0.00816519091473081
TNFRSF1B	7.84955352594286	9.54096734149988	0.281524948484078	0.0022220210084597
VPS13D	12.5864819421595	6.17630542536851	-1.02705908813147	0.00391401489785261
DHRS3	0.885397297120347	0.550285799377315	-0.686143870185366	0.00684055444136904
PRDM2	22.9690483978636	17.3570212594794	-0.404171707803773	0.0548743327319058
KAZN	2.16860377381371	2.67602710654437	0.303326247801967	0.0611335761697916
TMEM51	1.5021261036838	1.37282270749582	-0.129860610991534	0.290862816373459
EFHD2	68.8467432748369	30.1548469760906	-1.19099849664247	0.00252600119151658
CASP9	29.7567035881261	7.75018148338963	-1.94091271627529	0.00019824325353571
DNAJC16	18.0352025216692	13.4913760347879	-0.41877812205475	0.0398583809783222
AGMAT	10.3602425907372	16.7894978436947	0.696501296509644	0.00140130752552216
DDI2	8.94910883845169	6.95015518337135	-0.364698833705477	0.0751218502977198
RSC1A1	9.10822449035535	8.67584486530984	-0.0701655939154142	0.690396946873648
PLEKHM2	67.4736298565251	60.5135728348884	-0.157065009503038	0.115630559782222
SLC25A34	0.982004267784821	2.16786466573397	1.1424734961179	0.00447065643952549
UQCRHL	24.8967886119597	33.203459013562	0.415373880151024	0.0185161634047412
FLJ37453	2.96217165728982	3.28834273408282	0.150705427670375	0.389455967626642
SPEN	23.9230584721933	24.6950250556751	0.0458185880710132	0.737379156519259
ZBTB17	33.6827551089058	17.0678467038467	-0.980729091633416	9.65253612321554e-05
ARHGEF19	8.50376045521385	5.18888227643973	-0.712677152881211	0.00978241863680532
RSG1	12.6368357421281	4.79610506607571	-1.39770008988954	0.000277101318329244
FBXO42	20.4135000756581	13.0634623199052	-0.643986249207802	0.000455729365220497
SZRD1	95.3457315252319	97.3058897288143	0.0293587782124767	0.411765178406034
NECAP2	108.002569419919	101.431097037136	-0.0905656092830321	0.0152209757491324
CROCCP3	3.74913814747399	1.5405717222674	-1.28309313723774	0.00172087594339386
NBPF1	15.2478014917586	5.78376201824598	-1.39852114558513	0.00584595019545597
CROCCP2	153.47376394068	83.9898702743565	-0.869704805520756	0.0013088887446987
MST1P2	4.55145807002099	4.31217225127028	-0.0779139818043642	0.725040756207687
MST1L	1.06766725298475	1.19356401104778	0.160813850823939	0.576531184486321
CROCC	18.9794833172125	9.03040441201298	-1.07157821505599	0.0101659294949169
ATP13A2	37.337546556495	14.8151864324268	-1.33355035034072	0.00106155502739534
SDHB	184.223611032626	157.85467446745	-0.222860993342189	0.021783788272358
RCC2	123.410821431162	133.25934764363	0.110767831641663	0.0933131553879331
ALDH4A1	27.4002629358234	10.1023274332753	-1.43950202971536	2.29971820816304e-05
IFFO2	10.0498339836996	9.66722688212597	-0.055997663209003	0.429898423705888
UBR4	40.8285573434786	25.5066947581561	-0.67870262970216	0.0173340042108907
EMC1	35.7475617928229	29.2524755644107	-0.289286122862937	0.00485576550663228
MRTO4	44.7802611846881	69.3391344341718	0.630806884521553	8.15458272212538e-05
AKR7A3	0.864366968233341	0.896008202014617	0.0518679980138572	0.885615185933106
LOC100506730	5.59992682817901	4.47183258667965	-0.324541797630745	0.0860275393302263
AKR7A2	74.9768706928013	35.0406352143478	-1.09741668490916	0.000342407287883668
PQLC2	18.8141112219545	8.78446695584062	-1.09878848732238	1.88004104521426e-06
CAPZB	137.577024217329	128.59874998647	-0.0973629363235644	0.0395009629492312
MINOS1	37.2590719796078	45.5087369371725	0.288551804695287	0.0156858722669081
RPS14P3	2.18868073957556	2.92064134403889	0.416223679952817	0.0551465584943042
TMCO4	20.509068164224	24.7371149930641	0.270415309413637	0.0126249508279371
OTUD3	8.6913494846122	5.26745370841265	-0.722474467803534	0.0176192152059936
MUL1	62.4161244264931	36.6763088625117	-0.767070327407719	8.53450399846863e-06
PINK1	76.5809176995951	27.0865904883852	-1.49940614225969	0.000442842434963938
PINK1-AS	5.91701277888709	6.51094928560599	0.137998890411184	0.343575234197102
DDOST	460.084702026987	405.24840235087	-0.18309298905644	0.00785123330875684
HP1BP3	173.462650178668	155.21328758312	-0.160372986617756	0.210529365312357
EIF4G3	30.0648025512002	21.7074708185647	-0.469883839330897	0.0469261095910434
ECE1	35.4642903999062	37.3851779961763	0.0760993207407333	0.0541031584772526
LOC100506801	0.228457220372432	2.17935805857491	3.25390729949052	0.00070752642009943
NBPF3	19.8359777271069	8.1078408051033	-1.29072984319655	6.91898272865926e-07
USP48	64.5449696075251	81.1337744988601	0.329997945223038	0.00253848257053367
HSPG2	0.316206253102571	3.67452054683628	3.53861821575283	1.62389383077237e-06
LOC101928043	1.37819152793681	1.38280113069757	0.00481729438980002	0.992744334311677
LINC00339	14.3231852037699	22.7237961413277	0.665851509312939	0.00323020441391953
CDC42	193.766433407903	181.961293244505	-0.09068707773927	0.0272993028540159
ZBTB40	19.5606413778238	12.515121359549	-0.644281394929026	0.0517852532548846
KDM1A	74.2079937053015	39.3667635668053	-0.914596492662497	0.000667087610307718
LUZP1	15.2662899284358	5.3952489667573	-1.50058805519613	0.00388561431825933
LINC01355	1.73862602804623	2.76287648290098	0.6682234187891	0.0441478563556656
HNRNPR	87.5505668367888	76.5509910203934	-0.193695464452627	0.00901422548499326
ZNF436	9.63461681979226	3.46567534772613	-1.47509077572676	0.000171236250840313
ZNF436-AS1	1.69166392193516	1.02444912141031	-0.723594645169042	0.0467797230845855
ASAP3	0.641029912810468	0.150452997514727	-2.09107882971379	0.00991121040334386
E2F2	54.6346967853787	85.9276169161831	0.653304431738463	7.58224687924651e-05
ID3	11.4236942354817	17.0875678045992	0.580917792468193	0.00411832646443174
MDS2	0.76175125525036	4.52230261716095	2.56966565821255	0.00111009812449703
RPL11	2879.64201936206	3503.70073517444	0.28299007874567	0.000215490220201032
TCEB3	47.8730547361665	32.7025876900367	-0.549809068256696	0.000913078395111339
TCEB3-AS1	7.06344792622553	10.0616241649705	0.510418713751694	0.0435583435689154
PITHD1	105.517543788418	64.7750852104606	-0.703971974031914	0.000250272311333814
LYPLA2	121.271914821322	88.636754091491	-0.45226852210891	0.00342920803848702
GALE	24.8593918536353	17.2516606105645	-0.527055763998956	0.000804884701892652
HMGCL	56.4152428358321	36.9781516557207	-0.60941190333253	2.61408976264973e-05
FUCA1	80.5812533731963	47.8817842752012	-0.750967331437392	0.00481221926823463
PNRC2	235.195925336659	176.662970262648	-0.412863393279288	0.00263390180200546
SRSF10	29.3100913918472	25.3905026394031	-0.207108511133139	0.0275684418497269
IL22RA1	12.5396880113357	8.93130607327564	-0.489558385194081	0.00257147068353356
IFNLR1	23.351126181992	31.6807610839967	0.440114864325426	0.0104768476155177
GRHL3	1.9296353919103	17.8401344716529	3.20872631122038	1.32096464730628e-06
STPG1	15.4996768175346	9.06798362462548	-0.773384443389645	0.0154946969614491
NIPAL3	58.339048488905	48.2237869744246	-0.274716906994874	0.004353396692644
RCAN3AS	1.71908262685821	2.74970359112488	0.677637220397986	0.400464254449479
RCAN3	29.8057291037849	17.0008835585565	-0.809979937661028	0.000806708407796947
NCMAP	0.231097097354219	0.635042176495247	1.45835327278597	0.0120663305600585
SRRM1	98.9779223164273	82.4123240342632	-0.264246662530728	0.111238040554561
CLIC4	95.9777108411462	154.560868805889	0.687403799936823	0.000432397355885964
RUNX3	48.9604684703718	59.4760060032925	0.280690406942285	0.0156537210634582
SYF2	141.079764127865	102.947343621452	-0.45460446463347	0.0103753452423987
RSRP1	131.373544425312	144.285088685839	0.135247430797193	0.277672230422165
TMEM50A	164.685910774946	133.744041480218	-0.300242516278386	0.000305358623098179
TMEM57	42.5822497898736	26.3063534309154	-0.69484089818591	0.00939402985230279
LDLRAP1	75.0196006565034	148.746502792153	0.987516260942287	0.000831326777979439
MAN1C1	5.71859330052613	11.3504924745278	0.989022682878339	5.84199514909248e-05
SEPN1	23.3036677843891	17.0630116176301	-0.449684735294805	0.062994316241245
MTFR1L	48.5718750313656	38.455929582188	-0.336915113299662	0.00244397239113332
AUNIP	8.43874864823356	4.55114085573468	-0.890800844969087	0.000727153754826412
PAQR7	1.02065022971526	0.66679787238416	-0.614167142478072	0.0324731745604526
STMN1	354.886393097114	267.543759329236	-0.407582382937039	0.00387521551147023
PAFAH2	18.3664182590284	11.0344464457163	-0.735056048451351	5.21227067883358e-05
PDIK1L	22.9546316291491	18.8508887606675	-0.284152736511849	0.00786870122984055
ZNF593	110.324450427951	84.9184740506338	-0.37760220870277	0.0131113020320577
CNKSR1	34.0874364650367	17.1139690704917	-0.994065717765771	0.00185030771598699
CEP85	31.5638544683443	22.5930221811251	-0.48239612564907	0.0229459950790241
SH3BGRL3	202.16041288798	161.172140759757	-0.326898126039035	0.0300809653627641
UBXN11	25.5618572258683	18.7269578711326	-0.448876102899037	0.0284081074494417
CD52	6.13659798617203	9.35310064727728	0.608005637887765	0.147039300774891
DHDDS	42.0788590758437	25.018358852256	-0.750108432920135	0.00493570627879074
LOC101928324	1.2244049063953	1.35935877400845	0.15084554410675	0.790495487510353
HMGN2	1111.87795409418	472.294089851347	-1.23524105126873	0.000464705825877505
RPS6KA1	88.2901176885119	63.3522571375511	-0.478855944924982	0.00358698151466449
ARID1A	52.8795678659216	74.8105831555112	0.500531989748448	0.0361207215774243
PIGV	16.1051786507285	11.2417912106847	-0.518652738592313	0.0107545630037802
ZDHHC18	64.6876633756865	54.9074924523863	-0.236487574244072	0.00559800187134517
SFN	6.97284676296864	7.36543003721326	0.079021983814545	0.486352125257704
GPN2	47.0408279144346	32.0681218010981	-0.552773592703912	0.000519189884478169
GPATCH3	32.0102999505506	16.9493124654678	-0.91730944278838	0.000122997992159613
NUDC	178.487234253303	110.867081500088	-0.68698982757605	0.00637938950497609
KDF1	28.4017600760136	13.6019595497541	-1.06216583072014	0.00165494951358432
TRNP1	0.699951104907002	0.249219184617148	-1.48983901639267	0.0114632764248762
SLC9A1	36.7152056849625	12.6954940684449	-1.53206114102129	0.00443796093057
WDTC1	83.5593735616232	43.4897876751533	-0.942125011342251	0.00177886888550697
TMEM222	75.0310222725598	54.022171886819	-0.473935572036214	0.000359812206622615
ACTG1P20	1.72210905483532	1.49804680670511	-0.201093804469202	0.424834455946766
