KB528_24	GNE781_24	LOG2_FOLD_CHANGE	P_VALUE
WASH7P	45.2238438209517	33.7517381238947	-0.42212182081728	0.0924093531143408
LOC100133331	1.86492786030192	0.937802268944666	-0.991764150126405	0.0113834788914468
LOC100288069	13.8141634228435	7.46344088955806	-0.888235377671083	0.0506160651683999
LINC00115	4.51318343494413	3.34184790780963	-0.433499341179981	0.0941588726614351
LINC01128	4.32438696227211	4.95778973273526	0.197201459290014	0.0845909353827797
NOC2L	74.1988056815447	118.792966336049	0.678981547270181	0.000297885637740027
KLHL17	17.280612881957	11.9085158199661	-0.537160766984196	0.0629562616100063
PLEKHN1	5.63389657414523	5.38902004326252	-0.0641101267511646	0.725906339092196
ISG15	14.1467336087715	19.2473022686704	0.4441872672771	0.029302409744044
AGRN	0.6409940041977	0.297654778412506	-1.10667080715028	0.021583553031612
C1orf159	14.2018003013819	20.4467129667347	0.525795107171292	0.0456132636818174
SDF4	225.811789487161	208.100469439246	-0.117840590698769	0.0803453285526336
B3GALT6	27.8159808658247	25.803407936395	-0.108352360314795	0.246069260053193
UBE2J2	72.565756823826	81.6682182346856	0.170485839567522	0.153129450152392
SCNN1D	0.990132924071033	0.357719734752129	-1.46879250673676	0.0329309451619731
ACAP3	17.9385955922483	23.791388397119	0.407372519282783	0.00902133238307381
PUSL1	26.4513620455426	41.0007131560154	0.632306991660948	0.0123498090688978
CPSF3L	81.4791840009164	80.8317329388529	-0.0115097543452328	0.913631201840306
CPTP	55.8606228230044	51.5972127561998	-0.114538524745237	0.182333392973923
TAS1R3	0.816043592337712	0.389684622914506	-1.06633921836587	0.0445692860761847
DVL1	29.253352488034	28.7259782634139	-0.0262459449786555	0.847189781592452
AURKAIP1	174.949095280596	251.004264159595	0.520776669511767	0.0219564034853251
CCNL2	106.022695295855	72.0502757761155	-0.557297264692234	0.0609612806806604
LOC148413	88.0801742774197	71.9310570800826	-0.29220251772285	0.0348436555649648
MRPL20	189.660309908995	258.806824692675	0.448457862986303	0.0295984848463863
ATAD3C	25.6916605257408	20.7839337342108	-0.305831402637206	0.0882894045537386
ATAD3B	23.9271164370906	39.1478612597851	0.710286950053254	0.0187469384956407
