KB528_24	Lenalidomide_0	LOG2_FOLD_CHANGE	P_VALUE
WASH7P	45.2238438209517	35.0583560044595	-0.367325274596674	0.114012663356884
LOC100133331	1.86492786030192	0.822181536834463	-1.18159094503062	0.0136312599064235
LOC100288069	13.8141634228435	6.53975427998785	-1.07883986100917	0.043162330800098
LINC00115	4.51318343494413	3.24276478415904	-0.476921036136313	0.0460838499819779
LINC01128	4.32438696227211	5.03857350926163	0.220519717776777	0.0398499832433632
NOC2L	74.1988056815447	96.0408303654564	0.37225191197799	0.0113968777992876
KLHL17	17.280612881957	9.96755867915277	-0.793842287151849	0.0349874303548392
PLEKHN1	5.63389657414523	4.48868667470003	-0.327839684429691	0.119729813370348
ISG15	14.1467336087715	12.5734495816588	-0.170088468508692	0.232153613102236
AGRN	0.6409940041977	0.362884598128154	-0.820800036096211	0.0372713544818733
C1orf159	14.2018003013819	15.8828084911355	0.161392215224907	0.119489449004738
SDF4	225.811789487161	184.024212636233	-0.295225211619541	0.015957530500291
B3GALT6	27.8159808658247	18.2451912166106	-0.608397708771625	0.00359233364857431
UBE2J2	72.565756823826	66.3951585168046	-0.128210867819301	0.18029471601406
SCNN1D	0.990132924071033	0.17710624357884	-2.48300714540521	0.031046562314412
ACAP3	17.9385955922483	23.5608507334896	0.393324686359399	0.0231020431722043
PUSL1	26.4513620455426	39.6116342867165	0.582582212654933	0.000883793636642354
CPSF3L	81.4791840009164	73.6280614658132	-0.146175814383963	0.205633486403546
CPTP	55.8606228230044	40.4656171992164	-0.465135058918633	0.0190896411144044
TAS1R3	0.816043592337712	0.674836686827659	-0.274107815323875	0.351111618365052
DVL1	29.253352488034	31.724363698327	0.116989258266747	0.176259564147601
AURKAIP1	174.949095280596	212.243798356606	0.278787195717698	0.0263299073417005
CCNL2	106.022695295855	80.9538366618739	-0.389201761000196	0.10787451390646
LOC148413	88.0801742774197	72.5798760052943	-0.279247731319915	0.0175921031577
MRPL20	189.660309908995	218.817842304952	0.206312581135852	0.090396654807705
ATAD3C	25.6916605257408	25.8327137849835	0.0078990710203513	0.943939845928345
ATAD3B	23.9271164370906	38.5608606993244	0.688490711887972	0.0151908777141334
ATAD3A	21.7540427946714	49.3092079028117	1.1805735398724	0.000200426054164203
SSU72	259.146709394903	226.238552590676	-0.195924279378277	0.0695084749097641
MIB2	24.5850712779436	10.6390191034253	-1.20841739454553	0.0193516879607879
CDK11B	38.8615685209325	27.3247164246632	-0.508137608079852	0.00736789107280529
SLC35E2B	82.3408521198575	47.0920811942828	-0.806123896017759	0.0132034686540177
CDK11A	20.652696448179	10.7510523139118	-0.941852276612189	0.0113634260698815
SLC35E2	21.4362276298126	10.0736458888083	-1.08946511808013	0.0154705784555125
NADK	62.7200750605919	58.1871188410069	-0.108227473784693	0.251071200830183
GNB1	245.359953585908	180.921590003948	-0.439535218746663	0.00422640710385016
TMEM52	0.852042906769891	2.02734242011056	1.2505917940427	0.025907124632236
FAAP20	12.8071333589691	7.29959803632221	-0.811058664033871	0.00059844488625195
SKI	13.1530897065731	11.0978512398235	-0.245121363664526	0.0587079732339488
MORN1	1.88882437621222	0.810439832311767	-1.22071157747123	0.00180311434836596
RER1	118.072081642826	93.9196655522996	-0.330168701071888	0.0123358660738822
