CCS1477_6	Lenalidomide_24	LOG2_FOLD_CHANGE	P_VALUE
WASH7P	34.9252372121632	29.357709405279	-0.250530506166115	0.137913131841872
LOC100133331	1.18377407195056	0.69996761650111	-0.758033679615007	0.0100208474908543
LOC100288069	8.35799783498041	4.02427947238298	-1.05442688611449	0.0125049303376596
LINC00115	2.26735175189871	3.43147682126425	0.597821384747927	0.0838788682427154
LINC01128	7.7046503016475	5.21726489809434	-0.562435791535555	0.00183767829477494
NOC2L	110.138011126109	118.164635725754	0.101485869176241	0.141245006439913
KLHL17	12.7812872168345	8.55416506661223	-0.579334187174797	0.0461470097214641
PLEKHN1	5.3781469383447	3.94074606722679	-0.448640383693001	0.0166942164249886
ISG15	22.0637440610338	8.91367225155455	-1.30758580650895	0.000769875033604472
AGRN	0.983561037698242	0.193280553581164	-2.34731809400459	0.000382668801897896
C1orf159	12.5097618088852	18.8347500082685	0.590342564420836	0.00964478419627668
SDF4	210.599649659065	196.186354873144	-0.102278333468904	0.0799637481018223
B3GALT6	18.0836622167178	18.8932984024894	0.0631877151771015	0.471377134007024
UBE2J2	80.7855106853429	67.0221554225317	-0.269458476938969	0.00783064550808176
SCNN1D	0.927218404305828	0.165970517859165	-2.48198221112463	0.071750850546737
ACAP3	31.6327429584024	23.1621215823077	-0.449651255155743	0.0339947107000197
PUSL1	40.3242548275385	49.833960518137	0.305481362397489	0.0057600719077036
CPSF3L	77.933319753924	74.1588614603761	-0.0716211778025607	0.316930809632307
CPTP	56.3145082472854	45.3098991329355	-0.313680371005692	0.00120667282007004
TAS1R3	0.473167552439391	0.296601265311263	-0.673826391572856	0.0990715453402299
DVL1	23.352810784283	25.1499202825392	0.106957621510708	0.128152360854139
AURKAIP1	217.144913705789	260.003576337453	0.25987330737723	0.0490606858198175
CCNL2	118.674054705798	54.9447799131426	-1.11095023004281	0.0290338070325079
LOC148413	69.2039847958861	74.6240021872442	0.10878462466793	0.102733259685793
MRPL20	188.888832514702	276.648791182167	0.550518210700278	0.000737874838792671
ATAD3C	16.7585762211455	17.3618753839693	0.0510232068745494	0.229960892129859
ATAD3B	29.5832581101464	41.0502342495999	0.472609504282693	0.0286621712073213
ATAD3A	36.3407798646148	69.2401421332483	0.930019306409698	0.00010095896333445
SSU72	132.899186513534	196.055608793356	0.560930641528193	0.000309149965193204
MIB2	9.53574252427738	8.06623415663008	-0.241449995255692	0.234904347232001
CDK11B	42.7349125280609	29.7890215521689	-0.520634431686996	0.00147108990398486
SLC35E2B	42.4449054716211	35.5551554580133	-0.255532637836383	0.0864747429925211
CDK11A	17.0638086089267	10.9739666485627	-0.636854592954444	0.00332947173602902
SLC35E2	11.6663873565995	6.90196226785732	-0.757279389679976	0.0124775238266199
NADK	45.403829269951	58.7105236762139	0.370805148331997	0.00123545740153812
GNB1	181.167636724813	144.666592628354	-0.324593455833229	0.000425909901384993
TMEM52	11.6277679479482	1.75760743125816	-2.72588940562911	0.000322972810507543
FAAP20	7.36122603842247	6.38985265538239	-0.204163408069776	0.0156246909431417
SKI	40.6609275901137	9.94661043469614	-2.03136624869793	0.00113692928898348
MORN1	1.10628719122969	0.863763633685216	-0.357017474261401	0.240424647480025
RER1	97.6168446483508	95.236547451224	-0.0356147985671745	0.483618580656434
PEX10	26.1394976163414	27.7077688808418	0.0840591312596928	0.147889441723942
PANK4	31.9094505565602	22.9914187048733	-0.47288827579232	0.0103230694745763
LOC115110	4.66647948637466	11.1308583578913	1.25415839192436	0.0064808621361535
TNFRSF14	26.75431953709	44.4882759854568	0.73365335587252	0.000459248565771918
FAM213B	11.8392146774755	13.1172515386058	0.147892076486404	0.126097776432859
TPRG1L	122.646265513602	65.2399912667447	-0.910674811548855	4.27338220866265e-05
WRAP73	51.4369810194129	38.4735435395941	-0.418939256634119	0.00346420423713538
TP73	11.432808157183	7.51566439081973	-0.60520725542493	0.000172665464420433
TP73-AS1	2.13425886734472	1.09607391001901	-0.961390088527889	0.0334174072046713
LRRC47	80.1647808435073	59.8312148034639	-0.422070194578503	0.00338990688049782
CEP104	33.3745457875467	18.0738346793634	-0.884845570905306	0.000307280427438541
DFFB	5.71370283168075	5.43792986193454	-0.071368460305137	0.501638500508777
C1orf174	47.3337113359248	28.7340545424511	-0.720106465262464	0.000619982672934573
LINC01134	2.2586152820979	2.85930014639182	0.34022351814419	0.125316133973162
NPHP4	13.4671424424716	8.69439169474349	-0.631286763946072	0.00131790161660645
KCNAB2	44.2420466050996	70.772202387981	0.677764690644934	0.00240729150181124
RPL22	446.382146441119	508.122980382849	0.186898386872854	0.0186168806570478
RNF207	1.6699701822906	0.817060322400942	-1.03130784373331	0.00871508630303622
ICMT	74.4583850813739	61.076145879411	-0.285825300243047	0.00816794767341213
LINC00337	1.16730956064577	0.677838639437505	-0.784173418831234	0.0893473897549334
GPR153	1.81227050446563	0.289762087329703	-2.64485756292885	0.00450023312148798
ACOT7	69.7455301117359	53.8023976000328	-0.374430294569828	0.000565789725878777
PLEKHG5	0.528711847758296	0.646816034757028	0.290873788045994	0.123331798150103
NOL9	16.002863643668	13.7363398072877	-0.220332458246955	0.0577057457985691
ZBTB48	23.1860670275508	14.3091288623682	-0.69632227768225	0.00541545955929692
KLHL21	40.5376772090177	35.4935573252788	-0.191706250300171	0.101197390541085
PHF13	23.1037330831247	16.3857445414365	-0.495684751939251	0.000825571425571931
THAP3	18.0591716943947	10.9371313182965	-0.723497337693912	0.0033626018820622
DNAJC11	42.226984267782	47.3446730404618	0.165036893191259	0.0309821710818237
CAMTA1	6.13233236974692	5.68331526963084	-0.109703144561169	0.0834915344597109
VAMP3	64.7883578923342	32.765849471932	-0.983541657279684	4.68299009048735e-05
PER3	0.369909341801523	0.163605587498087	-1.17694971478011	0.0420165261415789
PARK7	360.029345066324	439.01069011735	0.286141568781767	0.00533373724517641
ERRFI1	2.13083570345634	0.465346336719389	-2.1950426041739	0.00550683691942593
RERE	10.7065151376423	9.74284624777994	-0.136073769975595	0.302430041296199
ENO1	512.284048296361	702.003579059034	0.454534416628803	0.00187077975575381
H6PD	4.43226710972322	1.54889681129812	-1.51680379387464	0.00179776294904555
SLC25A33	17.7680674399705	14.886631219944	-0.255269458633955	0.00833831180331924
TMEM201	15.2789384884963	9.59951787165577	-0.670510460406786	0.00328077869936688
PIK3CD	2.05223640961372	1.56935341507956	-0.387026652573589	0.0373888121503828
CLSTN1	97.13121831918	51.0830640096901	-0.927089995669052	0.000131927752985186
CTNNBIP1	35.9082423786963	17.8683630486109	-1.0069075656447	0.000249344913920911
LZIC	28.7671318880172	27.2406396866265	-0.0786608078265924	0.330445438649459
NMNAT1	11.5320917106734	6.36415261677646	-0.857613877217614	0.00149180842914023
UBE4B	51.7858129630302	35.5360308001013	-0.543274368576593	0.00153602735829193
KIF1B	16.3591857606501	9.69183043855779	-0.755259873625078	0.000872569843626455
RNU6-2	2.22821453986963	1.96992670312997	-0.17774619581601	0.38831467824802
PGD	203.60139759088	122.746618388029	-0.73006418509534	4.58300843730999e-05
APITD1	5.29134544388413	6.97508976549381	0.398577177008972	0.0999501480631083
DFFA	21.7949366099257	25.4038919063337	0.221056528866416	0.0145439369199553
PEX14	28.7141155046167	18.5310456308231	-0.631815833325427	0.00486966483417754
TARDBP	125.756085068337	116.930223750661	-0.104980329374916	0.0755716601298138
SRM	174.66123520811	299.376589999567	0.777401964971399	0.00165827041077046
EXOSC10	91.8486411993741	84.0289772937333	-0.128371453014506	0.0498835726939432
MTOR	40.3080369143024	24.1968605191822	-0.736247648986673	0.000805977878924934
UBIAD1	23.6535227566382	29.1842379134546	0.303134333263054	0.0167363176924553
PTCHD2	1.7787397494196	0.937066027182949	-0.924632831567862	0.0167749411450504
FBXO2	7.24414442543286	1.44125683184505	-2.32948786281613	0.00132537819050274
FBXO44	17.1655665038469	8.10085651498541	-1.08337111103576	0.0151271515713281
FBXO6	15.3547139661532	6.79756575561727	-1.17559153024919	0.00111959537829665
MAD2L2	86.3587063639959	62.2110164780668	-0.473171553317024	0.00174702953703585
AGTRAP	49.2306390410696	87.3358751660658	0.827017928213892	0.00378000842324978
C1orf167	0.939687196698653	2.19443250831236	1.22359540239139	0.0003865719843392
MTHFR	22.866164661991	11.779449786321	-0.956942250042905	0.00200648202344388
CLCN6	6.05840947503723	5.7220532818617	-0.082406158503073	0.6149771878349
NPPA-AS1	0.528325207009909	1.18194647241963	1.16166655142127	0.0149590257640582
KIAA2013	135.848901721333	88.5120454924263	-0.618057193837615	5.89117598890305e-05
PLOD1	41.4201877355661	33.4524065592476	-0.308224090753894	0.00643047010704829
MFN2	72.4015622535738	62.8599386248909	-0.203879964052665	0.0491337740128138
MIIP	28.1550355275762	32.513805470584	0.207659450006156	0.0916612798577118
TNFRSF1B	9.25155689291458	8.72245196428072	-0.0849624218368519	0.612531867399777
VPS13D	11.1153197504976	5.15715572325893	-1.10790193615593	0.000625356191397637
DHRS3	0.376667341980354	2.2537133142797	2.58094114932388	0.00218465231487031
PRDM2	28.5592086002687	12.8184657161753	-1.15573241019423	0.000563750548324218
KAZN	2.29027416890388	1.94069326364371	-0.238948202955093	0.0923661514874646
TMEM51	1.23834262480572	1.01830738560041	-0.282237416707458	0.375538833628338
EFHD2	51.0607693485606	35.720692180222	-0.515455238791104	0.000439451218395949
CASP9	27.4115710858235	5.52879496394373	-2.30974804289145	4.59486218297963e-05
DNAJC16	22.4400679841286	9.42045784349618	-1.25220796367342	1.85424016913719e-05
AGMAT	5.90821384711998	21.077049568851	1.83487897781518	2.31723101618552e-05
DDI2	11.7771353540413	5.70227879050999	-1.04637818267582	0.0103098093069239
RSC1A1	14.0571947197942	7.35866521061745	-0.933792711742637	0.00394129433433469
PLEKHM2	63.6564892855601	52.2678828651224	-0.284382869749473	0.0291803431619193
SLC25A34	1.06017793536649	0.758362062504109	-0.483347720870925	0.312183373183564
UQCRHL	23.8427883286006	29.659572821001	0.314944855508082	0.0216108832650768
FLJ37453	2.67880315853945	2.83798983698202	0.0832808488018032	0.68088387838965
SPEN	32.5123846364673	20.0521422237758	-0.69723300320125	0.00708655805226052
ZBTB17	29.1024957858409	18.2876411559002	-0.670273881710008	0.00428584806802937
ARHGEF19	5.76058925399944	2.99281719961757	-0.944712231180179	0.00179408907073433
RSG1	10.0535120218355	6.09414916773984	-0.722202851487089	0.0334690558379914
FBXO42	23.0232707424393	11.132068132402	-1.04837115719361	6.51274424699868e-05
SZRD1	115.746609908552	111.466803256972	-0.054355824583689	0.406801862688483
NECAP2	121.671737530594	107.417101349802	-0.1797703951343	0.0103040085089803
CROCCP3	2.95512540853491	1.4548852573493	-1.0223139798912	0.0290278249620597
NBPF1	13.557621287864	3.2848506498387	-2.04520439383074	0.00285933827134421
CROCCP2	132.625483184718	81.746785390143	-0.698124102902956	0.0181365080606721
MST1P2	3.89964364785912	1.96784469195787	-0.986725932054815	0.0524294035328925
MST1L	0.913231598673599	0.607096143910264	-0.589055769375286	0.197818125193211
CROCC	14.0729264904125	8.05658794315347	-0.804681495391343	0.0321991326537947
ATP13A2	36.3003068477326	19.3347786299709	-0.908783496782016	0.000605779270731401
SDHB	161.053955999091	165.655453877898	0.0406416037293086	0.46599150287022
RCC2	152.094400464044	117.384969898425	-0.373719343507102	0.00126877351045425
ALDH4A1	30.823423118175	15.317409466635	-1.00885476601188	8.27307071170555e-05
IFFO2	16.6827656819562	7.85812050558842	-1.08610228267524	0.000242324284740661
UBR4	52.6465139662414	20.824690345995	-1.33804296162454	0.0010794597775969
EMC1	29.7622844193462	30.421929484958	0.0316263921771757	0.6072772929609
MRTO4	36.118742102561	100.870478118554	1.48168444650091	0.000450365723523899
AKR7A3	0.989553121513798	0.481796174499166	-1.03835421807209	0.111458692869804
LOC100506730	5.23515703336686	3.02590858978078	-0.790864407196559	0.00955142048198655
AKR7A2	49.6004944252777	37.5619405650275	-0.401082902720875	0.00127696660101474
PQLC2	12.3639691654017	9.06849445013355	-0.447207001597496	0.00159431555398818
CAPZB	117.606882480701	120.288616415598	0.0325276279714358	0.451201163619477
MINOS1	33.8858512473763	49.7192597150931	0.553121801944854	0.00572105683960961
RPS14P3	2.35888691638325	2.87128814689693	0.283591860551034	0.44153071433493
TMCO4	14.3236302026675	25.0740912994566	0.807800239852353	0.00368400633495557
OTUD3	11.2500106163199	3.97010103090909	-1.50267873630308	0.000737417089845432
MUL1	62.4005862613562	39.3283263633706	-0.665990790475594	9.51594014214596e-05
PINK1	82.1337764471557	31.0964044050002	-1.40122785860934	4.0250229894936e-06
PINK1-AS	7.24595826143741	5.41184831603718	-0.421055091681044	0.00381887964684884
DDOST	462.75101462284	380.662841845115	-0.281722404298546	0.00257702570345538
HP1BP3	206.783549396202	99.8756707527965	-1.04991622489356	0.00445230754176163
EIF4G3	30.2567778743039	12.5657696497688	-1.26775932067727	0.000633356203431045
ECE1	66.4555381854291	21.4059989354368	-1.63437427183836	8.92069614177776e-05
LOC100506801	0.738746886792002	1.57726811291045	1.09427586774897	0.0527521404669398
NBPF3	18.854296035422	7.06222946124028	-1.41669768339341	5.69737704035852e-06
