GNE781_6	GNE781_24	LOG2_FOLD_CHANGE	P_VALUE
WASH7P	29.6632250485867	33.7517381238947	0.18628633982065	0.0559044054266656
LOC100133331	0.863692899513721	0.937802268944666	0.118765340395625	0.578875197086605
LOC100288069	6.01168318705064	7.46344088955806	0.312071931406542	0.473306756090316
LINC00115	1.92598752037513	3.34184790780963	0.795047720688493	0.0662005473887312
LINC01128	6.44196085224119	4.95778973273526	-0.377802807626528	0.00722451360552384
NOC2L	112.670088086812	118.792966336049	0.0763448611581988	0.127775149618937
KLHL17	10.0921369342699	11.9085158199661	0.23876193205304	0.103539836748438
PLEKHN1	3.12625802114239	5.38902004326252	0.785586098540436	0.0227038461214193
ISG15	21.5656686281413	19.2473022686704	-0.164080196861006	0.161183044932602
AGRN	0.437301102455969	0.297654778412506	-0.554986930610912	0.0605172582774314
C1orf159	14.9028012840867	20.4467129667347	0.456285392760418	0.0677710190984455
SDF4	203.709203546846	208.100469439246	0.0307690570608673	0.465143689239757
B3GALT6	21.6620844898997	25.803407936395	0.252389542782457	0.0351185634230888
UBE2J2	72.456655576884	81.6682182346856	0.17265653656541	0.137219515112816
SCNN1D	0.34263090306186	0.357719734752129	0.0621744324825743	0.918295731628332
ACAP3	23.0872002364044	23.791388397119	0.0433462363450008	0.434226971086043
PUSL1	49.410628753903	41.0007131560154	-0.269172410482325	0.049535141388565
CPSF3L	69.7979814227207	80.8317329388529	0.211736463813323	0.0799945472682432
CPTP	49.1382111300847	51.5972127561998	0.0704477968808716	0.244790820676867
TAS1R3	0.157572863793187	0.389684622914506	1.30628789907567	0.177647737964797
DVL1	28.3212438023344	28.7259782634139	0.0204713981177912	0.874792108425783
AURKAIP1	256.094166531615	251.004264159595	-0.0289625172687346	0.779616994488789
CCNL2	61.7323766473914	72.0502757761155	0.222976617358166	0.121863340072071
LOC148413	66.2001287942006	71.9310570800826	0.119780781892463	0.284559001619656
MRPL20	249.929939430791	258.806824692675	0.0503519273767473	0.647814390157768
ATAD3C	19.7396195479791	20.7839337342108	0.0743745518897391	0.320470551166805
ATAD3B	29.3080627416368	39.1478612597851	0.417635882565837	0.00276988813876631
ATAD3A	53.1155986678813	55.4033998042023	0.060838904099062	0.447316129001011
