Lenalidomide_6	Lenalidomide_24	LOG2_FOLD_CHANGE	P_VALUE
WASH7P	32.4121034288123	29.357709405279	-0.142793241122942	0.108732836250023
LOC100133331	0.896999116768749	0.69996761650111	-0.357818386241896	0.0849371314651472
LOC100288069	5.29227469495395	4.02427947238298	-0.395157447655977	0.346320004276006
LINC00115	2.71516838481796	3.43147682126425	0.337787938206912	0.0990993035663442
LINC01128	6.13262031514956	5.21726489809434	-0.233209947416152	0.126469471776159
NOC2L	119.380876760585	118.164635725754	-0.0147734236193233	0.828998808849146
KLHL17	9.24079789496896	8.55416506661223	-0.111390379609185	0.370231954270024
PLEKHN1	5.68624353175232	3.94074606722679	-0.529007099953424	0.0108555831199471
ISG15	19.112462816584	8.91367225155455	-1.100421874496	0.0141977325933433
AGRN	0.34523490274114	0.193280553581164	-0.836881834386272	0.0189323026923844
C1orf159	16.9771188833965	18.8347500082685	0.149805238809874	0.0814075168259263
SDF4	206.027008475743	196.186354873144	-0.0706087725504422	0.200085003299268
B3GALT6	17.6796840098691	18.8932984024894	0.0957821006344659	0.269941406655014
UBE2J2	67.56884280673	67.0221554225317	-0.0117200633921774	0.752851552037203
SCNN1D	0.305979660445901	0.165970517859165	-0.882508763568562	0.106242910258356
ACAP3	21.4649585049219	23.1621215823077	0.109784022171831	0.246477905828005
PUSL1	51.5091727973284	49.833960518137	-0.0477001358075733	0.442746679377107
CPSF3L	68.5351432749473	74.1588614603761	0.113775135580756	0.181134129559271
CPTP	50.2043816722425	45.3098991329355	-0.147987004132956	0.126168626214192
TAS1R3	0.325632235602264	0.296601265311263	-0.134718772277661	0.730891721794598
DVL1	26.6542753894801	25.1499202825392	-0.0838131350546177	0.283277804840093
AURKAIP1	239.06337100754	260.003576337453	0.121138368553552	0.165272609442625
CCNL2	66.8295243415894	54.9447799131426	-0.282503182938686	0.003872854589311
LOC148413	69.2426488505674	74.6240021872442	0.107978820439538	0.105706346099005
MRPL20	246.188826445332	276.648791182167	0.168290334950068	0.0177808540749015
ATAD3C	20.3250730009751	17.3618753839693	-0.227337741684303	0.00805126554927554
ATAD3B	38.2818828062755	41.0502342495999	0.100728667437453	0.258803431753977
ATAD3A	63.576239964226	69.2401421332483	0.123120991304577	0.0518023483596865
SSU72	186.118020741139	196.055608793356	0.0750451652669636	0.221044046203966
MIB2	8.06789391461826	8.06623415663008	-0.000296827274024839	0.996889189120018
CDK11B	32.6145699366548	29.7890215521689	-0.130735867213332	0.037300253373763
SLC35E2B	39.7425506623072	35.5551554580133	-0.160625703007614	0.224786532318443
CDK11A	11.7060507495338	10.9739666485627	-0.0931693419733507	0.205137977398438
SLC35E2	8.5860043682385	6.90196226785732	-0.314980320009108	0.0102328331305875
NADK	60.0166719734743	58.7105236762139	-0.0317441962098682	0.220791501603725
GNB1	162.220838532896	144.666592628354	-0.165227353300258	0.0633141978519596
TMEM52	2.59454186524769	1.75760743125816	-0.561866940557582	0.243423727929046
FAAP20	7.22226378043673	6.38985265538239	-0.176668448914801	0.111223948838264
SKI	12.119834514673	9.94661043469614	-0.285093121464079	0.125050390457616
MORN1	0.839033041732665	0.863763633685216	0.0419089510800232	0.869121353420843
RER1	94.4085113386178	95.236547451224	0.0125983897748456	0.805038188224963
PEX10	29.8617477474186	27.7077688808418	-0.108008060926957	0.0803732406602192
PANK4	25.3425832363474	22.9914187048733	-0.140468098168154	0.0635062584712953
LOC115110	8.1784641353164	11.1308583578913	0.444663006061833	0.0389320320214925
TNFRSF14	43.2199413755616	44.4882759854568	0.0417280768238948	0.39528131393772
FAM213B	12.7075046111243	13.1172515386058	0.0457847090324926	0.615370844637922
TPRG1L	89.6224465985361	65.2399912667447	-0.458103522159767	0.0013810049988037
WRAP73	44.1547979442866	38.4735435395941	-0.198703499676489	0.0379409682151294
TP73	9.44976038351762	7.51566439081973	-0.330377102356756	0.00382303458746509
TP73-AS1	1.39877190752697	1.09607391001901	-0.351815642012966	0.0513265952464868
LRRC47	64.1605518104306	59.8312148034639	-0.100788194150265	0.213436696761464
CEP104	21.2554119925312	18.0738346793634	-0.233927591327733	0.146397190635105
DFFB	6.6616761493077	5.43792986193454	-0.292827676851277	0.0472439775115486
C1orf174	33.6480085377796	28.7340545424511	-0.227759541341624	0.0593117768007774
LINC01134	2.2806007013903	2.85930014639182	0.326248195740888	0.175850042022447
NPHP4	9.82434604543112	8.69439169474349	-0.176276285467311	0.144718100500931
KCNAB2	63.3255535182142	70.772202387981	0.160395033438909	0.11111710005137
RPL22	520.63900709305	508.122980382849	-0.0351056917984784	0.301536103200062
RNF207	1.34576924366803	0.817060322400942	-0.719916555614282	0.0126599575855209
ICMT	68.0470545087535	61.076145879411	-0.155923688593704	0.0353440305659246
LINC00337	0.759015298407026	0.677838639437505	-0.163187085922988	0.610593914507901
GPR153	0.43067893199551	0.289762087329703	-0.571743907340222	0.137675285573498
ACOT7	45.7026503123639	53.8023976000328	0.235392635045748	0.0604921424056029
PLEKHG5	0.791894164232199	0.646816034757028	-0.291952184529438	0.0753177735490296
NOL9	16.8670851191034	13.7363398072877	-0.296213042156497	0.0327340665498901
ZBTB48	14.3459958117493	14.3091288623682	-0.00371227101584778	0.944256079707431
KLHL21	39.9251534547034	35.4935573252788	-0.169740777646531	0.129368275560642
PHF13	16.7726871683154	16.3857445414365	-0.0336726149036758	0.575583159233331
THAP3	12.7436503673709	10.9371313182965	-0.220544205281416	0.00552202007022173
DNAJC11	47.5246877406298	47.3446730404618	-0.00547503693022957	0.95132010856974
CAMTA1	6.21125342581909	5.68331526963084	-0.128151684496303	0.0610800589020261
VAMP3	40.2603022399374	32.765849471932	-0.297165067978274	0.00338085685651729
PER3	0.254573518725097	0.163605587498087	-0.63786033446464	0.161158044706722
PARK7	392.0086094386	439.01069011735	0.163370730800542	0.033390221362198
ERRFI1	0.601649866417851	0.465346336719389	-0.370619296391175	0.12696774712387
RERE	12.4744689837013	9.74284624777994	-0.35656319998988	0.122641777666279
ENO1	659.556903095799	702.003579059034	0.0899812529349719	0.112457824618143
H6PD	2.40147519293365	1.54889681129812	-0.632679871845083	0.0414993801765984
SLC25A33	14.899948855004	14.886631219944	-0.00129006332982374	0.983126951443094
TMEM201	12.9528959687796	9.59951787165577	-0.432240832784482	0.0152943166314943
PIK3CD	2.11990875368716	1.56935341507956	-0.433831888053278	0.156277147938229
CLSTN1	68.4330328446861	51.0830640096901	-0.421847824943269	0.0170242353015888
CTNNBIP1	21.0193493779911	17.8683630486109	-0.234310540893545	0.0239142642418174
LZIC	31.142127476534	27.2406396866265	-0.193106923318469	0.00649625704610573
NMNAT1	7.85863581075226	6.36415261677646	-0.304310462289317	0.0280664630077801
UBE4B	40.7788980775303	35.5360308001013	-0.198540243126261	0.22771858084726
KIF1B	10.9938646324081	9.69183043855779	-0.181857550929781	0.205698197791005
RNU6-2	2.0435895451807	1.96992670312997	-0.0529635091693908	0.755699505933586
PGD	143.808183524927	122.746618388029	-0.228462496367503	0.0136980670739348
APITD1	6.67449566624533	6.97508976549381	0.0635529547717574	0.727402296101842
DFFA	28.2770273294681	25.4038919063337	-0.154580925833024	0.0785259099082419
PEX14	23.0973078284549	18.5310456308231	-0.317780415050734	0.0492553745786362
TARDBP	114.492729203469	116.930223750661	0.0303918975842502	0.385481416203639
SRM	316.786200268971	299.376589999567	-0.081548077530189	0.209520156515064
EXOSC10	92.6885738554254	84.0289772937333	-0.141504576815621	0.0923023482096407
MTOR	27.0306082756285	24.1968605191822	-0.159774103869167	0.282799571641757
UBIAD1	37.9403500892906	29.1842379134546	-0.378543595389594	0.00943319738460911
PTCHD2	0.803393994613355	0.937066027182949	0.222043028835838	0.0968858380077439
FBXO2	3.54504350356447	1.44125683184505	-1.29847588527908	0.00362221727924172
FBXO44	9.73260070764536	8.10085651498541	-0.264750913628005	0.0116367900677141
FBXO6	10.3988059744496	6.79756575561727	-0.613327775618706	0.00170648039323211
MAD2L2	73.8157190007485	62.2110164780668	-0.246757990879503	0.00329529373104019
AGTRAP	80.9512706604841	87.3358751660658	0.109520668765809	0.217950581274218
C1orf167	2.37602046424493	2.19443250831236	-0.114699362335611	0.1884182476463
MTHFR	10.9088665030877	11.779449786321	0.110770948250478	0.229733192879478
CLCN6	5.66292880853687	5.7220532818617	0.0149845385105981	0.921427487694721
