JQ1_24	Lenalidomide_6	LOG2_FOLD_CHANGE	P_VALUE
WASH7P	28.2556929539069	32.4121034288123	0.197991078555263	0.0319280958947752
LOC100133331	1.11791030253333	0.896999116768749	-0.317625965986464	0.43586650929762
LOC100288069	8.10988662173871	5.29227469495395	-0.615793798850459	0.0949444849831433
LINC00115	3.17381994543858	2.71516838481796	-0.225178613220895	0.380093193564532
LINC01128	6.36937737228349	6.13262031514956	-0.054648718036334	0.61286709819598
NOC2L	89.3219632755705	119.380876760585	0.418484887706687	0.0101221443449877
KLHL17	9.03674074657857	9.24079789496896	0.032214892174335	0.782467655726339
PLEKHN1	11.3322411558066	5.68624353175232	-0.994885414905401	0.000504594075981701
ISG15	7.52438869699546	19.112462816584	1.3448674117701	0.0124575480831805
AGRN	0.644148525380666	0.34523490274114	-0.899815051736514	0.0612033446619976
C1orf159	6.50105429585425	16.9771188833965	1.38484603736359	0.00104802326808076
SDF4	186.028668226772	206.027008475743	0.147308508318225	0.151067324369924
B3GALT6	12.6584218849611	17.6796840098691	0.481994933205052	0.0304432069307819
UBE2J2	69.0821932913041	67.56884280673	-0.0319557401962916	0.589142014818679
SCNN1D	0.523064131944009	0.305979660445901	-0.773552088492804	0.0357737118414747
ACAP3	31.725801314456	21.4649585049219	-0.563673219561666	0.00582741247750497
PUSL1	24.3333395900018	51.5091727973284	1.08189503731314	0.00114644650375759
CPSF3L	70.5121071456881	68.5351432749473	-0.04102703468516	0.448336301921478
CPTP	35.73909112058	50.2043816722425	0.490310337593395	0.00656777147725271
TAS1R3	0.733709927246248	0.325632235602264	-1.17196628058222	0.178401126406748
DVL1	17.2438528785349	26.6542753894801	0.628284803330262	0.00562505007449842
AURKAIP1	182.582277441944	239.06337100754	0.388846363771614	0.141750985689745
CCNL2	147.897899208794	66.8295243415894	-1.1460440490898	0.00293197797724118
LOC148413	115.415537821715	69.2426488505674	-0.737104639329957	0.000248977970593509
MRPL20	210.810230027509	246.188826445332	0.223820406377274	0.0540008232722763
ATAD3C	17.732006396558	20.3250730009751	0.196904745948814	0.0218486093623236
ATAD3B	27.3946139547173	38.2818828062755	0.482769513894726	0.00162929241759496
ATAD3A	28.0107813776149	63.576239964226	1.18250546608592	0.0002146051418916
SSU72	216.233151091767	186.118020741139	-0.216369972138945	0.139670306623644
MIB2	18.3406724214598	8.06789391461826	-1.18478251414947	7.68524737736202e-05
CDK11B	33.2388297031761	32.6145699366548	-0.0273529826165948	0.396005487988025
SLC35E2B	77.5498410605544	39.7425506623072	-0.964439357244549	0.000801520104566121
CDK11A	17.9440571911297	11.7060507495338	-0.616251685342081	0.00289365152534173
SLC35E2	20.4582972071053	8.5860043682385	-1.2526272592414	0.00796724385230591
NADK	63.2561635779675	60.0166719734743	-0.07584273925983	0.127998376242069
GNB1	181.81479678408	162.220838532896	-0.164510459456353	0.042056549342074
TMEM52	1.90734750566194	2.59454186524769	0.443912098474947	0.219685270595374
FAAP20	5.59848457539338	7.22226378043673	0.367414748725007	0.180096725227837
SKI	19.9027401397986	12.119834514673	-0.715597069405636	0.00439213211236279
MORN1	1.38286468294394	0.839033041732665	-0.720860460497677	0.00983383825704721
RER1	110.622879357784	94.4085113386178	-0.228660963169103	0.00596525049204898
PEX10	15.0111685395849	29.8617477474186	0.992262318491535	0.000622310466446811
PANK4	23.1722336922923	25.3425832363474	0.129166469889827	0.110951364704344
LOC115110	14.6454520649588	8.1784641353164	-0.840550881383049	0.000361515076964214
TNFRSF14	33.371492262177	43.2199413755616	0.373080914808742	0.0384894021598447
FAM213B	6.54046965342652	12.7075046111243	0.958214613709337	0.00668391206969791
TPRG1L	138.364388607374	89.6224465985361	-0.62654066239484	0.000171971489672574
WRAP73	29.3746764725981	44.1547979442866	0.587997250195918	0.00275989669969735
TP73	1.50936952257414	9.44976038351762	2.64633169905564	0.000431236839034065
TP73-AS1	1.9613761066072	1.39877190752697	-0.487705481373429	0.0128440553667841
LRRC47	76.7521330256104	64.1605518104306	-0.258520295419915	0.106963707529433
CEP104	35.9293071885031	21.2554119925312	-0.75733089372511	0.00248083878250349
DFFB	2.11811083360446	6.6616761493077	1.65310713787042	0.00325565599944728
C1orf174	18.076324120809	33.6480085377796	0.896419790390344	0.000852646180889011
LINC01134	4.68565022261065	2.2806007013903	-1.0388353882769	0.035563402468821
NPHP4	10.2885204742721	9.82434604543112	-0.066602249355917	0.46457285859807
KCNAB2	75.1559808634797	63.3255535182142	-0.247100135079481	0.0368095729889485
RPL22	415.016459690119	520.63900709305	0.327114849415308	0.00134065750013682
RNF207	3.61713747123539	1.34576924366803	-1.42641737427694	0.0040263898366579
ICMT	38.934141454225	68.0470545087535	0.805496901030725	0.000431433225641317
LINC00337	0.635633053861873	0.759015298407026	0.255934815394933	0.525006056287435
GPR153	0.591413826089756	0.43067893199551	-0.457555219845391	0.0966850639907475
ACOT7	15.7577837312998	45.7026503123639	1.53621319026358	0.00280358550918022
PLEKHG5	0.132190977857231	0.791894164232199	2.58268391352806	0.0036953587079687
NOL9	13.165922745584	16.8670851191034	0.357402038688344	0.0334553213531709
ZBTB48	25.5474048857121	14.3459958117493	-0.832528634445942	0.00226685353775301
KLHL21	43.7571279310311	39.9251534547034	-0.132220094913709	0.0782296693393603
PHF13	11.2749785623183	16.7726871683154	0.572989152562255	0.000588222767616821
THAP3	14.9965407960615	12.7436503673709	-0.234851166278446	0.107005074170773
DNAJC11	37.8180677134612	47.5246877406298	0.329601496003748	0.0520645056506713
CAMTA1	5.65193258219803	6.21125342581909	0.136140175582221	0.0802570526949237
VAMP3	47.1887522916682	40.2603022399374	-0.229085023147775	0.0047897734415279
PER3	0.058876529008158	0.254573518725097	2.11231782812014	0.00561758039834163
PARK7	386.70248487247	392.0086094386	0.0196613047734995	0.786579980729849
ERRFI1	1.19666491183855	0.601649866417851	-0.992023176044192	0.00751928443560461
RERE	12.9225978630385	12.4744689837013	-0.0509177240095492	0.77868914019399
ENO1	317.696857789356	659.556903095799	1.05384631196498	8.83666213081688e-05
H6PD	6.07850961223043	2.40147519293365	-1.33979672738978	0.000236835945285906
SLC25A33	12.3955378883642	14.899948855004	0.265486501884195	0.0161434799474594
TMEM201	5.11981269938681	12.9528959687796	1.33911174982559	0.000140923480009683
PIK3CD	1.47233411317929	2.11990875368716	0.525897073023819	0.120544253332583
CLSTN1	85.0051829572257	68.4330328446861	-0.312857921524585	0.0203048280871596
CTNNBIP1	25.378924062809	21.0193493779911	-0.271912893990429	0.0439068428401678
LZIC	20.4138030851025	31.142127476534	0.609322524549476	0.00439114674840457
NMNAT1	9.7131673852078	7.85863581075226	-0.305662928336442	0.0127004188832823
UBE4B	43.4892461533466	40.7788980775303	-0.0928359096585024	0.481000781010051
KIF1B	22.08502603203	10.9938646324081	-1.00636991223478	0.00151893260370373
RNU6-2	1.82943593063349	2.0435895451807	0.159706568777842	0.708059981053773
PGD	126.393145281942	143.808183524927	0.186227552365078	0.041642219554419
APITD1	3.17557916840787	6.67449566624533	1.07163909150942	0.0121958920937882
DFFA	26.8012510492719	28.2770273294681	0.0773301168758057	0.443071477203267
PEX14	14.6887007106041	23.0973078284549	0.653017916159388	0.00900884794282194
TARDBP	125.207957065209	114.492729203469	-0.129070265908698	0.0455128761713365
SRM	60.8789255251652	316.786200268971	2.37949468908671	0.000256756703475628
EXOSC10	44.9465853238791	92.6885738554254	1.04417998653018	0.000383551993390382
MTOR	28.5881500830671	27.0306082756285	-0.0808232897999058	0.528396181433921
UBIAD1	19.0414594175994	37.9403500892906	0.994588933974085	0.00401435622121283
PTCHD2	1.33693159605246	0.803393994613355	-0.734746069636653	0.0450774965014169
FBXO2	6.00093998718785	3.54504350356447	-0.759385170326031	0.0135784502006734
FBXO44	10.3852045154079	9.73260070764536	-0.093632354412684	0.136676243619323
FBXO6	8.1764141557264	10.3988059744496	0.346877703491205	0.0662194265323234
MAD2L2	31.1776499338533	73.8157190007485	1.2434158831587	7.88809892781687e-06
AGTRAP	45.8977247016207	80.9512706604841	0.818631089764964	5.99317916986013e-07
C1orf167	0.239998898419554	2.37602046424493	3.30744757279142	0.00024099491803314
MTHFR	36.4433709183391	10.9088665030877	-1.74015520615534	0.000161293542028392
CLCN6	8.24524703670585	5.66292880853687	-0.542014325936166	0.0707000163971496
NPPA-AS1	1.52871506027628	1.14179581950632	-0.421014840176508	0.110623361855664
KIAA2013	122.492835358842	100.234372190465	-0.289320048283757	0.021547675544176
PLOD1	34.2772915981304	28.4079115111537	-0.270960348601638	0.0253360406438023
MFN2	45.4364681583526	68.6908435219391	0.596267104397632	0.00574960016245942
MIIP	20.9769439794622	31.80260760452	0.600340547279963	0.00195096586641225
TNFRSF1B	3.89567757434061	10.2775839188423	1.39955496903356	0.000258630067679197
