GNE781_24	Lenalidomide_0	LOG2_FOLD_CHANGE	P_VALUE
WASH7P	33.7517381238947	35.0583560044595	0.0547965462206063	0.398688949505946
LOC100133331	0.937802268944666	0.822181536834463	-0.189826794904211	0.408595906497846
LOC100288069	7.46344088955806	6.53975427998785	-0.190604483338089	0.632413373743031
LINC00115	3.34184790780963	3.24276478415904	-0.0434216949563325	0.866026061932992
LINC01128	4.95778973273526	5.03857350926163	0.0233182584867632	0.749363914901897
NOC2L	118.792966336049	96.0408303654564	-0.306729635292191	0.00904941298392454
KLHL17	11.9085158199661	9.96755867915277	-0.256681520167653	0.000572257385417268
PLEKHN1	5.38902004326252	4.48868667470003	-0.263729557678527	0.195187704823345
ISG15	19.2473022686704	12.5734495816588	-0.614275735785792	0.0101594206068785
AGRN	0.297654778412506	0.362884598128154	0.285870771054073	0.298841843619254
C1orf159	20.4467129667347	15.8828084911355	-0.364402891946385	0.0941344274051767
SDF4	208.100469439246	184.024212636233	-0.177384620920771	0.0338074695045464
B3GALT6	25.803407936395	18.2451912166106	-0.50004534845683	0.00375865123650768
UBE2J2	81.6682182346856	66.3951585168046	-0.298696707386823	0.0613384427946325
SCNN1D	0.357719734752129	0.17710624357884	-1.01421463866845	0.290418666768162
ACAP3	23.791388397119	23.5608507334896	-0.0140478329233841	0.694076938642382
PUSL1	41.0007131560154	39.6116342867165	-0.049724779006015	0.599515140103451
CPSF3L	80.8317329388529	73.6280614658132	-0.13466606003873	0.172299460035377
CPTP	51.5972127561998	40.4656171992164	-0.350596534173396	0.0126283188951959
TAS1R3	0.389684622914506	0.674836686827659	0.792231403041994	0.145322078245112
DVL1	28.7259782634139	31.724363698327	0.143235203245402	0.307627060753206
AURKAIP1	251.004264159595	212.243798356606	-0.241989473794068	0.12064226500148
CCNL2	72.0502757761155	80.9538366618739	0.168095503692038	0.144478851040669
LOC148413	71.9310570800826	72.5798760052943	0.012954786402935	0.886513547192931
MRPL20	258.806824692675	218.817842304952	-0.242145281850451	0.120545075763403
ATAD3C	20.7839337342108	25.8327137849835	0.313730473657557	0.00720671030972846
ATAD3B	39.1478612597851	38.5608606993244	-0.0217962381652821	0.725474341981931
ATAD3A	55.4033998042023	49.3092079028117	-0.168117431564502	0.118431293005402
SSU72	246.211107390948	226.238552590676	-0.122051052657037	0.0743956547171862
MIB2	12.0881709334314	10.6390191034253	-0.184230822932836	0.195255872937775
CDK11B	34.196533578096	27.3247164246632	-0.323643566215465	0.0362956570748069
SLC35E2B	48.3948162144973	47.0920811942828	-0.0393680395279274	0.822769656703796
CDK11A	14.7470610403972	10.7510523139118	-0.455949588844624	0.00205845176789022
SLC35E2	11.3051500962603	10.0736458888083	-0.166394223554154	0.429936078891291
NADK	65.2171611146961	58.1871188410069	-0.164551830107405	0.134269950182861
GNB1	216.694936146457	180.921590003948	-0.260300860026946	0.07928251628403
TMEM52	1.27265254813798	2.02734242011056	0.671751184817212	0.0927383076864414
FAAP20	9.77111924760834	7.29959803632221	-0.420706805399186	0.00116497660734291
SKI	13.6175005873366	11.0978512398235	-0.295181559651482	0.191956096992252
MORN1	1.16628194430493	0.810439832311767	-0.52513960881978	0.0531261888386057
RER1	110.492872296334	93.9196655522996	-0.234454130725763	0.01331397265163
PEX10	32.6293301183009	24.3910577201363	-0.419817047061447	0.0165995234799571
PANK4	24.1887074124146	22.7109758015963	-0.0909439828240501	0.407898897641435
LOC115110	12.8329566031123	15.8701703286634	0.306464018884163	0.0199480030212668
TNFRSF14	36.2208561564383	46.3099408075732	0.354501265183692	0.00536586393679962
FAM213B	8.40659242426001	8.07354567563857	-0.0583187247822375	0.297992469792404
TPRG1L	77.0529550329041	63.6278196438629	-0.276192601015949	0.000141550255405897
WRAP73	41.9353991408376	40.5107324431122	-0.0498644181815338	0.594813264791048
TP73	7.03161174293092	7.59414106704962	0.111031385469035	0.469030430002209
TP73-AS1	1.69515569827215	1.82601356129268	0.107279690381893	0.508100860524266
LRRC47	72.1122061274247	57.7321853625191	-0.320867641642112	0.060523162871779
CEP104	27.9547205331228	24.9122881320282	-0.166234386600007	0.242836220432494
DFFB	7.20521412945419	8.93294535764178	0.31009463104787	0.232625043370356
C1orf174	29.922102044451	32.8623545320101	0.135224321724467	0.0377191468641103
LINC01134	2.45141400297045	2.61592720946901	0.0937082451755878	0.513678897648512
NPHP4	9.87539169658077	7.74949770059547	-0.349735170015133	0.0535037469500348
KCNAB2	63.8715254060942	69.7344627001478	0.126698904781732	0.0455890399005685
RPL22	535.9694923239	561.920183290164	0.0682143365412914	0.0515383771528723
RNF207	1.47865329364765	1.87469062131591	0.342368711423973	0.101428965003392
ICMT	56.4144337477235	49.579822307387	-0.186311225457335	0.0309122845485629
LINC00337	0.798332028617409	0.636137537090601	-0.327650173004455	0.366835382440264
GPR153	0.595950972004019	0.514257265298752	-0.21270337627309	0.494172483346629
