KB528_24	JQ1_24	LOG2_FOLD_CHANGE	P_VALUE
WASH7P	45.2238438209517	28.2556929539069	-0.678542048962662	0.0491973157103913
LOC100133331	1.86492786030192	1.11791030253333	-0.738315389105216	0.0613199742655806
LOC100288069	13.8141634228435	8.10988662173871	-0.768394545624752	0.0564133867422234
LINC00115	4.51318343494413	3.17381994543858	-0.507925132298593	0.0616109622004507
LINC01128	4.32438696227211	6.36937737228349	0.558656724578101	0.00120699718494255
NOC2L	74.1988056815447	89.3219632755705	0.267618996471687	0.0726567421345832
KLHL17	17.280612881957	9.03674074657857	-0.935279946485463	0.0243410457987583
PLEKHN1	5.63389657414523	11.3322411558066	1.00822822404828	0.000714220528967106
ISG15	14.1467336087715	7.52438869699546	-0.910822699309791	0.0053718361347812
AGRN	0.6409940041977	0.644148525380666	0.00708251591155709	0.978715242780221
C1orf159	14.2018003013819	6.50105429585425	-1.12732821709873	0.00272643012383149
SDF4	225.811789487161	186.028668226772	-0.279595843102123	0.0297225242175593
B3GALT6	27.8159808658247	12.6584218849611	-1.13581642339797	0.000607193693940418
UBE2J2	72.565756823826	69.0821932913041	-0.0709750252947884	0.41448781726222
SCNN1D	0.990132924071033	0.523064131944009	-0.920634374609102	0.0804723496756505
ACAP3	17.9385955922483	31.725801314456	0.822589656920506	0.00233262171150534
PUSL1	26.4513620455426	24.3333395900018	-0.120407677937937	0.477089686536283
CPSF3L	81.4791840009164	70.5121071456881	-0.208560538093158	0.118374025221216
CPTP	55.8606228230044	35.73909112058	-0.644328713439676	0.00232773473773078
TAS1R3	0.816043592337712	0.733709927246248	-0.153436416514866	0.736592733866417
DVL1	29.253352488034	17.2438528785349	-0.762519810811728	0.00633630493608058
AURKAIP1	174.949095280596	182.582277441944	0.0616115313244531	0.788000275800921
CCNL2	106.022695295855	147.897899208794	0.480228437855316	0.0307113436271897
LOC148413	88.0801742774197	115.415537821715	0.389948231373086	0.00121123723932145
MRPL20	189.660309908995	210.810230027509	0.152527080133657	0.222664638877233
ATAD3C	25.6916605257408	17.732006396558	-0.534944350725738	0.0347043793470642
ATAD3B	23.9271164370906	27.3946139547173	0.195245731533411	0.307359963517549
ATAD3A	21.7540427946714	28.0107813776149	0.364698690947667	0.026641598489525
SSU72	259.146709394903	216.233151091767	-0.261181352528498	0.0683191544709341
MIB2	24.5850712779436	18.3406724214598	-0.422736004653824	0.092373525469941
CDK11B	38.8615685209325	33.2388297031761	-0.225474544246608	0.0432620052528433
SLC35E2B	82.3408521198575	77.5498410605544	-0.0864845542970624	0.424647415331302
CDK11A	20.652696448179	17.9440571911297	-0.202824030762977	0.162374163329378
SLC35E2	21.4362276298126	20.4582972071053	-0.0673649699922993	0.664903951467134
