GNE781_6	CCS1477_0	LOG2_FOLD_CHANGE	P_VALUE
WASH7P	29.6632250485867	35.2881986478804	0.250510327752741	0.0596365204584921
LOC100133331	0.863692899513721	0.731086563764384	-0.240476191631686	0.129370252738106
LOC100288069	6.01168318705064	6.35170462560157	0.0793748422584185	0.793160334704567
LINC00115	1.92598752037513	2.93897376046328	0.609714123351614	0.093160207433202
LINC01128	6.44196085224119	5.06886577633135	-0.345836931658737	0.00630400211374708
NOC2L	112.670088086812	102.067565807618	-0.142580065091107	0.0103838736002106
KLHL17	10.0921369342699	10.5675784091031	0.0664131302476329	0.650062193346657
PLEKHN1	3.12625802114239	4.49454773621316	0.523739097899248	0.0277387293903224
ISG15	21.5656686281413	13.2211808765026	-0.705885406669226	0.00985564872520026
AGRN	0.437301102455969	0.403236680424605	-0.117000105962157	0.667439054957113
C1orf159	14.9028012840867	20.4613721284083	0.457319354663362	0.0177479518620208
SDF4	203.709203546846	204.856571528676	0.00810301082443646	0.8091036002213
B3GALT6	21.6620844898997	22.1748160819421	0.0337500621805503	0.505298096804508
UBE2J2	72.456655576884	66.3676240075756	-0.12663859004301	0.0553237393118524
SCNN1D	0.34263090306186	0.339641359594991	-0.0126431261339966	0.975928981573291
ACAP3	23.0872002364044	27.4547251364211	0.249961238366469	0.0130538287426467
PUSL1	49.410628753903	43.7000916480426	-0.177185108947228	0.00679448999894488
CPSF3L	69.7979814227207	75.1947511591423	0.107446646668974	0.0232054131946259
CPTP	49.1382111300847	45.7391216552149	-0.10341667611424	0.162734449602048
TAS1R3	0.157572863793187	0.655345834010818	2.0562373310917	0.00122528554378183
DVL1	28.3212438023344	33.5262203661701	0.24340522110954	0.038722640046892
AURKAIP1	256.094166531615	235.03149246414	-0.123820310626202	0.220385963544248
CCNL2	61.7323766473914	75.7080937718285	0.294420208502221	0.0614776661271707
LOC148413	66.2001287942006	78.2692732648801	0.241612025585867	0.00147278954068171
MRPL20	249.929939430791	218.858980268412	-0.191522151919717	0.0173782879786532
ATAD3C	19.7396195479791	28.0209013051513	0.505409177217693	0.00111826763406751
ATAD3B	29.3080627416368	40.0111845596424	0.449105732068487	0.00221110293542734
ATAD3A	53.1155986678813	54.8054821550767	0.0451846069960588	0.282295243880888
SSU72	180.552332281145	240.98841030195	0.416546709142965	0.000779661590782273
MIB2	7.88087472041947	11.4270772748659	0.53602877744323	0.0127144560158743
CDK11B	38.7153179470772	28.8413792767981	-0.424764330233399	0.000221815151706762
SLC35E2B	32.5027922422792	47.7356840062972	0.554504469721906	0.0134061003008611
CDK11A	12.7968025692641	11.6355032758376	-0.137249767376086	0.0904332522795771
SLC35E2	7.25037198887384	10.1828514958353	0.490014693431427	0.0087570663447799
NADK	49.9084588543618	60.9495774793264	0.288331864785912	0.0160905259338697
GNB1	183.222315209995	190.596082851866	0.0569232447444293	0.100601572338968
TMEM52	3.80899068750471	2.16665193566843	-0.813941352085463	0.0400328824829962
FAAP20	7.85857426431637	8.06598548346643	0.0375832128901176	0.595178449630222
SKI	15.552268174166	12.1835984592138	-0.352184701137158	0.00738500157309423
MORN1	0.949995320930969	0.871679366228481	-0.124122848145144	0.187632798888499
RER1	97.9600482510566	97.7384839228083	-0.00326675821865473	0.935995069656134
PEX10	28.9953001741702	24.6881226225141	-0.232001941157012	0.0179555407184131
PANK4	27.3611463087469	24.5482059423437	-0.156511082066706	0.0725679980562711
LOC115110	4.4605275644038	16.9114640613602	1.92271530367595	0.00513601112771234
TNFRSF14	29.6835324749413	50.2941722672605	0.760728450998235	0.000238967613301235
FAM213B	12.5519257765044	9.37379520893334	-0.4212035448891	0.00154110936036831
TPRG1L	97.7735777475337	64.5372670959616	-0.599312158553419	3.55468977387418e-05
WRAP73	49.3334746851147	41.4981762371475	-0.249518969424115	0.0037826097951128
TP73	14.1675817045837	8.7408921179451	-0.696741084986061	0.00394234157661593
TP73-AS1	1.96721225652394	1.69131922672586	-0.218003642848395	0.15539719331778
LRRC47	61.2570703861275	64.1153522706718	0.0657934763255109	0.0396577703057127
CEP104	24.8668455962012	27.424472841878	0.141240378435487	0.095201520779252
DFFB	7.59048176473865	8.46230715224664	0.15685959564042	0.00264615328116293
C1orf174	41.7515513880338	33.6343488354207	-0.311894477978403	0.0125262000318795
LINC01134	2.39735034574313	2.54424311655145	0.0857957767079227	0.715643106521183
NPHP4	10.293009730596	8.77582401701229	-0.230058395043808	0.0775084613197217
KCNAB2	50.4377499829129	73.1915086381132	0.53717236419765	0.000519331953790329
RPL22	505.837741830515	555.014911249244	0.133851847861632	0.0528559438961375
RNF207	1.06740174656987	2.31723958625481	1.11830393932587	0.0534037687818606
ICMT	82.6061421230438	50.9900940247988	-0.69603205796112	0.00108844912040767
LINC00337	1.61068433871746	0.50266373376169	-1.68000827276006	0.0067587064752399
GPR153	1.11000255123246	0.555625745296253	-0.998377638237625	0.00844059916684049
ACOT7	62.137712376096	45.6374767012545	-0.44525010192293	0.000435405874347471
PLEKHG5	0.708978975353095	0.714126710684417	0.0104372355457053	0.945074895905599
NOL9	17.1507746815997	13.6029403564003	-0.334355210524331	0.00136797722750864
ZBTB48	16.8920341103617	18.6396657144997	0.142032921284452	0.070297818550302
KLHL21	33.2016541560188	31.4549241304648	-0.0779692382177575	0.15617149244159
PHF13	23.8470539678174	18.1597829540675	-0.39306408905749	0.00181309398200556
THAP3	14.9945075515751	11.022742857765	-0.443950878733454	0.00302991713986697
DNAJC11	43.1795920541503	49.7571873938684	0.204555323743161	7.10185629462386e-06
CAMTA1	6.90001466355903	6.50719726859339	-0.0845631374967133	0.11302203577016
VAMP3	51.9454157468043	39.7114137287027	-0.387442713152313	0.000226394590469834
PER3	0.569596298657066	0.217271035131237	-1.39044391287278	0.00492515875478669
PARK7	438.118198047822	386.869476963372	-0.179473232674753	0.0153910887570058
ERRFI1	2.0231859327747	1.07120988116788	-0.917387737383447	0.0187570515229622
RERE	8.88653333225646	11.2631101788517	0.341912632610174	0.0161743662643389
ENO1	630.977871585666	588.928383120354	-0.0994972055384819	0.0148870149957632
H6PD	3.28268559377999	2.80714257489656	-0.225774239073669	0.0196044604346766
SLC25A33	18.1846873293893	15.3570454529532	-0.243823437882347	0.0425926408934386
TMEM201	14.7564602574753	9.92626780651138	-0.572023409270295	0.00406901830455282
PIK3CD	2.78481643105149	2.53100176219323	-0.137873719512997	0.356484397377988
CLSTN1	78.6444173804563	73.717353842437	-0.0933400738040248	0.0423990929171128
CTNNBIP1	29.634832805569	20.5812172329273	-0.525965608173339	0.00302184691578991
LZIC	35.6822305036758	30.0253942813923	-0.249022610299242	0.0256765689164802
NMNAT1	8.52726461184278	8.32844748315467	-0.0340354399984923	0.746678363837872
UBE4B	42.0567464934775	42.4654237659882	0.0139513991959874	0.828535248622685
KIF1B	11.3506250130174	14.9586035722057	0.398203761321166	0.0629448989845663
RNU6-2	2.04993189390822	2.36209275760815	0.204489640376042	0.493808185597584
PGD	175.146820665799	140.827397843489	-0.31463676370511	0.000720862758160903
