CCS1477_24	JQ1_0	LOG2_FOLD_CHANGE	P_VALUE
WASH7P	46.6977599742253	31.9145098738609	-0.549140855728027	0.106355039670177
LOC100133331	1.69717626185746	0.747742776670771	-1.18252243129751	0.00406197624503373
LOC100288069	11.5533437375275	5.93345025491116	-0.961367283203971	0.059673274892207
LINC00115	4.42433791803569	2.87172230365375	-0.623545331729643	0.155131342255014
LINC01128	6.02492430947761	4.87598312045849	-0.305249985337161	0.0419972182541648
NOC2L	110.40494430384	96.5380740320228	-0.193634832370281	0.0541684319326045
KLHL17	18.4696234812167	9.26107410645057	-0.995903022895079	0.0787097032725677
PLEKHN1	15.4510627048316	4.31916088920105	-1.83888310510686	0.0141057881644431
ISG15	8.31509805423806	12.6659559084462	0.607150780914279	0.03901923873279
AGRN	1.41091473445716	0.353765745952748	-1.99576453626588	0.00163359348665787
C1orf159	17.1695267147884	18.0333827763431	0.070819777450374	0.67102399537108
SDF4	226.596366258197	194.683587489226	-0.218993461094523	0.0265208151287652
B3GALT6	27.0450552458265	20.9247349080994	-0.370155498901392	0.0214482406443812
UBE2J2	84.4983408826182	68.0984207618832	-0.311301672714421	0.0112303847397237
SCNN1D	0.962693971554577	0.254724438756219	-1.91813987491915	0.0145606525654653
ACAP3	36.2716818982646	22.2664431547207	-0.703972523659698	0.0328165233837614
PUSL1	30.0261333098001	40.8351965987909	0.44359447329151	0.0102522412350861
CPSF3L	89.9871482890059	73.533397367063	-0.291319333101368	0.0523647777449953
CPTP	48.0951233777762	43.2422451947299	-0.153449187174255	0.201213401665999
TAS1R3	0.611438380288314	0.566520355069644	-0.110079320752799	0.667143264044188
DVL1	30.4253017039442	32.2482984765221	0.0839514722451413	0.537073262843865
AURKAIP1	181.414267683097	225.114211349784	0.311369212370487	0.000274444958882411
CCNL2	141.218836891888	65.5197361076956	-1.1079310881919	0.0321288234139789
LOC148413	105.471096610328	73.4757095415654	-0.521508404809472	0.00440108646137926
MRPL20	225.064867574699	227.719774127025	0.0169187028907851	0.480929726548274
ATAD3C	19.7475284328205	27.3519839488596	0.469973381935205	0.00512691498010253
ATAD3B	33.5988043394307	35.1610229546662	0.0655671504438846	0.673898783142812
ATAD3A	31.890855382493	51.5274386619325	0.692198086102489	0.00323344817392335
