KB528_24	GNE781_0	LOG2_FOLD_CHANGE	P_VALUE
WASH7P	45.2238438209517	34.4344129481236	-0.393232538227401	0.104073750030103
LOC100133331	1.86492786030192	0.710462812232232	-1.39228878325368	0.00541042167867659
LOC100288069	13.8141634228435	5.36811805780707	-1.36365989075216	0.0176953466541877
LINC00115	4.51318343494413	3.0033722088186	-0.587562137392186	0.0508231615409173
LINC01128	4.32438696227211	4.63293866020875	0.0994319547324716	0.676930337013573
NOC2L	74.1988056815447	107.261958628848	0.531670632424178	0.0799506426867814
KLHL17	17.280612881957	10.7092433402195	-0.690297835362854	0.0354750825694757
PLEKHN1	5.63389657414523	4.42248049260808	-0.349277300015166	0.096146463667584
ISG15	14.1467336087715	18.9875584098274	0.424585420419209	0.423241341578654
AGRN	0.6409940041977	0.509241851737855	-0.331959870919713	0.20269639293662
C1orf159	14.2018003013819	17.156131024785	0.272650413684844	0.0306143995854836
SDF4	225.811789487161	219.501738282872	-0.0408884454228248	0.81362802673776
B3GALT6	27.8159808658247	26.4506792816275	-0.072609207010408	0.786276721833363
UBE2J2	72.565756823826	73.9324369529138	0.0269185550483057	0.882082245369216
SCNN1D	0.990132924071033	0.455419755481163	-1.120425343193	0.0592245235059908
ACAP3	17.9385955922483	26.8449386469321	0.581583161201174	0.0615230846430562
PUSL1	26.4513620455426	51.6218552390626	0.964639979254431	0.105190654366657
CPSF3L	81.4791840009164	70.8517717197341	-0.201627602416638	0.168235835189066
CPTP	55.8606228230044	48.2568342839939	-0.211098383324866	0.108161954526793
TAS1R3	0.816043592337712	0.610530163877226	-0.4185836469461	0.26615183993825
DVL1	29.253352488034	34.3873053694838	0.233274099301625	0.0392930623053402
AURKAIP1	174.949095280596	317.065779574328	0.857846974024197	0.243974680854529
CCNL2	106.022695295855	69.101418794903	-0.617585884664207	0.0452468457329656
LOC148413	88.0801742774197	79.7638261927938	-0.143082707386808	0.15084847635405
MRPL20	189.660309908995	255.953403846104	0.432463393944737	0.25431111266112
ATAD3C	25.6916605257408	31.6340793536486	0.300179470949339	0.16871865389959
ATAD3B	23.9271164370906	44.0752690387478	0.881322834116013	0.0644527354723549
ATAD3A	21.7540427946714	56.2927659161805	1.37166599815507	0.00794926591923377
SSU72	259.146709394903	277.613207670909	0.0993071322031368	0.668178315711821
MIB2	24.5850712779436	12.2095603431046	-1.00977128695947	0.0209122663878564
CDK11B	38.8615685209325	28.473012248349	-0.448749003454844	0.00535989060628843
SLC35E2B	82.3408521198575	40.6740521325562	-1.01749965299053	0.00764658034156296
CDK11A	20.652696448179	10.8681419853863	-0.926224835759231	0.0115052058587144
SLC35E2	21.4362276298126	9.16058877949246	-1.22653880821564	0.0105172172589171
NADK	62.7200750605919	60.945477444038	-0.0414081186669805	0.636961575665461
GNB1	245.359953585908	172.080477415148	-0.511816366355831	0.0265135002805597
TMEM52	0.852042906769891	2.51045060821521	1.5589483530838	0.0552140741138232
FAAP20	12.8071333589691	10.5817932566363	-0.275363454824578	0.463700386288432
SKI	13.1530897065731	11.3981198765632	-0.206605862399569	0.11092188857673
MORN1	1.88882437621222	0.726135364885998	-1.37917814239828	0.0066381682965763
RER1	118.072081642826	97.5765930244027	-0.275060860963193	0.0206429064746158
PEX10	43.6569388782996	23.9282189536606	-0.867497958577271	0.00106709968711643
PANK4	23.4323517188807	23.7816207920417	0.0213452893251829	0.82389422053484
LOC115110	30.916228708945	15.4653276905245	-0.999326941397784	0.0131972068616726
TNFRSF14	51.0802481283305	51.1702145709195	0.00253874986258292	0.978518000120782
FAM213B	6.47967177052722	8.54639418151125	0.399395124465681	0.0321355269555909
TPRG1L	105.925477982306	57.4455751865864	-0.882781961819838	0.000910340692384222
WRAP73	41.0953313114262	37.9609043113022	-0.114460143067355	0.39164079982579
TP73	1.59446661228102	7.82964787367883	2.2958735377489	0.00966991993674249
TP73-AS1	3.20391647592315	1.69882252068829	-0.915301398867526	0.00644151383295257
