KB528_6	GNE781_24	LOG2_FOLD_CHANGE	P_VALUE
WASH7P	40.0858091276294	33.7517381238947	-0.248129796170451	0.0927415250816356
LOC100133331	1.28167034745702	0.937802268944666	-0.450669566032443	0.370237608468364
LOC100288069	10.2441702254238	7.46344088955806	-0.456890312826538	0.235858104469104
LINC00115	2.49490626419651	3.34184790780963	0.421660462545995	0.214473625100425
LINC01128	6.06810737425211	4.95778973273526	-0.291549528212284	0.0155780789393989
NOC2L	110.195027398658	118.792966336049	0.108390294414864	0.0605567294476324
KLHL17	14.8396133804223	11.9085158199661	-0.317459886916998	0.203879134797846
PLEKHN1	2.49408206819119	5.38902004326252	1.11151401444892	0.0216201899106886
ISG15	21.9693539672288	19.2473022686704	-0.190836196733244	0.41055593274573
AGRN	0.537330193013224	0.297654778412506	-0.852168851598099	0.0120837675632547
C1orf159	16.7012145420633	20.4467129667347	0.291915910896726	0.140234558440754
SDF4	238.687953054796	208.100469439246	-0.197845533685627	0.0417302764033147
B3GALT6	22.5543965852654	25.803407936395	0.194152930388405	0.0645296100751881
UBE2J2	80.0104061822672	81.6682182346856	0.0295871029566009	0.723322409764945
SCNN1D	0.486588291171296	0.357719734752129	-0.443871893551015	0.418838226718177
ACAP3	26.7900970280927	23.791388397119	-0.171260340567364	0.129179187806681
PUSL1	42.8440483718013	41.0007131560154	-0.0634458042311123	0.529868735222575
CPSF3L	82.4569457517588	80.8317329388529	-0.0287192463348137	0.718896108696503
CPTP	58.7528614958958	51.5972127561998	-0.187365983903295	0.0228617761023726
TAS1R3	0.228150188347353	0.389684622914506	0.772323158613449	0.313004588982705
DVL1	29.3260092540236	28.7259782634139	-0.0298247347303615	0.813495978603403
AURKAIP1	278.168595841867	251.004264159595	-0.14824768092812	0.360634234336047
CCNL2	85.5919166638665	72.0502757761155	-0.248470601941631	0.294938382465502
LOC148413	61.1256313495396	71.9310570800826	0.234837344396056	0.101723447595071
MRPL20	238.671290593048	258.806824692675	0.11685062419737	0.385801219053878
ATAD3C	20.0040743466055	20.7839337342108	0.055174864085525	0.601978565639628
ATAD3B	26.9437709200389	39.1478612597851	0.538981714267743	0.00256913224254051
ATAD3A	44.8833235849565	55.4033998042023	0.303794998648469	0.0325941276348064
SSU72	179.006905164829	246.211107390948	0.459880607687462	0.00167406914615531
MIB2	10.2084130975744	12.0881709334314	0.243837350216855	0.126675947452165
CDK11B	48.0305562895319	34.196533578096	-0.490102428023598	0.00336154702703366
SLC35E2B	38.2647720261674	48.3948162144973	0.338835717849055	0.174193851183989
CDK11A	17.7226430633812	14.7470610403972	-0.265166309335938	0.120026237561588
SLC35E2	8.24664129047587	11.3051500962603	0.455101586391494	0.120493187347094
NADK	44.7609660126388	65.2171611146961	0.543010470032594	0.0190296327360771
GNB1	188.453608763478	216.694936146457	0.201456018152874	0.12330910766744
TMEM52	5.53949760966744	1.27265254813798	-2.12191654356505	0.0053706556487227
FAAP20	9.29097059464475	9.77111924760834	0.0726945096418559	0.375094369374667
SKI	21.1192441028402	13.6175005873366	-0.633096269469265	0.0252179026755927
MORN1	1.2075874020171	1.16628194430493	-0.050211014492444	0.780163640155923
RER1	109.511345235339	110.492872296334	0.0128729679314779	0.814809629630455
PEX10	34.9221277122542	32.6293301183009	-0.0979720920765677	0.198133686843035
PANK4	32.1446073108121	24.1887074124146	-0.410243049251328	0.0141557960228615
LOC115110	4.84022865777111	12.8329566031123	1.40670648454731	0.00112051658043242
TNFRSF14	30.333105262386	36.2208561564383	0.255927450654009	0.0301459962942359
