KB528_0	CCS1477_6	LOG2_FOLD_CHANGE	P_VALUE
WASH7P	33.0696110135168	34.9252372121632	0.0787638387484801	0.536641296251064
LOC100133331	0.902304972804705	1.18377407195056	0.391706721172526	0.00229656119077692
LOC100288069	6.41405156228677	8.35799783498041	0.38192143336085	0.0768919251545074
LINC00115	3.24680450572929	2.26735175189871	-0.518012295781373	0.131036643282234
LINC01128	4.87270788534556	7.7046503016475	0.661005740449133	0.000794175622516903
NOC2L	93.1980079350242	110.138011126109	0.240941438255235	0.0250706320577679
KLHL17	10.1635163329879	12.7812872168345	0.330633512560404	0.108835829194926
PLEKHN1	4.02902643413473	5.3781469383447	0.416677901225328	0.0715995007983421
ISG15	13.6982708120135	22.0637440610338	0.687683839365155	0.00798386331496854
AGRN	0.33118685645474	0.983561037698242	1.5703691669557	0.000459438621797968
C1orf159	17.8178295865053	12.5097618088852	-0.510267290716406	0.0281740760988199
SDF4	192.552139553325	210.599649659065	0.129253882578231	0.0461623845264017
B3GALT6	20.1057176109378	18.0836622167178	-0.152918954525299	0.108243932482873
UBE2J2	66.910583673123	80.7855106853429	0.271862131906325	0.0167374207396544
SCNN1D	0.340265623968376	0.927218404305828	1.44624779515784	0.102133318735158
ACAP3	25.0016921325944	31.6327429584024	0.339392920328901	0.0597236373238581
PUSL1	42.039481893297	40.3242548275385	-0.0600970158896288	0.262948636783575
CPSF3L	73.4889041171943	77.933319753924	0.0847138347268247	0.108234806615747
CPTP	45.0832037028479	56.3145082472854	0.320916610236017	0.00135998867597689
TAS1R3	0.525580633811205	0.473167552439391	-0.151560973362784	0.664508728512808
DVL1	30.1495131629851	23.352810784283	-0.368538500872161	0.0738003093693717
AURKAIP1	215.392424276387	217.144913705789	0.0116906515202666	0.885885964278842
CCNL2	75.2253974234395	118.674054705798	0.657712829477876	0.0563026001468225
LOC148413	69.7236130962913	69.2039847958861	-0.0107922209750719	0.879048610917087
MRPL20	218.455238770389	188.888832514702	-0.209800294202413	0.00269506865623144
ATAD3C	26.4266090439646	16.7585762211455	-0.65709173060178	0.00942061231332891
ATAD3B	37.9227965409042	29.5832581101464	-0.358284406466051	0.0783696399952397
ATAD3A	50.3678922234583	36.3407798646148	-0.470914979100274	0.00760942962485924
SSU72	237.461432834646	132.899186513534	-0.837360944173818	0.000273649616928929
MIB2	10.6781714628293	9.53574252427738	-0.163247433061233	0.424025391515586
CDK11B	26.4490369224417	42.7349125280609	0.692199978352809	0.000639603920676133
SLC35E2B	47.5335514680435	42.4449054716211	-0.16335479456349	0.136622640493799
CDK11A	10.7474649333504	17.0638086089267	0.666943286199638	0.00231202560448655
SLC35E2	10.1020692469144	11.6663873565995	0.207707045364284	0.142303256783529
NADK	58.5477491902216	45.403829269951	-0.366799732102901	0.00220855000113631
GNB1	180.777601296634	181.167636724813	0.00310932338213062	0.886642462349251
TMEM52	2.47781032129569	11.6277679479482	2.23043652826079	0.000142523954683093
FAAP20	8.47751942626591	7.36122603842247	-0.203696112901619	0.0227817808274995
SKI	11.9081881027378	40.6609275901137	1.77168921168898	0.00228613954434447
MORN1	0.837784701544278	1.10628719122969	0.40107451154706	0.14313386253477
RER1	94.0796293705742	97.6168446483508	0.0532477423894	0.0291409494996862
PEX10	23.7548850062809	26.1394976163414	0.13800719086376	0.0850495139045128
PANK4	22.1502992352221	31.9094505565602	0.526657578584763	0.010994506910488
LOC115110	15.9065106037955	4.66647948637466	-1.76921092902873	0.00114892775056159
TNFRSF14	48.8349525759718	26.75431953709	-0.868142259451439	2.97933463627585e-06
FAM213B	8.35440931900842	11.8392146774755	0.502963652560495	0.0272786268881929
TPRG1L	59.9185460953567	122.646265513602	1.03342878279369	8.88956171101226e-06
WRAP73	39.40413466648	51.4369810194129	0.384458950063075	0.00760329851303153
TP73	8.29874751624912	11.432808157183	0.462214285654144	0.000174729090548275
TP73-AS1	1.78306767775525	2.13425886734472	0.259373710700813	0.261490778901539
LRRC47	58.1668176126669	80.1647808435073	0.462772175642546	0.00953473935006423
CEP104	24.8212912823217	33.3745457875467	0.427170031513881	0.00257071519142618
DFFB	8.7201266571988	5.71370283168075	-0.60992308586187	0.00257056908079513
C1orf174	33.6084951944827	47.3337113359248	0.494042097110604	0.00335616682813831
LINC01134	2.40714304014601	2.2586152820979	-0.0918833215918881	0.724282342102671
NPHP4	8.35097001275524	13.4671424424716	0.689428071924755	0.000338901891508474
KCNAB2	68.7757024707073	44.2420466050996	-0.636480845067153	0.000815717306746857
RPL22	538.542911011367	446.382146441119	-0.27078197695426	0.00526503900453801
RNF207	2.07014691460119	1.6699701822906	-0.309910813557806	0.11207549701542
ICMT	49.6453309529563	74.4583850813739	0.584776284631544	0.000218874660622463
LINC00337	0.653516792212241	1.16730956064577	0.836890990459945	0.0910185657357136
GPR153	0.39548622022032	1.81227050446563	2.19609897867708	0.00237884356918127
ACOT7	44.0941361424341	69.7455301117359	0.661513947929341	3.82681663215302e-05
PLEKHG5	0.630564546169461	0.528711847758296	-0.254162399960208	0.152180012863977
NOL9	12.8591785899033	16.002863643668	0.315531602200508	0.0206556064891637
ZBTB48	18.0190654059786	23.1860670275508	0.363733936465471	0.0143225400105762
KLHL21	30.710711729111	40.5376772090177	0.400521477833216	0.016932316518551
PHF13	16.9316932165732	23.1037330831247	0.448399726034576	0.00181159302922902
THAP3	10.4721026006705	18.0591716943947	0.786180586091502	0.00415706326828902
DNAJC11	46.9482147456385	42.226984267782	-0.152905081348897	0.0515462875427431
CAMTA1	6.21519076753978	6.13233236974692	-0.0193627811253631	0.667351133673389
VAMP3	40.2667756395207	64.7883578923342	0.686144638962652	0.000112861556632876
PER3	0.283454837362389	0.369909341801523	0.384052845170791	0.241889337786017
PARK7	375.503631765891	360.029345066324	-0.0607123594379034	0.187056123560668
ERRFI1	1.10260499383297	2.13083570345634	0.950503318753715	0.00542274987587377
RERE	11.2532366668022	10.7065151376423	-0.0718510366153481	0.22314465980059
ENO1	572.499447859056	512.284048296361	-0.160330332536348	0.00450644397388846
H6PD	2.8177007760163	4.43226710972322	0.653526414067599	0.00298319654475455
SLC25A33	16.6581247184365	17.7680674399705	0.0930607748186728	0.172122207383247
TMEM201	8.98763768138288	15.2789384884963	0.765530443491724	0.000224553107703537
PIK3CD	2.58215767382241	2.05223640961372	-0.331380165010282	0.142532028141664
CLSTN1	69.2000434768167	97.13121831918	0.48916211322052	0.00231870260994775
CTNNBIP1	20.1265738927613	35.9082423786963	0.835213432300662	0.000420379056835643
LZIC	28.5287621975716	28.7671318880172	0.01200423729812	0.865318690004123
NMNAT1	7.93236045481216	11.5320917106734	0.539832073487003	0.00851913893267478
UBE4B	40.5017194591123	51.7858129630302	0.354573759558874	0.000757978463211584
KIF1B	13.8676433145515	16.3591857606501	0.238378308362082	0.00488095102828009
RNU6-2	2.10561580094523	2.22821453986963	0.0816459263314048	0.70964449976739
PGD	133.661280372752	203.60139759088	0.607165865328605	0.0014822967537059
APITD1	5.24138957042372	5.29134544388413	0.0136852643179645	0.867753463542029
DFFA	24.5725859182363	21.7949366099257	-0.173056681350276	0.00523354556881612
PEX14	19.0857268974715	28.7141155046167	0.589265988377305	0.00736863388835812
TARDBP	99.4124004408462	125.756085068337	0.339130484548894	0.00554518034182545
SRM	217.275027445795	174.66123520811	-0.31496291946644	0.00348701087811875
EXOSC10	77.6387442382341	91.8486411993741	0.24248159490967	0.0167307787360407
MTOR	23.0586847226737	40.3080369143024	0.805757299245231	0.0029600252162139
UBIAD1	26.6744876507361	23.6535227566382	-0.173405498377118	0.00785109174785758
PTCHD2	1.07209878741805	1.7787397494196	0.730417595223186	0.0242423309180728
FBXO2	3.33358137316285	7.24414442543286	1.11974236545004	0.0177991349555746
FBXO44	12.4668289464712	17.1655665038469	0.461422921421562	0.0515090801269458
FBXO6	8.51202769746252	15.3547139661532	0.851106887080519	0.0064454164790459
MAD2L2	75.3974844417362	86.3587063639959	0.1958252419568	0.0139989189008385
AGTRAP	88.9563935458904	49.2306390410696	-0.853541833085951	0.000145666977319297
C1orf167	2.41681547567694	0.939687196698653	-1.36285483012345	0.00117384416397505
MTHFR	15.6190392020896	22.866164661991	0.549908693544148	0.00547005467539828
