GNE781_6	Lenalidomide_0	LOG2_FOLD_CHANGE	P_VALUE
WASH7P	29.6632250485867	35.0583560044595	0.241082886041256	0.0265547429032108
LOC100133331	0.863692899513721	0.822181536834463	-0.0710614545085856	0.628295740436728
LOC100288069	6.01168318705064	6.53975427998785	0.121467448068452	0.297594115144094
LINC00115	1.92598752037513	3.24276478415904	0.751626025732161	0.0563135298839245
LINC01128	6.44196085224119	5.03857350926163	-0.354484549139765	0.000839218593137078
NOC2L	112.670088086812	96.0408303654564	-0.230384774133992	0.00136931020885811
KLHL17	10.0921369342699	9.96755867915277	-0.0179195881146125	0.867945026734748
PLEKHN1	3.12625802114239	4.48868667470003	0.521856540861909	0.0297434274725355
ISG15	21.5656686281413	12.5734495816588	-0.778355932646798	0.00209040104518367
AGRN	0.437301102455969	0.362884598128154	-0.269116159556839	0.247551045721306
C1orf159	14.9028012840867	15.8828084911355	0.0918825008140333	0.216318192019454
SDF4	203.709203546846	184.024212636233	-0.146615563859904	0.000235388727012575
B3GALT6	21.6620844898997	18.2451912166106	-0.247655805674373	0.0313968459466489
UBE2J2	72.456655576884	66.3951585168046	-0.126040170821413	0.0611791751664353
SCNN1D	0.34263090306186	0.17710624357884	-0.952040206185876	0.0365609178155363
ACAP3	23.0872002364044	23.5608507334896	0.0292984034216166	0.53154419058583
PUSL1	49.410628753903	39.6116342867165	-0.318897189488339	0.00116451814876179
CPSF3L	69.7979814227207	73.6280614658132	0.0770704037745933	0.0628055006828911
CPTP	49.1382111300847	40.4656171992164	-0.280148737292524	0.0201528392379303
TAS1R3	0.157572863793187	0.674836686827659	2.09851930211767	0.0355818391557087
DVL1	28.3212438023344	31.724363698327	0.163706601363193	0.0355679054472543
AURKAIP1	256.094166531615	212.243798356606	-0.270951991062803	0.00385616485357515
CCNL2	61.7323766473914	80.9538366618739	0.391072121050204	0.0268235130596456
LOC148413	66.2001287942006	72.5798760052943	0.132735568295398	0.00859511804273458
MRPL20	249.929939430791	218.817842304952	-0.191793354473703	0.0185332821982211
ATAD3C	19.7396195479791	25.8327137849835	0.388105025547296	0.00117113854789626
ATAD3B	29.3080627416368	38.5608606993244	0.395839644400555	0.0058213003416505
ATAD3A	53.1155986678813	49.3092079028117	-0.107278527465439	0.019877818740233
SSU72	180.552332281145	226.238552590676	0.325427738949398	0.00251200237092489
MIB2	7.88087472041947	10.6390191034253	0.432937470877557	0.0114061728432851
CDK11B	38.7153179470772	27.3247164246632	-0.502697966526771	0.000609355884859918
