JQ1_24	Lenalidomide_24	LOG2_FOLD_CHANGE	P_VALUE
WASH7P	28.2556929539069	29.357709405279	0.0551978374323209	0.449161968675519
LOC100133331	1.11791030253333	0.69996761650111	-0.675444352228359	0.201431868679422
LOC100288069	8.10988662173871	4.02427947238298	-1.01095124650644	0.0111167772988855
LINC00115	3.17381994543858	3.43147682126425	0.112609324986018	0.627473377437174
LINC01128	6.36937737228349	5.21726489809434	-0.287858665452486	0.0232563250983567
NOC2L	89.3219632755705	118.164635725754	0.403711464087364	0.0115514949590998
KLHL17	9.03674074657857	8.55416506661223	-0.0791754874348497	0.260803067560468
PLEKHN1	11.3322411558066	3.94074606722679	-1.52389251485882	0.000493493922891024
ISG15	7.52438869699546	8.91367225155455	0.244445537274093	0.359229843429344
AGRN	0.644148525380666	0.193280553581164	-1.73669688612279	0.026332021341654
C1orf159	6.50105429585425	18.8347500082685	1.53465127617347	4.46325341097343e-05
SDF4	186.028668226772	196.186354873144	0.0766997357677821	0.399594668417952
B3GALT6	12.6584218849611	18.8932984024894	0.577777033839518	0.00879967852657499
UBE2J2	69.0821932913041	67.0221554225317	-0.0436758035884689	0.460003243153716
SCNN1D	0.523064131944009	0.165970517859165	-1.65606085206137	0.00202942453834143
ACAP3	31.725801314456	23.1621215823077	-0.453889197389835	0.0108680410717343
PUSL1	24.3333395900018	49.833960518137	1.03419490150557	0.00770704440702625
CPSF3L	70.5121071456881	74.1588614603761	0.0727481008955958	0.318810240299933
CPTP	35.73909112058	45.3098991329355	0.342323333460439	0.0205945638686555
TAS1R3	0.733709927246248	0.296601265311263	-1.30668505285988	0.16124553996374
DVL1	17.2438528785349	25.1499202825392	0.544471668275645	0.0018976206512437
AURKAIP1	182.582277441944	260.003576337453	0.509984732325166	0.068687647778187
CCNL2	147.897899208794	54.9447799131426	-1.42854723202848	0.00160153017378531
LOC148413	115.415537821715	74.6240021872442	-0.62912581889042	0.000189122803246897
MRPL20	210.810230027509	276.648791182167	0.392110741327343	0.0104157121193883
ATAD3C	17.732006396558	17.3618753839693	-0.0304329957354882	0.598260562243915
ATAD3B	27.3946139547173	41.0502342495999	0.583498181332179	0.00636087131155546
ATAD3A	28.0107813776149	69.2401421332483	1.3056264573905	4.18848128755836e-05
SSU72	216.233151091767	196.055608793356	-0.141324806871981	0.267585823648508
MIB2	18.3406724214598	8.06623415663008	-1.1850793414235	0.000158000832673367
CDK11B	33.2388297031761	29.7890215521689	-0.158088849829927	0.0314042494457561
SLC35E2B	77.5498410605544	35.5551554580133	-1.12506506025216	0.000518899545063404
CDK11A	17.9440571911297	10.9739666485627	-0.709421027315432	0.00102995423211565
SLC35E2	20.4582972071053	6.90196226785732	-1.56760757925051	0.00589516291359292
NADK	63.2561635779675	58.7105236762139	-0.107586935469698	0.0581906261891027
GNB1	181.81479678408	144.666592628354	-0.329737812756611	0.000673970229216658
