CCS1477_24	Lenalidomide_6	LOG2_FOLD_CHANGE	P_VALUE
WASH7P	46.6977599742253	32.4121034288123	-0.52682069813796	0.112208104764788
LOC100133331	1.69717626185746	0.896999116768749	-0.919957935422962	0.0021626399600571
LOC100288069	11.5533437375275	5.29227469495395	-1.12635060137035	0.0388524002771459
LINC00115	4.42433791803569	2.71516838481796	-0.7044199071466	0.132049311571408
LINC01128	6.02492430947761	6.13262031514956	0.0255605161004494	0.834482107695556
NOC2L	110.40494430384	119.380876760585	0.112766972135748	0.169992751893766
KLHL17	18.4696234812167	9.24079789496896	-0.999065124704127	0.0756342518116719
PLEKHN1	15.4510627048316	5.68624353175232	-1.44215827478067	0.0152881626096139
ISG15	8.31509805423806	19.112462816584	1.20070851337974	0.0230955651999139
AGRN	1.41091473445716	0.34523490274114	-2.03098057310287	0.00104218756975823
C1orf159	17.1695267147884	16.9771188833965	-0.016258625536536	0.922103026018902
SDF4	226.596366258197	206.027008475743	-0.137291250549534	0.0698445916236113
B3GALT6	27.0450552458265	17.6796840098691	-0.613272354956772	0.010771880401383
UBE2J2	84.4983408826182	67.56884280673	-0.322564866946371	0.0114401191109517
SCNN1D	0.962693971554577	0.305979660445901	-1.65364150108419	0.0145948152144969
ACAP3	36.2716818982646	21.4649585049219	-0.756860260011469	0.0228063997482843
PUSL1	30.0261333098001	51.5091727973284	0.778610671330454	0.000839976114847884
CPSF3L	89.9871482890059	68.5351432749473	-0.392875015241278	0.0261321766719538
CPTP	48.0951233777762	50.2043816722425	0.0619226644867731	0.565841347343956
TAS1R3	0.611438380288314	0.325632235602264	-0.908963589075259	0.036978317307716
DVL1	30.4253017039442	26.6542753894801	-0.190904606893356	0.263038524369152
AURKAIP1	181.414267683097	239.06337100754	0.398105175114749	0.000304258732093193
CCNL2	141.218836891888	66.8295243415894	-1.07937502861614	0.0395692511978796
LOC148413	105.471096610328	69.2426488505674	-0.607114875099816	0.00093280148182833
MRPL20	225.064867574699	246.188826445332	0.129424414026771	0.0459299100123698
ATAD3C	19.7475284328205	20.3250730009751	0.0415884346725489	0.407832638860555
ATAD3B	33.5988043394307	38.2818828062755	0.188251893611843	0.278032228045717
ATAD3A	31.890855382493	63.576239964226	0.995344900561048	0.000991310215382882
SSU72	247.845076087342	186.118020741139	-0.413220847167304	0.00441340409075382
MIB2	20.8614942119364	8.06789391461826	-1.37057847602764	0.0164688360319578
CDK11B	41.523697665948	32.6145699366548	-0.348418315805616	0.0147095226349812
SLC35E2B	85.1560354871403	39.7425506623072	-1.09942431824174	0.0076901905161012
CDK11A	20.4653142889253	11.7060507495338	-0.805926384290878	0.0117147326225169
SLC35E2	22.5972639511426	8.5860043682385	-1.39608929158992	0.0211584593997182
NADK	71.2509036718467	60.0166719734743	-0.247544990653144	0.0975130869811148
GNB1	262.078154025828	162.220838532896	-0.692037943459716	0.000174862697564538
TMEM52	1.66543336674516	2.59454186524769	0.639582181661719	0.059224759282767
FAAP20	9.11189597194865	7.22226378043673	-0.335300163142328	0.0256026805888219
SKI	24.5111635783979	12.119834514673	-1.01606897227801	0.00580170619786969
