KB528_0	KB528_6	LOG2_FOLD_CHANGE	P_VALUE
WASH7P	33.0696110135168	40.0858091276294	0.277585519465878	0.0771127586148347
LOC100133331	0.902304972804705	1.28167034745702	0.506338198797132	0.330516563397824
LOC100288069	6.41405156228677	10.2441702254238	0.675495274533002	0.0501713381239655
LINC00115	3.24680450572929	2.49490626419651	-0.380034907446847	0.180831019739682
LINC01128	4.87270788534556	6.06810737425211	0.316522877290261	0.0108750034042282
NOC2L	93.1980079350242	110.195027398658	0.241688099727742	0.0190645480403901
KLHL17	10.1635163329879	14.8396133804223	0.546053879238722	0.0966538167496017
PLEKHN1	4.02902643413473	2.49408206819119	-0.691922332857211	0.0492407364414139
ISG15	13.6982708120135	21.9693539672288	0.681498658902252	0.0841579477489199
AGRN	0.33118685645474	0.537330193013224	0.698163487610149	0.0106220558609547
C1orf159	17.8178295865053	16.7012145420633	-0.0933685890957423	0.459262261936142
SDF4	192.552139553325	238.687953054796	0.309876599430525	0.0144120337041821
B3GALT6	20.1057176109378	22.5543965852654	0.165802859507054	0.103697506936419
UBE2J2	66.910583673123	80.0104061822672	0.257953220461535	0.000461539953811339
SCNN1D	0.340265623968376	0.486588291171296	0.516040197517935	0.200662214245127
ACAP3	25.0016921325944	26.7900970280927	0.0996740654926355	0.317878362097503
PUSL1	42.039481893297	42.8440483718013	0.0273499188322871	0.661902491311899
CPSF3L	73.4889041171943	82.4569457517588	0.166114586111408	0.0304305611606896
CPTP	45.0832037028479	58.7528614958958	0.38206907836762	0.0021163675698305
TAS1R3	0.525580633811205	0.228150188347353	-1.20392827254021	0.0662333834751464
DVL1	30.1495131629851	29.3260092540236	-0.0399539470736636	0.737226807710046
AURKAIP1	215.392424276387	278.168595841867	0.368992045687764	0.0767212100011983
CCNL2	75.2253974234395	85.5919166638665	0.186254730857631	0.397940858885339
LOC148413	69.7236130962913	61.1256313495396	-0.189869870908714	0.0784848195740012
MRPL20	218.455238770389	238.671290593048	0.127687333825797	0.250214160577797
ATAD3C	26.4266090439646	20.0040743466055	-0.401697443988735	0.0143562687434331
ATAD3B	37.9227965409042	26.9437709200389	-0.493113579263437	0.0239102825549201
ATAD3A	50.3678922234583	44.8833235849565	-0.166324848240304	0.103500047488917
SSU72	237.461432834646	179.006905164829	-0.407677977653847	0.0027087115196849
MIB2	10.6781714628293	10.2084130975744	-0.0649060040691586	0.667459991606119
CDK11B	26.4490369224417	48.0305562895319	0.86073732690156	3.99485638659751e-05
SLC35E2B	47.5335514680435	38.2647720261674	-0.312929392189534	0.0539097646424812
CDK11A	10.7474649333504	17.7226430633812	0.721597372891975	0.0131033703188306
SLC35E2	10.1020692469144	8.24664129047587	-0.292772275990358	0.157855912119794
NADK	58.5477491902216	44.7609660126388	-0.387372536524316	0.00896393789181516
GNB1	180.777601296634	188.453608763478	0.0599934858852074	0.00196871634631742
TMEM52	2.47781032129569	5.53949760966744	1.16068938868488	0.0177236098519856
FAAP20	8.47751942626591	9.29097059464475	0.132187132503837	0.180944937446363
SKI	11.9081881027378	21.1192441028402	0.826604283072099	0.000242125602627122
MORN1	0.837784701544278	1.2075874020171	0.527476166259995	0.0624331890067552
RER1	94.0796293705742	109.511345235339	0.219126057171311	0.0338737841461234
PEX10	23.7548850062809	34.9221277122542	0.55591723831016	0.000986721469171741
PANK4	22.1502992352221	32.1446073108121	0.537250537677906	0.010985923648911
LOC115110	15.9065106037955	4.84022865777111	-1.71647027899237	0.000365260480427444
TNFRSF14	48.8349525759718	30.333105262386	-0.687020898518081	0.00179426746305573
FAM213B	8.35440931900842	12.8998524577986	0.626744830625469	0.0084971639361882
