CCS1477_6	CCS1477_24	LOG2_FOLD_CHANGE	P_VALUE
WASH7P	34.9252372121632	46.6977599742253	0.419083433094787	0.144374927101875
LOC100133331	1.18377407195056	1.69717626185746	0.519742642049851	0.0182593738589845
LOC100288069	8.35799783498041	11.5533437375275	0.467081162911833	0.175797613540961
LINC00115	2.26735175189871	4.42433791803569	0.964453353687614	0.0696298131655551
LINC01128	7.7046503016475	6.02492430947761	-0.354786360219852	0.012017095806765
NOC2L	110.138011126109	110.40494430384	0.00349232065981578	0.950472340894703
KLHL17	12.7812872168345	18.4696234812167	0.531121317138514	0.171212670794902
PLEKHN1	5.3781469383447	15.4510627048316	1.5225249910411	0.0175204668859378
ISG15	22.0637440610338	8.31509805423806	-1.40787244539269	0.00126190513829481
AGRN	0.983561037698242	1.41091473445716	0.520544313484551	0.00851772168155811
C1orf159	12.5097618088852	17.1695267147884	0.456795951147498	0.0891224459299738
SDF4	210.599649659065	226.596366258197	0.105621689631073	0.133267535870045
B3GALT6	18.0836622167178	27.0450552458265	0.580677969499408	0.00499707996636072
UBE2J2	80.7855106853429	84.4983408826182	0.0648264533995801	0.323574875825276
SCNN1D	0.927218404305828	0.962693971554577	0.0541680535281263	0.894499819000319
ACAP3	31.6327429584024	36.2716818982646	0.197424982683895	0.244981184675165
PUSL1	40.3242548275385	30.0261333098001	-0.425429173125392	0.00707454990218188
CPSF3L	77.933319753924	89.9871482890059	0.207478701857962	0.101847838628368
CPTP	56.3145082472854	48.0951233777762	-0.22761603135951	0.0759919348477669
TAS1R3	0.473167552439391	0.611438380288314	0.369855969780065	0.217073987696242
DVL1	23.352810784283	30.4253017039442	0.381675363458682	0.0947380956631036
AURKAIP1	217.144913705789	181.414267683097	-0.25937023629107	0.000896121068132249
CCNL2	118.674054705798	141.218836891888	0.250927981512017	0.309322551602279
LOC148413	69.2039847958861	105.471096610328	0.607920679328208	0.00120284851180559
MRPL20	188.888832514702	225.064867574699	0.252803461723438	0.000767844628164486
ATAD3C	16.7585762211455	19.7475284328205	0.236772513886303	0.00912339381932599
ATAD3B	29.5832581101464	33.5988043394307	0.183628943233397	0.389993346574278
ATAD3A	36.3407798646148	31.890855382493	-0.188446585455927	0.113174681864262
SSU72	132.899186513534	247.845076087342	0.899106323428534	0.00358269783070511
MIB2	9.53574252427738	20.8614942119364	1.12942530804597	0.0114039518533329
CDK11B	42.7349125280609	41.523697665948	-0.0414802486680474	0.545389414345274
SLC35E2B	42.4449054716211	85.1560354871403	1.00451738341297	0.00819537836310425
CDK11A	17.0638086089267	20.4653142889253	0.262241133309784	0.0695999247352034
SLC35E2	11.6663873565995	22.5972639511426	0.953790221919056	0.0266457812852625
NADK	45.403829269951	71.2509036718467	0.650094335195008	0.0152820582923573
GNB1	181.167636724813	262.078154025828	0.532671840926745	0.00127665499361844
TMEM52	11.6277679479482	1.66543336674516	-2.80360464673324	1.86982110929851e-05
FAAP20	7.36122603842247	9.11189597194865	0.307805203987352	0.0360648673418591
SKI	40.6609275901137	24.5111635783979	-0.730204154955845	0.00177823083036456
MORN1	1.10628719122969	2.51235218234931	1.18331275924763	0.00406865468585834
RER1	97.6168446483508	118.088525035367	0.274666757022675	0.00844544019990787
PEX10	26.1394976163414	33.159523228857	0.343191849994249	0.00482060011419683
PANK4	31.9094505565602	30.04929573652	-0.0866525883303334	0.441535577713703
LOC115110	4.66647948637466	19.6314031450644	2.07275683372088	0.00452426799372265
TNFRSF14	26.75431953709	39.9960945519576	0.580087297611795	0.02633613878798
FAM213B	11.8392146774755	11.0565027241981	-0.0986782671189354	0.439233436840261
TPRG1L	122.646265513602	117.817682003203	-0.0579472314102365	0.0885747418664793
WRAP73	51.4369810194129	36.9212715151078	-0.478353731168469	0.0218440420798756
TP73	11.432808157183	2.93383942258521	-1.96231799026401	9.45274054841061e-06
TP73-AS1	2.13425886734472	3.89890023429065	0.869332065943156	0.0209384418397598
LRRC47	80.1647808435073	83.8818666186079	0.0653904158865942	0.432892965276594
CEP104	33.3745457875467	40.6263537622907	0.28366768519408	0.0532665454287202
DFFB	5.71370283168075	5.67395544000008	-0.0100711834457774	0.957129659428154
C1orf174	47.3337113359248	25.8038979221836	-0.875279030364692	0.000203352548746354
LINC01134	2.2586152820979	5.09451702746992	1.17350682957027	0.0266080083294236
NPHP4	13.4671424424716	15.0601210589322	0.161289605375625	0.201919819996013
KCNAB2	44.2420466050996	73.8574314280395	0.739324965037959	0.000528261421342511
RPL22	446.382146441119	397.774727356494	-0.166327708741969	0.0424069286996448
RNF207	1.6699701822906	7.89677138229456	2.24144058054762	0.0322081005746576
ICMT	74.4583850813739	50.6833581241027	-0.55492220989493	6.18936951566613e-05
LINC00337	1.16730956064577	0.73050076073177	-0.676229521793909	0.118352871196919
GPR153	1.81227050446563	0.894931108850882	-1.01794977793161	0.0100516167977
ACOT7	69.7455301117359	24.6788673115498	-1.49882457921724	7.4209676566305e-06
PLEKHG5	0.528711847758296	0.614912093140292	0.217898523755589	0.334334434297797
NOL9	16.002863643668	17.4407438511963	0.124131480366786	0.220861594571984
ZBTB48	23.1860670275508	29.4796765137174	0.346462572182396	0.0934746757797041
KLHL21	40.5376772090177	32.5404096664188	-0.317031011498445	0.0137747215597383
PHF13	23.1037330831247	14.7700058745367	-0.645455580100734	0.00737122851734325
THAP3	18.0591716943947	16.6554585021639	-0.116736653399941	0.274847857576157
DNAJC11	42.226984267782	53.1740360916134	0.33255675847187	0.0446130562868583
CAMTA1	6.13233236974692	6.06031267072554	-0.017043663734416	0.497312999296567
VAMP3	64.7883578923342	57.581716814411	-0.170123788238361	0.0131299509400553
PER3	0.369909341801523	0.228958991629419	-0.692082511834907	0.115767565193448
PARK7	360.029345066324	469.734903499072	0.383732294852664	0.00152160160285655
ERRFI1	2.13083570345634	1.59918116915733	-0.414085970328505	0.0561520746285676
RERE	10.7065151376423	15.7083267151575	0.553040535975203	0.0151333823686842
ENO1	512.284048296361	432.45651778596	-0.244388887927472	0.00410482629642654
H6PD	4.43226710972322	10.2346271502169	1.20734181275355	0.00529717968738571
SLC25A33	17.7680674399705	14.2170631724802	-0.321663296531685	0.0205917376032228
TMEM201	15.2789384884963	6.25283815611202	-1.28896123375054	5.47180164740813e-05
PIK3CD	2.05223640961372	3.03507589211629	0.56453565819384	0.00264211383400472
CLSTN1	97.13121831918	105.526361555302	0.119596481199905	0.0668153764036837
CTNNBIP1	35.9082423786963	28.5604808812391	-0.330294767657027	0.0013419969991818
LZIC	28.7671318880172	32.8471252410419	0.191345722243865	0.0577442810911042
NMNAT1	11.5320917106734	12.823864116362	0.153176828429554	0.0941832008062476
UBE4B	51.7858129630302	45.6499871415682	-0.181942463160683	0.00922036280236864
KIF1B	16.3591857606501	20.1927051093482	0.303733250429714	0.00102295494554954
RNU6-2	2.22821453986963	1.8047834742188	-0.30406238417059	0.33456027630324
PGD	203.60139759088	133.365131310125	-0.610365945474231	0.000521282133008196
APITD1	5.29134544388413	4.19402432343149	-0.335299378295341	0.0246167672250545
DFFA	21.7949366099257	33.1585784644636	0.605389150983662	0.00220236567464314
PEX14	28.7141155046167	24.0015816491466	-0.258630643086773	0.0075473409516647
TARDBP	125.756085068337	155.916483029928	0.310145242904182	0.00135190558047571
SRM	174.66123520811	81.1105324139567	-1.10659827867252	9.59358189568408e-05
EXOSC10	91.8486411993741	89.4285634834094	-0.0385226765790916	0.380692421907007
MTOR	40.3080369143024	37.7785135406626	-0.0935015850609673	0.204533246868964
