GNE781_24	Lenalidomide_24	LOG2_FOLD_CHANGE	P_VALUE
WASH7P	33.7517381238947	29.357709405279	-0.201222390713062	0.0459613079141265
LOC100133331	0.937802268944666	0.69996761650111	-0.42199559120717	0.143699164162859
LOC100288069	7.46344088955806	4.02427947238298	-0.891110414460104	0.169491440386809
LINC00115	3.34184790780963	3.43147682126425	0.0381835338674058	0.868171914841992
LINC01128	4.95778973273526	5.21726489809434	0.0735965998356009	0.467568289328898
NOC2L	118.792966336049	118.164635725754	-0.00765108671113029	0.893956177988125
KLHL17	11.9085158199661	8.55416506661223	-0.477294666936117	4.80411866844697e-05
PLEKHN1	5.38902004326252	3.94074606722679	-0.451554164059379	0.0759986664633077
ISG15	19.2473022686704	8.91367225155455	-1.1105644293128	0.00240537741918367
AGRN	0.297654778412506	0.193280553581164	-0.622943563060945	0.0942326094190008
C1orf159	20.4467129667347	18.8347500082685	-0.118472048096554	0.425368225279599
SDF4	208.100469439246	196.186354873144	-0.0850555166355713	0.147995289701613
B3GALT6	25.803407936395	18.8932984024894	-0.449687029243656	0.00531976423741677
UBE2J2	81.6682182346856	67.0221554225317	-0.285136668450779	0.0609300796993122
SCNN1D	0.357719734752129	0.165970517859165	-1.10790271993371	0.268008868350301
ACAP3	23.791388397119	23.1621215823077	-0.0386720597521131	0.565701214203404
PUSL1	41.0007131560154	49.833960518137	0.281480231906685	0.0549872750612189
CPSF3L	80.8317329388529	74.1588614603761	-0.12430268285233	0.216789930177583
CPTP	51.5972127561998	45.3098991329355	-0.187466855234	0.0199379531546624
TAS1R3	0.389684622914506	0.296601265311263	-0.393782251008881	0.518056972401907
DVL1	28.7259782634139	25.1499202825392	-0.191802197557427	0.242641934353687
AURKAIP1	251.004264159595	260.003576337453	0.0508195941378525	0.654915074232132
CCNL2	72.0502757761155	54.9447799131426	-0.391021529480933	0.0171390313015738
LOC148413	71.9310570800826	74.6240021872442	0.0530249302055169	0.590790475598507
MRPL20	258.806824692675	276.648791182167	0.0961799584746972	0.387066848815587
ATAD3C	20.7839337342108	17.3618753839693	-0.259545943824021	0.0285777683323092
ATAD3B	39.1478612597851	41.0502342495999	0.0684569628123363	0.399705405118789
ATAD3A	55.4033998042023	69.2401421332483	0.32163417690126	0.0129467732880601
SSU72	246.211107390948	196.055608793356	-0.32863293267924	0.00713267059660381
MIB2	12.0881709334314	8.06623415663008	-0.583628774464621	0.0264319190661639
CDK11B	34.196533578096	29.7890215521689	-0.199069352212149	0.0777692347930421
SLC35E2B	48.3948162144973	35.5551554580133	-0.444793758059394	0.112657192187746
CDK11A	14.7470610403972	10.9739666485627	-0.426342370310844	0.00219386328972947
SLC35E2	11.3051500962603	6.90196226785732	-0.711901654716829	0.0640337840984075
NADK	65.2171611146961	58.7105236762139	-0.151632517279182	0.146782717235098
GNB1	216.694936146457	144.666592628354	-0.58293363648918	0.0206477568451103
TMEM52	1.27265254813798	1.75760743125816	0.465774277511858	0.45506939543365
FAAP20	9.77111924760834	6.38985265538239	-0.612741163117088	0.000297020841964803
SKI	13.6175005873366	9.94661043469614	-0.453185050611788	0.0984483790681148
MORN1	1.16628194430493	0.863763633685216	-0.433208114481892	0.130121281350334
RER1	110.492872296334	95.236547451224	-0.214366081280563	0.0152933019552487
PEX10	32.6293301183009	27.7077688808418	-0.235878824110139	0.0497336743271177
PANK4	24.1887074124146	22.9914187048733	-0.0732381856341346	0.487993182740221
LOC115110	12.8329566031123	11.1308583578913	-0.205288742659313	0.150185897868512
TNFRSF14	36.2208561564383	44.4882759854568	0.296604544285153	0.010634262421255
FAM213B	8.40659242426001	13.1172515386058	0.641872429413171	0.00605461861505932
TPRG1L	77.0529550329041	65.2399912667447	-0.24009369720537	0.00157704690031697
WRAP73	41.9353991408376	38.4735435395941	-0.124301874990081	0.271414394731939
TP73	7.03161174293092	7.51566439081973	0.0960452322750853	0.525243451297269
TP73-AS1	1.69515569827215	1.09607391001901	-0.629072704657605	0.0426960402943629
LRRC47	72.1122061274247	59.8312148034639	-0.269345123468448	0.0734802368146348
CEP104	27.9547205331228	18.0738346793634	-0.629189290632092	0.0233898089606534
DFFB	7.20521412945419	5.43792986193454	-0.405983762333691	0.223169152394779
C1orf174	29.922102044451	28.7340545424511	-0.0584499490140925	0.507572144584137
LINC01134	2.45141400297045	2.85930014639182	0.222047918540296	0.223365674241103
NPHP4	9.87539169658077	8.69439169474349	-0.183752879679596	0.171579168349347
KCNAB2	63.8715254060942	70.772202387981	0.148009909830724	0.105927695049164
RPL22	535.9694923239	508.122980382849	-0.0769731710570002	0.0564240678330659
RNF207	1.47865329364765	0.817060322400942	-0.855769317489254	0.02494170910716
ICMT	56.4144337477235	61.076145879411	0.114544699537932	0.101863036939496
LINC00337	0.798332028617409	0.677838639437505	-0.236047013937972	0.352276356263368
