KB528_6	CCS1477_24	LOG2_FOLD_CHANGE	P_VALUE
WASH7P	40.0858091276294	46.6977599742253	0.220261752377389	0.344466495953696
LOC100133331	1.28167034745702	1.69717626185746	0.405111164425245	0.295593417554825
LOC100288069	10.2441702254238	11.5533437375275	0.173507321739682	0.533184110912172
LINC00115	2.49490626419651	4.42433791803569	0.826475965353088	0.0902831848703775
LINC01128	6.06810737425211	6.02492430947761	-0.0103034970609802	0.901545601407758
NOC2L	110.195027398658	110.40494430384	0.00274565918730838	0.962603586705593
KLHL17	14.8396133804223	18.4696234812167	0.315700950460196	0.338599928158831
PLEKHN1	2.49408206819119	15.4510627048316	2.63112522512364	0.0103870247836093
ISG15	21.9693539672288	8.31509805423806	-1.40168726492978	0.031635823898591
AGRN	0.537330193013224	1.41091473445716	1.3927499928301	0.00355524132245616
C1orf159	16.7012145420633	17.1695267147884	0.0398972495268344	0.807808948789211
SDF4	238.687953054796	226.596366258197	-0.0750010272212214	0.312537223781836
B3GALT6	22.5543965852654	27.0450552458265	0.261956155467055	0.035356584080196
UBE2J2	80.0104061822672	84.4983408826182	0.0787353648443701	0.225448998468276
SCNN1D	0.486588291171296	0.962693971554577	0.984375651168029	0.0421491889087909
ACAP3	26.7900970280927	36.2716818982646	0.437143837520161	0.0549556267761031
PUSL1	42.8440483718013	30.0261333098001	-0.512876107847308	0.00347995353819649
CPSF3L	82.4569457517588	89.9871482890059	0.126077950473379	0.230499561278142
CPTP	58.7528614958958	48.0951233777762	-0.288768499491112	0.0539018832456578
TAS1R3	0.228150188347353	0.611438380288314	1.42222326895749	0.0190755134369735
DVL1	29.3260092540236	30.4253017039442	0.0530908096601852	0.701627281547275
AURKAIP1	278.168595841867	181.414267683097	-0.616671630458568	0.0422139089553494
CCNL2	85.5919166638665	141.218836891888	0.722386080132262	0.0470330318924197
LOC148413	61.1256313495396	105.471096610328	0.786998329261851	0.000530851169437469
MRPL20	238.671290593048	225.064867574699	-0.0846841663047723	0.398408184041692
ATAD3C	20.0040743466055	19.7475284328205	-0.0186217727267422	0.848340626330274
ATAD3B	26.9437709200389	33.5988043394307	0.318458116030783	0.161769364307587
ATAD3A	44.8833235849565	31.890855382493	-0.493036716315897	0.00441987928134428
SSU72	179.006905164829	247.845076087342	0.469423356908562	0.00294182730598489
MIB2	10.2084130975744	20.8614942119364	1.03108387905389	0.0251635066515595
CDK11B	48.0305562895319	41.523697665948	-0.210017597216798	0.0264338690905284
SLC35E2B	38.2647720261674	85.1560354871403	1.15409198103901	0.00565138898888135
CDK11A	17.7226430633812	20.4653142889253	0.207587046617446	0.163067213384496
SLC35E2	8.24664129047587	22.5972639511426	1.4542695432737	0.0118238621735135
NADK	44.7609660126388	71.2509036718467	0.670667139616423	0.0201017813279845
GNB1	188.453608763478	262.078154025828	0.475787678423668	0.00459488564324934
TMEM52	5.53949760966744	1.66543336674516	-1.73385750715733	0.00610495925996063
FAAP20	9.29097059464475	9.11189597194865	-0.0280780414181038	0.775303405878053
SKI	21.1192441028402	24.5111635783979	0.214880773661032	0.166661097767418
MORN1	1.2075874020171	2.51235218234931	1.0569111045347	0.00557578927303648
RER1	109.511345235339	118.088525035367	0.108788442240764	0.0934372138266494
PEX10	34.9221277122542	33.159523228857	-0.0747181974521514	0.190056623035755
PANK4	32.1446073108121	30.04929573652	-0.0972455474234765	0.393521759116367
LOC115110	4.84022865777111	19.6314031450644	2.02001618368452	0.0013213093052476
TNFRSF14	30.333105262386	39.9960945519576	0.398965936678437	0.0357137754378732
FAM213B	12.8998524577986	11.0565027241981	-0.22245944518391	0.138008123654237
TPRG1L	110.798644520809	117.817682003203	0.0886158422036912	0.0328655763891685
WRAP73	61.6700287946604	36.9212715151078	-0.740117281765425	0.00361360642438046
TP73	20.951161248676	2.93383942258521	-2.83616839415519	0.00260263152210452
TP73-AS1	2.9708671713322	3.89890023429065	0.392183136147644	0.205196413028243
LRRC47	77.8244777788393	83.8818666186079	0.108134975113292	0.225159884509975
CEP104	37.4090491076714	40.6263537622907	0.119028592892459	0.253554988773377
DFFB	8.25297185919362	5.67395544000008	-0.540558900557784	0.0357214563783931
C1orf174	46.308561804401	25.8038979221836	-0.843689937445335	0.000288446484945986
LINC01134	2.60714446746991	5.09451702746992	0.966474853979518	0.0308582446163255
NPHP4	12.5962252281995	15.0601210589322	0.25774190789827	0.0907050111722578
KCNAB2	47.5169949366245	73.8574314280395	0.636299489885417	0.00125858063821496
RPL22	447.182410324108	397.774727356494	-0.168911824316661	0.0173185684643053
RNF207	1.64277971400323	7.89677138229456	2.26512388651405	0.029419305376779
ICMT	85.3190792284431	50.6833581241027	-0.751356279860393	0.000185432513117953
LINC00337	2.35885624217613	0.73050076073177	-1.69112981729841	0.00246819519707121
GPR153	1.60928647296091	0.894931108850882	-0.846572632397621	0.0282231747713062
ACOT7	74.9766730642717	24.6788673115498	-1.60316562993202	0.00119250432907468
PLEKHG5	1.16295195625246	0.614912093140292	-0.919339412672646	0.00281822927455993
NOL9	18.4080887181179	17.4407438511963	-0.0778782691286953	0.40216518430523
ZBTB48	25.7738740715035	29.4796765137174	0.193811288527924	0.242201229840051
KLHL21	26.5745689033353	32.5404096664188	0.292186125556944	0.0216600538588617
PHF13	27.9108771160442	14.7700058745367	-0.918157062760847	0.00126393561748537
THAP3	19.9472332099125	16.6554585021639	-0.260193580655268	0.0509469114958626
DNAJC11	47.2356276943048	53.1740360916134	0.170846546388986	0.153668441153821
CAMTA1	5.93063965510845	6.06031267072554	0.0312045123362433	0.232740946263281
VAMP3	70.5533271793371	57.581716814411	-0.293103315677466	0.00138239293601974
PER3	1.11251986701101	0.228958991629419	-2.28066997102569	4.1054139664515e-05
PARK7	435.570335550934	469.734903499072	0.108941093681852	0.158803472487662
ERRFI1	3.03710235550471	1.59918116915733	-0.92536214147239	0.0457769388459652
RERE	9.30547326277442	15.7083267151575	0.755378079204279	0.00582923106845604
ENO1	473.983077002193	432.45651778596	-0.132280468990657	0.000816864160925913
H6PD	4.32529866723566	10.2346271502169	1.24258688442895	0.00319788206940746
SLC25A33	17.4509673642374	14.2170631724802	-0.295683534631176	0.036295433209518
TMEM201	15.4640650092149	6.25283815611202	-1.3063365264225	0.000123311578493374
PIK3CD	4.53303665408787	3.03507589211629	-0.578745235346145	0.000481137914956443
CLSTN1	104.9389547826	105.526361555302	0.00805311823492164	0.861655929435933
CTNNBIP1	36.5156826525519	28.5604808812391	-0.35449593103373	0.0263204438101594
LZIC	42.2224348423322	32.8471252410419	-0.362242664674935	0.00241527270025149
NMNAT1	11.6916664798886	12.823864116362	0.133350463590863	0.0534562668907159
UBE4B	56.3208529666927	45.6499871415682	-0.303054729594323	0.0144071399025125
KIF1B	13.7050540942241	20.1927051093482	0.55912617126893	0.000632387311382568
RNU6-2	1.94064999637888	1.8047834742188	-0.104714183316994	0.711851512513481
PGD	175.433494100097	133.365131310125	-0.395542697057419	6.56652839310138e-06
APITD1	8.20078255893544	4.19402432343149	-0.967426356910589	0.00158908946977055
DFFA	31.9345446390868	33.1585784644636	0.0542642796486846	0.403950018475803
PEX14	34.9501024802231	24.0015816491466	-0.54216720659945	0.000303469039702322
TARDBP	116.006791121579	155.916483029928	0.42656418931768	0.000396377600861443
SRM	262.61446325355	81.1105324139567	-1.69498520411147	6.85602716098726e-06
EXOSC10	140.516255110028	89.4285634834094	-0.651929426083527	0.0120777902238678
MTOR	45.394644946087	37.7785135406626	-0.264956180088499	0.0871557418064853
UBIAD1	20.4226194535264	22.0081084196942	0.107867230442569	0.370608242879738
PTCHD2	1.44594006298421	0.952559593621705	-0.602126493219315	0.01519894816115
FBXO2	5.88355339048157	8.9443394066391	0.604287196019275	0.0059800852405004
FBXO44	17.5212183780086	21.2660071546774	0.279446082858861	0.177344149997658
FBXO6	18.6244936586033	14.2932806547373	-0.381864115807913	0.0213940365494101
MAD2L2	120.165388891247	46.413496468154	-1.37240512870059	0.000453795644878692
AGTRAP	46.2872424216892	69.60888541738	0.588656858460828	0.00017721028580553
C1orf167	2.14085368622586	0.592184176356679	-1.8540683538777	0.000212053875233426
MTHFR	14.019858360231	32.3722120530041	1.20728417676207	0.00491402544784869
CLCN6	6.19363334747699	11.6086965886032	0.906348111550915	0.00898602295672571
NPPA-AS1	0.731905055702039	2.3869852166348	1.70546121511809	0.0233538832665626
KIAA2013	115.454899403631	126.945860078139	0.136883950885035	0.104231867845793
PLOD1	50.2719116329433	55.6575143051586	0.146823928759817	0.0414754470182761
MFN2	92.3399668500072	60.9478940915122	-0.599378841625401	0.000233074804340708
MIIP	35.1586425773219	29.2266115687482	-0.266596793440194	0.0354113229851098
TNFRSF1B	7.84955352594286	2.57809995447169	-1.6063023984845	3.60236138228182e-05
VPS13D	12.5864819421595	12.2081269841313	-0.0440332168252158	0.566314979669897
DHRS3	0.885397297120347	0.290294866461478	-1.60880590953338	0.00221950183720066
PRDM2	22.9690483978636	22.3073604832332	-0.0421712705487955	0.73026820413992
KAZN	2.16860377381371	1.9392739647641	-0.161249851886237	0.24307190541511
TMEM51	1.5021261036838	0.943043501543864	-0.671609704914991	0.005589830804453
EFHD2	68.8467432748369	21.7826571855907	-1.6602084569438	0.00132025947844303
CASP9	29.7567035881261	16.3047289066116	-0.867924261206475	0.000456106418364337
DNAJC16	18.0352025216692	27.0458261820674	0.584590345285453	0.00275899171573933
AGMAT	10.3602425907372	3.10454852982892	-1.73860239593787	2.43434424287821e-05
DDI2	8.94910883845169	9.1986443982404	0.0396772427929808	0.565843461173449
RSC1A1	9.10822449035535	9.71493277917165	0.0930341633527887	0.590031852549084
PLEKHM2	67.4736298565251	74.6514010995234	0.145845561814619	0.187984793399907
SLC25A34	0.982004267784821	1.44642280457108	0.558688129233046	0.0755450334457159
UQCRHL	24.8967886119597	20.366612006426	-0.289753656484156	0.0277657672269643
FLJ37453	2.96217165728982	3.69880468671954	0.320403874825772	0.0844639396437908
SPEN	23.9230584721933	30.7679047836306	0.363024358728502	0.0475025465839343
ZBTB17	33.6827551089058	26.7819605952676	-0.330748571473629	0.0149373822647998
ARHGEF19	8.50376045521385	2.87069270225635	-1.56670205447807	0.00185901524634336
RSG1	12.6368357421281	7.28613387827435	-0.794409849479623	0.000316114232057144
FBXO42	20.4135000756581	20.3298679572184	-0.00592272155270787	0.903584950458967
