CCS1477_24	Lenalidomide_24	LOG2_FOLD_CHANGE	P_VALUE
WASH7P	46.6977599742253	29.357709405279	-0.669613939260902	0.076456349893123
LOC100133331	1.69717626185746	0.69996761650111	-1.27777632166486	0.000881411681369392
LOC100288069	11.5533437375275	4.02427947238298	-1.52150804902632	0.0400881442377548
LINC00115	4.42433791803569	3.43147682126425	-0.366631968939687	0.287848805280296
LINC01128	6.02492430947761	5.21726489809434	-0.207649431315703	0.104307522025974
NOC2L	110.40494430384	118.164635725754	0.0979935485164248	0.204170284413838
KLHL17	18.4696234812167	8.55416506661223	-1.11045550431331	0.0716229482491834
PLEKHN1	15.4510627048316	3.94074606722679	-1.9711653747341	0.0121369201532534
ISG15	8.31509805423806	8.91367225155455	0.10028663888374	0.636769097545444
AGRN	1.41091473445716	0.193280553581164	-2.86786240748914	0.000942015121097661
C1orf159	17.1695267147884	18.8347500082685	0.133546613273338	0.425370250289933
SDF4	226.596366258197	196.186354873144	-0.207900023099976	0.0237724253952051
B3GALT6	27.0450552458265	18.8932984024894	-0.517490254322306	0.00511982140425286
UBE2J2	84.4983408826182	67.0221554225317	-0.334284930338549	0.012897805351498
SCNN1D	0.962693971554577	0.165970517859165	-2.53615026465275	0.0154038251087105
ACAP3	36.2716818982646	23.1621215823077	-0.647076237839639	0.0312046214422372
PUSL1	30.0261333098001	49.833960518137	0.730910535522881	0.00412884586958199
CPSF3L	89.9871482890059	74.1588614603761	-0.279099879660523	0.0501928023893836
CPTP	48.0951233777762	45.3098991329355	-0.0860643396461824	0.407387803746565
TAS1R3	0.611438380288314	0.296601265311263	-1.04368236135292	0.0252613600031981
DVL1	30.4253017039442	25.1499202825392	-0.274717741947974	0.158495318781695
AURKAIP1	181.414267683097	260.003576337453	0.519243543668301	0.0122616523480368
CCNL2	141.218836891888	54.9447799131426	-1.36187821155483	0.0293322112602356
LOC148413	105.471096610328	74.6240021872442	-0.499136054660278	0.000781043447472591
MRPL20	225.064867574699	276.648791182167	0.29771474897684	0.003712284672025
ATAD3C	19.7475284328205	17.3618753839693	-0.185749307011754	0.0135014059144436
ATAD3B	33.5988043394307	41.0502342495999	0.288980561049296	0.130561141073819
ATAD3A	31.890855382493	69.2401421332483	1.11846589186563	8.18832493975271e-05
SSU72	247.845076087342	196.055608793356	-0.33817568190034	0.0137789948732185
MIB2	20.8614942119364	8.06623415663008	-1.37087530330166	0.017329766072126
CDK11B	41.523697665948	29.7890215521689	-0.479154183018949	0.00582941604560678
SLC35E2B	85.1560354871403	35.5551554580133	-1.26005002124935	0.00589091140992949
CDK11A	20.4653142889253	10.9739666485627	-0.899095726264228	0.00732168463696677
SLC35E2	22.5972639511426	6.90196226785732	-1.71106961159903	0.0168067661215186
NADK	71.2509036718467	58.7105236762139	-0.279289186863012	0.0774059029403595
GNB1	262.078154025828	144.666592628354	-0.857265296759974	0.000966707606819479
TMEM52	1.66543336674516	1.75760743125816	0.0777152411041375	0.881747341240921
FAAP20	9.11189597194865	6.38985265538239	-0.511968612057128	0.0148591177408439
