GNE781_0	CCS1477_0	LOG2_FOLD_CHANGE	P_VALUE
WASH7P	34.4344129481236	35.2881986478804	0.0353347053422123	0.685102848698723
LOC100133331	0.710462812232232	0.731086563764384	0.0412831010999675	0.892773068971539
LOC100288069	5.36811805780707	6.35170462560157	0.242727423932956	0.619979326052051
LINC00115	3.0033722088186	2.93897376046328	-0.0312708011246747	0.907135129534203
LINC01128	4.63293866020875	5.06886577633135	0.129735380525333	0.564500943040816
NOC2L	107.261958628848	102.067565807618	-0.0716140114033035	0.672574128562887
KLHL17	10.7092433402195	10.5675784091031	-0.0192117334267494	0.874932423405653
PLEKHN1	4.42248049260808	4.49454773621316	0.0233201726228134	0.871243156839249
ISG15	18.9875584098274	13.2211808765026	-0.522203362950328	0.356471567066943
AGRN	0.509241851737855	0.403236680424605	-0.336724111581817	0.248028153049708
C1orf159	17.156131024785	20.4613721284083	0.254178655389391	0.0554304454594567
SDF4	219.501738282872	204.856571528676	-0.0996181915123757	0.593433896305459
B3GALT6	26.4506792816275	22.1748160819421	-0.254382633906293	0.428236256979513
UBE2J2	73.9324369529138	66.3676240075756	-0.155727842089203	0.43364083774188
SCNN1D	0.455419755481163	0.339641359594991	-0.423184722160328	0.302991760484868
ACAP3	26.8449386469321	27.4547251364211	0.032404360103078	0.838632185902993
PUSL1	51.6218552390626	43.7000916480426	-0.240345686058386	0.470029027126234
CPSF3L	70.8517717197341	75.1947511591423	0.0858280309270565	0.447979662508585
CPTP	48.2568342839939	45.7391216552149	-0.0773046144154824	0.495517107176225
TAS1R3	0.610530163877226	0.655345834010818	0.102193860596254	0.772307172297802
DVL1	34.3873053694838	33.5262203661701	-0.0365862212885317	0.653104361001484
AURKAIP1	317.065779574328	235.03149246414	-0.431928097869898	0.446585786553501
CCNL2	69.101418794903	75.7080937718285	0.131732211116028	0.260773798124281
LOC148413	79.7638261927938	78.2692732648801	-0.0272885666426389	0.737061147914105
MRPL20	255.953403846104	218.858980268412	-0.225879610254899	0.473390860418454
ATAD3C	31.6340793536486	28.0209013051513	-0.174976248258592	0.338181783403144
ATAD3B	44.0752690387478	40.0111845596424	-0.139566034560108	0.576005136026043
ATAD3A	56.2927659161805	54.8054821550767	-0.0386293238211714	0.749222263079426
SSU72	277.613207670909	240.98841030195	-0.204112441387846	0.420845867588158
MIB2	12.2095603431046	11.4270772748659	-0.0955548010203896	0.332077473559486
CDK11B	28.473012248349	28.8413792767981	0.0185450316683642	0.818233752004199
SLC35E2B	40.6740521325562	47.7356840062972	0.230959406147355	0.380136683607437
CDK11A	10.8681419853863	11.6355032758376	0.0984282949608724	0.194315883369072
SLC35E2	9.16058877949246	10.1828514958353	0.152629381832697	0.270139620530245
NADK	60.945477444038	60.9495774793264	9.70523469387924e-05	0.998740297693693
GNB1	172.080477415148	190.596082851866	0.147435036701085	0.336641596117521
TMEM52	2.51045060821521	2.16665193566843	-0.212478932409759	0.607016346846952
