KB528_24	Lenalidomide_24	LOG2_FOLD_CHANGE	P_VALUE
WASH7P	45.2238438209517	29.357709405279	-0.623344211530342	0.0461936055654818
LOC100133331	1.86492786030192	0.69996761650111	-1.41375974133358	0.00937602251425132
LOC100288069	13.8141634228435	4.02427947238298	-1.77934579213119	0.0234660514680145
LINC00115	4.51318343494413	3.43147682126425	-0.395315807312575	0.042526420947011
LINC01128	4.32438696227211	5.21726489809434	0.270798059125614	0.0487880865208217
NOC2L	74.1988056815447	118.164635725754	0.671330460559051	0.00082117290593587
KLHL17	17.280612881957	8.55416506661223	-1.01445543392031	0.0253238369278261
PLEKHN1	5.63389657414523	3.94074606722679	-0.515664290810543	0.0456108618244196
ISG15	14.1467336087715	8.91367225155455	-0.666377162035698	0.0252047024950286
AGRN	0.6409940041977	0.193280553581164	-1.72961437021123	0.0144367114999462
C1orf159	14.2018003013819	18.8347500082685	0.407323059074738	0.00676175536204528
SDF4	225.811789487161	196.186354873144	-0.202896107334341	0.0172410838443255
B3GALT6	27.8159808658247	18.8932984024894	-0.558039389558452	0.00434764676797584
UBE2J2	72.565756823826	67.0221554225317	-0.114650828883257	0.207305614835992
SCNN1D	0.990132924071033	0.165970517859165	-2.57669522667047	0.0280155428975704
ACAP3	17.9385955922483	23.1621215823077	0.36870045953067	0.0131435874847348
PUSL1	26.4513620455426	49.833960518137	0.913787223567634	0.000559744356577671
CPSF3L	81.4791840009164	74.1588614603761	-0.135812437197563	0.238151741282193
CPTP	55.8606228230044	45.3098991329355	-0.302005379979237	0.0268388624225438
TAS1R3	0.816043592337712	0.296601265311263	-1.46012146937475	0.00729931590532354
DVL1	29.253352488034	25.1499202825392	-0.218048142536083	0.0559160753980189
AURKAIP1	174.949095280596	260.003576337453	0.571596263649619	0.00330009846366095
CCNL2	106.022695295855	54.9447799131426	-0.948318794173168	0.0315722495827725
LOC148413	88.0801742774197	74.6240021872442	-0.239177587517334	0.0143663754328379
MRPL20	189.660309908995	276.648791182167	0.544637821461	0.00515203098232695
ATAD3C	25.6916605257408	17.3618753839693	-0.565377346461227	0.0359285078931263
ATAD3B	23.9271164370906	41.0502342495999	0.77874391286559	0.00753483971365836
ATAD3A	21.7540427946714	69.2401421332483	1.67032514833816	2.46720521993496e-05
SSU72	259.146709394903	196.055608793356	-0.402506159400479	0.0199290922167193
MIB2	24.5850712779436	8.06623415663008	-1.60781534607732	0.0149559404766971
CDK11B	38.8615685209325	29.7890215521689	-0.383563394076535	0.0069319410533944
SLC35E2B	82.3408521198575	35.5551554580133	-1.21154961454923	0.00295259909668756
CDK11A	20.652696448179	10.9739666485627	-0.912245058078409	0.0122122632516487
SLC35E2	21.4362276298126	6.90196226785732	-1.63497254924281	0.0117573116765824
NADK	62.7200750605919	58.7105236762139	-0.0953081609564697	0.292032956906998
GNB1	245.359953585908	144.666592628354	-0.762167995208896	0.00165577381555765
TMEM52	0.852042906769891	1.75760743125816	1.04461488673735	0.21364551606219
FAAP20	12.8071333589691	6.38985265538239	-1.00309302175177	0.000255088785757108
SKI	13.1530897065731	9.94661043469614	-0.403124854624832	0.0158136876706993
MORN1	1.88882437621222	0.863763633685216	-1.12878008313334	0.0039569315487963
RER1	118.072081642826	95.236547451224	-0.310080651626688	0.014958509592333
PEX10	43.6569388782996	27.7077688808418	-0.655920430471818	0.00778626072359282
PANK4	23.4323517188807	22.9914187048733	-0.0274062617842302	0.60949961210176
LOC115110	30.916228708945	11.1308583578913	-1.47379949338802	0.0107884442291315
TNFRSF14	51.0802481283305	44.4882759854568	-0.199340340998279	0.119594134934509
FAM213B	6.47967177052722	13.1172515386058	1.01747282334647	0.00111802742599662
TPRG1L	105.925477982306	65.2399912667447	-0.699221144752316	0.0071705449687795
WRAP73	41.0953313114262	38.4735435395941	-0.0951077912684084	0.34942501304771
TP73	1.59446661228102	7.51566439081973	2.23682675694429	0.000774360114319714
TP73-AS1	3.20391647592315	1.09607391001901	-1.54749145327376	0.00312607993196679
LRRC47	77.7193704540648	59.8312148034639	-0.377375859246655	0.0143620775171681
CEP104	39.2706688549253	18.0738346793634	-1.11954953847901	0.00370624753849006
