Lenalidomide_0	Lenalidomide_24	LOG2_FOLD_CHANGE	P_VALUE
WASH7P	35.0583560044595	29.357709405279	-0.256018936933668	0.0224171416824112
LOC100133331	0.822181536834463	0.69996761650111	-0.232168796302959	0.233578604243233
LOC100288069	6.53975427998785	4.02427947238298	-0.700505931122015	0.00166756975001156
LINC00115	3.24276478415904	3.43147682126425	0.0816052288237384	0.683471651911107
LINC01128	5.03857350926163	5.21726489809434	0.0502783413488374	0.557531434247036
NOC2L	96.0408303654564	118.164635725754	0.299078548581061	0.0214453832785015
KLHL17	9.96755867915277	8.55416506661223	-0.220613146768464	0.00207368308983894
PLEKHN1	4.48868667470003	3.94074606722679	-0.187824606380852	0.0972134960062217
ISG15	12.5734495816588	8.91367225155455	-0.496288693527007	0.0613794437574531
AGRN	0.362884598128154	0.193280553581164	-0.908814334115018	0.0292544413062916
C1orf159	15.8828084911355	18.8347500082685	0.245930843849831	0.0128710889807551
SDF4	184.024212636233	196.186354873144	0.0923291042851998	0.108007702206816
B3GALT6	18.2451912166106	18.8932984024894	0.0503583192131734	0.592496191214287
UBE2J2	66.3951585168046	67.0221554225317	0.0135600389360436	0.62105314111135
SCNN1D	0.17710624357884	0.165970517859165	-0.0936880812652616	0.724179332667061
ACAP3	23.5608507334896	23.1621215823077	-0.0246242268287289	0.685251834393939
PUSL1	39.6116342867165	49.833960518137	0.3312050109127	0.000298578932076947
CPSF3L	73.6280614658132	74.1588614603761	0.0103633771864	0.870875369043793
CPTP	40.4656171992164	45.3098991329355	0.163129678939396	0.0292615823283353
TAS1R3	0.674836686827659	0.296601265311263	-1.18601365405088	0.053928838425082
DVL1	31.724363698327	25.1499202825392	-0.33503740080283	0.00411365839034086
AURKAIP1	212.243798356606	260.003576337453	0.292809067931921	0.0294372347265249
CCNL2	80.9538366618739	54.9447799131426	-0.559117033172972	0.0117831157668272
LOC148413	72.5798760052943	74.6240021872442	0.0400701438025819	0.432643578992281
MRPL20	218.817842304952	276.648791182167	0.338325240325148	0.0015780174057843
ATAD3C	25.8327137849835	17.3618753839693	-0.573276417481578	0.000436986455413507
ATAD3B	38.5608606993244	41.0502342495999	0.0902532009776183	0.317665484982207
ATAD3A	49.3092079028117	69.2401421332483	0.489751608465762	0.00152215127716351
SSU72	226.238552590676	196.055608793356	-0.206581880022203	0.0110450021426697
MIB2	10.6390191034253	8.06623415663008	-0.399397951531785	0.00812351008782686
CDK11B	27.3247164246632	29.7890215521689	0.124574214003316	0.0514051782786299
SLC35E2B	47.0920811942828	35.5551554580133	-0.405425718531466	0.0208894664800111
CDK11A	10.7510523139118	10.9739666485627	0.0296072185337796	0.710941682464384
SLC35E2	10.0736458888083	6.90196226785732	-0.545507431162674	0.0103668242994241
NADK	58.1871188410069	58.7105236762139	0.0129193128282231	0.565897836586073
GNB1	180.921590003948	144.666592628354	-0.322632776462233	0.000117504176695961
TMEM52	2.02734242011056	1.75760743125816	-0.205976907305354	0.672181017490276
FAAP20	7.29959803632221	6.38985265538239	-0.192034357717902	0.00859692311516019
SKI	11.0978512398235	9.94661043469614	-0.158003490960306	0.0762395234062114
MORN1	0.810439832311767	0.863763633685216	0.0919314943378875	0.760404840979916
RER1	93.9196655522996	95.236547451224	0.0200880494451997	0.759865461126358
PEX10	24.3910577201363	27.7077688808418	0.183938222951308	0.00204695009386269
PANK4	22.7109758015963	22.9914187048733	0.0177057971899154	0.769542328322324
LOC115110	15.8701703286634	11.1308583578913	-0.511752761543476	0.0140942870813758
TNFRSF14	46.3099408075732	44.4882759854568	-0.0578967208985388	0.225730478013908
FAM213B	8.07354567563857	13.1172515386058	0.700191154195408	0.00623784067049472
TPRG1L	63.6278196438629	65.2399912667447	0.036098903810579	0.18043394603795
WRAP73	40.5107324431122	38.4735435395941	-0.0744374568085474	0.261535596187447
TP73	7.59414106704962	7.51566439081973	-0.0149861531939497	0.813872320928904
TP73-AS1	1.82601356129268	1.09607391001901	-0.736352395039498	0.00275235172416923
LRRC47	57.7321853625191	59.8312148034639	0.0515225181736641	0.449907888682566
CEP104	24.9122881320282	18.0738346793634	-0.462954904032086	0.00194531153384383
DFFB	8.93294535764178	5.43792986193454	-0.716078393381561	0.00124503472245008
C1orf174	32.8623545320101	28.7340545424511	-0.193674270738559	0.0891193173322344
LINC01134	2.61592720946901	2.85930014639182	0.128339673364708	0.331382553997089
NPHP4	7.74949770059547	8.69439169474349	0.165982290335537	0.151070728817326
KCNAB2	69.7344627001478	70.772202387981	0.0213110050489922	0.736958617262096
RPL22	561.920183290164	508.122980382849	-0.145187507598292	0.0057093508059035
RNF207	1.87469062131591	0.817060322400942	-1.19813802891323	0.00215343596411261
ICMT	49.579822307387	61.076145879411	0.300855924995267	0.0203536678116266
LINC00337	0.636137537090601	0.677838639437505	0.0916031590664824	0.812598748986322
GPR153	0.514257265298752	0.289762087329703	-0.827621426897127	0.147716880821857
ACOT7	39.9924765518801	53.8023976000328	0.427941841689354	0.00139509548298206
PLEKHG5	0.643103978892495	0.646816034757028	0.00830342860636731	0.961188527817446
NOL9	12.6458212351564	13.7363398072877	0.119336903613276	0.300590930747428
ZBTB48	18.066612013329	14.3091288623682	-0.336390142886407	0.00241894720957049
KLHL21	29.8144319873514	35.4935573252788	0.251546323710605	0.0906780894549501
PHF13	17.2054055703938	16.3857445414365	-0.0704206719932561	0.254924154187276
THAP3	10.4751293472818	10.9371313182965	0.0622663272151204	0.328568800563395
DNAJC11	46.7951586866829	47.3446730404618	0.0168428309866468	0.74373268778364
CAMTA1	6.22934001656147	5.68331526963084	-0.132346573313392	0.0601124746684031
VAMP3	40.8890191536139	32.765849471932	-0.319520521046853	0.02124171280249
PER3	0.23832250714805	0.163605587498087	-0.542693185507779	0.245551253270932
PARK7	387.270014820532	439.01069011735	0.180916268440978	0.0331630822941597
ERRFI1	0.977411876678159	0.465346336719389	-1.07066178492863	0.00091091467941838
RERE	10.7169597343743	9.74284624777994	-0.137480485664167	0.29465698622066
ENO1	557.7328934406	702.003579059034	0.331904026526071	0.00723134569618775
H6PD	2.63919253534973	1.54889681129812	-0.768855568654494	0.000161207001413442
SLC25A33	14.9066885757754	14.886631219944	-0.00194249263669653	0.979293800659858
TMEM201	8.78496428755394	9.59951787165577	0.127925527980142	0.321210277462431
PIK3CD	2.35033526030009	1.56935341507956	-0.582696281919272	0.0594627613584142
CLSTN1	65.4032760209706	51.0830640096901	-0.356517839659091	0.0208510436746309
CTNNBIP1	18.6213429568338	17.8683630486109	-0.0595496500321912	0.297353608063687
LZIC	32.0494627272185	27.2406396866265	-0.234539589631741	0.00582382621776608
NMNAT1	8.36947565862666	6.36415261677646	-0.395168808936802	0.0081792084368656
UBE4B	40.862760897349	35.5360308001013	-0.201504134804612	0.0477349804633606
KIF1B	14.2251736769963	9.69183043855779	-0.553605196944924	0.00665498372098514
RNU6-2	2.25841304687274	1.96992670312997	-0.197167417384329	0.254855357322
PGD	133.22370284103	122.746618388029	-0.118167506566998	0.0648114947231428
APITD1	5.25871714466939	6.97508976549381	0.4075008843627	0.100813694288167
DFFA	24.9655871584029	25.4038919063337	0.0251086991257144	0.608971745208201
PEX14	19.1446891791911	18.5310456308231	-0.0469999486933787	0.620893409283461
TARDBP	107.985480012719	116.930223750661	0.114810544090618	0.0813119899570604
SRM	199.896130051729	299.376589999567	0.582710871001695	0.0017384053501811
EXOSC10	76.3175824688614	84.0289772937333	0.138871453922144	0.0436343890270055
MTOR	22.9959446372646	24.1968605191822	0.0734404110674824	0.425759593705662
UBIAD1	25.2672046035271	29.1842379134546	0.207923332818903	0.0209712993512719
PTCHD2	1.1024444683744	0.937066027182949	-0.234483375906768	0.106124210133722
FBXO2	4.34037632545581	1.44125683184505	-1.59049268812593	0.00045297454269587
FBXO44	11.2016279378641	8.10085651498541	-0.467562055713617	0.0327189287340006
FBXO6	8.15213007176958	6.79756575561727	-0.262158868595956	0.0289583301742965
MAD2L2	68.8880865894108	62.2110164780668	-0.147084427887842	0.0820497430933918
AGTRAP	79.3726335494537	87.3358751660658	0.137932720622089	0.165902710417674
C1orf167	2.42579601370453	2.19443250831236	-0.144610339139227	0.0909412057879219
MTHFR	15.9183731826012	11.779449786321	-0.434420750639747	0.00955235541253702
CLCN6	6.69076159426831	5.7220532818617	-0.225637507307962	0.0771701186261738
NPPA-AS1	1.70832034130008	1.18194647241963	-0.531413831301682	0.146753874428876
KIAA2013	92.5673903439899	88.5120454924263	-0.0646302470289398	0.16199686410359
PLOD1	26.4103847635089	33.4524065592476	0.341004682015248	0.0161205724389806
MFN2	60.0882958870292	62.8599386248909	0.0650568561136394	0.392281091797241
MIIP	29.4429877549972	32.513805470584	0.143128343703802	0.0374013133025018
TNFRSF1B	9.54096734149988	8.72245196428072	-0.129401798573622	0.403533109635889
VPS13D	6.17630542536851	5.15715572325893	-0.260168488095568	0.0419069282600717
DHRS3	0.550285799377315	2.2537133142797	2.03405100359283	0.00568206816899266
PRDM2	17.3570212594794	12.8184657161753	-0.437295788210865	0.00868171370186215
KAZN	2.67602710654437	1.94069326364371	-0.463520618842133	0.0241601076722842
TMEM51	1.37282270749582	1.01830738560041	-0.430972203247581	0.183766863541854
EFHD2	30.1548469760906	35.720692180222	0.244370122544118	0.0252038432337248
CASP9	7.75018148338963	5.52879496394373	-0.487265023731437	0.00145660118139153
DNAJC16	13.4913760347879	9.42045784349618	-0.518168418485261	0.00122934839153022
AGMAT	16.7894978436947	21.077049568851	0.328113846734721	0.00249141029865167
DDI2	6.95015518337135	5.70227879050999	-0.285506614850216	0.187034937738033
RSC1A1	8.67584486530984	7.35866521061745	-0.237560156749153	0.201603757487265
PLEKHM2	60.5135728348884	52.2678828651224	-0.211334043160589	0.0777494886526048
SLC25A34	2.16786466573397	0.758362062504109	-1.51531599621891	0.00193510638324469
UQCRHL	33.203459013562	29.659572821001	-0.162835724848793	0.161542183266204
FLJ37453	3.28834273408282	2.83798983698202	-0.212491251598519	0.273567413210698
SPEN	24.6950250556751	20.0521422237758	-0.300464060613025	0.0919205125759692
ZBTB17	17.0678467038467	18.2876411559002	0.0995879420292547	0.219397576350856
ARHGEF19	5.18888227643973	2.99281719961757	-0.79391964273955	0.000917428073589149
RSG1	4.79610506607571	6.09414916773984	0.345561550041767	0.234848847664671
FBXO42	13.0634623199052	11.132068132402	-0.230815673593156	0.0414761105118598
SZRD1	97.3058897288143	111.466803256972	0.196015078386292	0.0630657657032129
NECAP2	101.431097037136	107.417101349802	0.0827236702622665	0.0876265277017143
CROCCP3	1.5405717222674	1.4548852573493	-0.0825604731218387	0.418016371532384
NBPF1	5.78376201824598	3.2848506498387	-0.816180413646755	0.000405373588128286
CROCCP2	83.9898702743565	81.746785390143	-0.0390533407612242	0.559938195646981
MST1P2	4.31217225127028	1.96784469195787	-1.13179844474339	0.000181735573247747
MST1L	1.19356401104778	0.607096143910264	-0.975279025712152	0.00325825868280076
CROCC	9.03040441201298	8.05658794315347	-0.164621627608916	0.100949919208817
ATP13A2	14.8151864324268	19.3347786299709	0.384121465536153	0.0406506041572118
SDHB	157.85467446745	165.655453877898	0.0695887190262784	0.30246816906685
RCC2	133.25934764363	117.384969898425	-0.182989040180288	0.0152788697265646
ALDH4A1	10.1023274332753	15.317409466635	0.600484616517515	0.00839366634329794
IFFO2	9.66722688212597	7.85812050558842	-0.298917809020754	0.0538186211826349
UBR4	25.5066947581561	20.824690345995	-0.29258091835017	0.071494307119684
EMC1	29.2524755644107	30.421929484958	0.0565529361045858	0.392313325037696
MRTO4	69.3391344341718	100.870478118554	0.540762268475186	0.000548882518116599
AKR7A3	0.896008202014617	0.481796174499166	-0.895089000196307	0.191739661229606
LOC100506730	4.47183258667965	3.02590858978078	-0.563497773012934	0.00327582862353936
AKR7A2	35.0406352143478	37.5619405650275	0.100242670709034	0.125841828509026
PQLC2	8.78446695584062	9.06849445013355	0.0459083089444441	0.274320512521599
CAPZB	128.59874998647	120.288616415598	-0.0963765006854736	0.0887883376323936
MINOS1	45.5087369371725	49.7192597150931	0.127661269952373	0.116536667940157
RPS14P3	2.92064134403889	2.87128814689693	-0.0245870866426985	0.600169347950758
TMCO4	24.7371149930641	25.0740912994566	0.0195201641955219	0.799974432935498
OTUD3	5.26745370841265	3.97010103090909	-0.407930008906334	0.0131778996638433
MUL1	36.6763088625117	39.3283263633706	0.100720340895317	0.104687582384814
PINK1	27.0865904883852	31.0964044050002	0.199168968566835	0.0281982385156163
PINK1-AS	6.51094928560599	5.41184831603718	-0.266746497426424	0.0192380776131856
DDOST	405.24840235087	380.662841845115	-0.0902927490426061	0.0842200639136996
HP1BP3	155.21328758312	99.8756707527965	-0.636046877680438	0.00083123261049293
EIF4G3	21.7074708185647	12.5657696497688	-0.788692605840241	0.000106615444003295
ECE1	37.3851779961763	21.4059989354368	-0.804451239815362	0.000472194773051035
LOC100506801	2.17935805857491	1.57726811291045	-0.466475325736545	0.107715836501473
NBPF3	8.1078408051033	7.06222946124028	-0.199194065278628	0.0265437115815031
USP48	81.1337744988601	57.853887577893	-0.487888700278786	0.0011474961845352
HSPG2	3.67452054683628	1.04795975113858	-1.80997271017546	0.00070142614563124
LOC101928043	1.38280113069757	0.799926433586383	-0.789654456748212	0.30903643981071
LINC00339	22.7237961413277	16.9199621298842	-0.425477526077394	0.0174601123126955
CDC42	181.961293244505	173.838309483677	-0.0658855433748086	0.140822055619672
ZBTB40	12.515121359549	10.6089570509054	-0.2383894467056	0.0424835186634433
KDM1A	39.3667635668053	30.276698326932	-0.3787702220082	0.00311068720379917
LUZP1	5.3952489667573	6.78130787931538	0.329874010868021	0.0330212374132521
LINC01355	2.76287648290098	2.42372486607613	-0.188945128773978	0.229305467426105
HNRNPR	76.5509910203934	72.7311631019064	-0.0738474070426528	0.0543059094684459
ZNF436	3.46567534772613	3.05108313836635	-0.183815022065332	0.200655819571271
ZNF436-AS1	1.02444912141031	1.00955772037264	-0.0211249380722806	0.930876950080197
ASAP3	0.150452997514727	0.087690775919652	-0.77881584963022	0.190474563208246
E2F2	85.9276169161831	92.415463336419	0.105012385136446	0.195854254753635
ID3	17.0875678045992	17.1424363415745	0.00462510221466037	0.980413652019479
MDS2	4.52230261716095	0.542634710963363	-3.05900429436183	0.00157478204977961
RPL11	3503.70073517444	3047.28276348352	-0.201356177153786	0.00386369386596312
TCEB3	32.7025876900367	37.5931743935956	0.201065944890592	0.0458701997045492
TCEB3-AS1	10.0616241649705	8.30918103901533	-0.276085010613071	0.0888131116203125
PITHD1	64.7750852104606	71.4666286731328	0.14183072474156	0.0970435106974239
LYPLA2	88.636754091491	92.0224229906855	0.0540803933689186	0.475905904135344
GALE	17.2516606105645	20.076657596059	0.218783866859778	0.103898793533266
HMGCL	36.9781516557207	34.1839538331155	-0.113353840057521	0.105928940955261
FUCA1	47.8817842752012	47.8556433288803	-0.000787851010881848	0.976846547636779
PNRC2	176.662970262648	150.650321971091	-0.229795916795294	0.00607847269655449
SRSF10	25.3905026394031	24.07647934942	-0.0766645099711641	0.128536904638349
IL22RA1	8.93130607327564	9.09146781080608	0.0256420713935325	0.550393224542562
