GNE781_6	CCS1477_6	LOG2_FOLD_CHANGE	P_VALUE
WASH7P	29.6632250485867	34.9252372121632	0.235594455273703	0.153331321790858
LOC100133331	0.863692899513721	1.18377407195056	0.454803428803462	0.0150972558645728
LOC100288069	6.01168318705064	8.35799783498041	0.475388403060929	0.0465867850484222
LINC00115	1.92598752037513	2.26735175189871	0.235409869807972	0.561949299853811
LINC01128	6.44196085224119	7.7046503016475	0.258229583744628	0.0165322996213815
NOC2L	112.670088086812	110.138011126109	-0.0327920947291722	0.230021042271961
KLHL17	10.0921369342699	12.7812872168345	0.340801452291721	0.0894342770979468
PLEKHN1	3.12625802114239	5.3781469383447	0.782672318174058	0.0132926058882618
ISG15	21.5656686281413	22.0637440610338	0.0329411803351409	0.689104968837967
AGRN	0.437301102455969	0.983561037698242	1.16938760033274	0.000809911379672235
C1orf159	14.9028012840867	12.5097618088852	-0.252529219756972	0.101343388213526
SDF4	203.709203546846	210.599649659065	0.0479918738941998	0.0107424733899812
B3GALT6	21.6620844898997	18.0836622167178	-0.260485201638301	0.0125277112653358
UBE2J2	72.456655576884	80.7855106853429	0.156978345053599	0.0327928710370201
SCNN1D	0.34263090306186	0.927218404305828	1.43625392367349	0.112358950451133
ACAP3	23.0872002364044	31.6327429584024	0.454325431748631	0.0382953664308548
PUSL1	49.410628753903	40.3242548275385	-0.293173540973128	0.00226634516732991
CPSF3L	69.7979814227207	77.933319753924	0.159054958763554	0.0177746521644996
CPTP	49.1382111300847	56.3145082472854	0.196661312652564	0.012700963855058
TAS1R3	0.157572863793187	0.473167552439391	1.58633203963965	0.0270070761249235
DVL1	28.3212438023344	23.352810784283	-0.278288420950344	0.00597586334151348
AURKAIP1	256.094166531615	217.144913705789	-0.238016230508112	0.0140380489822923
CCNL2	61.7323766473914	118.674054705798	0.942905317920042	0.0269497470853696
LOC148413	66.2001287942006	69.2039847958861	0.0640210874300499	0.124777341701818
MRPL20	249.929939430791	188.888832514702	-0.403986324848833	0.00351365045357834
ATAD3C	19.7396195479791	16.7585762211455	-0.236194598808831	0.0164733209312259
ATAD3B	29.3080627416368	29.5832581101464	0.0134833410954808	0.930359189592391
ATAD3A	53.1155986678813	36.3407798646148	-0.547546225409376	0.00372594822185976
SSU72	180.552332281145	132.899186513534	-0.442084782600999	0.00176521406892123
MIB2	7.88087472041947	9.53574252427738	0.274989514601464	0.196450477661112
CDK11B	38.7153179470772	42.7349125280609	0.142510679163542	0.0700691252154806
SLC35E2B	32.5027922422792	42.4449054716211	0.385027739852242	0.043373748687094
CDK11A	12.7968025692641	17.0638086089267	0.415156308298308	0.00928225687888183
SLC35E2	7.25037198887384	11.6663873565995	0.686230960251543	0.0154670694160614
NADK	49.9084588543618	45.403829269951	-0.136470378182513	0.055191209399951
GNB1	183.222315209995	181.167636724813	-0.0162699649764904	0.595993015015157
TMEM52	3.80899068750471	11.6277679479482	1.61009351960695	9.31382407314237e-05
FAAP20	7.85857426431637	7.36122603842247	-0.0943215241119454	0.202687926456402
SKI	15.552268174166	40.6609275901137	1.38651812623375	0.00134508181593477
MORN1	0.949995320930969	1.10628719122969	0.219733643838863	0.323614006636955
RER1	97.9600482510566	97.6168446483508	-0.00506336547784495	0.882566569260063
PEX10	28.9953001741702	26.1394976163414	-0.149587660098027	0.0421896576413441
PANK4	27.3611463087469	31.9094505565602	0.221855093397126	0.0611211592810881
LOC115110	4.4605275644038	4.66647948637466	0.0651202000479405	0.579484797564424
TNFRSF14	29.6835324749413	26.75431953709	-0.149890953177751	0.0551006457499207
FAM213B	12.5519257765044	11.8392146774755	-0.0843353394952578	0.131564367784732
TPRG1L	97.7735777475337	122.646265513602	0.326986755366401	0.000246186947183732
WRAP73	49.3334746851147	51.4369810194129	0.0602390656547272	0.309148867010506
TP73	14.1675817045837	11.432808157183	-0.309413716781152	0.000496462373877011
TP73-AS1	1.96721225652394	2.13425886734472	0.117582544698145	0.547164915119927
LRRC47	61.2570703861275	80.1647808435073	0.388092178292926	0.0134709602959674
CEP104	24.8668455962012	33.3745457875467	0.424524691790269	0.00864424853441723
DFFB	7.59048176473865	5.71370283168075	-0.409765451803306	0.00453461829049256
C1orf174	41.7515513880338	47.3337113359248	0.181038239481586	0.0333871518223906
LINC01134	2.39735034574313	2.2586152820979	-0.0860022056940763	0.630634793051777
NPHP4	10.293009730596	13.4671424424716	0.38777886601193	0.00398726456195218
KCNAB2	50.4377499829129	44.2420466050996	-0.189085793642571	0.0539404676307813
RPL22	505.837741830515	446.382146441119	-0.180395358034175	0.0248338001743411
RNF207	1.06740174656987	1.6699701822906	0.645719066174675	0.0267579214542846
ICMT	82.6061421230438	74.4583850813739	-0.149814730137288	0.0139644166250914
LINC00337	1.61068433871746	1.16730956064577	-0.464486580604722	0.127525395200112
GPR153	1.11000255123246	1.81227050446563	0.707235319602443	0.00796179648246466
ACOT7	62.137712376096	69.7455301117359	0.166631630643228	0.000839287729852051
PLEKHG5	0.708978975353095	0.528711847758296	-0.423261189194037	0.0525912807572654
NOL9	17.1507746815997	16.002863643668	-0.0999436505247581	0.213164927476737
ZBTB48	16.8920341103617	23.1860670275508	0.456915055848734	0.00782381628749724
KLHL21	33.2016541560188	40.5376772090177	0.288008304799718	0.0334572039252632
PHF13	23.8470539678174	23.1037330831247	-0.045685068669093	0.329042619361893
THAP3	14.9945075515751	18.0591716943947	0.268297581286144	0.0168091244849233
DNAJC11	43.1795920541503	42.226984267782	-0.0321843957370923	0.442591172120736
CAMTA1	6.90001466355903	6.13233236974692	-0.170163535276494	0.00981152751433217
VAMP3	51.9454157468043	64.7883578923342	0.318738157163935	0.00252986428413599
PER3	0.569596298657066	0.369909341801523	-0.62276803625797	0.0441474106671042
PARK7	438.118198047822	360.029345066324	-0.283205639194957	0.00375788137921903
ERRFI1	2.0231859327747	2.13083570345634	0.074790448372188	0.608898806228594
RERE	8.88653333225646	10.7065151376423	0.268796340322526	0.0119539342037994
ENO1	630.977871585666	512.284048296361	-0.30064544145115	0.000543324657267608
H6PD	3.28268559377999	4.43226710972322	0.433168248415205	0.0149079067107621
SLC25A33	18.1846873293893	17.7680674399705	-0.0334373462024564	0.64488183048277
TMEM201	14.7564602574753	15.2789384884963	0.0501976220869053	0.365816480434546
PIK3CD	2.78481643105149	2.05223640961372	-0.440385298080444	0.0106063551809128
CLSTN1	78.6444173804563	97.13121831918	0.304590698763274	0.00287635373600238
CTNNBIP1	29.634832805569	35.9082423786963	0.277021120209522	0.00844025533063702
LZIC	35.6822305036758	28.7671318880172	-0.310784411144614	0.0133022956543829
NMNAT1	8.52726461184278	11.5320917106734	0.435499284152135	0.00856702522153096
UBE4B	42.0567464934775	51.7858129630302	0.300219669385794	0.00038577651631045
KIF1B	11.3506250130174	16.3591857606501	0.527329202827987	0.000527855944040096
RNU6-2	2.04993189390822	2.22821453986963	0.120312167796481	0.564899871074331
PGD	175.146820665799	203.60139759088	0.217182664600652	0.00181516708528327
APITD1	8.94897542043744	5.29134544388413	-0.758087909115614	0.000593276911442984
DFFA	28.9618398072356	21.7949366099257	-0.410160245199076	0.00310936581686165
PEX14	26.3250794766012	28.7141155046167	0.125322235526434	0.0182186190652938
TARDBP	115.092828625694	125.756085068337	0.127830267958381	0.0375546703688885
SRM	272.346415271248	174.66123520811	-0.64088342989203	0.00014993537803921
EXOSC10	111.030820634281	91.8486411993741	-0.273629921036603	0.00177008190454067
MTOR	30.6201699701677	40.3080369143024	0.396585231486945	0.0104072783851724
UBIAD1	32.303841964847	23.6535227566382	-0.44965069549715	0.00638931936432713
PTCHD2	0.783648279090068	1.7787397494196	1.18257725559269	0.00752629281693853
FBXO2	4.83078222049148	7.24414442543286	0.584558494171484	0.0129574896679387
FBXO44	13.8197073057109	17.1655665038469	0.312790409880639	0.0934269322972162
FBXO6	14.2505064671682	15.3547139661532	0.107668443462759	0.252412639819297
MAD2L2	101.546067874459	86.3587063639959	-0.23372083849012	0.0738264513474056
AGTRAP	57.2116256793461	49.2306390410696	-0.216751872733129	0.0162503970002659
C1orf167	1.83731206196116	0.939687196698653	-0.96734418755792	0.0144720968236032
MTHFR	10.5777953567911	22.866164661991	1.11217543336397	0.00476688920443992
CLCN6	4.49310439811763	6.05840947503723	0.431226506585477	0.0847774797946165
NPPA-AS1	0.496106339917019	0.528325207009909	0.0907768501355763	0.825944403830234
KIAA2013	104.514915227364	135.848901721333	0.378294059371705	0.00185230605951493
PLOD1	36.6610184990506	41.4201877355661	0.176087225833727	0.0352268192331201
MFN2	75.067407674453	72.4015622535738	-0.0521658352586743	0.192125676809251
MIIP	32.8710684739845	28.1550355275762	-0.223425380615237	0.0922681959657061
TNFRSF1B	9.86778866387545	9.25155689291458	-0.0930306489440152	0.40369323325168
VPS13D	8.79032680407811	11.1153197504976	0.338560742910336	0.0198065440296519
DHRS3	0.88057751204219	0.376667341980354	-1.22515904821084	0.0139698688298858
PRDM2	18.5032394965833	28.5592086002687	0.626178125667491	0.00630674155413509
KAZN	2.74395367484638	2.29027416890388	-0.260735811431262	0.0387434592289903
TMEM51	1.53543109951349	1.23834262480572	-0.310233239847706	0.106800269714731
EFHD2	56.5240279614354	51.0607693485606	-0.146649001849207	0.0178881574221966
CASP9	18.7800386637546	27.4115710858235	0.545584984988918	0.000392773371909833
DNAJC16	13.0371444335979	22.4400679841286	0.783449140545801	6.500523648244e-05
AGMAT	14.9473760666513	5.90821384711998	-1.33909829877268	2.50551479624412e-05
DDI2	7.81722327117335	11.7771353540413	0.591260514768163	0.0290356638137757
RSC1A1	8.85848630742909	14.0571947197942	0.66617661155419	0.000423308862089384
PLEKHM2	53.6004396171377	63.6564892855601	0.248062759849478	0.00602031935742841
SLC25A34	0.714004997792961	1.06017793536649	0.57030034260176	0.250768338066654
UQCRHL	27.6361801081946	23.8427883286006	-0.213005255528075	0.0604369666849296
FLJ37453	3.15390384749884	2.67880315853945	-0.235550103388491	0.27818787471881
SPEN	23.5111878059422	32.5123846364673	0.467641948011816	0.018245260236211
ZBTB17	24.7593694573614	29.1024957858409	0.233168307623237	0.0230811024449185
ARHGEF19	7.3165121197475	5.76058925399944	-0.344939666831077	0.00348142587384214
RSG1	9.93053635529393	10.0535120218355	0.0177560242484652	0.759582343706247
FBXO42	16.1683078669611	23.0232707424393	0.509924102831316	0.000150082300386385
SZRD1	97.9693143748877	115.746609908552	0.240568090229499	0.00048762665174159
NECAP2	97.0296752069778	121.671737530594	0.326496142581866	0.000607438419508879
CROCCP3	2.19649706163979	2.95512540853491	0.4280147867991	0.110971210460999
NBPF1	10.0425736192783	13.557621287864	0.432975039494859	0.0290845881226699
CROCCP2	107.377663265725	132.625483184718	0.304664092544002	0.0802038612415964
MST1P2	2.78907593053597	3.89964364785912	0.483555084315026	0.141210381681188
MST1L	0.641219971788213	0.913231598673599	0.510161417872054	0.239373375448892
CROCC	11.4587295779504	14.0729264904125	0.296475268524365	0.158293335743544
ATP13A2	26.9178345446351	36.3003068477326	0.431419389097881	0.00548770858819579
SDHB	178.03033479398	161.053955999091	-0.144578986258321	0.0774901802541196
RCC2	134.294571075415	152.094400464044	0.179566055226867	0.0080662177326907
ALDH4A1	19.6221051436581	30.823423118175	0.651547261944135	0.00283054910656186
IFFO2	8.5847632763023	16.6827656819562	0.958508221957182	0.00185504773918445
UBR4	28.591404508516	52.6465139662414	0.880756513261007	0.00338454371292029
EMC1	29.1019184203555	29.7622844193462	0.0323710056800799	0.188604398209447
MRTO4	77.5410741488534	36.118742102561	-1.10221307101493	0.000606200163716257
AKR7A3	0.704253784946591	0.989553121513798	0.490681744326306	0.246132276555883
LOC100506730	5.12745653435	5.23515703336686	0.0299894557998225	0.744577417416739
AKR7A2	54.7811826125516	49.6004944252777	-0.143325909497142	0.0216920679668379
PQLC2	13.5654467697392	12.3639691654017	-0.133794601321041	0.0338694872363597
CAPZB	127.293641107126	117.606882480701	-0.114187861196041	0.00810894705091724
MINOS1	44.5158857302625	33.8858512473763	-0.393637247461294	0.00670783574270834
RPS14P3	1.88476373570024	2.35888691638325	0.323722572315545	0.49715728838422
TMCO4	21.9842939127047	14.3236302026675	-0.618076019320833	0.000648050920955142
OTUD3	6.20391786055403	11.2500106163199	0.858674872443921	0.00535074603236264
MUL1	51.2035150792409	62.4005862613562	0.2853167299984	0.00160536198144437
PINK1	54.546600123131	82.1337764471557	0.590486357090978	2.45502589625524e-05
PINK1-AS	5.54448478349958	7.24595826143741	0.386123090110596	0.000847138016316023
DDOST	427.866107614735	462.75101462284	0.113076749469312	0.0500281245820803
HP1BP3	133.760082989395	206.783549396202	0.62847376941314	0.0168145877169824
EIF4G3	23.2978191004303	30.2567778743039	0.377063448165688	0.00609555099418817
ECE1	40.8525989049724	66.4555381854291	0.701961573261451	0.000227169893402298
LOC100506801	0.90011591918183	0.738746886792002	-0.2850306617516	0.425653049533901
NBPF3	15.2286791528459	18.854296035422	0.308102469182881	9.84583082610131e-05
USP48	66.8787490576306	77.9344124833923	0.220712638437063	0.0191593105205518
HSPG2	0.7686217626114	0.268900583453534	-1.5152009396373	0.00234237116635593
LOC101928043	1.38453251071146	0.944736162935159	-0.551415542209448	0.208286469421999
LINC00339	13.8255370571467	14.4386899186886	0.0626043230781449	0.556519456791043
CDC42	210.528623344521	230.551918004644	0.131075273276698	0.0387376657007647
ZBTB40	13.7719515383571	19.325524844722	0.488774586172394	0.00384994755783533
KDM1A	59.5450937355911	63.7832802383668	0.0991956532298225	0.0023688556033197
LUZP1	10.7564518438473	22.2493591495472	1.04856151803045	3.87489380658149e-05
LINC01355	2.24081642073488	2.72320432201795	0.281280771196672	0.52672485280629
HNRNPR	90.9669353783807	70.5577157259188	-0.366538395379425	0.00165053926090972
ZNF436	5.85449647211004	7.52740168515535	0.362606866000702	0.0127753802790455
ZNF436-AS1	1.11232778159331	1.23235637180485	0.147837528554753	0.490146215360589
ASAP3	0.505630912131677	1.47356096554107	1.54315017863774	0.000270776921811137
E2F2	75.5719487418909	55.0210072985891	-0.457868273365399	0.000192452295216908
ID3	14.6871188635408	13.9065227082982	-0.0787896910272266	0.290851003666601
MDS2	1.05590284191162	1.13976376470939	0.110257740132366	0.110652685260681
RPL11	3313.02252651912	2953.66332399317	-0.165642624328026	0.0323519250446843
TCEB3	41.6954481723631	52.582403889755	0.334690203125759	0.000441325084211048
TCEB3-AS1	7.61542946775015	4.97554617809105	-0.614070496385541	0.00408899670164747
PITHD1	96.2826732403322	115.547549593831	0.26313856184166	0.0203181763949514
LYPLA2	100.587685253307	97.4567348564684	-0.0456198966286685	0.0277169191625973
GALE	22.4718137117884	22.9296971752113	0.0291007319717666	0.571569057133327
HMGCL	43.767686677052	50.3544274679195	0.202252501399758	0.0203601229132225
FUCA1	64.6755299410092	86.1412552827893	0.413484377055787	0.00305377948757662
