KB528_6	GNE781_6	LOG2_FOLD_CHANGE	P_VALUE
WASH7P	40.0858091276294	29.6632250485867	-0.434416135991101	0.0267530192860231
LOC100133331	1.28167034745702	0.863692899513721	-0.569434906428068	0.294084843714726
LOC100288069	10.2441702254238	6.01168318705064	-0.76896224423308	0.036531276917977
LINC00115	2.49490626419651	1.92598752037513	-0.373387258142499	0.336183337868758
LINC01128	6.06810737425211	6.44196085224119	0.0862532794142441	0.0960275134125196
NOC2L	110.195027398658	112.670088086812	0.0320454332566649	0.338025680202796
KLHL17	14.8396133804223	10.0921369342699	-0.556221818970039	0.0790139080785231
PLEKHN1	2.49408206819119	3.12625802114239	0.325927915908482	0.134037083292345
ISG15	21.9693539672288	21.5656686281413	-0.0267559998722376	0.892588120046431
AGRN	0.537330193013224	0.437301102455969	-0.297181920987188	0.104052742347097
C1orf159	16.7012145420633	14.9028012840867	-0.164369481863692	0.0302219873446687
SDF4	238.687953054796	203.709203546846	-0.228614590746494	0.0467175933959922
B3GALT6	22.5543965852654	21.6620844898997	-0.0582366123940516	0.423118214986902
UBE2J2	80.0104061822672	72.456655576884	-0.143069433608809	0.034910548674261
SCNN1D	0.486588291171296	0.34263090306186	-0.506046326033589	0.0450407775693532
ACAP3	26.7900970280927	23.0872002364044	-0.214606576912365	0.081806965121222
PUSL1	42.8440483718013	49.410628753903	0.205726606251212	0.0251765721155041
CPSF3L	82.4569457517588	69.7979814227207	-0.240455710148137	0.0135897497065167
CPTP	58.7528614958958	49.1382111300847	-0.257813780784167	0.0112762274201217
TAS1R3	0.228150188347353	0.157572863793187	-0.533964740462225	0.438836005108944
DVL1	29.3260092540236	28.3212438023344	-0.0502961328481526	0.289680985688078
AURKAIP1	278.168595841867	256.094166531615	-0.119285163659385	0.404757337055656
CCNL2	85.5919166638665	61.7323766473914	-0.471447219299797	0.117851754523636
LOC148413	61.1256313495396	66.2001287942006	0.115056562503593	0.0392804842300211
MRPL20	238.671290593048	249.929939430791	0.0664986968206228	0.486129071124016
ATAD3C	20.0040743466055	19.7396195479791	-0.0191996878042139	0.846259693525783
ATAD3B	26.9437709200389	29.3080627416368	0.121345831701906	0.24166959994775
ATAD3A	44.8833235849565	53.1155986678813	0.242956094549406	0.00986501307691424
SSU72	179.006905164829	180.552332281145	0.0124018160810275	0.841200252753847
MIB2	10.2084130975744	7.88087472041947	-0.373330943593538	0.0220732266264674
CDK11B	48.0305562895319	38.7153179470772	-0.311048027712293	0.00675546730516476
SLC35E2B	38.2647720261674	32.5027922422792	-0.235453142226198	0.140644538451125
CDK11A	17.7226430633812	12.7968025692641	-0.469810394990646	0.0399962105345667
SLC35E2	8.24664129047587	7.25037198887384	-0.185751638896901	0.376649358594113
NADK	44.7609660126388	49.9084588543618	0.157043182603928	6.74618343081123e-05
GNB1	188.453608763478	183.222315209995	-0.0406141975265863	0.184587501908094
TMEM52	5.53949760966744	3.80899068750471	-0.540346380031036	0.0557695910250235
FAAP20	9.29097059464475	7.85857426431637	-0.24156172129351	0.0527370655144079
SKI	21.1192441028402	15.552268174166	-0.441433197616876	0.00149966952663584
MORN1	1.2075874020171	0.949995320930969	-0.346135298551798	0.133610667093098
RER1	109.511345235339	97.9600482510566	-0.160814949304066	0.0399443068033548
PEX10	34.9221277122542	28.9953001741702	-0.268322387348373	0.00301924522594265
PANK4	32.1446073108121	27.3611463087469	-0.232448052490269	0.0573446816042815
LOC115110	4.84022865777111	4.4605275644038	-0.117860850084301	0.648879976600936
TNFRSF14	30.333105262386	29.6835324749413	-0.0312304077556075	0.665127821113262
FAM213B	12.8998524577986	12.5519257765044	-0.0394458385697168	0.50526380737149
TPRG1L	110.798644520809	97.7735777475337	-0.180423681752474	0.00214572492071843
WRAP73	61.6700287946604	49.3334746851147	-0.322002616251684	0.0241646756967983
TP73	20.951161248676	14.1675817045837	-0.564436687110031	0.0166929179816491
TP73-AS1	2.9708671713322	1.96721225652394	-0.594731474493658	0.170787428943741
LRRC47	77.8244777788393	61.2570703861275	-0.345347619066228	0.0141276313603748
CEP104	37.4090491076714	24.8668455962012	-0.58916378409189	0.000114566074051827
DFFB	8.25297185919362	7.59048176473865	-0.120722265308701	0.195347803681365
C1orf174	46.308561804401	41.7515513880338	-0.149449146562228	0.0523241629571475
LINC01134	2.60714446746991	2.39735034574313	-0.121029769896679	0.606843029956472
NPHP4	12.5962252281995	10.293009730596	-0.291326563489286	0.0623829634461033
KCNAB2	47.5169949366245	50.4377499829129	0.0860603184900282	0.128694692233478
RPL22	447.182410324108	505.837741830515	0.177811242459483	0.0193407678265059
RNF207	1.64277971400323	1.06740174656987	-0.622035760208243	0.119536776520543
ICMT	85.3190792284431	82.6061421230438	-0.0466193398281746	0.196993765010553
LINC00337	2.35885624217613	1.61068433871746	-0.550413714899783	0.032132039940055
GPR153	1.60928647296091	1.11000255123246	-0.53585817406845	0.00689895992275116
ACOT7	74.9766730642717	62.137712376096	-0.270972681358015	0.0188174570702021
PLEKHG5	1.16295195625246	0.708978975353095	-0.713976747234198	0.00212490769477389
NOL9	18.4080887181179	17.1507746815997	-0.102066098970724	0.214259740089288
ZBTB48	25.7738740715035	16.8920341103617	-0.609566339503205	0.00766936558958926
KLHL21	26.5745689033353	33.2016541560188	0.321208832255671	0.00705269596780403
PHF13	27.9108771160442	23.8470539678174	-0.227016413991021	0.011705809213831
THAP3	19.9472332099125	14.9945075515751	-0.411754508541471	0.00843437157664283
DNAJC11	47.2356276943048	43.1795920541503	-0.129525816345793	0.0449230704683672
CAMTA1	5.93063965510845	6.90001466355903	0.218411711347153	0.00503360594302807
VAMP3	70.5533271793371	51.9454157468043	-0.44171768460304	0.000367204459210468
PER3	1.11251986701101	0.569596298657066	-0.965819422932816	0.00192583176320358
PARK7	435.570335550934	438.118198047822	0.0084144380241453	0.898951985338114
ERRFI1	3.03710235550471	2.0231859327747	-0.586066619516072	0.097260328028674
RERE	9.30547326277442	8.88653333225646	-0.0664587970934494	0.440196327636603
ENO1	473.983077002193	630.977871585666	0.412753860387964	4.41415202832433e-05
H6PD	4.32529866723566	3.28268559377999	-0.397923176739806	0.0471146139229106
SLC25A33	17.4509673642374	18.1846873293893	0.059417108102965	0.405310870508811
TMEM201	15.4640650092149	14.7564602574753	-0.0675729147588632	0.27976387156933
PIK3CD	4.53303665408787	2.78481643105149	-0.702895595459541	1.70612863267041e-05
CLSTN1	104.9389547826	78.6444173804563	-0.416134061728257	0.000502835189426363
CTNNBIP1	36.5156826525519	29.634832805569	-0.301222283586225	0.0449177430563107
LZIC	42.2224348423322	35.6822305036758	-0.242803975774186	0.00625849940779505
NMNAT1	11.6916664798886	8.52726461184278	-0.455325648990826	0.00423150088239449
UBE4B	56.3208529666927	42.0567464934775	-0.421331935819435	0.0105505812593333
KIF1B	13.7050540942241	11.3506250130174	-0.271936281988772	0.0156634162244246
RNU6-2	1.94064999637888	2.04993189390822	0.0790360330571156	0.63593161322152
PGD	175.433494100097	175.146820665799	-0.00235941618383995	0.926880042038509
APITD1	8.20078255893544	8.94897542043744	0.125960930500367	0.1640567293982
DFFA	31.9345446390868	28.9618398072356	-0.140964626135902	0.0829012266446312
PEX14	34.9501024802231	26.3250794766012	-0.408858799039111	0.00354560781536207
TARDBP	116.006791121579	115.092828625694	-0.011411321544884	0.78182658670898
SRM	262.61446325355	272.346415271248	0.052496504453077	0.110895951509205
EXOSC10	140.516255110028	111.030820634281	-0.339776828467832	0.0380729323248806
MTOR	45.394644946087	30.6201699701677	-0.568039826514477	0.027801097447872
UBIAD1	20.4226194535264	32.303841964847	0.661537836357006	0.00194035723811476
PTCHD2	1.44594006298421	0.783648279090068	-0.88372956385291	0.00237070585900061
FBXO2	5.88355339048157	4.83078222049148	-0.284430923270122	0.103840509047806
FBXO44	17.5212183780086	13.8197073057109	-0.342376039016654	0.119363181872214
FBXO6	18.6244936586033	14.2505064671682	-0.386188009775691	0.0116058682203769
MAD2L2	120.165388891247	101.546067874459	-0.242887042123425	0.031112420036013
AGTRAP	46.2872424216892	57.2116256793461	0.305693723272254	0.000983210972054043
C1orf167	2.14085368622586	1.83731206196116	-0.220589515333893	0.172386606617585
MTHFR	14.019858360231	10.5777953567911	-0.406432804491344	0.0156442040690155
CLCN6	6.19363334747699	4.49310439811763	-0.463073396917531	0.123039793630511
NPPA-AS1	0.731905055702039	0.496106339917019	-0.561007117088809	0.180976563140064
KIAA2013	115.454899403631	104.514915227364	-0.143620553432021	0.0565930208104661
PLOD1	50.2719116329433	36.6610184990506	-0.455505683098921	6.97744986906329e-05
MFN2	92.3399668500072	75.067407674453	-0.298768551628825	0.000628791953270528
MIIP	35.1586425773219	32.8710684739845	-0.0970610192772972	0.00231536558965977
