KB528_24	GNE781_6	LOG2_FOLD_CHANGE	P_VALUE
WASH7P	45.2238438209517	29.6632250485867	-0.60840816063793	0.0481484037932953
LOC100133331	1.86492786030192	0.863692899513721	-1.11052949052203	0.0158952213558833
LOC100288069	13.8141634228435	6.01168318705064	-1.20030730907762	0.0339490449011073
LINC00115	4.51318343494413	1.92598752037513	-1.22854706186847	0.00551907114910274
LINC01128	4.32438696227211	6.44196085224119	0.575004266916542	0.00139167152229388
NOC2L	74.1988056815447	112.670088086812	0.602636686111982	0.00132502350872436
KLHL17	17.280612881957	10.0921369342699	-0.775922699037237	0.0227221383748105
PLEKHN1	5.63389657414523	3.12625802114239	-0.8496962252916	0.0136677615144833
ISG15	14.1467336087715	21.5656686281413	0.608267464138106	0.00234769022620117
AGRN	0.6409940041977	0.437301102455969	-0.551683876539372	0.0805765404271001
C1orf159	14.2018003013819	14.9028012840867	0.0695097144108738	0.423873657527526
SDF4	225.811789487161	203.709203546846	-0.148609647759637	0.0564921778789099
B3GALT6	27.8159808658247	21.6620844898997	-0.360741903097252	0.024924923263672
UBE2J2	72.565756823826	72.456655576884	-0.00217069699788762	0.977206149458703
SCNN1D	0.990132924071033	0.34263090306186	-1.53096693921933	0.041816884539019
ACAP3	17.9385955922483	23.0872002364044	0.364026282937782	0.0116426138027751
PUSL1	26.4513620455426	49.410628753903	0.901479402143273	5.85344015879523e-05
CPSF3L	81.4791840009164	69.7979814227207	-0.223246218158556	0.106483395048605
CPTP	55.8606228230044	49.1382111300847	-0.184986321626109	0.0697526304026369
TAS1R3	0.816043592337712	0.157572863793187	-2.37262711744154	0.00852796819476201
DVL1	29.253352488034	28.3212438023344	-0.0467173430964467	0.546054670867726
AURKAIP1	174.949095280596	256.094166531615	0.549739186780501	0.00189720061829191
CCNL2	106.022695295855	61.7323766473914	-0.7802738820504	0.029821077794988
LOC148413	88.0801742774197	66.2001287942006	-0.411983299615314	0.00568750079541422
MRPL20	189.660309908995	249.929939430791	0.398105935609555	0.013333125883334
ATAD3C	25.6916605257408	19.7396195479791	-0.380205954526945	0.0650890394083869
ATAD3B	23.9271164370906	29.3080627416368	0.292651067487417	0.158596048726071
ATAD3A	21.7540427946714	53.1155986678813	1.28785206733784	0.000508784000180983
SSU72	259.146709394903	180.552332281145	-0.521352018327674	0.0107107198731936
MIB2	24.5850712779436	7.88087472041947	-1.64135486542309	0.0124391554608846
CDK11B	38.8615685209325	38.7153179470772	-0.0054396415530812	0.917630467972256
SLC35E2B	82.3408521198575	32.5027922422792	-1.34104471656508	0.00758726191121403
CDK11A	20.652696448179	12.7968025692641	-0.690546773422272	0.0188138717719099
SLC35E2	21.4362276298126	7.25037198887384	-1.56392411981437	0.0124667362588442
NADK	62.7200750605919	49.9084588543618	-0.329642931105953	0.0455169713718511
GNB1	245.359953585908	183.222315209995	-0.421304574399176	0.00257212492715483
TMEM52	0.852042906769891	3.80899068750471	2.16041077275951	0.000309888085276956
FAAP20	12.8071333589691	7.85857426431637	-0.704608089570051	0.000204142613652652
SKI	13.1530897065731	15.552268174166	0.241723267839345	0.0380068223181506
MORN1	1.88882437621222	0.949995320930969	-0.991496252710803	0.00632264081035194
RER1	118.072081642826	97.9600482510566	-0.269402487581669	0.0259464022970619
PEX10	43.6569388782996	28.9953001741702	-0.590391901633484	0.00544382708802493
PANK4	23.4323517188807	27.3611463087469	0.223626920610964	0.00530556147525098
LOC115110	30.916228708945	4.4605275644038	-2.79307808536032	0.00871926447192774
TNFRSF14	51.0802481283305	29.6835324749413	-0.783102743693048	0.00954640779827345
