CCS1477_6	Lenalidomide_6	LOG2_FOLD_CHANGE	P_VALUE
WASH7P	34.9252372121632	32.4121034288123	-0.107737265043173	0.418377897302024
LOC100133331	1.18377407195056	0.896999116768749	-0.400215293373111	0.0233816553649171
LOC100288069	8.35799783498041	5.29227469495395	-0.659269438458514	0.0785382105226775
LINC00115	2.26735175189871	2.71516838481796	0.260033446541014	0.384411280493745
LINC01128	7.7046503016475	6.13262031514956	-0.329225844119403	0.0336894880902023
NOC2L	110.138011126109	119.380876760585	0.116259292795564	0.131151862331567
KLHL17	12.7812872168345	9.24079789496896	-0.467943807565612	0.0442280073213266
PLEKHN1	5.3781469383447	5.68624353175232	0.0803667162604235	0.403611629440004
ISG15	22.0637440610338	19.112462816584	-0.207163932012943	0.243164439256133
AGRN	0.983561037698242	0.34523490274114	-1.51043625961832	0.000585695154139043
C1orf159	12.5097618088852	16.9771188833965	0.440537325610962	0.0191963112023416
SDF4	210.599649659065	206.027008475743	-0.0316695609184616	0.422663732529323
B3GALT6	18.0836622167178	17.6796840098691	-0.0325943854573647	0.583317546789957
UBE2J2	80.7855106853429	67.56884280673	-0.257738413546791	0.00716873945587897
SCNN1D	0.927218404305828	0.305979660445901	-1.59947344755607	0.097326974624365
ACAP3	31.6327429584024	21.4649585049219	-0.559435277327574	0.0205464703329021
PUSL1	40.3242548275385	51.5091727973284	0.353181498205063	0.0103537592084395
CPSF3L	77.933319753924	68.5351432749473	-0.185396313383317	0.0230864840248804
CPTP	56.3145082472854	50.2043816722425	-0.165693366872737	0.0785894256340763
TAS1R3	0.473167552439391	0.325632235602264	-0.539107619295194	0.167533562377501
DVL1	23.352810784283	26.6542753894801	0.190770756565326	0.0569891053860906
AURKAIP1	217.144913705789	239.06337100754	0.138734938823678	0.0138115596677924
CCNL2	118.674054705798	66.8295243415894	-0.828447047104123	0.0443584726213386
LOC148413	69.2039847958861	69.2426488505674	0.000805804228392584	0.983570164024764
MRPL20	188.888832514702	246.188826445332	0.382227875750209	0.00304907992742925
ATAD3C	16.7585762211455	20.3250730009751	0.278360948558852	0.0074100341134358
ATAD3B	29.5832581101464	38.2818828062755	0.37188083684524	0.0657375000628397
ATAD3A	36.3407798646148	63.576239964226	0.806898315105121	0.000734257229829265
SSU72	132.899186513534	186.118020741139	0.48588547626123	0.0077017213814094
MIB2	9.53574252427738	8.06789391461826	-0.241153167981667	0.234388458170084
CDK11B	42.7349125280609	32.6145699366548	-0.389898564473664	0.00425122729436725
SLC35E2B	42.4449054716211	39.7425506623072	-0.0949069348287687	0.416717152647914
CDK11A	17.0638086089267	11.7060507495338	-0.543685250981094	0.00796165565924513
SLC35E2	11.6663873565995	8.5860043682385	-0.442299069670868	0.0356684429104525
NADK	45.403829269951	60.0166719734743	0.402549344541865	0.00219501408838509
GNB1	181.167636724813	162.220838532896	-0.159366102532971	0.0472639408192351
TMEM52	11.6277679479482	2.59454186524769	-2.16402246507152	2.4852105953754e-05
FAAP20	7.36122603842247	7.22226378043673	-0.0274949591549761	0.735104796769394
SKI	40.6609275901137	12.119834514673	-1.74627312723385	0.000201149215594229
MORN1	1.10628719122969	0.839033041732665	-0.398926425341424	0.145456784878309
RER1	97.6168446483508	94.4085113386178	-0.0482131883420202	0.121261463655076
PEX10	26.1394976163414	29.8617477474186	0.19206719218665	0.0220129287945675
PANK4	31.9094505565602	25.3425832363474	-0.332420177624166	0.0203456943600343
LOC115110	4.66647948637466	8.1784641353164	0.809495385862526	0.00223970261048228
TNFRSF14	26.75431953709	43.2199413755616	0.691925279048625	0.00123044311608845
FAM213B	11.8392146774755	12.7075046111243	0.102107367453911	0.240443516852426
TPRG1L	122.646265513602	89.6224465985361	-0.452571289389088	0.000150912561483964
WRAP73	51.4369810194129	44.1547979442866	-0.220235756957629	0.0242873363281502
TP73	11.432808157183	9.44976038351762	-0.274830153068173	0.00349692169111452
TP73-AS1	2.13425886734472	1.39877190752697	-0.609574446514922	0.0818225994976398
