CCS1477_6	Lenalidomide_0	LOG2_FOLD_CHANGE	P_VALUE
WASH7P	34.9252372121632	35.0583560044595	0.00548843076755348	0.963628966589496
LOC100133331	1.18377407195056	0.822181536834463	-0.525864883312048	0.0143027989467327
LOC100288069	8.35799783498041	6.53975427998785	-0.353920954992476	0.094444589769771
LINC00115	2.26735175189871	3.24276478415904	0.516216155924188	0.141956394046053
LINC01128	7.7046503016475	5.03857350926163	-0.612714132884392	0.00254583829280763
NOC2L	110.138011126109	96.0408303654564	-0.19759267940482	0.0016899113774926
KLHL17	12.7812872168345	9.96755867915277	-0.358721040406333	0.0953834741317029
PLEKHN1	5.3781469383447	4.48868667470003	-0.260815777312149	0.00302756206082583
ISG15	22.0637440610338	12.5734495816588	-0.811297112981939	0.00187788418767499
AGRN	0.983561037698242	0.362884598128154	-1.43850375988957	0.000504299702251153
C1orf159	12.5097618088852	15.8828084911355	0.344411720571005	0.0437222441734454
SDF4	210.599649659065	184.024212636233	-0.194607437754104	5.03967265582222e-05
B3GALT6	18.0836622167178	18.2451912166106	0.0128293959639279	0.876942427611727
UBE2J2	80.7855106853429	66.3951585168046	-0.283018515875012	0.0128262478073233
SCNN1D	0.927218404305828	0.17710624357884	-2.38829412985937	0.0751638854765711
ACAP3	31.6327429584024	23.5608507334896	-0.425027028327014	0.0538070979605408
PUSL1	40.3242548275385	39.6116342867165	-0.0257236485152111	0.565921038360772
CPSF3L	77.933319753924	73.6280614658132	-0.0819845549889608	0.0982458049113586
CPTP	56.3145082472854	40.4656171992164	-0.476810049945088	0.00357537876653234
TAS1R3	0.473167552439391	0.674836686827659	0.512187262478019	0.198229646998471
DVL1	23.352810784283	31.724363698327	0.441995022313538	0.00173997813171588
AURKAIP1	217.144913705789	212.243798356606	-0.0329357605546905	0.34103033889127
CCNL2	118.674054705798	80.9538366618739	-0.551833196869838	0.0688254503701999
LOC148413	69.2039847958861	72.5798760052943	0.0687144808653483	0.0830685127043857
MRPL20	188.888832514702	218.817842304952	0.21219297037513	0.0144387963941423
ATAD3C	16.7585762211455	25.8327137849835	0.624299624356127	0.00124981833704455
ATAD3B	29.5832581101464	38.5608606993244	0.382356303305074	0.0581174044048887
ATAD3A	36.3407798646148	49.3092079028117	0.440267697943936	0.00373177025779204
SSU72	132.899186513534	226.238552590676	0.767512521550396	0.00129813749594293
MIB2	9.53574252427738	10.6390191034253	0.157947956276093	0.344222135623857
CDK11B	42.7349125280609	27.3247164246632	-0.645208645690313	0.00266622379379584
SLC35E2B	42.4449054716211	47.0920811942828	0.149893080695083	0.158164796757746
CDK11A	17.0638086089267	10.7510523139118	-0.666461811488224	0.00285531318151966
SLC35E2	11.6663873565995	10.0736458888083	-0.211771958517302	0.144768547569205
NADK	45.403829269951	58.1871188410069	0.357885835503774	0.00476795909762949
