GNE781_6	Lenalidomide_24	LOG2_FOLD_CHANGE	P_VALUE
WASH7P	29.6632250485867	29.357709405279	-0.014936050892412	0.863400625840571
LOC100133331	0.863692899513721	0.69996761650111	-0.303230250811545	0.126224899675326
LOC100288069	6.01168318705064	4.02427947238298	-0.579038483053562	0.0151824339691981
LINC00115	1.92598752037513	3.43147682126425	0.833231254555899	0.0308850320954459
LINC01128	6.44196085224119	5.21726489809434	-0.304206207790927	0.0235065868798397
NOC2L	112.670088086812	118.164635725754	0.0686937744470687	0.257945676801367
KLHL17	10.0921369342699	8.55416506661223	-0.238532734883076	0.139660294336848
PLEKHN1	3.12625802114239	3.94074606722679	0.334031934481057	0.0797678951771045
ISG15	21.5656686281413	8.91367225155455	-1.2746446261738	0.00102758217253752
AGRN	0.437301102455969	0.193280553581164	-1.17793049367186	0.0087756060036641
C1orf159	14.9028012840867	18.8347500082685	0.337813344663865	0.00237775100530367
SDF4	203.709203546846	196.186354873144	-0.054286459574704	0.233742805324475
B3GALT6	21.6620844898997	18.8932984024894	-0.1972974864612	0.0598074779300241
UBE2J2	72.456655576884	67.0221554225317	-0.11248013188537	0.0662648326300462
SCNN1D	0.34263090306186	0.165970517859165	-1.04572828745114	0.0221948794130946
ACAP3	23.0872002364044	23.1621215823077	0.00467417659288763	0.947148418742743
PUSL1	49.410628753903	49.833960518137	0.0123078214243609	0.670362183859401
CPSF3L	69.7979814227207	74.1588614603761	0.0874337809609933	0.250853749493265
CPTP	49.1382111300847	45.3098991329355	-0.117019058353128	0.0756630791430003
TAS1R3	0.157572863793187	0.296601265311263	0.912505648066793	0.0933288053716336
DVL1	28.3212438023344	25.1499202825392	-0.171330799439636	0.0290667550236687
AURKAIP1	256.094166531615	260.003576337453	0.0218570768691179	0.755772909070233
CCNL2	61.7323766473914	54.9447799131426	-0.168044912122768	0.237416083289364
LOC148413	66.2001287942006	74.6240021872442	0.17280571209798	0.0376077712097373
MRPL20	249.929939430791	276.648791182167	0.146531885851445	0.0310212997625248
ATAD3C	19.7396195479791	17.3618753839693	-0.185171391934282	0.0220576994370646
ATAD3B	29.3080627416368	41.0502342495999	0.486092845378173	0.00749949818175138
ATAD3A	53.1155986678813	69.2401421332483	0.382473081000322	0.00533449094644064
SSU72	180.552332281145	196.055608793356	0.118845858927195	0.0305930041842462
MIB2	7.88087472041947	8.06623415663008	0.0335395193457717	0.748967149327852
CDK11B	38.7153179470772	29.7890215521689	-0.378123752523454	0.005431164273478
SLC35E2B	32.5027922422792	35.5551554580133	0.129495102015859	0.283412895738387
CDK11A	12.7968025692641	10.9739666485627	-0.221698284656137	0.0333840529340043
SLC35E2	7.25037198887384	6.90196226785732	-0.0710484294284334	0.39575849904757
NADK	49.9084588543618	58.7105236762139	0.234334770149484	0.00512449845492429
GNB1	183.222315209995	144.666592628354	-0.340863420809719	0.000748342581114054
TMEM52	3.80899068750471	1.75760743125816	-1.11579588602216	0.0446313223487761
FAAP20	7.85857426431637	6.38985265538239	-0.298484932181722	0.0150332489667293
SKI	15.552268174166	9.94661043469614	-0.644848122464177	0.000979377374676424
MORN1	0.949995320930969	0.863763633685216	-0.137283830422538	0.577842742459582
RER1	97.9600482510566	95.236547451224	-0.0406781640450194	0.470688544067295
PEX10	28.9953001741702	27.7077688808418	-0.0655285288383341	0.173674936740739
PANK4	27.3611463087469	22.9914187048733	-0.251033182395194	0.00515639169768344
LOC115110	4.4605275644038	11.1308583578913	1.3192785919723	0.00948887639850986
TNFRSF14	29.6835324749413	44.4882759854568	0.583762402694769	0.000255392827050785
FAM213B	12.5519257765044	13.1172515386058	0.0635567369911464	0.420532228533477
TPRG1L	97.7735777475337	65.2399912667447	-0.583688056182453	6.25810858522917e-05
WRAP73	49.3334746851147	38.4735435395941	-0.358700190979391	0.0137401601600616
TP73	14.1675817045837	7.51566439081973	-0.914620972206081	2.12774059277203e-05
TP73-AS1	1.96721225652394	1.09607391001901	-0.843807543829744	0.00142204966459022
LRRC47	61.2570703861275	59.8312148034639	-0.0339780162855775	0.574543454201837
CEP104	24.8668455962012	18.0738346793634	-0.460320879115037	0.00591141174699603
DFFB	7.59048176473865	5.43792986193454	-0.481133912108443	0.0132223005901107
C1orf174	41.7515513880338	28.7340545424511	-0.539068225780879	0.00251300879146341
LINC01134	2.39735034574313	2.85930014639182	0.254221312450113	0.122594660445679
NPHP4	10.293009730596	8.69439169474349	-0.243507897934142	0.0555797070378402
KCNAB2	50.4377499829129	70.772202387981	0.488678897002363	0.0151064918847123
RPL22	505.837741830515	508.122980382849	0.00650302883867844	0.879172385331815
RNF207	1.06740174656987	0.817060322400942	-0.38558877755864	0.110335166860762
ICMT	82.6061421230438	61.076145879411	-0.435640030380335	0.000775176719158267
LINC00337	1.61068433871746	0.677838639437505	-1.24865999943596	0.00981269574622551
GPR153	1.11000255123246	0.289762087329703	-1.9376222433264	0.00667116935527983
ACOT7	62.137712376096	53.8023976000328	-0.2077986639266	0.000461714228321793
PLEKHG5	0.708978975353095	0.646816034757028	-0.132387401148043	0.351283673762005
NOL9	17.1507746815997	13.7363398072877	-0.320276108771714	0.0111064441606638
ZBTB48	16.8920341103617	14.3091288623682	-0.239407221833516	0.021755626336566
KLHL21	33.2016541560188	35.4935573252788	0.0963020544995473	0.340428119635164
PHF13	23.8470539678174	16.3857445414365	-0.541369820608344	0.000492621330186889
THAP3	14.9945075515751	10.9371313182965	-0.455199756407768	0.00534315819129419
DNAJC11	43.1795920541503	47.3446730404618	0.132852497454166	0.0705052425662564
CAMTA1	6.90001466355903	5.68331526963084	-0.279866679837663	0.00428174289788551
VAMP3	51.9454157468043	32.765849471932	-0.664803500115749	0.00015671859700067
PER3	0.569596298657066	0.163605587498087	-1.79971775103808	0.00239192349036752
PARK7	438.118198047822	439.01069011735	0.00293592958680984	0.953740316324816
ERRFI1	2.0231859327747	0.465346336719389	-2.12025215580171	0.00545238867052785
RERE	8.88653333225646	9.74284624777994	0.132722570346931	0.344050535211931
ENO1	630.977871585666	702.003579059034	0.153888975177653	0.0357136904348384
H6PD	3.28268559377999	1.54889681129812	-1.08363554545943	3.60409960496953e-05
SLC25A33	18.1846873293893	14.886631219944	-0.288706804836412	0.0249103609941649
TMEM201	14.7564602574753	9.59951787165577	-0.62031283831988	0.00443046615344337
PIK3CD	2.78481643105149	1.56935341507956	-0.827411950654034	9.69923146366534e-05
CLSTN1	78.6444173804563	51.0830640096901	-0.622499296905778	0.00213801517594714
CTNNBIP1	29.634832805569	17.8683630486109	-0.72988644543518	5.11350729924264e-05
LZIC	35.6822305036758	27.2406396866265	-0.389445218971206	0.000826827507485261
NMNAT1	8.52726461184278	6.36415261677646	-0.42211459306548	0.0150865205022254
UBE4B	42.0567464934775	35.5360308001013	-0.243054699190798	0.0208488113302806
KIF1B	11.3506250130174	9.69183043855779	-0.227930670797091	0.0634980043116371
RNU6-2	2.04993189390822	1.96992670312997	-0.0574340280195293	0.762265452238595
PGD	175.146820665799	122.746618388029	-0.512881520494687	0.000246507733626447
APITD1	8.94897542043744	6.97508976549381	-0.359510732106642	0.0697234615920279
DFFA	28.9618398072356	25.4038919063337	-0.18910371633266	0.0163659622557794
PEX14	26.3250794766012	18.5310456308231	-0.506493597798993	0.0158820307326393
TARDBP	115.092828625694	116.930223750661	0.0228499385834654	0.421336326558664
SRM	272.346415271248	299.376589999567	0.13651853507937	0.0896900301997024
EXOSC10	111.030820634281	84.0289772937333	-0.40200137405111	0.00065760200413032
MTOR	30.6201699701677	24.1968605191822	-0.339662417499728	0.0230422152620627
UBIAD1	32.303841964847	29.1842379134546	-0.146516362234096	0.0520058998845776
PTCHD2	0.783648279090068	0.937066027182949	0.257944424024826	0.162219096752145
FBXO2	4.83078222049148	1.44125683184505	-1.74492936864465	0.000106329954395193
FBXO44	13.8197073057109	8.10085651498541	-0.770580701155118	0.00154052939499035
FBXO6	14.2505064671682	6.79756575561727	-1.06792308678643	0.00198492979523473
MAD2L2	101.546067874459	62.2110164780668	-0.706892391807144	0.0077649470712913
AGTRAP	57.2116256793461	87.3358751660658	0.610266055480763	0.0110953865228263
C1orf167	1.83731206196116	2.19443250831236	0.256251214833473	0.126087452321559
MTHFR	10.5777953567911	11.779449786321	0.15523318332107	0.0960529943088954
CLCN6	4.49310439811763	5.7220532818617	0.348820348082404	0.0358832016425929
NPPA-AS1	0.496106339917019	1.18194647241963	1.25244340155684	0.0146111222464381
