KB528_0	CCS1477_0	LOG2_FOLD_CHANGE	P_VALUE
WASH7P	33.0696110135168	35.2881986478804	0.0936797112275183	0.326651492030331
LOC100133331	0.902304972804705	0.731086563764384	-0.303572899262622	0.048326249914021
LOC100288069	6.41405156228677	6.35170462560157	-0.01409212744166	0.960820645902257
LINC00115	3.24680450572929	2.93897376046328	-0.143708042237732	0.390566915595568
LINC01128	4.87270788534556	5.06886577633135	0.0569392250457677	0.514090120805668
NOC2L	93.1980079350242	102.067565807618	0.1311534678933	0.0979115223052747
KLHL17	10.1635163329879	10.5675784091031	0.0562451905163159	0.632393738232117
PLEKHN1	4.02902643413473	4.49454773621316	0.157744680950518	0.39587735551857
ISG15	13.6982708120135	13.2211808765026	-0.0511427476392115	0.750445467027366
AGRN	0.33118685645474	0.403236680424605	0.283981460660804	0.376241771084923
C1orf159	17.8178295865053	20.4613721284083	0.199581283703927	0.168004352771477
SDF4	192.552139553325	204.856571528676	0.0893650195084674	0.106303105386316
B3GALT6	20.1057176109378	22.1748160819421	0.141316309293553	0.101734680717095
UBE2J2	66.910583673123	66.3676240075756	-0.0117548031902833	0.535214428057443
SCNN1D	0.340265623968376	0.339641359594991	-0.00264925464965068	0.995928273646243
ACAP3	25.0016921325944	27.4547251364211	0.13502872694674	0.103605379550961
PUSL1	42.039481893297	43.7000916480426	0.0558914161362719	0.222936203157176
CPSF3L	73.4889041171943	75.1947511591423	0.0331055226322448	0.401886571778451
CPTP	45.0832037028479	45.7391216552149	0.0208386214692135	0.73937257845668
TAS1R3	0.525580633811205	0.655345834010818	0.318344318089264	0.290711891960915
DVL1	30.1495131629851	33.5262203661701	0.153155141187724	0.259023826925501
AURKAIP1	215.392424276387	235.03149246414	0.125886571402177	0.294358614843212
CCNL2	75.2253974234395	75.7080937718285	0.00922772006005505	0.886397684913337
LOC148413	69.7236130962913	78.2692732648801	0.166798717180745	0.0815946690160897
MRPL20	218.455238770389	218.858980268412	0.00266387872670325	0.94736306414481
ATAD3C	26.4266090439646	28.0209013051513	0.0845120454247438	0.264411544967578
ATAD3B	37.9227965409042	40.0111845596424	0.0773379845069559	0.478018840748899
ATAD3A	50.3678922234583	54.8054821550767	0.121815853305161	0.158668730011053
SSU72	237.461432834646	240.98841030195	0.0212705475701463	0.594570161994042
MIB2	10.6781714628293	11.4270772748659	0.0977918297805334	0.505409056635769
CDK11B	26.4490369224417	28.8413792767981	0.124924968955868	0.0672770388056022
SLC35E2B	47.5335514680435	47.7356840062972	0.00612193530617393	0.927379753684747
CDK11A	10.7474649333504	11.6355032758376	0.114537210525244	0.282318879077442
SLC35E2	10.1020692469144	10.1828514958353	0.0114907785441676	0.897614272000387
NADK	58.5477491902216	60.9495774793264	0.0580025108655243	0.30081853879142
GNB1	180.777601296634	190.596082851866	0.0763025331030503	0.0308034985483807
TMEM52	2.47781032129569	2.16665193566843	-0.193598343431623	0.534361374016432
FAAP20	8.47751942626591	8.06598548346643	-0.071791375899556	0.295661669433577
SKI	11.9081881027378	12.1835984592138	0.0329863843180649	0.621339325088957
MORN1	0.837784701544278	0.871679366228481	0.0572180195630529	0.560897100295477
RER1	94.0796293705742	97.7384839228083	0.0550443496485904	0.157390248655874
PEX10	23.7548850062809	24.6881226225141	0.0555929098047739	0.459576527805548
PANK4	22.1502992352221	24.5482059423437	0.14829140312093	0.102405060202135
LOC115110	15.9065106037955	16.9114640613602	0.0883841745992758	0.454640259335713
TNFRSF14	48.8349525759718	50.2941722672605	0.0424771447245467	0.335049393585006
FAM213B	8.35440931900842	9.37379520893334	0.166095447166652	0.262391447763791
TPRG1L	59.9185460953567	64.5372670959616	0.107129868873867	0.0360041437050706
WRAP73	39.40413466648	41.4981762371475	0.0747009149842328	0.366506908394877
TP73	8.29874751624912	8.7408921179451	0.0748869174492343	0.47981915196728
TP73-AS1	1.78306767775525	1.69131922672586	-0.0762124768457266	0.558551979257047
LRRC47	58.1668176126669	64.1153522706718	0.140473473675131	0.00417154373394921
CEP104	24.8212912823217	27.424472841878	0.143885718159099	0.0849121047112083
DFFB	8.7201266571988	8.46230715224664	-0.0432980384181432	0.506023293047305
