GNE781_6	CCS1477_24	LOG2_FOLD_CHANGE	P_VALUE
WASH7P	29.6632250485867	46.6977599742253	0.65467788836849	0.07908367105072
LOC100133331	0.863692899513721	1.69717626185746	0.974546070853313	0.00200376430972466
LOC100288069	6.01168318705064	11.5533437375275	0.942469565972762	0.0683920967489176
LINC00115	1.92598752037513	4.42433791803569	1.19986322349559	0.0498422917466817
LINC01128	6.44196085224119	6.02492430947761	-0.0965567764752242	0.288067679615703
NOC2L	112.670088086812	110.40494430384	-0.0292997740693563	0.610565206558681
KLHL17	10.0921369342699	18.4696234812167	0.871922769430235	0.0896160003058341
PLEKHN1	3.12625802114239	15.4510627048316	2.30519730921515	0.00960140263290737
ISG15	21.5656686281413	8.31509805423806	-1.37493126505754	0.000502823244521757
AGRN	0.437301102455969	1.41091473445716	1.68993191381729	0.000751740775834032
C1orf159	14.9028012840867	17.1695267147884	0.204266731390527	0.305962085370754
SDF4	203.709203546846	226.596366258197	0.153613563525272	0.0698231642097769
B3GALT6	21.6620844898997	27.0450552458265	0.320192767861106	0.030314608107243
UBE2J2	72.456655576884	84.4983408826182	0.221804798453179	0.0243644414745912
SCNN1D	0.34263090306186	0.962693971554577	1.49042197720162	0.0221301080222636
ACAP3	23.0872002364044	36.2716818982646	0.651750414432526	0.0343328883422877
PUSL1	49.410628753903	30.0261333098001	-0.71860271409852	0.00124017105525884
CPSF3L	69.7979814227207	89.9871482890059	0.366533660621516	0.039876000642881
CPTP	49.1382111300847	48.0951233777762	-0.030954718706946	0.747266754958992
TAS1R3	0.157572863793187	0.611438380288314	1.95618800941971	0.0150921375854087
DVL1	28.3212438023344	30.4253017039442	0.103386942508338	0.487302474033971
AURKAIP1	256.094166531615	181.414267683097	-0.497386466799183	0.00145211952133303
CCNL2	61.7323766473914	141.218836891888	1.19383329943206	0.0285138462505361
LOC148413	66.2001287942006	105.471096610328	0.671941766758258	0.00134010001614907
MRPL20	249.929939430791	225.064867574699	-0.151182863125395	0.038020438809194
ATAD3C	19.7396195479791	19.7475284328205	0.000577915077471617	0.991015826488796
