GNE781_0	GNE781_6	LOG2_FOLD_CHANGE	P_VALUE
WASH7P	34.4344129481236	29.6632250485867	-0.215175622410528	0.0352239409158221
LOC100133331	0.710462812232232	0.863692899513721	0.281759292731654	0.36848341791127
LOC100288069	5.36811805780707	6.01168318705064	0.163352581674537	0.704877753776448
LINC00115	3.0033722088186	1.92598752037513	-0.640984924476288	0.128137055200061
LINC01128	4.63293866020875	6.44196085224119	0.47557231218407	0.097411254428057
NOC2L	107.261958628848	112.670088086812	0.0709660536878039	0.659749851033924
KLHL17	10.7092433402195	10.0921369342699	-0.0856248636743823	0.478148196301375
PLEKHN1	4.42248049260808	3.12625802114239	-0.500418925276434	0.0320398765636424
ISG15	18.9875584098274	21.5656686281413	0.183682043718897	0.649395619203062
AGRN	0.509241851737855	0.437301102455969	-0.219724005619659	0.304880353758093
C1orf159	17.156131024785	14.9028012840867	-0.20314069927397	0.045601197975274
SDF4	219.501738282872	203.709203546846	-0.107721202336812	0.565515274082074
B3GALT6	26.4506792816275	21.6620844898997	-0.288132696086843	0.38434301951677
UBE2J2	73.9324369529138	72.456655576884	-0.0290892520461932	0.868788499245957
SCNN1D	0.455419755481163	0.34263090306186	-0.410541596026331	0.124630664958524
ACAP3	26.8449386469321	23.0872002364044	-0.217556878263391	0.279176665204246
PUSL1	51.6218552390626	49.410628753903	-0.063160577111158	0.828423268643913
CPSF3L	70.8517717197341	69.7979814227207	-0.0216186157419178	0.842718697742862
CPTP	48.2568342839939	49.1382111300847	0.0261120616987572	0.799413807876705
TAS1R3	0.610530163877226	0.157572863793187	-1.95404347049544	0.0716101076388769
DVL1	34.3873053694838	28.3212438023344	-0.279991442398072	0.0196594839283957
AURKAIP1	317.065779574328	256.094166531615	-0.308107787243696	0.556929018685633
CCNL2	69.101418794903	61.7323766473914	-0.162687997386192	0.284345929273218
LOC148413	79.7638261927938	66.2001287942006	-0.268900592228506	0.0616109749175289
MRPL20	255.953403846104	249.929939430791	-0.0343574583351815	0.900358521320251
ATAD3C	31.6340793536486	19.7396195479791	-0.680385425476284	0.0506886654029471
ATAD3B	44.0752690387478	29.3080627416368	-0.588671766628596	0.132610456768829
ATAD3A	56.2927659161805	53.1155986678813	-0.0838139308172303	0.508336302315516
SSU72	277.613207670909	180.552332281145	-0.620659150530811	0.115338913808259
MIB2	12.2095603431046	7.88087472041947	-0.63158357846362	0.00619743422712601
CDK11B	28.473012248349	38.7153179470772	0.443309361901763	0.0177363106995769
SLC35E2B	40.6740521325562	32.5027922422792	-0.323545063574552	0.323691402094338
CDK11A	10.8681419853863	12.7968025692641	0.235678062336958	0.0300001865432236
SLC35E2	9.16058877949246	7.25037198887384	-0.337385311598729	0.0828317044386626
NADK	60.945477444038	49.9084588543618	-0.288234812438973	0.0288857217023021
GNB1	172.080477415148	183.222315209995	0.0905117919566554	0.531521015800556
TMEM52	2.51045060821521	3.80899068750471	0.601462419675704	0.090900793224657
FAAP20	10.5817932566363	7.85857426431637	-0.429244634745472	0.385772334655413
