KB528_0	CCS1477_24	LOG2_FOLD_CHANGE	P_VALUE
WASH7P	33.0696110135168	46.6977599742253	0.497847271843267	0.121551530316941
LOC100133331	0.902304972804705	1.69717626185746	0.911449363222377	0.00953553076267762
LOC100288069	6.41405156228677	11.5533437375275	0.849002596272683	0.0815241780827479
LINC00115	3.24680450572929	4.42433791803569	0.446441057906241	0.231110674201776
LINC01128	4.87270788534556	6.02492430947761	0.306219380229281	0.0372410620083855
NOC2L	93.1980079350242	110.40494430384	0.244433758915051	0.02605313608794
KLHL17	10.1635163329879	18.4696234812167	0.861754829698918	0.0976503788389796
PLEKHN1	4.02902643413473	15.4510627048316	1.93920289226642	0.00939745524564615
ISG15	13.6982708120135	8.31509805423806	-0.72018860602753	0.000831315178168899
AGRN	0.33118685645474	1.41091473445716	2.09091348044025	0.000803394558571656
C1orf159	17.8178295865053	17.1695267147884	-0.0534713395689078	0.770633549084345
SDF4	192.552139553325	226.596366258197	0.234875572209304	0.0171579151229952
B3GALT6	20.1057176109378	27.0450552458265	0.427759014974108	0.00895364705523669
UBE2J2	66.910583673123	84.4983408826182	0.336688585305905	0.0203358560599014
SCNN1D	0.340265623968376	0.962693971554577	1.50041584868596	0.0133872017840009
ACAP3	25.0016921325944	36.2716818982646	0.536817903012797	0.0429590980412783
PUSL1	42.039481893297	30.0261333098001	-0.48552618901502	0.00479183927593297
CPSF3L	73.4889041171943	89.9871482890059	0.292192536584787	0.0551612645449028
CPTP	45.0832037028479	48.0951233777762	0.0933005788765073	0.378146059709475
TAS1R3	0.525580633811205	0.611438380288314	0.218294996417281	0.498204464142938
DVL1	30.1495131629851	30.4253017039442	0.0131368625865214	0.936534803303446
AURKAIP1	215.392424276387	181.414267683097	-0.247679584770804	0.0798700671453009
CCNL2	75.2253974234395	141.218836891888	0.908640810989893	0.0465689665817928
LOC148413	69.7236130962913	105.471096610328	0.597128458353136	0.000785333650210881
MRPL20	218.455238770389	225.064867574699	0.0430031675210251	0.201054313077541
ATAD3C	26.4266090439646	19.7475284328205	-0.420319216715477	0.0135803262757303
ATAD3B	37.9227965409042	33.5988043394307	-0.174655463232654	0.341316830142371
ATAD3A	50.3678922234583	31.890855382493	-0.659361564556201	0.00281307742030361
SSU72	237.461432834646	247.845076087342	0.0617453792547154	0.326030223374777
MIB2	10.6781714628293	20.8614942119364	0.966177874984736	0.0146590397251547
CDK11B	26.4490369224417	41.523697665948	0.650719729684761	0.00269665989783297
SLC35E2B	47.5335514680435	85.1560354871403	0.841162588849476	0.018983135550714
CDK11A	10.7474649333504	20.4653142889253	0.929184419509422	0.00381616701902083
SLC35E2	10.1020692469144	22.5972639511426	1.16149726728334	0.0248349994128617
NADK	58.5477491902216	71.2509036718467	0.283294603092108	0.0665877647021156
GNB1	180.777601296634	262.078154025828	0.535781164308876	0.00369348057508739
TMEM52	2.47781032129569	1.66543336674516	-0.573168118472454	0.0557119402900929
FAAP20	8.47751942626591	9.11189597194865	0.104109091085733	0.27248737460639
SKI	11.9081881027378	24.5111635783979	1.04148505673313	0.0156590227140548
MORN1	0.837784701544278	2.51235218234931	1.58438727079469	0.00729458033997904
RER1	94.0796293705742	118.088525035367	0.327914499412075	0.00866070106106504
PEX10	23.7548850062809	33.159523228857	0.481199040858008	0.0016931664435502
PANK4	22.1502992352221	30.04929573652	0.440004990254429	0.0377808622649093
LOC115110	15.9065106037955	19.6314031450644	0.303545904692141	0.0711790893062226
TNFRSF14	48.8349525759718	39.9960945519576	-0.288054961839644	0.0597554278395202
FAM213B	8.35440931900842	11.0565027241981	0.404285385441559	0.0643266763980605
TPRG1L	59.9185460953567	117.817682003203	0.975481551383451	1.95962882886812e-05
WRAP73	39.40413466648	36.9212715151078	-0.0938947811053937	0.519691393666646
TP73	8.29874751624912	2.93383942258521	-1.50010370460986	2.70245213137966e-05
TP73-AS1	1.78306767775525	3.89890023429065	1.12870577664397	0.0269358921653997
LRRC47	58.1668176126669	83.8818666186079	0.52816259152914	0.0159901136091488
CEP104	24.8212912823217	40.6263537622907	0.710837716707961	0.0104477550235299
DFFB	8.7201266571988	5.67395544000008	-0.619994269307647	0.0242430189917913
C1orf174	33.6084951944827	25.8038979221836	-0.381236933254089	0.0209112332808642
LINC01134	2.40714304014601	5.09451702746992	1.08162350797839	0.0262248180866534
NPHP4	8.35097001275524	15.0601210589322	0.85071767730038	0.0123417875894363
KCNAB2	68.7757024707073	73.8574314280395	0.102844119970806	0.155425497868849
RPL22	538.542911011367	397.774727356494	-0.437109685696229	0.000316517477580389
RNF207	2.07014691460119	7.89677138229456	1.93152976698981	0.0364118042046894
ICMT	49.6453309529563	50.6833581241027	0.0298540747366137	0.107958725821198
LINC00337	0.653516792212241	0.73050076073177	0.160661468666036	0.600139321644026
GPR153	0.39548622022032	0.894931108850882	1.17814920074546	0.0717467438613226
ACOT7	44.0941361424341	24.6788673115498	-0.837310631287894	1.40937513137786e-06
PLEKHG5	0.630564546169461	0.614912093140292	-0.0362638762046189	0.828872032564004
NOL9	12.8591785899033	17.4407438511963	0.439663082567294	0.0104469415311441
ZBTB48	18.0190654059786	29.4796765137174	0.710196508647867	0.0257747442893783
KLHL21	30.710711729111	32.5404096664188	0.0834904663347716	0.271898075197048
PHF13	16.9316932165732	14.7700058745367	-0.197055854066158	0.182326732496539
THAP3	10.4721026006705	16.6554585021639	0.669443932691561	0.0188384752515187
DNAJC11	46.9482147456385	53.1740360916134	0.179651677122973	0.137816599014256
CAMTA1	6.21519076753978	6.06031267072554	-0.036406444859779	0.424948763971973
VAMP3	40.2667756395207	57.581716814411	0.516020850724291	0.000479797420458477
PER3	0.283454837362389	0.228958991629419	-0.308029666664116	0.119099542996786
PARK7	375.503631765891	469.734903499072	0.323019935414761	6.34761821622077e-05
ERRFI1	1.10260499383297	1.59918116915733	0.536417348425209	0.0534619402283665
RERE	11.2532366668022	15.7083267151575	0.481189499359855	0.0308262425234366
ENO1	572.499447859056	432.45651778596	-0.404719220463819	0.000230926397839217
H6PD	2.8177007760163	10.2346271502169	1.86086822682115	0.00299172814968426
SLC25A33	16.6581247184365	14.2170631724802	-0.228602521713012	0.0576325869098878
TMEM201	8.98763768138288	6.25283815611202	-0.52343079025882	0.00391314536762475
PIK3CD	2.58215767382241	3.03507589211629	0.233155493183558	0.188991950595989
CLSTN1	69.2000434768167	105.526361555302	0.608758594420424	0.00355303722290349
CTNNBIP1	20.1265738927613	28.5604808812391	0.504918664643635	0.000436485306413218
LZIC	28.5287621975716	32.8471252410419	0.203349959541984	0.00406168630481224
NMNAT1	7.93236045481216	12.823864116362	0.693008901916557	4.60588180239926e-05
UBE4B	40.5017194591123	45.6499871415682	0.17263129639819	0.025810817051004
KIF1B	13.8676433145515	20.1927051093482	0.542111558791797	8.17848383818137e-05
RNU6-2	2.10561580094523	1.8047834742188	-0.222416457839185	0.482076803666375
PGD	133.661280372752	133.365131310125	-0.00320008014562597	0.795013061883036
APITD1	5.24138957042372	4.19402432343149	-0.321614113977377	0.0136855261931015
DFFA	24.5725859182363	33.1585784644636	0.432332469633386	0.00778388538732903
PEX14	19.0857268974715	24.0015816491466	0.330635345290533	0.0282179447124823
TARDBP	99.4124004408462	155.916483029928	0.649275727453076	0.000762231142751466
SRM	217.275027445795	81.1105324139567	-1.42156119813896	4.44995857573626e-05
EXOSC10	77.6387442382341	89.4285634834094	0.203958918330578	0.0142611415426294
MTOR	23.0586847226737	37.7785135406626	0.712255714184264	0.00207816898147766
UBIAD1	26.6744876507361	22.0081084196942	-0.277425408794405	0.0326665491856492
PTCHD2	1.07209878741805	0.952559593621705	-0.170556589735905	0.334084695808902
FBXO2	3.33358137316285	8.9443394066391	1.42390199056795	0.0112261885006185
FBXO44	12.4668289464712	21.2660071546774	0.770454633416438	0.0342180220605686
FBXO6	8.51202769746252	14.2932806547373	0.747762337585539	0.000782064217385085
MAD2L2	75.3974844417362	46.413496468154	-0.699972006130243	0.000259236867512973
AGTRAP	88.9563935458904	69.60888541738	-0.353826825164248	9.82294030941802e-05
C1orf167	2.41681547567694	0.592184176356679	-2.02898948110934	0.000875957037260629
MTHFR	15.6190392020896	32.3722120530041	1.05145024143359	0.00615901429387542
CLCN6	6.61253350875441	11.6086965886032	0.811930963961481	0.0199194128517455
NPPA-AS1	1.52181812966564	2.3869852166348	0.649393676676829	0.132741351955219
KIAA2013	94.5810418193925	126.945860078139	0.424590408574677	0.00527751602772731
PLOD1	28.0549071964729	55.6575143051586	0.988323338074568	0.00120705776144992
MFN2	59.1241323326349	60.9478940915122	0.0438292662833225	0.067984450418339
MIIP	29.3797410599504	29.2266115687482	-0.00753910285833732	0.911634014618764
TNFRSF1B	9.49862499724703	2.57809995447169	-1.8814104878579	0.000254527685783995
VPS13D	6.16572505826898	12.2081269841313	0.985499410308566	3.25036145277847e-05
DHRS3	0.637758439370471	0.290294866461478	-1.13549102519138	0.159087160471281
PRDM2	16.7219703473547	22.3073604832332	0.415774966914179	0.0188204406709241
KAZN	2.69374979397815	1.9392739647641	-0.474099223864501	0.0108177112134846
TMEM51	1.29458305809359	0.943043501543864	-0.457091301436812	0.0858510602535147
EFHD2	30.8087316260393	21.7826571855907	-0.50015933504371	0.0321690619290486
CASP9	7.94644372716762	16.3047289066116	1.03690919359725	0.000273961591842125
DNAJC16	13.1177087401976	27.0458261820674	1.04389022131445	0.00414389269486392
