JQ1_24	Lenalidomide_0	LOG2_FOLD_CHANGE	P_VALUE
WASH7P	28.2556929539069	35.0583560044595	0.311216774365989	0.0193707491312333
LOC100133331	1.11791030253333	0.822181536834463	-0.4432755559254	0.322179992881254
LOC100288069	8.10988662173871	6.53975427998785	-0.310445315384421	0.1065280051914
LINC00115	3.17381994543858	3.24276478415904	0.0310040961622796	0.903831552160241
LINC01128	6.36937737228349	5.03857350926163	-0.338137006801324	0.00443819279175835
NOC2L	89.3219632755705	96.0408303654564	0.104632915506302	0.307313606267314
KLHL17	9.03674074657857	9.96755867915277	0.141437659333614	0.0799264242085463
PLEKHN1	11.3322411558066	4.48868667470003	-1.33606790847797	0.00241041993960981
ISG15	7.52438869699546	12.5734495816588	0.7407342308011	0.0160724528352848
AGRN	0.644148525380666	0.362884598128154	-0.827882552007768	0.0642703979096993
C1orf159	6.50105429585425	15.8828084911355	1.28872043232364	0.000510845180578075
SDF4	186.028668226772	184.024212636233	-0.0156293685174176	0.849376956269805
B3GALT6	12.6584218849611	18.2451912166106	0.527418714626345	0.0124443982262702
UBE2J2	69.0821932913041	66.3951585168046	-0.0572358425245124	0.344593430974723
SCNN1D	0.523064131944009	0.17710624357884	-1.5623727707961	0.00601986725279553
ACAP3	31.725801314456	23.5608507334896	-0.429264970561106	0.0279834229930546
PUSL1	24.3333395900018	39.6116342867165	0.70298989059287	0.0192736795299556
CPSF3L	70.5121071456881	73.6280614658132	0.0623847237091957	0.114513895098179
CPTP	35.73909112058	40.4656171992164	0.179193654521043	0.124205231852443
TAS1R3	0.733709927246248	0.674836686827659	-0.120671398809009	0.816087808062097
DVL1	17.2438528785349	31.724363698327	0.879509069078474	0.000949443339221089
AURKAIP1	182.582277441944	212.243798356606	0.217175664393245	0.344074891874344
CCNL2	147.897899208794	80.9538366618739	-0.869430198855512	0.000695141091610755
LOC148413	115.415537821715	72.5798760052943	-0.669195962693002	0.00128162254190385
MRPL20	210.810230027509	218.817842304952	0.0537855010021948	0.537065795112872
ATAD3C	17.732006396558	25.8327137849835	0.54284342174609	0.000428804303223775
ATAD3B	27.3946139547173	38.5608606993244	0.493244980354561	0.00319890632756523
ATAD3A	28.0107813776149	49.3092079028117	0.815874848924735	0.000504546256730496
SSU72	216.233151091767	226.238552590676	0.0652570731502214	0.541522047545851
MIB2	18.3406724214598	10.6390191034253	-0.78568138989171	0.000191047287836692
CDK11B	33.2388297031761	27.3247164246632	-0.282663063833244	0.000833092734102926
SLC35E2B	77.5498410605544	47.0920811942828	-0.719639341720697	0.00598738008571563
CDK11A	17.9440571911297	10.7510523139118	-0.739028245849212	0.000885051503861084
SLC35E2	20.4582972071053	10.0736458888083	-1.02210014808783	0.00635819049243341
NADK	63.2561635779675	58.1871188410069	-0.120506248297921	0.0575378723425363
GNB1	181.81479678408	180.921590003948	-0.00710503629437734	0.791132929162702
TMEM52	1.90734750566194	2.02734242011056	0.0880220652227188	0.809401486304099
FAAP20	5.59848457539338	7.29959803632221	0.382780657528109	0.174600373633749
SKI	19.9027401397986	11.0978512398235	-0.842686699909409	0.000488816577547772
MORN1	1.38286468294394	0.810439832311767	-0.770883003755542	0.0124787273826547
RER1	110.622879357784	93.9196655522996	-0.236150622839458	0.0122516721879993
PEX10	15.0111685395849	24.3910577201363	0.700316034613271	3.27145230585026e-05
PANK4	23.1722336922923	22.7109758015963	-0.0290074254682421	0.681350617878041
LOC115110	14.6454520649588	15.8701703286634	0.11586488622226	0.083950229855916
TNFRSF14	33.371492262177	46.3099408075732	0.472705712531175	0.0209957957945133
FAM213B	6.54046965342652	8.07354567563857	0.303808168546422	0.00674467399066161
TPRG1L	138.364388607374	63.6278196438629	-1.12074308836519	0.000655824460780093
WRAP73	29.3746764725981	40.5107324431122	0.463731207327975	0.000145383774417552
TP73	1.50936952257414	7.59414106704962	2.33094074989283	0.000716754762131133
TP73-AS1	1.9613761066072	1.82601356129268	-0.103168728346897	0.290509811911028
LRRC47	76.7521330256104	57.7321853625191	-0.410831007743845	0.052263801130223
CEP104	35.9293071885031	24.9122881320282	-0.528303581020757	0.000837378601209519
DFFB	2.11811083360446	8.93294535764178	2.07635785440071	0.000370438675204447
C1orf174	18.076324120809	32.8623545320101	0.862334519787279	0.000871437979808028
LINC01134	4.68565022261065	2.61592720946901	-0.840926865900722	0.0696886753064254
