JQ1_6	Lenalidomide_6	LOG2_FOLD_CHANGE	P_VALUE
WASH7P	19.1781033106071	32.4121034288123	0.75707260265358	0.000305628219631164
LOC100133331	0.880195087551728	0.896999116768749	0.027283244650223	0.828961118148405
LOC100288069	5.56834325126363	5.29227469495395	-0.0733601999730731	0.818336639913743
LINC00115	2.04062626305102	2.71516838481796	0.412029691857498	0.06763756323808
LINC01128	8.19736758283838	6.13262031514956	-0.418657058935796	0.0300051733138316
NOC2L	87.9890242704675	119.380876760585	0.440176275766523	0.00692118015037592
KLHL17	5.77889850887919	9.24079789496896	0.677222893253411	0.0177093468860777
PLEKHN1	5.11014909350632	5.68624353175232	0.154110504625325	0.182871488397253
ISG15	16.8334278543162	19.112462816584	0.183184706807737	0.349130417553511
AGRN	0.77413119668175	0.34523490274114	-1.16499976308045	0.0256284692831356
C1orf159	6.77033376692969	16.9771188833965	1.32629278256836	0.000315207406483326
SDF4	165.108519346675	206.027008475743	0.319418912440441	0.0025989014726079
B3GALT6	7.54701485613576	17.6796840098691	1.22811447034102	0.000232743036089554
UBE2J2	61.834438952629	67.56884280673	0.127947570452341	0.0900318957744975
SCNN1D	0.492121148382863	0.305979660445901	-0.685577761039935	0.0542636702119227
ACAP3	25.2117282390978	21.4649585049219	-0.232111633071712	0.034690406765319
PUSL1	29.9052140021366	51.5091727973284	0.784432329946766	0.000823568132529358
CPSF3L	68.070552699658	68.5351432749473	0.00981313551318616	0.866657203338399
CPTP	48.1051660609673	50.2043816722425	0.0616214485678995	0.494316535881224
TAS1R3	0.500914675430418	0.325632235602264	-0.621321354564836	0.0814577892267867
DVL1	14.5321470252321	26.6542753894801	0.875119095162917	0.003241167000035
AURKAIP1	181.84279769479	239.06337100754	0.394701313395545	0.0130087857332599
CCNL2	96.9675688274322	66.8295243415894	-0.537016707264811	0.00530778021807144
LOC148413	72.3143754724522	69.2426488505674	-0.0626215554865608	0.356217325246351
MRPL20	146.561699650264	246.188826445332	0.748257145658304	0.000222947969853327
ATAD3C	15.3742224075138	20.3250730009751	0.402747089865154	0.00145387624968356
ATAD3B	23.8152935616131	38.2818828062755	0.684773454866018	0.0031547230711748
ATAD3A	32.4687511496972	63.576239964226	0.96943579980491	3.81706579824684e-06
SSU72	112.140540997501	186.118020741139	0.730909815151342	0.00310886348815006
MIB2	8.80268198514195	8.06789391461826	-0.125751034464046	0.154574978860589
CDK11B	32.298772495004	32.6145699366548	0.0140372681563773	0.67992281996166
SLC35E2B	39.0045167231297	39.7425506623072	0.0270432694590703	0.758447417889409
CDK11A	12.4591491769398	11.7060507495338	-0.0899511131522475	0.229616702508289
SLC35E2	10.9959929029636	8.5860043682385	-0.356919068931285	0.00312037642152627
NADK	48.0372925419807	60.0166719734743	0.32120848050715	0.00210422968686826
GNB1	151.867193634747	162.220838532896	0.0951489045180845	0.174469501028159
TMEM52	13.0735625744889	2.59454186524769	-2.33310061192417	0.00465046753455713
FAAP20	5.82895917339869	7.22226378043673	0.309212816236371	0.0303259357620816
SKI	34.787193627352	12.119834514673	-1.52118629746602	7.20812861399668e-05
MORN1	0.758152897386187	0.839033041732665	0.146238798803099	0.582738273330613
RER1	87.0999598162262	94.4085113386178	0.116244877460436	0.0153743002422336
PEX10	11.2884585966814	29.8617477474186	1.4034501018385	0.00103068349022395
PANK4	22.4896377776037	25.3425832363474	0.172303164703371	0.0338124630807663
LOC115110	5.10291915116766	8.1784641353164	0.680507155092585	0.00760446827285296
TNFRSF14	25.8543565817891	43.2199413755616	0.741289713311039	0.000239129265678581
FAM213B	8.34369212425356	12.7075046111243	0.606922924663646	0.00453736252361294
TPRG1L	111.554395789304	89.6224465985361	-0.315815347751444	0.00326607541369361
WRAP73	36.9081281475557	44.1547979442866	0.258631641434871	0.0180542925233174
TP73	6.88674475219898	9.44976038351762	0.456455541049317	0.0044636399642461
TP73-AS1	1.01488877138811	1.39877190752697	0.462839105585431	0.0154815829829155
LRRC47	64.1013438025078	64.1605518104306	0.00133194827770753	0.98126663942334
CEP104	25.1926262657172	21.2554119925312	-0.24517130418485	0.10428299050447
DFFB	2.56107493875875	6.6616761493077	1.37913575277626	0.000698504975299547
C1orf174	33.224078123364	33.6480085377796	0.0182919520049511	0.795469360803594
LINC01134	1.82710622645299	2.2806007013903	0.319853361222607	0.246290527887388
NPHP4	11.1005759162183	9.82434604543112	-0.176201244790524	0.086161888225418
KCNAB2	45.9840223043715	63.3255535182142	0.461655115670503	0.0179917480411071
RPL22	474.581987292517	520.63900709305	0.133626060533925	0.120695078402215
RNF207	1.08473318161836	1.34576924366803	0.311090837269952	0.0387502281407708
ICMT	59.3018154603699	68.0470545087535	0.198456442464877	0.0117631134639752
LINC00337	0.597161700664283	0.759015298407026	0.346007324015628	0.341002823272988
GPR153	0.906381536732214	0.43067893199551	-1.07350572194661	0.0120418978654707
ACOT7	59.0937788489938	45.7026503123639	-0.370728427282519	0.00916812267563055
PLEKHG5	0.344912106717014	0.791894164232199	1.1990788590657	0.00408421581253685
NOL9	11.0495529496763	16.8670851191034	0.610222674939527	0.0151668346506843
ZBTB48	15.5208421736541	14.3459958117493	-0.113558726772822	0.0628232708323731
KLHL21	42.9257096114911	39.9251534547034	-0.104544031106182	0.136466652404428
PHF13	17.9015235589596	16.7726871683154	-0.0939685343122732	0.0870289287767658
THAP3	15.0145232020996	12.7436503673709	-0.236580070733201	0.00599750563254957
DNAJC11	28.2958113761979	47.5246877406298	0.74808864074715	0.0102797752486507
CAMTA1	5.54820569390728	6.21125342581909	0.162863157435985	0.00826199802458255
VAMP3	47.3074064581383	40.2603022399374	-0.232708067084738	0.0096494352221888
PER3	0.160723557221111	0.254573518725097	0.663500954812145	0.0507437413635405
PARK7	316.629140875885	392.0086094386	0.308091300065654	0.00538344300719825
ERRFI1	1.26895103151638	0.601649866417851	-1.07664034536447	0.0526971365685305
RERE	10.3819172444694	12.4744689837013	0.26490551087845	0.198150855046105
ENO1	466.944807174661	659.556903095799	0.498245099360421	0.000631798882713063
H6PD	3.08783437578212	2.40147519293365	-0.362674466175554	0.0575791199149946
SLC25A33	14.0173740121029	14.899948855004	0.0880912756096991	0.352808710615133
TMEM201	10.7116338677544	12.9528959687796	0.274096133167455	0.0244489271201453
PIK3CD	0.603621455468518	2.11990875368716	1.81228617695635	0.0227475554187512
CLSTN1	84.4353344922023	68.4330328446861	-0.303153977432801	0.0220590317426975
CTNNBIP1	34.9591039512059	21.0193493779911	-0.733950193541327	0.000312754398406131
LZIC	15.3611692780715	31.142127476534	1.01957946873445	3.59627830386372e-05
NMNAT1	8.74879492085417	7.85863581075226	-0.154805415297929	0.0928605832358712
UBE4B	44.3113079891774	40.7788980775303	-0.119852121635018	0.376677936288784
KIF1B	16.1562313487505	10.9938646324081	-0.555392089261382	0.00480745381544338
RNU6-2	1.8227054388812	2.0435895451807	0.165024028910902	0.430738797244427
PGD	191.191367239614	143.808183524927	-0.410871607679639	0.000893897664714815
APITD1	3.79497362383379	6.67449566624533	0.814568970438626	0.0286970690212535
DFFA	15.8661077702215	28.2770273294681	0.83368220874143	0.00516520270488368
PEX14	18.4049500857954	23.0973078284549	0.32763086693075	0.045022413587494
TARDBP	99.4836412545855	114.492729203469	0.202724765196317	0.00849271184289701
SRM	154.130480091286	316.786200268971	1.03935730020896	0.000184376176905003
EXOSC10	48.311639375274	92.6885738554254	0.940020693131903	0.00335088655215814
MTOR	29.2999533575435	27.0306082756285	-0.116304390513314	0.349362676785319
UBIAD1	21.0816040725259	37.9403500892906	0.847748347090005	0.004376245967603
PTCHD2	1.52802551526155	0.803393994613355	-0.927489051610612	0.0100187984019324
FBXO2	5.69563675854918	3.54504350356447	-0.68405380896566	0.0125375989286224
FBXO44	8.93592207284606	9.73260070764536	0.123208763250832	0.0927908760528059
FBXO6	12.4992772641034	10.3988059744496	-0.265426794651703	0.0403690532964106
MAD2L2	60.423447067564	73.8157190007485	0.2888195797894	0.0275823327580872
AGTRAP	54.7874475075033	80.9512706604841	0.563208334638722	4.02143858113807e-06
C1orf167	0.311024895488567	2.37602046424493	2.93344529357053	0.000120266117006643
MTHFR	23.3170204959107	10.9088665030877	-1.09588224457974	0.000144228862493953
CLCN6	3.51007134298092	5.66292880853687	0.69004803918511	0.0249806331238343
NPPA-AS1	0.356115378262494	1.14179581950632	1.68088804267575	0.00260301386156069
KIAA2013	112.288447568835	100.234372190465	-0.163832188629218	0.0218543173979013
PLOD1	30.4716594559721	28.4079115111537	-0.10117529831212	0.178908958670279
MFN2	51.1932830966607	68.6908435219391	0.424163269508055	0.021589392496744
MIIP	19.9452815489437	31.80260760452	0.673097573108334	0.00477791541573476
TNFRSF1B	9.63481328211141	10.2775839188423	0.0931725386952704	0.385849577724694
VPS13D	5.90266043034324	7.03150114646902	0.252467372888363	0.23604508549405
DHRS3	0.303673165094766	1.45344804161366	2.25888816683267	0.00170334670964858
PRDM2	26.230329916896	16.6816201532405	-0.652976540389294	0.00391279542595883
KAZN	1.98059536065804	3.08406857399817	0.638900678776416	0.00614412901578072
TMEM51	0.704870658182532	1.62542585426438	1.20538729091977	0.00914853196593919
EFHD2	31.609044703286	42.9726411787856	0.443081016169517	0.0154344725965309
CASP9	20.113964694512	10.301962537224	-0.96527828264512	0.000186993537168369
DNAJC16	18.9581832705519	12.3962668958127	-0.612914997842187	0.00659940682822613
AGMAT	6.66074640985605	23.978271787453	1.84797192023414	3.99793211403751e-05
DDI2	12.0751801445977	7.74601539517206	-0.640518438357863	0.0454791797524415
RSC1A1	13.9396831870707	10.2430979965201	-0.444545652412298	0.0792374931584739
PLEKHM2	57.8214308955392	52.6058731601172	-0.136380433768423	0.130105475292783
SLC25A34	0.844488934234461	0.939222789001627	0.153388895176247	0.568234587748681
UQCRHL	28.2429326941536	32.1235875339203	0.185743117576883	0.478709981875467
FLJ37453	2.299230439763	2.71010574741018	0.237198079118686	0.0754647531554559
SPEN	30.1084842607333	24.4783421682139	-0.298664228184696	0.210919471814107
ZBTB17	16.8552248829729	19.7546487816888	0.228996320902563	0.0300451335557776
ARHGEF19	3.61756472654749	5.81397176955432	0.684505236192187	0.030603907592584
RSG1	6.08557833350026	7.17345381489624	0.237273529272216	0.15380571579032
FBXO42	18.5567692748764	13.3972328769952	-0.470010508858768	0.011910532184722
SZRD1	108.023875470014	115.454906489154	0.0959792721196932	0.117297330072362
NECAP2	123.932123508523	118.749027398464	-0.0616344887741765	0.112781135859995
CROCCP3	1.63220745875406	1.64975384296301	0.0154263383051543	0.908240844900412
NBPF1	8.72163464686566	5.88928708571257	-0.566505554101578	0.000850063580436449
CROCCP2	78.2136672683076	89.5008673667771	0.194480933820784	0.0427817204069339
MST1P2	1.62642758064873	2.63894087417989	0.69825244180256	0.012148836478216
MST1L	0.345918388592449	0.699861740069813	1.01663823354803	0.0507807287191385
CROCC	7.41309126157414	8.390149689381	0.178621277818109	0.235792603944908
