CCS1477_0	CCS1477_24	LOG2_FOLD_CHANGE	P_VALUE
WASH7P	35.2881986478804	46.6977599742253	0.404167560615749	0.156284337990549
LOC100133331	0.731086563764384	1.69717626185746	1.215022262485	0.00190329086795981
LOC100288069	6.35170462560157	11.5533437375275	0.863094723714343	0.0638691856883276
LINC00115	2.93897376046328	4.42433791803569	0.590149100143973	0.154545911126597
LINC01128	5.06886577633135	6.02492430947761	0.249280155183513	0.0610107755352851
NOC2L	102.067565807618	110.40494430384	0.113280291021751	0.138221562416485
KLHL17	10.5675784091031	18.4696234812167	0.805509639182602	0.0985928147904713
PLEKHN1	4.49454773621316	15.4510627048316	1.78145821131591	0.0119082496175655
ISG15	13.2211808765026	8.31509805423806	-0.669045858388319	0.053652856971751
AGRN	0.403236680424605	1.41091473445716	1.80693201977944	0.000380035877160892
C1orf159	20.4613721284083	17.1695267147884	-0.253052623272835	0.180775526266483
SDF4	204.856571528676	226.596366258197	0.145510552700836	0.0598474846978664
B3GALT6	22.1748160819421	27.0450552458265	0.286442705680556	0.0284897123698559
UBE2J2	66.3676240075756	84.4983408826182	0.348443388496189	0.0153116176295439
SCNN1D	0.339641359594991	0.962693971554577	1.50306510333561	0.0133216675140026
ACAP3	27.4547251364211	36.2716818982646	0.401789176066057	0.0736497147143835
PUSL1	43.7000916480426	30.0261333098001	-0.541417605151292	0.00434110080752162
CPSF3L	75.1947511591423	89.9871482890059	0.259087013952542	0.0733506841316928
CPTP	45.7391216552149	48.0951233777762	0.0724619574072937	0.493888416510376
TAS1R3	0.655345834010818	0.611438380288314	-0.100049321671983	0.620151738300891
DVL1	33.5262203661701	30.4253017039442	-0.140018278601202	0.346841590905813
AURKAIP1	235.03149246414	181.414267683097	-0.373566156172981	0.0430318237316882
CCNL2	75.7080937718285	141.218836891888	0.899413090929838	0.0492651246535548
LOC148413	78.2692732648801	105.471096610328	0.430329741172391	0.00280032653629944
MRPL20	218.858980268412	225.064867574699	0.0403392887943219	0.327279686715552
ATAD3C	28.0209013051513	19.7475284328205	-0.504831262140221	0.00048090698323232
ATAD3B	40.0111845596424	33.5988043394307	-0.25199344773961	0.174319599897627
ATAD3A	54.8054821550767	31.890855382493	-0.781177417861362	0.000621001624178193
SSU72	240.98841030195	247.845076087342	0.0404748316845694	0.508452779308569
MIB2	11.4270772748659	20.8614942119364	0.868386045204202	0.0333171029870122
CDK11B	28.8413792767981	41.523697665948	0.525794760728893	0.0105354641602794
SLC35E2B	47.7356840062972	85.1560354871403	0.835040653543302	0.0130400361471387
CDK11A	11.6355032758376	20.4653142889253	0.814647208984178	0.0128325267781553
SLC35E2	10.1828514958353	22.5972639511426	1.15000648873917	0.0243739877792132
NADK	60.9495774793264	71.2509036718467	0.225292092226584	0.101299572782126
GNB1	190.596082851866	262.078154025828	0.459478631205825	0.00217124780880118
TMEM52	2.16665193566843	1.66543336674516	-0.379569775040831	0.363154839650155
FAAP20	8.06598548346643	9.11189597194865	0.175900466985289	0.112274793545442
SKI	12.1835984592138	24.5111635783979	1.00849867241507	0.0115483345755212
MORN1	0.871679366228481	2.51235218234931	1.52716925123164	0.0105080922827897
RER1	97.7384839228083	118.088525035367	0.272870149763485	0.00350650085968882
PEX10	24.6881226225141	33.159523228857	0.425606131053234	0.00263268541079474
PANK4	24.5482059423437	30.04929573652	0.291713587133499	0.0658764913886722
LOC115110	16.9114640613602	19.6314031450644	0.215161730092865	0.159117133865654
TNFRSF14	50.2941722672605	39.9960945519576	-0.330532106564191	0.0296083003405225
FAM213B	9.37379520893334	11.0565027241981	0.238189938274907	0.165392841131643
TPRG1L	64.5372670959616	117.817682003203	0.868351682509584	3.88474480382206e-05
WRAP73	41.4981762371475	36.9212715151078	-0.168595696089626	0.258350928570416
TP73	8.7408921179451	2.93383942258521	-1.5749906220591	0.00573685556997511
TP73-AS1	1.69131922672586	3.89890023429065	1.2049182534897	0.0172285254906973
LRRC47	64.1153522706718	83.8818666186079	0.387689117854009	0.0249117735900468
CEP104	27.424472841878	40.6263537622907	0.566951998548862	0.0124161052965049
DFFB	8.46230715224664	5.67395544000008	-0.576696230889504	0.0466775973910321
C1orf174	33.6343488354207	25.8038979221836	-0.382346312904704	0.00984442260601671
LINC01134	2.54424311655145	5.09451702746992	1.00170884716827	0.0287564551149715
NPHP4	8.77582401701229	15.0601210589322	0.779126866431364	0.00724554872954646
