GNE781_24	Lenalidomide_6	LOG2_FOLD_CHANGE	P_VALUE
WASH7P	33.7517381238947	32.4121034288123	-0.05842914959012	0.342169185806456
LOC100133331	0.937802268944666	0.896999116768749	-0.0641772049652744	0.756905931331131
LOC100288069	7.46344088955806	5.29227469495395	-0.495952966804127	0.338037863760156
LINC00115	3.34184790780963	2.71516838481796	-0.299604404339507	0.280485628761499
LINC01128	4.95778973273526	6.13262031514956	0.306806547251753	0.0715149057969815
NOC2L	118.792966336049	119.380876760585	0.00712233690819307	0.907094263849411
KLHL17	11.9085158199661	9.24079789496896	-0.365904287326932	0.0418299356544073
PLEKHN1	5.38902004326252	5.68624353175232	0.0774529358940456	0.627450119698988
ISG15	19.2473022686704	19.112462816584	-0.0101425548167959	0.952858569472742
AGRN	0.297654778412506	0.34523490274114	0.213938271325327	0.381137994882023
C1orf159	20.4467129667347	16.9771188833965	-0.268277286906428	0.153225733908258
SDF4	208.100469439246	206.027008475743	-0.014446744085129	0.771714956636925
B3GALT6	25.803407936395	17.6796840098691	-0.545469129878122	0.00950311016925479
UBE2J2	81.6682182346856	67.56884280673	-0.273416605058602	0.0624923653691964
SCNN1D	0.357719734752129	0.305979660445901	-0.22539395636515	0.735314152837777
ACAP3	23.791388397119	21.4649585049219	-0.148456081923944	0.10984828691716
PUSL1	41.0007131560154	51.5091727973284	0.329180367714259	0.0226506150348818
CPSF3L	80.8317329388529	68.5351432749473	-0.238077818433085	0.0536600445736302
CPTP	51.5972127561998	50.2043816722425	-0.0394798511010445	0.601926823906498
TAS1R3	0.389684622914506	0.325632235602264	-0.25906347873122	0.656129582898554
DVL1	28.7259782634139	26.6542753894801	-0.10798906250281	0.459625939340433
AURKAIP1	251.004264159595	239.06337100754	-0.0703187744156993	0.522258560472459
CCNL2	72.0502757761155	66.8295243415894	-0.108518346542247	0.226611960740697
LOC148413	71.9310570800826	69.2426488505674	-0.0549538902340207	0.576789125048875
MRPL20	258.806824692675	246.188826445332	-0.0721103764753711	0.524003605295234
ATAD3C	20.7839337342108	20.3250730009751	-0.0322082021397184	0.634455364147191
ATAD3B	39.1478612597851	38.2818828062755	-0.0322717046251166	0.562854411125641
ATAD3A	55.4033998042023	63.576239964226	0.198513185596683	0.0705430530487885
SSU72	246.211107390948	186.118020741139	-0.403678097946203	0.00234879162313216
MIB2	12.0881709334314	8.06789391461826	-0.583331947190596	0.0229052938074647
CDK11B	34.196533578096	32.6145699366548	-0.0683334849988163	0.401481541927227
SLC35E2B	48.3948162144973	39.7425506623072	-0.284168055051779	0.224747362603326
CDK11A	14.7470610403972	11.7060507495338	-0.333173028337493	0.00128823844358282
SLC35E2	11.3051500962603	8.5860043682385	-0.396921334707721	0.152593106035491
NADK	65.2171611146961	60.0166719734743	-0.119888321069314	0.212107530956091
GNB1	216.694936146457	162.220838532896	-0.417706283188922	0.0234068743821477
TMEM52	1.27265254813798	2.59454186524769	1.02764121806944	0.0188013329046407
FAAP20	9.77111924760834	7.22226378043673	-0.436072714202288	0.005139794913286
SKI	13.6175005873366	12.119834514673	-0.168091929147709	0.408469892913398
MORN1	1.16628194430493	0.839033041732665	-0.475117065561915	0.037241090073633
RER1	110.492872296334	94.4085113386178	-0.226964471055409	0.0106414521684721
PEX10	32.6293301183009	29.8617477474186	-0.127870763183182	0.142808783679466
PANK4	24.1887074124146	25.3425832363474	0.0672299125340191	0.509487222559182
LOC115110	12.8329566031123	8.1784641353164	-0.649951748721145	0.00455650548600894
TNFRSF14	36.2208561564383	43.2199413755616	0.254876467461258	0.0171384142041467
FAM213B	8.40659242426001	12.7075046111243	0.596087720380678	0.00775918149271682
TPRG1L	77.0529550329041	89.6224465985361	0.218009824954397	0.0156948709511224
WRAP73	41.9353991408376	44.1547979442866	0.0744016246864082	0.452916585986927
TP73	7.03161174293092	9.44976038351762	0.426422334631842	0.0462506166326598
TP73-AS1	1.69515569827215	1.39877190752697	-0.277257062644639	0.195862716068281
LRRC47	72.1122061274247	64.1605518104306	-0.168556929318182	0.178075128899137
CEP104	27.9547205331228	21.2554119925312	-0.395261699304359	0.0513337107958113
DFFB	7.20521412945419	6.6616761493077	-0.113156085482414	0.656612487449563
C1orf174	29.922102044451	33.6480085377796	0.169309592327532	0.0746404510143461
LINC01134	2.45141400297045	2.2806007013903	-0.104200277200593	0.654637940919829
NPHP4	9.87539169658077	9.82434604543112	-0.00747659421228538	0.946423632172478
KCNAB2	63.8715254060942	63.3255535182142	-0.012385123608185	0.860034865269446
RPL22	535.9694923239	520.63900709305	-0.0418674792585219	0.21995281864938
RNF207	1.47865329364765	1.34576924366803	-0.135852761874972	0.470836302430305
ICMT	56.4144337477235	68.0470545087535	0.270468388131636	0.00306044711974253
LINC00337	0.798332028617409	0.759015298407026	-0.0728599280149841	0.788196972515441
GPR153	0.595950972004019	0.43067893199551	-0.468580895829996	0.100704756739297
ACOT7	54.8212776040408	45.7026503123639	-0.262458120320485	0.092182765389444
PLEKHG5	0.549629713681425	0.791894164232199	0.526847628419396	0.0640181181562388
NOL9	15.9527480453528	16.8670851191034	0.0804057098961768	0.4067339715727
ZBTB48	21.4654302167141	14.3459958117493	-0.581366973315626	0.00580952605300141
KLHL21	33.4338119317527	39.9251534547034	0.255990100572516	0.0459196383037613
PHF13	18.3168784133133	16.7726871683154	-0.127059815405474	0.0329274421661444
THAP3	13.7522953195601	12.7436503673709	-0.10989384000271	0.109924407924007
DNAJC11	53.0250635906628	47.5246877406298	-0.157997298193074	0.201280061313436
CAMTA1	6.34388875045315	6.21125342581909	-0.0304830389608006	0.587048851381084
VAMP3	47.8433208780425	40.2603022399374	-0.248959529858756	0.00190667362110473
PER3	0.487292714130221	0.254573518725097	-0.93670629704273	0.00508518065562034
PARK7	502.096530326957	392.0086094386	-0.357079415790531	0.109321820177709
ERRFI1	1.31947594460755	0.601649866417851	-1.13296899743179	0.00617215419379197
RERE	11.4929331718336	12.4744689837013	0.11823136111323	0.609090866973967
ENO1	623.412492036643	659.556903095799	0.0813100687750715	0.124956572544295
H6PD	3.45005168670625	2.40147519293365	-0.522697069970722	0.0692407943156144
SLC25A33	15.4191848134805	14.899948855004	-0.0494191158385453	0.509827946816888
TMEM201	8.36588174671761	12.9528959687796	0.630685176832216	0.00304033935800452
