Lenalidomide_0	Lenalidomide_6	LOG2_FOLD_CHANGE	P_VALUE
WASH7P	35.0583560044595	32.4121034288123	-0.113225695810726	0.116193423994246
LOC100133331	0.822181536834463	0.896999116768749	0.125649589938937	0.408596925898905
LOC100288069	6.53975427998785	5.29227469495395	-0.305348483466038	0.35244762205703
LINC00115	3.24276478415904	2.71516838481796	-0.256182709383174	0.261524544221213
LINC01128	5.03857350926163	6.13262031514956	0.28348828876499	0.094916220756626
NOC2L	96.0408303654564	119.380876760585	0.313851972200384	0.0238676544253507
KLHL17	9.96755867915277	9.24079789496896	-0.109222767159279	0.348608947412519
PLEKHN1	4.48868667470003	5.68624353175232	0.341182493572572	0.0466645903747723
ISG15	12.5734495816588	19.112462816584	0.604133180968996	0.0493139908859019
AGRN	0.362884598128154	0.34523490274114	-0.0719324997287458	0.739921277439698
C1orf159	15.8828084911355	16.9771188833965	0.0961256050399572	0.257980256248149
SDF4	184.024212636233	206.027008475743	0.162937876835642	0.0348205816921401
B3GALT6	18.2451912166106	17.6796840098691	-0.0454237814212926	0.54336898726181
UBE2J2	66.3951585168046	67.56884280673	0.025280102328221	0.459164750761057
SCNN1D	0.17710624357884	0.305979660445901	0.7888206823033	0.13427814778729
ACAP3	23.5608507334896	21.4649585049219	-0.13440824900056	0.148698497067525
PUSL1	39.6116342867165	51.5091727973284	0.378905146720274	0.0147648661969788
CPSF3L	73.6280614658132	68.5351432749473	-0.103411758394356	0.108319555520315
CPTP	40.4656171992164	50.2043816722425	0.311116683072351	0.0414977883882156
TAS1R3	0.674836686827659	0.325632235602264	-1.05129488177321	0.0626530229528491
DVL1	31.724363698327	26.6542753894801	-0.251224265748212	0.017808331545594
AURKAIP1	212.243798356606	239.06337100754	0.171670699378369	0.0072492781387664
CCNL2	80.9538366618739	66.8295243415894	-0.276613850234286	0.0559069218056625
LOC148413	72.5798760052943	69.2426488505674	-0.0679086766369558	0.109824490666398
MRPL20	218.817842304952	246.188826445332	0.170034905375079	0.02393934995568
ATAD3C	25.8327137849835	20.3250730009751	-0.345938675797275	0.00158856927947571
ATAD3B	38.5608606993244	38.2818828062755	-0.0104754664598345	0.875478889598176
ATAD3A	49.3092079028117	63.576239964226	0.366630617161185	0.000182497376477161
SSU72	226.238552590676	186.118020741139	-0.281627045289167	0.00646610302007953
MIB2	10.6390191034253	8.06789391461826	-0.39910112425776	0.00757548038249947
CDK11B	27.3247164246632	32.6145699366548	0.255310081216649	0.00282744864878335
SLC35E2B	47.0920811942828	39.7425506623072	-0.244800015523852	0.052733451839082
CDK11A	10.7510523139118	11.7060507495338	0.12277656050713	0.129029356017647
SLC35E2	10.0736458888083	8.5860043682385	-0.230527111153566	0.0754062115394227
NADK	58.1871188410069	60.0166719734743	0.0446635090380913	0.0384274470756523
GNB1	180.921590003948	162.220838532896	-0.157405423161975	0.0539004476696414
TMEM52	2.02734242011056	2.59454186524769	0.355890033252228	0.200256271787405
FAAP20	7.29959803632221	7.22226378043673	-0.0153659088031015	0.841585676266053
SKI	11.0978512398235	12.119834514673	0.127089630503773	0.378937772906612
MORN1	0.810439832311767	0.839033041732665	0.0500225432578645	0.811398535237097
RER1	93.9196655522996	94.4085113386178	0.00748965967035415	0.889343634470453
PEX10	24.3910577201363	29.8617477474186	0.291946283878265	0.00806072339050432
PANK4	22.7109758015963	25.3425832363474	0.158173895358069	0.0532624443126706
LOC115110	15.8701703286634	8.1784641353164	-0.956415767605309	0.000127020196594025
TNFRSF14	46.3099408075732	43.2199413755616	-0.0996247977224334	0.0884173056441234
FAM213B	8.07354567563857	12.7075046111243	0.654406445162915	0.00775095518293454
TPRG1L	63.6278196438629	89.6224465985361	0.494202425970346	0.00218512882490379
WRAP73	40.5107324431122	44.1547979442866	0.124266042867942	0.0937212562870428
TP73	7.59414106704962	9.44976038351762	0.315390949162807	0.00498921787965467
TP73-AS1	1.82601356129268	1.39877190752697	-0.384536753026532	0.0177951127027749
LRRC47	57.7321853625191	64.1605518104306	0.152310712323929	0.0647037408286807
CEP104	24.9122881320282	21.2554119925312	-0.229027312704353	0.115079087542242
