GNE781_24	CCS1477_0	LOG2_FOLD_CHANGE	P_VALUE
WASH7P	33.7517381238947	35.2881986478804	0.0642239879320908	0.483154426345313
LOC100133331	0.937802268944666	0.731086563764384	-0.359241532027312	0.182023841764483
LOC100288069	7.46344088955806	6.35170462560157	-0.232697089148123	0.609004931810197
LINC00115	3.34184790780963	2.93897376046328	-0.18533359733688	0.482801002749954
LINC01128	4.95778973273526	5.06886577633135	0.0319658759677904	0.711928813267511
NOC2L	118.792966336049	102.067565807618	-0.218924926249306	0.00854259946815576
KLHL17	11.9085158199661	10.5675784091031	-0.172348801805408	0.199905152070113
PLEKHN1	5.38902004326252	4.49454773621316	-0.261847000641188	0.198423433315334
ISG15	19.2473022686704	13.2211808765026	-0.541805209808219	0.0248480570412955
AGRN	0.297654778412506	0.403236680424605	0.437986824648754	0.231560405885117
C1orf159	20.4467129667347	20.4613721284083	0.00103396190294357	0.994245595573944
SDF4	208.100469439246	204.856571528676	-0.0226660462364311	0.637718383638057
B3GALT6	25.803407936395	22.1748160819421	-0.218639480601906	0.0388329208017344
UBE2J2	81.6682182346856	66.3676240075756	-0.299295126608419	0.0594632880212563
SCNN1D	0.357719734752129	0.339641359594991	-0.0748175586165709	0.911672403612056
ACAP3	23.791388397119	27.4547251364211	0.206615002021468	0.0222647856311903
PUSL1	41.0007131560154	43.7000916480426	0.0919873015350966	0.349239896160473
CPSF3L	80.8317329388529	75.1947511591423	-0.104289817144349	0.249818137729079
CPTP	51.5972127561998	45.7391216552149	-0.173864472995111	0.0434092723133881
TAS1R3	0.389684622914506	0.655345834010818	0.749949432016023	0.136770486600848
DVL1	28.7259782634139	33.5262203661701	0.222933822991749	0.151409347907214
AURKAIP1	251.004264159595	235.03149246414	-0.0948577933574675	0.464240735116033
CCNL2	72.0502757761155	75.7080937718285	0.0714435911440549	0.372627346412995
LOC148413	71.9310570800826	78.2692732648801	0.121831243693404	0.248481710594804
MRPL20	258.806824692675	218.858980268412	-0.241874079296464	0.122528049629071
ATAD3C	20.7839337342108	28.0209013051513	0.431034625327954	0.00701538417973706
ATAD3B	39.1478612597851	40.0111845596424	0.0314698495026501	0.558544504262924
ATAD3A	55.4033998042023	54.8054821550767	-0.0156542971030034	0.839296159418747
SSU72	246.211107390948	240.98841030195	-0.0309320824634688	0.55351396317249
MIB2	12.0881709334314	11.4270772748659	-0.0811395163671624	0.484941692071525
CDK11B	34.196533578096	28.8413792767981	-0.245709929922093	0.0638710554913762
SLC35E2B	48.3948162144973	47.7356840062972	-0.0197843903533465	0.912195942062424
CDK11A	14.7470610403972	11.6355032758376	-0.341893853030794	0.00106380370979796
SLC35E2	11.3051500962603	10.1828514958353	-0.150838531856968	0.464597371358157
NADK	65.2171611146961	60.9495774793264	-0.0976354226427538	0.281105946433335
GNB1	216.694936146457	190.596082851866	-0.185146970935031	0.136330671773972
TMEM52	1.27265254813798	2.16665193566843	0.767628811448552	0.147912985756824
FAAP20	9.77111924760834	8.06598548346643	-0.276673018045248	0.00653520428791209
SKI	13.6175005873366	12.1835984592138	-0.160521629284769	0.394058539172755
MORN1	1.16628194430493	0.871679366228481	-0.420047132204499	0.0621720769567098
RER1	110.492872296334	97.7384839228083	-0.176954675454198	0.0179194889168903
PEX10	32.6293301183009	24.6881226225141	-0.402352236428818	0.0085455497905324
PANK4	24.1887074124146	24.5482059423437	0.0212839146943527	0.839821607055513
LOC115110	12.8329566031123	16.9114640613602	0.398147969044339	0.0327587602074091
