KB528_6	Lenalidomide_6	LOG2_FOLD_CHANGE	P_VALUE
WASH7P	40.0858091276294	32.4121034288123	-0.306558945760571	0.06415289291712
LOC100133331	1.28167034745702	0.896999116768749	-0.514846770997717	0.324607725702907
LOC100288069	10.2441702254238	5.29227469495395	-0.952843279630666	0.0257834213908051
LINC00115	2.49490626419651	2.71516838481796	0.122056058206488	0.622269201429332
LINC01128	6.06810737425211	6.13262031514956	0.0152570190394692	0.88511248083746
NOC2L	110.195027398658	119.380876760585	0.115512631323057	0.127822187133056
KLHL17	14.8396133804223	9.24079789496896	-0.68336417424393	0.0567410832169743
PLEKHN1	2.49408206819119	5.68624353175232	1.18896695034296	0.00417566806962397
ISG15	21.9693539672288	19.112462816584	-0.20097875155004	0.422183137882779
AGRN	0.537330193013224	0.34523490274114	-0.638230580272772	0.00896551566545103
C1orf159	16.7012145420633	16.9771188833965	0.0236386239902985	0.731416222577313
SDF4	238.687953054796	206.027008475743	-0.212292277770756	0.0356466805599345
B3GALT6	22.5543965852654	17.6796840098691	-0.351316199489718	0.0246116133368744
UBE2J2	80.0104061822672	67.56884280673	-0.243829502102001	0.00308259901873703
SCNN1D	0.486588291171296	0.305979660445901	-0.669265849916164	0.0583903039222925
ACAP3	26.7900970280927	21.4649585049219	-0.319716422491308	0.0317099403012362
PUSL1	42.8440483718013	51.5091727973284	0.265734563483147	0.0202401880746893
CPSF3L	82.4569457517588	68.5351432749473	-0.266797064767899	0.00881054566538274
CPTP	58.7528614958958	50.2043816722425	-0.226845835004339	0.0488073131830514
TAS1R3	0.228150188347353	0.325632235602264	0.513259679882229	0.36208664281246
DVL1	29.3260092540236	26.6542753894801	-0.137813797233171	0.0953080115266981
AURKAIP1	278.168595841867	239.06337100754	-0.218566455343819	0.200831576197159
CCNL2	85.5919166638665	66.8295243415894	-0.356988948483878	0.190979889435843
LOC148413	61.1256313495396	69.2426488505674	0.179883454162035	0.0117400436961653
MRPL20	238.671290593048	246.188826445332	0.044740247721999	0.630322075184787
ATAD3C	20.0040743466055	20.3250730009751	0.0229666619458068	0.81244144688153
