KB528_24	Lenalidomide_6	LOG2_FOLD_CHANGE	P_VALUE
WASH7P	45.2238438209517	32.4121034288123	-0.4805509704074	0.0765431010565212
LOC100133331	1.86492786030192	0.896999116768749	-1.05594135509168	0.0166207603492157
LOC100288069	13.8141634228435	5.29227469495395	-1.38418834447521	0.0156312398325003
LINC00115	4.51318343494413	2.71516838481796	-0.733103745519488	0.0165449003453432
LINC01128	4.32438696227211	6.13262031514956	0.504008006541767	0.0257376206357971
NOC2L	74.1988056815447	119.380876760585	0.686103884178374	0.00115226039837444
KLHL17	17.280612881957	9.24079789496896	-0.903065054311128	0.0182467782560286
PLEKHN1	5.63389657414523	5.68624353175232	0.013342809142881	0.927259408845797
ISG15	14.1467336087715	19.112462816584	0.434044712460304	0.104611018136458
AGRN	0.6409940041977	0.34523490274114	-0.892732535824957	0.0361675839310185
C1orf159	14.2018003013819	16.9771188833965	0.257517820264865	0.0387841620963871
SDF4	225.811789487161	206.027008475743	-0.132287334783898	0.0573564717782137
B3GALT6	27.8159808658247	17.6796840098691	-0.653821490192917	0.0100033207627956
UBE2J2	72.565756823826	67.56884280673	-0.10293076549108	0.242058819229618
SCNN1D	0.990132924071033	0.305979660445901	-1.69418646310191	0.0321305625274762
ACAP3	17.9385955922483	21.4649585049219	0.25891643735884	0.050758478814043
PUSL1	26.4513620455426	51.5091727973284	0.961487359375207	0.000996068479533231
CPSF3L	81.4791840009164	68.5351432749473	-0.249587572778318	0.077611862379958
CPTP	55.8606228230044	50.2043816722425	-0.154018375846282	0.131587093810694
TAS1R3	0.816043592337712	0.325632235602264	-1.32540269709709	0.00840514352824329
DVL1	29.253352488034	26.6542753894801	-0.134235007481465	0.172985277607647
AURKAIP1	174.949095280596	239.06337100754	0.450457895096067	0.00712106453809008
CCNL2	106.022695295855	66.8295243415894	-0.665815611234481	0.0542993112301987
LOC148413	88.0801742774197	69.2426488505674	-0.347156407956871	0.00599520554047197
MRPL20	189.660309908995	246.188826445332	0.376347486510931	0.0168543584667705
ATAD3C	25.6916605257408	20.3250730009751	-0.338039604776924	0.0813739382194538
ATAD3B	23.9271164370906	38.2818828062755	0.678015245428137	0.0185018922023305
ATAD3A	21.7540427946714	63.576239964226	1.54720415703359	0.00012372337119188
SSU72	259.146709394903	186.118020741139	-0.477551324667443	0.00798628386813494
MIB2	24.5850712779436	8.06789391461826	-1.60751851880329	0.0143768387195355
CDK11B	38.8615685209325	32.6145699366548	-0.252827526863203	0.0228855316844618
SLC35E2B	82.3408521198575	39.7425506623072	-1.05092391154161	0.00408724640126292
CDK11A	20.652696448179	11.7060507495338	-0.819075716105058	0.0174594988795358
SLC35E2	21.4362276298126	8.5860043682385	-1.3199922292337	0.0152265673857
NADK	62.7200750605919	60.0166719734743	-0.0635639647466014	0.442964141948091
GNB1	245.359953585908	162.220838532896	-0.596940641908638	0.000412240709291647
TMEM52	0.852042906769891	2.59454186524769	1.60648182729493	0.00778831808168617
FAAP20	12.8071333589691	7.22226378043673	-0.826424572836972	0.000238282960810505
SKI	13.1530897065731	12.119834514673	-0.118031733160753	0.404323765821119
MORN1	1.88882437621222	0.839033041732665	-1.17068903421336	0.00446877916824308
RER1	118.072081642826	94.4085113386178	-0.322679041401534	0.0223964455518663
PEX10	43.6569388782996	29.8617477474186	-0.54791236954486	0.00543861657927056
PANK4	23.4323517188807	25.3425832363474	0.113061836383923	0.100308796902471
LOC115110	30.916228708945	8.1784641353164	-1.91846249944985	0.0107332779991413
