KB528_0	JQ1_6	LOG2_FOLD_CHANGE	P_VALUE
WASH7P	33.0696110135168	19.1781033106071	-0.786046028948272	0.000260794599311359
LOC100133331	0.902304972804705	0.880195087551728	-0.0357918168508081	0.679599085833856
LOC100288069	6.41405156228677	5.56834325126363	-0.203987805124591	0.0952942972133471
LINC00115	3.24680450572929	2.04062626305102	-0.670008541097857	0.0150750119312953
LINC01128	4.87270788534556	8.19736758283838	0.750436955265526	0.00182161627440742
NOC2L	93.1980079350242	87.9890242704675	-0.082975544715724	0.257401910420813
KLHL17	10.1635163329879	5.77889850887919	-0.814533188258619	0.000460182973237116
PLEKHN1	4.02902643413473	5.11014909350632	0.342934112860426	0.0896780011698876
ISG15	13.6982708120135	16.8334278543162	0.297335200544475	0.0817205898352527
AGRN	0.33118685645474	0.77413119668175	1.22493267041783	0.0223656289654287
C1orf159	17.8178295865053	6.77033376692969	-1.3960227476738	0.00427349494939034
SDF4	192.552139553325	165.108519346675	-0.221834590780671	0.00871296498965827
B3GALT6	20.1057176109378	7.54701485613576	-1.41362781032368	0.000503941566748688
UBE2J2	66.910583673123	61.834438952629	-0.113823852092807	0.129725941783787
SCNN1D	0.340265623968376	0.492121148382863	0.532352108641705	0.188916766661393
ACAP3	25.0016921325944	25.2117282390978	0.0120692760730391	0.848591727761543
PUSL1	42.039481893297	29.9052140021366	-0.491347847631333	0.0039697627495768
CPSF3L	73.4889041171943	68.070552699658	-0.110495614169678	0.0698241774692926
CPTP	45.0832037028479	48.1051660609673	0.0936017947953812	0.251568942235933
TAS1R3	0.525580633811205	0.500914675430418	-0.069347238093142	0.817281315376152
DVL1	30.1495131629851	14.5321470252321	-1.05288683946975	0.0159793469953669
AURKAIP1	215.392424276387	181.84279769479	-0.2442757230516	0.0750409952263456
CCNL2	75.2253974234395	96.9675688274322	0.366282489638564	0.00577779400498661
LOC148413	69.7236130962913	72.3143754724522	0.0526351387398816	0.534693421135958
MRPL20	218.455238770389	146.561699650264	-0.575829564110508	0.000953331342044054
ATAD3C	26.4266090439646	15.3742224075138	-0.781477871908082	0.00360325555325757
ATAD3B	37.9227965409042	23.8152935616131	-0.671177024486829	0.0246157507854729
ATAD3A	50.3678922234583	32.4687511496972	-0.633452463800062	0.00887581556757258
SSU72	237.461432834646	112.140540997501	-1.08238528306393	0.000102870610553939
MIB2	10.6781714628293	8.80268198514195	-0.278649566578854	0.173220934510449
CDK11B	26.4490369224417	32.298772495004	0.288264145722768	0.00514675920691185
SLC35E2B	47.5335514680435	39.0045167231297	-0.285304998851329	0.00119021722500032
CDK11A	10.7474649333504	12.4591491769398	0.213209148370792	0.0926946922237036
SLC35E2	10.1020692469144	10.9959929029636	0.1223270446247	0.142312685198218
NADK	58.5477491902216	48.0372925419807	-0.285458868068185	0.00502043588558941
GNB1	180.777601296634	151.867193634747	-0.251405683668925	3.66564507668212e-05
TMEM52	2.47781032129569	13.0735625744889	2.39951467511343	0.00634358314917181
FAAP20	8.47751942626591	5.82895917339869	-0.540403888292967	0.00132418497805719
SKI	11.9081881027378	34.787193627352	1.54660238192114	0.000619480457358477
MORN1	0.837784701544278	0.758152897386187	-0.144090712597463	0.590503051328369
RER1	94.0796293705742	87.0999598162262	-0.111210323413056	0.00317706029284898
PEX10	23.7548850062809	11.2884585966814	-1.0733757187881	0.00275003709407354
PANK4	22.1502992352221	22.4896377776037	0.021934236257225	0.626512955517816
LOC115110	15.9065106037955	5.10291915116766	-1.64022269825879	0.0029548091527443
TNFRSF14	48.8349525759718	25.8543565817891	-0.917506693713852	0.00025976687908136
FAM213B	8.35440931900842	8.34369212425356	-0.00185190464924007	0.989347454663992
TPRG1L	59.9185460953567	111.554395789304	0.896672841156044	3.51359721801574e-05
WRAP73	39.40413466648	36.9081281475557	-0.0944084483294252	0.298118067544199
TP73	8.29874751624912	6.88674475219898	-0.269071408463346	0.0334424394963173
TP73-AS1	1.78306767775525	1.01488877138811	-0.81303984139954	0.00121582959367282
LRRC47	58.1668176126669	64.1013438025078	0.1401582269366	0.0246776838946781
CEP104	24.8212912823217	25.1926262657172	0.0214233561211576	0.660445387385241
DFFB	8.7201266571988	2.56107493875875	-1.76759962209199	0.000217802147555922
C1orf174	33.6084951944827	33.224078123364	-0.016596778815187	0.847888352873874
LINC01134	2.40714304014601	1.82710622645299	-0.397761360411194	0.194506376251742
NPHP4	8.35097001275524	11.1005759162183	0.410618838236518	0.00107871204284584
KCNAB2	68.7757024707073	45.9840223043715	-0.580766303531631	0.00612121895912172
RPL22	538.542911011367	474.581987292517	-0.182403958816853	0.0606905808093023
RNF207	2.07014691460119	1.08473318161836	-0.93239293894679	0.0134288851446172
ICMT	49.6453309529563	59.3018154603699	0.256418230517324	0.0203049113659591
LINC00337	0.653516792212241	0.597161700664283	-0.130102666463929	0.628645797292774
GPR153	0.39548622022032	0.906381536732214	1.19649104503506	0.0127048099755307
ACOT7	44.0941361424341	59.0937788489938	0.422419445596285	0.0130526116808832
PLEKHG5	0.630564546169461	0.344912106717014	-0.870415286450477	0.0258129644050162
NOL9	12.8591785899033	11.0495529496763	-0.218810488829478	0.0522586951998503
ZBTB48	18.0190654059786	15.5208421736541	-0.215317343428109	0.086004354368434
KLHL21	30.710711729111	42.9257096114911	0.483100036285758	4.46320777163161e-05
PHF13	16.9316932165732	17.9015235589596	0.080356123311274	0.105357547005424
THAP3	10.4721026006705	15.0145232020996	0.519807524412206	3.80584696246709e-05
DNAJC11	46.9482147456385	28.2958113761979	-0.730481791974559	0.000914109781920571
CAMTA1	6.21519076753978	5.54820569390728	-0.163777398626214	0.0289319916212661
VAMP3	40.2667756395207	47.3074064581383	0.232476116745979	0.010747748194907
PER3	0.283454837362389	0.160723557221111	-0.818537489956828	0.0178288320320515
PARK7	375.503631765891	316.629140875885	-0.246032821522333	0.0137490307726299
ERRFI1	1.10260499383297	1.26895103151638	0.202720356335469	0.478910918379907
RERE	11.2532366668022	10.3819172444694	-0.116267117479513	0.132320629192064
ENO1	572.499447859056	466.944807174661	-0.294022268202938	0.000323670094122749
H6PD	2.8177007760163	3.08783437578212	0.132076958213597	0.265760919375458
SLC25A33	16.6581247184365	14.0173740121029	-0.249009896095158	0.0389799053978831
TMEM201	8.98763768138288	10.7116338677544	0.253164682701967	0.0493236313357007
PIK3CD	2.58215767382241	0.603621455468518	-2.09686110648695	0.0115552472223239
CLSTN1	69.2000434768167	84.4353344922023	0.287073919927538	0.0227165365865796
CTNNBIP1	20.1265738927613	34.9591039512059	0.796566601090832	0.00148788598158764
LZIC	28.5287621975716	15.3611692780715	-0.893129115944459	3.30180784897818e-05
NMNAT1	7.93236045481216	8.74879492085417	0.141334073856634	0.0333680422023332
UBE4B	40.5017194591123	44.3113079891774	0.129691755743561	0.0693556793293311
KIF1B	13.8676433145515	16.1562313487505	0.220368074928168	0.0235850858507484
RNU6-2	2.10561580094523	1.8227054388812	-0.208160789226117	0.394743203561197
PGD	133.661280372752	191.191367239614	0.516435784280408	0.00194784758726985
