JQ1_0	Lenalidomide_24	LOG2_FOLD_CHANGE	P_VALUE
WASH7P	31.9145098738609	29.357709405279	-0.120473083532875	0.153078766560201
LOC100133331	0.747742776670771	0.69996761650111	-0.0952538903673494	0.549770668549237
LOC100288069	5.93345025491116	4.02427947238298	-0.560140765822353	0.0650282137524473
LINC00115	2.87172230365375	3.43147682126425	0.256913362789955	0.159088096695438
LINC01128	4.87598312045849	5.21726489809434	0.0976005540214578	0.309099772098255
NOC2L	96.5380740320228	118.164635725754	0.291628380886706	0.0187064676633151
KLHL17	9.26107410645057	8.55416506661223	-0.114552481418232	0.234748442909747
PLEKHN1	4.31916088920105	3.94074606722679	-0.13228226962724	0.191810542170144
ISG15	12.6659559084462	8.91367225155455	-0.50686414203054	0.0637886888829455
AGRN	0.353765745952748	0.193280553581164	-0.872097871223268	0.0106549025387559
C1orf159	18.0333827763431	18.8347500082685	0.0627268358229639	0.410131054253581
SDF4	194.683587489226	196.186354873144	0.0110934379945462	0.860690062842981
B3GALT6	20.9247349080994	18.8932984024894	-0.147334755420914	0.113119849641258
UBE2J2	68.0984207618832	67.0221554225317	-0.0229832576241281	0.571235878476998
SCNN1D	0.254724438756219	0.165970517859165	-0.618010389733601	0.170243790544581
ACAP3	22.2664431547207	23.1621215823077	0.0568962858200596	0.418036474693861
PUSL1	40.8351965987909	49.833960518137	0.28731606223137	0.0330172027619782
CPSF3L	73.533397367063	74.1588614603761	0.0122194534408451	0.858510931647785
CPTP	43.2422451947299	45.3098991329355	0.0673848475280731	0.245488391893582
TAS1R3	0.566520355069644	0.296601265311263	-0.933603040600122	0.0365507321784328
DVL1	32.2482984765221	25.1499202825392	-0.358669214193115	0.00761819183227439
AURKAIP1	225.114211349784	260.003576337453	0.207874331297814	0.0669464706427391
CCNL2	65.5197361076956	54.9447799131426	-0.253947123362931	0.103001799689397
LOC148413	73.4757095415654	74.6240021872442	0.0223723501491936	0.639629157801684
MRPL20	227.719774127025	276.648791182167	0.280796046086054	0.00635900450627838
ATAD3C	27.3519839488596	17.3618753839693	-0.655722688946959	0.00324853209921686
ATAD3B	35.1610229546662	41.0502342495999	0.223413410605411	0.0740457765593195
ATAD3A	51.5274386619325	69.2401421332483	0.426267805763136	0.00314856640043581
SSU72	234.767536347175	196.055608793356	-0.25997001106401	0.00426124683607405
MIB2	10.3305418952473	8.06623415663008	-0.356948741886226	0.00253746055717466
CDK11B	28.1182082102247	29.7890215521689	0.0832760739127033	0.132357686186645
SLC35E2B	45.7572884292237	35.5551554580133	-0.363942796545441	0.0364810487073543
CDK11A	9.61188541983794	10.9739666485627	0.191193740588492	0.0620029650436918
SLC35E2	9.41691553303669	6.90196226785732	-0.448248002382729	0.00708317860782029
NADK	58.5676208459896	58.7105236762139	0.0035158350665724	0.87814116661014
GNB1	186.321187538743	144.666592628354	-0.365059936269589	0.00091524549276045
TMEM52	2.48618984722665	1.75760743125816	-0.500323591138667	0.309801514368826
FAAP20	7.82647008654652	6.38985265538239	-0.292579102181635	0.0100113683252545
SKI	11.6055948649828	9.94661043469614	-0.222543593633779	0.0309904273193208
MORN1	0.817360185598868	0.863763633685216	0.0796646072395369	0.758582711824653
RER1	94.1989329792357	95.236547451224	0.0158046023959457	0.75040417415164
PEX10	24.2950188374743	27.7077688808418	0.189629993956954	0.0344884839643617
PANK4	22.3198904658504	22.9914187048733	0.0427655443118915	0.429740244106165
LOC115110	14.0383592588558	11.1308583578913	-0.334809479075333	0.0382092953457293
TNFRSF14	46.7978684714547	44.4882759854568	-0.0730176279509274	0.131415442633674
FAM213B	8.72307971149564	13.1172515386058	0.588555985126034	0.00349776388780115
TPRG1L	63.4782569499054	65.2399912667447	0.0394940751861915	0.145329407443818
WRAP73	40.3081280901665	38.4735435395941	-0.0672040732729523	0.365735883794252
TP73	8.11117598134754	7.51566439081973	-0.11001045044498	0.11959086112599
TP73-AS1	1.51550081456564	1.09607391001901	-0.46744954274024	0.0183458357382763
LRRC47	55.9802138681333	59.8312148034639	0.0959813569131468	0.209413094767172
CEP104	24.6357073565998	18.0738346793634	-0.446848264249396	0.00747719985156018
DFFB	8.58546755773646	5.43792986193454	-0.658839160695706	0.00181572370597257
C1orf174	32.1407574245054	28.7340545424511	-0.161642347851823	0.121198578521068
LINC01134	2.16288703353452	2.85930014639182	0.402703754414614	0.0480690812019086
NPHP4	7.83216053676874	8.69439169474349	0.150674756204516	0.17428896924276
KCNAB2	68.0588697348918	70.772202387981	0.0563996233686704	0.419332784821285
RPL22	576.64114737834	508.122980382849	-0.182496073912193	0.00250970663793172
RNF207	1.78385777951801	0.817060322400942	-1.12648609948579	0.00157018078223519
ICMT	50.3967995643432	61.076145879411	0.277276907192339	0.0178017452281191
LINC00337	0.468025048268355	0.677838639437505	0.534356134810556	0.371426260103569
GPR153	0.479133963317663	0.289762087329703	-0.725560238218149	0.0570411245735782
ACOT7	41.9514002666312	53.8023976000328	0.358951498951336	0.00163920438599096
PLEKHG5	0.655972644095285	0.646816034757028	-0.0202802075726562	0.919257466009463
NOL9	12.0058936794498	13.7363398072877	0.19425483697927	0.0708523475502866
ZBTB48	17.2466893080448	14.3091288623682	-0.269383603587422	0.00325028199813613
KLHL21	30.3231486970956	35.4935573252788	0.227137607135609	0.0983552359225362
PHF13	17.2640502420283	16.3857445414365	-0.0753297404181293	0.476183374574624
THAP3	11.3426598406026	10.9371313182965	-0.0525246045690194	0.314404922088641
DNAJC11	45.3009795803515	47.3446730404618	0.0636598636046435	0.223941727541871
CAMTA1	6.28827119789877	5.68331526963084	-0.145930690881094	0.0393682599728439
VAMP3	39.7954547266532	32.765849471932	-0.280410726634972	0.00743699460272613
PER3	0.382119058413399	0.163605587498087	-1.22380019436054	0.0339838792479078
PARK7	397.576295615389	439.01069011735	0.143024327721559	0.0411971210121848
ERRFI1	0.835721809214896	0.465346336719389	-0.844717935133607	0.0357066709904475
RERE	10.5189929575688	9.74284624777994	-0.110581390042311	0.380952978519937
ENO1	586.400047293906	702.003579059034	0.259593166084059	0.0152051893741079
H6PD	2.52853558503456	1.54889681129812	-0.707061048328276	0.000336544382025644
SLC25A33	15.2872560250123	14.886631219944	-0.0383121592050981	0.621956985408654
TMEM201	9.03946686764345	9.59951787165577	0.0867242619594224	0.463515383357886
PIK3CD	2.39845996159508	1.56935341507956	-0.611938075508266	0.0119977066137008
CLSTN1	69.3238146448568	51.0830640096901	-0.440505981272465	0.00640675499471479
CTNNBIP1	20.2202196300508	17.8683630486109	-0.178391195072977	0.00479849439878852
LZIC	30.0376725654526	27.2406396866265	-0.141012449341154	0.0116101402802373
NMNAT1	7.93154459687116	6.36415261677646	-0.317633412246579	0.0171671959911448
UBE4B	39.3740676365398	35.5360308001013	-0.147963212992282	0.0844450464539262
KIF1B	13.4559693431218	9.69183043855779	-0.473405254056049	0.00858428118158231
RNU6-2	2.12596123233352	1.96992670312997	-0.109973338044373	0.493123544827596
PGD	136.308773303823	122.746618388029	-0.151195142457965	0.0287886764864934
APITD1	4.96884665959465	6.97508976549381	0.489300763253294	0.0684611205376897
DFFA	23.8139585646783	25.4038919063337	0.0932420785760351	0.145298062506865
PEX14	20.106033060305	18.5310456308231	-0.117684175578431	0.274110651138619
TARDBP	98.9021206615813	116.930223750661	0.241574520546831	0.00341574394653549
SRM	214.03096417717	299.376589999567	0.484141884515288	0.00285300813691825
EXOSC10	75.5222395375046	84.0289772937333	0.153985378345724	0.0366918704972502
MTOR	21.936484930971	24.1968605191822	0.141487504649014	0.196694498691859
UBIAD1	26.2016956896273	29.1842379134546	0.155529214313078	0.0493428802616536
PTCHD2	1.05574968425391	0.937066027182949	-0.172045204471298	0.123093122229809
FBXO2	4.01449283659269	1.44125683184505	-1.47789029253221	0.000274202157082828
FBXO44	11.6398048449596	8.10085651498541	-0.522920510610979	0.00236318490563778
FBXO6	7.84363093308729	6.79756575561727	-0.206503451803578	0.0588382408542923
MAD2L2	72.8231054372725	62.2110164780668	-0.227226184838214	0.00585640319086115
AGTRAP	86.6957453990982	87.3358751660658	0.010613200086629	0.89084429358912
C1orf167	2.48025720266498	2.19443250831236	-0.176641836307186	0.0590842069728929
MTHFR	15.3148735187874	11.779449786321	-0.378661299177224	0.0140705155217985
CLCN6	5.88814987569061	5.7220532818617	-0.0412814622879347	0.704406021760408
NPPA-AS1	1.00457300921874	1.18194647241963	0.234582282287345	0.425178219782092
KIAA2013	96.3852126351691	88.5120454924263	-0.122938022873274	0.0482846049526178
PLOD1	27.9766163760978	33.4524065592476	0.257888515072192	0.0180953869219743
MFN2	60.1088441061467	62.8599386248909	0.0645635862386596	0.395144450574841
MIIP	30.4089996214782	32.513805470584	0.0965540652069212	0.0832694873905581
TNFRSF1B	9.90843810398958	8.72245196428072	-0.183923911779675	0.263502428525748
VPS13D	5.80223723078456	5.15715572325893	-0.170033673704249	0.126882960899724
DHRS3	0.587239210236348	2.2537133142797	1.94028380187132	0.00419975342670408
PRDM2	15.7720079929419	12.8184657161753	-0.299142755256236	0.0217470139986571
KAZN	2.77874818443279	1.94069326364371	-0.517862989786418	0.0118485094925526
TMEM51	1.41218453516001	1.01830738560041	-0.471755504868147	0.178192868485531
EFHD2	31.90171173975	35.720692180222	0.163126200369859	0.0505171065705443
CASP9	8.20318228297442	5.52879496394373	-0.569218616800079	0.00012315795222941
DNAJC16	12.8814210184323	9.42045784349618	-0.451422670586541	0.00570802612110051
AGMAT	16.3674586634822	21.077049568851	0.36484259279592	0.0062145335354594
DDI2	6.35164798816662	5.70227879050999	-0.155592383837757	0.0607978488362453
RSC1A1	7.35859969877338	7.35866521061745	1.28439099434196e-05	0.999937366550845
PLEKHM2	61.2838743269972	52.2678828651224	-0.229582782947294	0.0506672667183148
SLC25A34	1.83853605321034	0.758362062504109	-1.27759876818094	0.0048014523858807
UQCRHL	33.1103673829215	29.659572821001	-0.1587851993583	0.0842649788936202
FLJ37453	3.3452838103808	2.83798983698202	-0.237259189770773	0.0759091758120974
SPEN	22.6241466179034	20.0521422237758	-0.174107002942265	0.263558550081583
ZBTB17	18.4209819045431	18.2876411559002	-0.0104809642450764	0.809845162565048
ARHGEF19	4.72848459666255	2.99281719961757	-0.659873734914563	0.000806577953084782
RSG1	5.37983749953283	6.09414916773984	0.179862217426716	0.481012554362301
FBXO42	12.8003112374491	11.132068132402	-0.20145724590287	0.0715860549899839
SZRD1	101.811306517476	111.466803256972	0.130716327698159	0.139887998642771
NECAP2	104.704780619133	107.417101349802	0.0368963815529432	0.352263881869584
CROCCP3	1.44890846406667	1.4548852573493	0.00593892199869987	0.952257317871196
NBPF1	5.70611852466122	3.2848506498387	-0.796681936211454	0.00117140036058082
CROCCP2	78.3323050144987	81.746785390143	0.0615545873094582	0.362193065040898
MST1P2	3.36645432181903	1.96784469195787	-0.774613526093077	0.0011996376599554
MST1L	0.852515036386171	0.607096143910264	-0.489800270494161	0.121527780305414
CROCC	8.04823384689487	8.05658794315347	0.00149674606543984	0.982598095964667
ATP13A2	15.5617569148697	19.3347786299709	0.313193297545553	0.0622808770166237
SDHB	160.903232745364	165.655453877898	0.0419923901952481	0.478226100690897
RCC2	137.5130037003	117.384969898425	-0.228320355267214	0.0164372432571949
ALDH4A1	9.95662845786291	15.317409466635	0.621443123747819	0.0032243275442192
IFFO2	9.26035024101165	7.85812050558842	-0.236882467577771	0.0997789175253993
UBR4	23.4847568086548	20.824690345995	-0.173429610646735	0.190478422644545
EMC1	29.0264502352827	30.421929484958	0.0677435080627146	0.333799883964596
MRTO4	72.1110496637928	100.870478118554	0.484211753533841	0.00299930665920612
AKR7A3	0.539927236784112	0.481796174499166	-0.164342057281607	0.791230021332507
LOC100506730	4.81318354693953	3.02590858978078	-0.669623034805861	0.00805874528127319
AKR7A2	37.8270333387404	37.5619405650275	-0.0101460355935721	0.832677231221922
PQLC2	8.34382508090575	9.06849445013355	0.120154140991164	0.0307274498900082
CAPZB	135.367988466562	120.288616415598	-0.170386495121857	0.0189953548742655
MINOS1	46.8812821419006	49.7192597150931	0.0847927897061898	0.220408329488255
RPS14P3	3.46342895825209	2.87128814689693	-0.270502962764925	0.213931642364938
TMCO4	24.9221239559689	25.0740912994566	0.00877039219494677	0.908296452859114
OTUD3	4.61021902034704	3.97010103090909	-0.21565956977407	0.0640788698443527
MUL1	37.9922783380188	39.3283263633706	0.0498625621953329	0.404120679761233
PINK1	28.0204011594179	31.0964044050002	0.150270164451958	0.0589584931855735
PINK1-AS	6.14299564126541	5.41184831603718	-0.182820955800793	0.100080135764744
DDOST	415.193209125421	380.662841845115	-0.12526909821923	0.0368171716494375
HP1BP3	148.106939305385	99.8756707527965	-0.568434045148129	0.000568329288368286
EIF4G3	20.6458537405837	12.5657696497688	-0.716353039020326	0.000435547498367194
ECE1	39.9783095286532	21.4059989354368	-0.901202307305594	6.97215017981263e-05
LOC100506801	2.21224236218941	1.57726811291045	-0.488081530275045	0.104944769452464
NBPF3	7.62332475022037	7.06222946124028	-0.110296638641934	0.131051727497814
USP48	77.5085957789575	57.853887577893	-0.421942408922362	0.000192623668077827
HSPG2	3.45179832657689	1.04795975113858	-1.71976486811301	6.01613622166839e-05
LOC101928043	1.69058581463227	0.799926433586383	-1.07958401807658	0.0248673578210858
LINC00339	22.6565612787278	16.9199621298842	-0.421202571919394	0.000444036821006006
CDC42	184.412237841993	173.838309483677	-0.0851883481116592	0.0808623319429748
ZBTB40	10.9337732488655	10.6089570509054	-0.0435085272366535	0.539776997546478
KDM1A	38.7311235426348	30.276698326932	-0.355285464746922	0.0045377955321038
LUZP1	4.83110057567732	6.78130787931538	0.489211658427452	0.0190960516059057
LINC01355	2.20108468299526	2.42372486607613	0.139011286184442	0.47237710118788
HNRNPR	76.2423130228946	72.7311631019064	-0.0680182403149871	0.0565270767826026
ZNF436	3.33756987781783	3.05108313836635	-0.129476550274367	0.0839219834840021
ZNF436-AS1	1.06023894712955	1.00955772037264	-0.0706660455222814	0.815395785942063
ASAP3	0.10392927489526	0.087690775919652	-0.245105090653749	0.592375927617784
E2F2	89.4544321046529	92.415463336419	0.0469813057812285	0.487074292706925
ID3	17.9785128557304	17.1424363415745	-0.0687015243617644	0.713108137176262
MDS2	3.63841191760019	0.542634710963363	-2.74525564367163	0.00716064678582986
RPL11	3575.66585200394	3047.28276348352	-0.230688545348718	0.00119614203586483
TCEB3	32.8822171370959	37.5931743935956	0.193163164325414	0.0403638830545718
TCEB3-AS1	11.1622445105027	8.30918103901533	-0.425848958595216	0.00841953970662926
PITHD1	68.0291727913277	71.4666286731328	0.0711161863899324	0.26391726326086
LYPLA2	93.407963219013	92.0224229906855	-0.0215601041337016	0.748957732599684
GALE	16.7952659062723	20.076657596059	0.257464469579885	0.0745078476071381
HMGCL	35.7708695254398	34.1839538331155	-0.0654659143666122	0.3003192865469
FUCA1	49.6294413181507	47.8556433288803	-0.0525071511014292	0.123762550708296
PNRC2	170.865382812459	150.650321971091	-0.18165638150207	0.00325982705687083
SRSF10	23.8633554389166	24.07647934942	0.0128275299977131	0.518046424552008
IL22RA1	9.22901423350879	9.09146781080608	-0.0216633241432525	0.810203184275282
IFNLR1	31.1518707662109	21.0970196576964	-0.562279598050677	0.000933145263915055
GRHL3	17.6988804087457	28.6016171973218	0.692438620848676	0.00715608959047327
STPG1	8.45517520507494	5.56373370010772	-0.603781280882228	0.000165417226494946
NIPAL3	47.1693516337646	41.6089069974811	-0.180957378959489	0.0338902183141976
RCAN3AS	2.75900496711974	1.19033750825779	-1.21277736077975	0.00116787276163856
RCAN3	17.0531481236236	12.652138160768	-0.430656879638461	0.0151943879680385
NCMAP	0.623036684406393	1.21347317060544	0.961753194683798	0.0164782236432968
SRRM1	79.5216492356673	73.6224806910536	-0.111201316130226	0.0218965397228464
CLIC4	152.608837096849	107.047458396232	-0.511587963969258	0.000451446122075282
RUNX3	62.3113899771379	49.8584076063477	-0.321659093077659	0.00736836869646352
SYF2	103.270219721209	86.4023958245892	-0.257281058690133	0.000705723867561041
RSRP1	126.651516813361	115.628982684979	-0.131361297088649	0.1461487166761
TMEM50A	137.066761435064	133.806626619746	-0.0347291957287805	0.080237015742783
TMEM57	26.7036287409501	21.1354925767719	-0.337368066512401	0.00469394177101478
LDLRAP1	149.107166630606	134.308508888105	-0.150798893276432	0.0887029861543405
MAN1C1	11.6796202374066	4.83216250266784	-1.27325248824045	0.000340514940966195
SEPN1	17.3872351540339	14.1405205162449	-0.298193312400147	0.0359369066846505
MTFR1L	37.0719725359173	27.6463906470544	-0.423237737692733	0.000618614475936239
AUNIP	4.69684810439138	5.51922028689628	0.232771530776803	0.219903741094809
PAQR7	0.631862253503182	0.370813474886562	-0.768916413354797	0.156264840506407
STMN1	275.984591469395	301.65471700454	0.128310420142621	0.00755185552644067
PAFAH2	10.8045859932365	8.83679610144227	-0.29004849136094	0.0040581127739031
