JQ1_6	JQ1_24	LOG2_FOLD_CHANGE	P_VALUE
WASH7P	19.1781033106071	28.2556929539069	0.559081524098317	0.00536908432048103
LOC100133331	0.880195087551728	1.11791030253333	0.344909210636686	0.406301439361994
LOC100288069	5.56834325126363	8.10988662173871	0.542433598877386	0.0348094513498609
LINC00115	2.04062626305102	3.17381994543858	0.637208305078393	0.0919779993540529
LINC01128	8.19736758283838	6.36937737228349	-0.364008340899462	0.00378296899156154
NOC2L	87.9890242704675	89.3219632755705	0.0216913880598363	0.819058216985465
KLHL17	5.77889850887919	9.03674074657857	0.645008001079076	0.00157396248169147
PLEKHN1	5.11014909350632	11.3322411558066	1.14899591953073	0.00110165925466863
ISG15	16.8334278543162	7.52438869699546	-1.16168270496236	0.00227465916096145
AGRN	0.77413119668175	0.644148525380666	-0.265184711343937	0.340188225126789
C1orf159	6.77033376692969	6.50105429585425	-0.0585532547952331	0.711947377048355
SDF4	165.108519346675	186.028668226772	0.172110404122216	0.140240216268579
B3GALT6	7.54701485613576	12.6584218849611	0.746119537135965	0.0210764662580827
UBE2J2	61.834438952629	69.0821932913041	0.159903310648633	0.0738955990070409
SCNN1D	0.492121148382863	0.523064131944009	0.0879743274528688	0.57935890251037
ACAP3	25.2117282390978	31.725801314456	0.331561586489954	0.0310551320720007
PUSL1	29.9052140021366	24.3333395900018	-0.297462707366378	0.131092405259646
CPSF3L	68.070552699658	70.5121071456881	0.0508401701983463	0.295986039205671
CPTP	48.1051660609673	35.73909112058	-0.428688889025495	0.00945084549235811
TAS1R3	0.500914675430418	0.733709927246248	0.550644926017387	0.375112955803377
DVL1	14.5321470252321	17.2438528785349	0.246834291832655	0.0050846696623726
AURKAIP1	181.84279769479	182.582277441944	0.0058549496239307	0.97916620498141
CCNL2	96.9675688274322	147.897899208794	0.609027341824986	0.00246206185845513
LOC148413	72.3143754724522	115.415537821715	0.674483083843397	0.000228716320114453
MRPL20	146.561699650264	210.810230027509	0.52443673928103	0.0111374232310769
ATAD3C	15.3742224075138	17.732006396558	0.205842343916339	0.0284892487638467
ATAD3B	23.8152935616131	27.3946139547173	0.202003940971291	0.040526006423466
ATAD3A	32.4687511496972	28.0107813776149	-0.21306966628101	0.0566788140827191
SSU72	112.140540997501	216.233151091767	0.947279787290288	0.0147090001356113
MIB2	8.80268198514195	18.3406724214598	1.05903147968542	0.000141684725514562
CDK11B	32.298772495004	33.2388297031761	0.041390250772972	0.130532335742972
SLC35E2B	39.0045167231297	77.5498410605544	0.991482626703619	0.00368414693037338
CDK11A	12.4591491769398	17.9440571911297	0.526300572189834	0.00211339149793888
SLC35E2	10.9959929029636	20.4582972071053	0.895708190310115	0.0125194846707078
NADK	48.0372925419807	63.2561635779675	0.39705121976698	0.00122206486657165
GNB1	151.867193634747	181.81479678408	0.259659363974437	0.00315500406759491
TMEM52	13.0735625744889	1.90734750566194	-2.77701271039911	0.00249048130359815
FAAP20	5.82895917339869	5.59848457539338	-0.0582019324886362	0.811165271662693
SKI	34.787193627352	19.9027401397986	-0.805589228060379	8.99380902461657e-05
MORN1	0.758152897386187	1.38286468294394	0.867099259300776	0.0171167884484307
RER1	87.0999598162262	110.622879357784	0.34490584062954	0.00461533796751347
PEX10	11.2884585966814	15.0111685395849	0.411187783346969	0.00189257477655028
PANK4	22.4896377776037	23.1722336922923	0.0431366948135445	0.511108604556301
LOC115110	5.10291915116766	14.6454520649588	1.52105803647563	0.00073341178088357
TNFRSF14	25.8543565817891	33.371492262177	0.368208798502297	0.0752909459672392
FAM213B	8.34369212425356	6.54046965342652	-0.351291689045691	0.0248476929589793
TPRG1L	111.554395789304	138.364388607374	0.310725314643397	0.00616568875171793
WRAP73	36.9081281475557	29.3746764725981	-0.329365608761046	0.000751718351061577
TP73	6.88674475219898	1.50936952257414	-2.18987615800632	0.0028476823133711
TP73-AS1	1.01488877138811	1.9613761066072	0.95054458695886	0.0010698438407805
LRRC47	64.1013438025078	76.7521330256104	0.259852243697623	0.113751402641286
CEP104	25.1926262657172	35.9293071885031	0.512159589540259	0.00163331155988323
DFFB	2.56107493875875	2.11811083360446	-0.273971385094156	0.162872300207159
C1orf174	33.224078123364	18.076324120809	-0.878127838385393	0.000260059812546368
LINC01134	1.82710622645299	4.68565022261065	1.35868874949951	0.0361453948169888
NPHP4	11.1005759162183	10.2885204742721	-0.109598995434607	0.138005916069804
KCNAB2	45.9840223043715	75.1559808634797	0.708755250749983	2.57002402847132e-06
RPL22	474.581987292517	415.016459690119	-0.193488788881383	0.0824119846005409
RNF207	1.08473318161836	3.61713747123539	1.73750821154689	0.00420219514880753
ICMT	59.3018154603699	38.934141454225	-0.607040458565848	0.00222129550484228
LINC00337	0.597161700664283	0.635633053861873	0.0900725086206949	0.827113219708321
GPR153	0.906381536732214	0.591413826089756	-0.615950502101217	0.0480744899034707
ACOT7	59.0937788489938	15.7577837312998	-1.9069416175461	0.000715930215359317
