KB528_0	Lenalidomide_6	LOG2_FOLD_CHANGE	P_VALUE
WASH7P	33.0696110135168	32.4121034288123	-0.0289734262946926	0.601757916002599
LOC100133331	0.902304972804705	0.896999116768749	-0.00850857220058511	0.934580959027594
LOC100288069	6.41405156228677	5.29227469495395	-0.277348005097664	0.394697153375231
LINC00115	3.24680450572929	2.71516838481796	-0.257978849240359	0.0107219163840172
LINC01128	4.87270788534556	6.13262031514956	0.33177989632973	0.0610377097833644
NOC2L	93.1980079350242	119.380876760585	0.357200731050799	0.00740019632713139
KLHL17	10.1635163329879	9.24079789496896	-0.137310295005208	0.26083744963367
PLEKHN1	4.02902643413473	5.68624353175232	0.497044617485752	0.0297284895916311
ISG15	13.6982708120135	19.112462816584	0.480519907352212	0.0941561639747761
AGRN	0.33118685645474	0.34523490274114	0.0599329073373766	0.766147227351381
C1orf159	17.8178295865053	16.9771188833965	-0.0697299651054439	0.583073916983201
SDF4	192.552139553325	206.027008475743	0.0975843216597694	0.0978332593779561
B3GALT6	20.1057176109378	17.6796840098691	-0.185513339982664	0.0739002057837372
UBE2J2	66.910583673123	67.56884280673	0.0141237183595343	0.657161273129572
SCNN1D	0.340265623968376	0.305979660445901	-0.15322565239823	0.742852942889189
ACAP3	25.0016921325944	21.4649585049219	-0.220042356998673	0.049028333301284
PUSL1	42.039481893297	51.5091727973284	0.293084482315434	0.0177993983463305
CPSF3L	73.4889041171943	68.5351432749473	-0.100682478656492	0.1214969997641
CPTP	45.0832037028479	50.2043816722425	0.155223243363281	0.114133012279523
TAS1R3	0.525580633811205	0.325632235602264	-0.690668592657978	0.151886324323166
DVL1	30.1495131629851	26.6542753894801	-0.177767744306835	0.236196870055964
AURKAIP1	215.392424276387	239.06337100754	0.150425590343945	0.148539499361667
CCNL2	75.2253974234395	66.8295243415894	-0.170734217626247	0.0709268159098822
LOC148413	69.7236130962913	69.2426488505674	-0.00998641674667915	0.889395084452336
MRPL20	218.455238770389	246.188826445332	0.172427581547796	0.0206321960752449
ATAD3C	26.4266090439646	20.3250730009751	-0.378730782042928	0.0160796440605187
ATAD3B	37.9227965409042	38.2818828062755	0.0135964303791889	0.898089198230779
ATAD3A	50.3678922234583	63.576239964226	0.335983336004847	0.018138100663282
SSU72	237.461432834646	186.118020741139	-0.351475467912588	0.00296480128237243
MIB2	10.6781714628293	8.06789391461826	-0.4044006010429	0.0943696506681217
CDK11B	26.4490369224417	32.6145699366548	0.302301413879145	0.0031755273436864
SLC35E2B	47.5335514680435	39.7425506623072	-0.258261729392259	0.0489399245708694
CDK11A	10.7474649333504	11.7060507495338	0.123258035218544	0.255747561682421
SLC35E2	10.1020692469144	8.5860043682385	-0.234592024306585	0.0387088076555608
