KB528_6	JQ1_0	LOG2_FOLD_CHANGE	P_VALUE
WASH7P	40.0858091276294	31.9145098738609	-0.328879103350638	0.0580636701278675
LOC100133331	1.28167034745702	0.747742776670771	-0.777411266872263	0.213939835280481
LOC100288069	10.2441702254238	5.93345025491116	-0.787859961464289	0.028074332660354
LINC00115	2.49490626419651	2.87172230365375	0.202930633623445	0.425509573530401
LINC01128	6.06810737425211	4.87598312045849	-0.315553482398141	0.00286991243841852
NOC2L	110.195027398658	96.5380740320228	-0.190889173182972	0.00593394652806211
KLHL17	14.8396133804223	9.26107410645057	-0.680202072434883	0.0629374907845654
PLEKHN1	2.49408206819119	4.31916088920105	0.792242120016779	0.00021881326220465
ISG15	21.9693539672288	12.6659559084462	-0.794536484015502	0.0538750754712976
AGRN	0.537330193013224	0.353765745952748	-0.603014543435776	0.00428577433565782
C1orf159	16.7012145420633	18.0333827763431	0.110717026977209	0.206755832143236
SDF4	238.687953054796	194.683587489226	-0.293994488315744	0.014527430761142
B3GALT6	22.5543965852654	20.9247349080994	-0.108199343434337	0.196324606866814
UBE2J2	80.0104061822672	68.0984207618832	-0.23256630787005	0.00560566722598936
SCNN1D	0.486588291171296	0.254724438756219	-0.933764223751125	0.0152634607922976
ACAP3	26.7900970280927	22.2664431547207	-0.266828686139537	0.0579055618353466
PUSL1	42.8440483718013	40.8351965987909	-0.0692816345557972	0.429515105895467
CPSF3L	82.4569457517588	73.533397367063	-0.165241382627989	0.0325424919663836
CPTP	58.7528614958958	43.2422451947299	-0.442217686665368	0.00318318373628044
TAS1R3	0.228150188347353	0.566520355069644	1.31214394820469	0.0272811994590947
DVL1	29.3260092540236	32.2482984765221	0.137042281905326	0.0180596326202325
AURKAIP1	278.168595841867	225.114211349784	-0.305302418088081	0.12521604880156
CCNL2	85.5919166638665	65.5197361076956	-0.385545008059633	0.162767216825622
LOC148413	61.1256313495396	73.4757095415654	0.265489924452379	0.00480390995359659
MRPL20	238.671290593048	227.719774127025	-0.0677654634139873	0.481970699653691
ATAD3C	20.0040743466055	27.3519839488596	0.451351609208463	0.00814489133411891
ATAD3B	26.9437709200389	35.1610229546662	0.384025266474668	0.0211526917746354
ATAD3A	44.8833235849565	51.5274386619325	0.199161369786593	0.0138243173247732
SSU72	179.006905164829	234.767536347175	0.391217686072233	0.00252934355875953
MIB2	10.2084130975744	10.3305418952473	0.0171573176384597	0.727138737948914
CDK11B	48.0305562895319	28.1182082102247	-0.772447854148451	0.000101678492082622
SLC35E2B	38.2647720261674	45.7572884292237	0.257984756335102	0.0886596967510282
CDK11A	17.7226430633812	9.61188541983794	-0.882702420235274	0.0193370189155504
SLC35E2	8.24664129047587	9.41691553303669	0.191447934057394	0.317221024199743
NADK	44.7609660126388	58.5676208459896	0.387862117686839	0.000156810821217308
GNB1	188.453608763478	186.321187538743	-0.0164176820667169	0.544736838530424
TMEM52	5.53949760966744	2.48618984722665	-1.15581867491453	0.0090547085467568
FAAP20	9.29097059464475	7.82647008654652	-0.247467551293597	0.0504976019577518
SKI	21.1192441028402	11.6055948649828	-0.863737726447274	2.80610610078994e-05
MORN1	1.2075874020171	0.817360185598868	-0.563083736213873	0.057811077092013
RER1	109.511345235339	94.1989329792357	-0.217297715745031	0.0274454018727819
PEX10	34.9221277122542	24.2950188374743	-0.523480910143661	0.00135922729391381
PANK4	32.1446073108121	22.3198904658504	-0.526246779197355	0.0104534979309896
LOC115110	4.84022865777111	14.0383592588558	1.53622722096333	0.000890976003617415
TNFRSF14	30.333105262386	46.7978684714547	0.625549622890089	0.000401388508778869
FAM213B	12.8998524577986	8.72307971149564	-0.564445086704604	0.00212123062707578
TPRG1L	110.798644520809	63.4782569499054	-0.803605813121118	1.67239124848196e-06
WRAP73	61.6700287946604	40.3081280901665	-0.613498733958122	0.0017873707163623
TP73	20.951161248676	8.11117598134754	-1.36904720887113	0.00405977704816998
TP73-AS1	2.9708671713322	1.51550081456564	-0.97108947558316	0.0918381776398941
LRRC47	77.8244777788393	55.9802138681333	-0.475306992264952	0.00869048919777311
CEP104	37.4090491076714	24.6357073565998	-0.602636398957532	0.000193842243604332
DFFB	8.25297185919362	8.58546755773646	0.056982983278562	0.47208038192078
C1orf174	46.308561804401	32.1407574245054	-0.526875024491283	0.000299696149907332
LINC01134	2.60714446746991	2.16288703353452	-0.26951221186118	0.323404609900438
NPHP4	12.5962252281995	7.83216053676874	-0.685509217627944	0.0116206749333599
KCNAB2	47.5169949366245	68.0588697348918	0.518339592123721	0.00051480447937912
RPL22	447.182410324108	576.64114737834	0.366810345210354	0.000939467652066936
RNF207	1.64277971400323	1.78385777951801	0.118861561718907	0.611222678110251
ICMT	85.3190792284431	50.3967995643432	-0.759536277400849	6.87717874615344e-05
LINC00337	2.35885624217613	0.468025048268355	-2.33342984914629	0.00163039919023943
GPR153	1.60928647296091	0.479133963317663	-1.7479201791767	0.000187238206217725
ACOT7	74.9766730642717	41.9514002666312	-0.837722844235951	0.00153780111754653
PLEKHG5	1.16295195625246	0.655972644095285	-0.826083940809585	0.0078524502361372
NOL9	18.4080887181179	12.0058936794498	-0.616597044721707	0.00759580868412488
ZBTB48	25.7738740715035	17.2466893080448	-0.579589957749299	0.0156833170955386
KLHL21	26.5745689033353	30.3231486970956	0.190373279619609	0.0150807942613618
PHF13	27.9108771160442	17.2640502420283	-0.693056494181235	0.00127108507950883
THAP3	19.9472332099125	11.3426598406026	-0.81442966038022	0.00343893924509593
DNAJC11	47.2356276943048	45.3009795803515	-0.0603331824962698	0.163796558753058
CAMTA1	5.93063965510845	6.28827119789877	0.0844757223905843	0.0450086223574024
VAMP3	70.5533271793371	39.7954547266532	-0.826110458083817	0.000271984919311632
PER3	1.11251986701101	0.382119058413399	-1.54173697961036	0.00266568791870896
PARK7	435.570335550934	397.576295615389	-0.131673960110604	0.126939222640385
ERRFI1	3.03710235550471	0.835721809214896	-1.86160084018417	0.0224319284504402
RERE	9.30547326277442	10.5189929575688	0.176845163295792	0.0898737112236271
ENO1	473.983077002193	586.400047293906	0.307049669481558	1.54816988180074e-05
H6PD	4.32529866723566	2.52853558503456	-0.774497673870964	0.0149563154385693
SLC25A33	17.4509673642374	15.2872560250123	-0.190977537528348	0.0645841199712772
TMEM201	15.4640650092149	9.03946686764345	-0.774610015038166	0.00356644004172072
PIK3CD	4.53303665408787	2.39845996159508	-0.918369470605308	0.000734743752019193
CLSTN1	104.9389547826	69.3238146448568	-0.59812737736157	0.000163978096973789
CTNNBIP1	36.5156826525519	20.2202196300508	-0.852717533948428	0.00715760334538979
LZIC	42.2224348423322	30.0376725654526	-0.491236745404239	0.00185707365644534
NMNAT1	11.6916664798886	7.93154459687116	-0.559806829809726	0.0010631732051838
UBE4B	56.3208529666927	39.3740676365398	-0.516423422017951	0.00973371981719766
KIF1B	13.7050540942241	13.4559693431218	-0.0264616987298135	0.650930311656035
RNU6-2	1.94064999637888	2.12596123233352	0.13157534308196	0.312574274135365
PGD	175.433494100097	136.308773303823	-0.364045794220563	0.00151262533926962
APITD1	8.20078255893544	4.96884665959465	-0.72285056485957	0.0021360016356601
DFFA	31.9345446390868	23.8139585646783	-0.423310421044596	0.0047983002634859
PEX14	34.9501024802231	20.106033060305	-0.797668221259673	6.49108187490718e-05
TARDBP	116.006791121579	98.9021206615813	-0.230135903508249	0.00696114768717399
SRM	262.61446325355	214.03096417717	-0.295126844982842	0.00324599223663745
EXOSC10	140.516255110028	75.5222395375046	-0.895763580864666	0.00859270086332145
MTOR	45.394644946087	21.936484930971	-1.04918974866322	0.0115236965859411
UBIAD1	20.4226194535264	26.2016956896273	0.359492259809832	0.0311138622084735
PTCHD2	1.44594006298421	1.05574968425391	-0.453739935356786	0.0137970889007382
FBXO2	5.88355339048157	4.01449283659269	-0.551469999382562	0.0311237505112809
FBXO44	17.5212183780086	11.6398048449596	-0.590036229560793	0.051067935563688
