CCS1477_0	Lenalidomide_6	LOG2_FOLD_CHANGE	P_VALUE
WASH7P	35.2881986478804	32.4121034288123	-0.122653137522211	0.227279264927514
LOC100133331	0.731086563764384	0.896999116768749	0.295064327062037	0.0840869292902031
LOC100288069	6.35170462560157	5.29227469495395	-0.263255877656004	0.523151428902708
LINC00115	2.93897376046328	2.71516838481796	-0.114270807002627	0.512568763967456
LINC01128	5.06886577633135	6.13262031514956	0.274840671283963	0.0903244394456859
NOC2L	102.067565807618	119.380876760585	0.226047263157499	0.0312340268864051
KLHL17	10.5675784091031	9.24079789496896	-0.193555485521524	0.231162310311111
PLEKHN1	4.49454773621316	5.68624353175232	0.339299936535234	0.046082232976912
ISG15	13.2211808765026	19.112462816584	0.531662654991424	0.0638013522892386
AGRN	0.403236680424605	0.34523490274114	-0.224048553323427	0.460583510081883
C1orf159	20.4613721284083	16.9771188833965	-0.269311248809371	0.0483742164293078
SDF4	204.856571528676	206.027008475743	0.00821930215130213	0.857808401400275
B3GALT6	22.1748160819421	17.6796840098691	-0.326829649276216	0.00923292955332218
UBE2J2	66.3676240075756	67.56884280673	0.0258785215498175	0.463009261507594
SCNN1D	0.339641359594991	0.305979660445901	-0.150576397748579	0.753131071688043
ACAP3	27.4547251364211	21.4649585049219	-0.355071083945412	0.00812867110982231
PUSL1	43.7000916480426	51.5091727973284	0.237193066179162	0.032958525609783
CPSF3L	75.1947511591423	68.5351432749473	-0.133788001288737	0.0588403235358016
CPTP	45.7391216552149	50.2043816722425	0.134384621894067	0.161606370898699
TAS1R3	0.655345834010818	0.325632235602264	-1.00901291074724	0.0141926166427693
DVL1	33.5262203661701	26.6542753894801	-0.330922885494558	0.0159968212486777
AURKAIP1	235.03149246414	239.06337100754	0.024539018941768	0.776911961083178
CCNL2	75.7080937718285	66.8295243415894	-0.179961937686302	0.0172844798689653
LOC148413	78.2692732648801	69.2426488505674	-0.176785133927424	0.00699853854979072
MRPL20	218.858980268412	246.188826445332	0.169763702821093	0.0214507090642303
ATAD3C	28.0209013051513	20.3250730009751	-0.463242827467672	0.000854968169424994
ATAD3B	40.0111845596424	38.2818828062755	-0.0637415541277669	0.310754839325854
ATAD3A	54.8054821550767	63.576239964226	0.214167482699686	0.00674332386573971
SSU72	240.98841030195	186.118020741139	-0.372746015482734	0.00205164471127685
MIB2	11.4270772748659	8.06789391461826	-0.502192430823434	0.00395169761578731
CDK11B	28.8413792767981	32.6145699366548	0.177376444923277	0.0114940725907237
SLC35E2B	47.7356840062972	39.7425506623072	-0.264383664698433	0.0447702598387091
CDK11A	11.6355032758376	11.7060507495338	0.00872082469330014	0.843556122866696
SLC35E2	10.1828514958353	8.5860043682385	-0.246082802850752	0.0476012835012625
NADK	60.9495774793264	60.0166719734743	-0.0222528984265598	0.59523709989867
GNB1	190.596082851866	162.220838532896	-0.232559312253891	0.0188413913804629
TMEM52	2.16665193566843	2.59454186524769	0.260012406620888	0.436259046131013
FAAP20	8.06598548346643	7.22226378043673	-0.159399696157039	0.114412365126387
SKI	12.1835984592138	12.119834514673	-0.00757029986293987	0.95423533302559
MORN1	0.871679366228481	0.839033041732665	-0.0550699333574166	0.541762695136118
RER1	97.7384839228083	94.4085113386178	-0.0500097956012105	0.20030259250096
PEX10	24.6881226225141	29.8617477474186	0.274481473245636	0.0104188456199474
PANK4	24.5482059423437	25.3425832363474	0.0459459978396663	0.529773096897525
LOC115110	16.9114640613602	8.1784641353164	-1.04809971776548	0.00633681629019106
TNFRSF14	50.2941722672605	43.2199413755616	-0.21869412512736	0.0104925181906286
FAM213B	9.37379520893334	12.7075046111243	0.438975572847754	0.0118475338490868
TPRG1L	64.5372670959616	89.6224465985361	0.473727624530733	0.000791401683723583
WRAP73	41.4981762371475	44.1547979442866	0.0895222781212134	0.167118473730397
TP73	8.7408921179451	9.44976038351762	0.112497215136736	0.299166199735651
TP73-AS1	1.69131922672586	1.39877190752697	-0.273988258968382	0.145524277007597
LRRC47	64.1153522706718	64.1605518104306	0.00101670153917689	0.984722151139752
CEP104	27.424472841878	21.2554119925312	-0.367633666222792	0.0305123714616034
DFFB	8.46230715224664	6.6616761493077	-0.345165830897587	0.022778760923546
C1orf174	33.6343488354207	33.6480085377796	0.000585793539148877	0.992786667399777
LINC01134	2.54424311655145	2.2806007013903	-0.157822659998698	0.587661276139288
NPHP4	8.77582401701229	9.82434604543112	0.162826782576978	0.186066827508784
KCNAB2	73.1915086381132	63.3255535182142	-0.208888500634196	0.0423660953600234
RPL22	555.014911249244	520.63900709305	-0.0922431272244755	0.108877977551995
RNF207	2.31723958625481	1.34576924366803	-0.783976161270228	0.0886658531515773
ICMT	50.9900940247988	68.0470545087535	0.416315716174488	0.00333136250100248
LINC00337	0.50266373376169	0.759015298407026	0.594535359247091	0.150224985355672
GPR153	0.555625745296253	0.43067893199551	-0.367500697748556	0.305333046978708
ACOT7	45.6374767012545	45.7026503123639	0.00205880295058227	0.97905822466277
PLEKHG5	0.714126710684417	0.791894164232199	0.149127547835691	0.334731774715995
NOL9	13.6029403564003	16.8670851191034	0.310292143909114	0.0341040625573851
ZBTB48	18.6396657144997	14.3459958117493	-0.377727872102121	0.00180076007551408
KLHL21	31.4549241304648	39.9251534547034	0.344012070363835	0.00861902379852774
PHF13	18.1597829540675	16.7726871683154	-0.114633116647178	0.118061712912422
THAP3	11.022742857765	12.7436503673709	0.209295327607102	0.0280491682260992
DNAJC11	49.7571873938684	47.5246877406298	-0.0662277893587649	0.456356484743035
CAMTA1	6.50719726859339	6.21125342581909	-0.0671518578446468	0.17160814708052
VAMP3	39.7114137287027	40.2603022399374	0.0198042810148381	0.511046637567506
PER3	0.217271035131237	0.254573518725097	0.22858649629934	0.531147898306642
PARK7	386.869476963372	392.0086094386	0.0190384314610207	0.693387650080105
ERRFI1	1.07120988116788	0.601649866417851	-0.832245122027085	0.0135208107782322
RERE	11.2631101788517	12.4744689837013	0.147373137726637	0.401049523374559
ENO1	588.928383120354	659.556903095799	0.163404927781163	0.00915347416419629
H6PD	2.80714257489656	2.40147519293365	-0.225181434540683	0.167491937568187
SLC25A33	15.3570454529532	14.899948855004	-0.0435933036242407	0.609934488699988
TMEM201	9.92626780651138	12.9528959687796	0.383951403734897	0.0135652400227152
PIK3CD	2.53100176219323	2.11990875368716	-0.255706343087758	0.281154106446191
CLSTN1	73.717353842437	68.4330328446861	-0.107311398158484	0.253085674223977
CTNNBIP1	20.5812172329273	21.0193493779911	0.0303897036317045	0.64990914450597
LZIC	30.0253942813923	31.142127476534	0.0526843146465046	0.472296423841379
NMNAT1	8.32844748315467	7.85863581075226	-0.0837686907776708	0.420972860127591
UBE4B	42.4654237659882	40.7788980775303	-0.0584658552605237	0.6622725934933
