KB528_0	GNE781_0	LOG2_FOLD_CHANGE	P_VALUE
WASH7P	33.0696110135168	34.4344129481236	0.0583450058853058	0.322419344890497
LOC100133331	0.902304972804705	0.710462812232232	-0.34485600036259	0.281000863558154
LOC100288069	6.41405156228677	5.36811805780707	-0.256819551374616	0.547982540272429
LINC00115	3.24680450572929	3.0033722088186	-0.112437241113057	0.630733861230072
LINC01128	4.87270788534556	4.63293866020875	-0.0727961554795649	0.744994414106334
NOC2L	93.1980079350242	107.261958628848	0.202767479296603	0.312558125001737
KLHL17	10.1635163329879	10.7092433402195	0.0754569239430653	0.322907207859251
PLEKHN1	4.02902643413473	4.42248049260808	0.134424508327705	0.464984273897451
ISG15	13.6982708120135	18.9875584098274	0.471060615311117	0.389076966594319
AGRN	0.33118685645474	0.509241851737855	0.620705572242621	0.0423682607948
C1orf159	17.8178295865053	17.156131024785	-0.0545973716854639	0.660700558864596
SDF4	192.552139553325	219.501738282872	0.188983211020843	0.364170250718786
B3GALT6	20.1057176109378	26.4506792816275	0.395698943199846	0.279256887776209
UBE2J2	66.910583673123	73.9324369529138	0.14397303889892	0.462111273158427
SCNN1D	0.340265623968376	0.455419755481163	0.420535467510677	0.293338847220854
ACAP3	25.0016921325944	26.8449386469321	0.102624366843661	0.555729317859366
PUSL1	42.039481893297	51.6218552390626	0.296237102194657	0.396792511366371
CPSF3L	73.4889041171943	70.8517717197341	-0.0527225082948114	0.632195843952031
CPTP	45.0832037028479	48.2568342839939	0.098143235884696	0.389409542918325
TAS1R3	0.525580633811205	0.610530163877226	0.21615045749301	0.628322772039031
DVL1	30.1495131629851	34.3873053694838	0.189741362476255	0.174820090081722
AURKAIP1	215.392424276387	317.065779574328	0.557814669272075	0.36363589531829
CCNL2	75.2253974234395	69.101418794903	-0.122504491055973	0.303695866193731
LOC148413	69.7236130962913	79.7638261927938	0.194087283823384	0.107411907379155
MRPL20	218.455238770389	255.953403846104	0.228543488981602	0.469048810586892
ATAD3C	26.4266090439646	31.6340793536486	0.259488293683335	0.206631251088439
ATAD3B	37.9227965409042	44.0752690387478	0.216904019067064	0.426443488916838
ATAD3A	50.3678922234583	56.2927659161805	0.160445177126333	0.277978472059048
SSU72	237.461432834646	277.613207670909	0.225382988957992	0.385245914538031
MIB2	10.6781714628293	12.2095603431046	0.193346630800923	0.251560307152996
CDK11B	26.4490369224417	28.473012248349	0.106379937287504	0.288411632628298
SLC35E2B	47.5335514680435	40.6740521325562	-0.224837470841181	0.389638255641201
CDK11A	10.7474649333504	10.8681419853863	0.0161089155643717	0.879121998207847
SLC35E2	10.1020692469144	9.16058877949246	-0.14113860328853	0.293807103711546
NADK	58.5477491902216	60.945477444038	0.0579054585185854	0.378580516931114
GNB1	180.777601296634	172.080477415148	-0.0711325035980343	0.616151337907579
TMEM52	2.47781032129569	2.51045060821521	0.018880588978136	0.951272348718435
FAAP20	8.47751942626591	10.5817932566363	0.319870045955799	0.484935843513517
SKI	11.9081881027378	11.3981198765632	-0.0631580447836911	0.494879975951158
MORN1	0.837784701544278	0.726135364885998	-0.206341021979278	0.129527969864969
RER1	94.0796293705742	97.5765930244027	0.0526527344857204	0.334947712128535
PEX10	23.7548850062809	23.9282189536606	0.0104887940179986	0.898523492274276
PANK4	22.1502992352221	23.7816207920417	0.102520853901856	0.342150879036381
LOC115110	15.9065106037955	15.4653276905245	-0.040579985114143	0.768349200133279
TNFRSF14	48.8349525759718	51.1702145709195	0.0673901872819434	0.282205090023775
FAM213B	8.35440931900842	8.54639418151125	0.0327780301661093	0.829404234145746
TPRG1L	59.9185460953567	57.4455751865864	-0.0608068458226888	0.59320326470844
WRAP73	39.40413466648	37.9609043113022	-0.0538326583699897	0.669226667887289
TP73	8.29874751624912	7.82964787367883	-0.0839461889661676	0.536399917995271
TP73-AS1	1.78306767775525	1.69882252068829	-0.069826323420841	0.473919394902759
LRRC47	58.1668176126669	62.4838821155677	0.103287716245301	0.32822614803678
CEP104	24.8212912823217	23.8816874742503	-0.055673390307336	0.638442720727254
DFFB	8.7201266571988	7.73688234311995	-0.172596755304817	0.176515759113895
C1orf174	33.6084951944827	31.7504969642166	-0.0820467746878097	0.409626777007401
LINC01134	2.40714304014601	2.34358578979325	-0.0386042665368344	0.902522567639291
NPHP4	8.35097001275524	8.08228433804944	-0.0471806775578654	0.750444172674135
KCNAB2	68.7757024707073	66.639694459779	-0.0455171841913117	0.716845054607858
RPL22	538.542911011367	556.303149556399	0.0468099704970502	0.623663566359671
RNF207	2.07014691460119	1.69431067751288	-0.289034717925196	0.194461713478491
ICMT	49.6453309529563	46.7907187079928	-0.0854356527214519	0.53900735495016
LINC00337	0.653516792212241	0.642538223340903	-0.0244420268002635	0.94480601314693
GPR153	0.39548622022032	0.458885785154735	0.214507688980192	0.41995638449875
ACOT7	44.0941361424341	45.6271959938935	0.0493071843265001	0.682529091379677
PLEKHG5	0.630564546169461	0.59180663197864	-0.0915181920626227	0.256541479158659
NOL9	12.8591785899033	11.8558501480196	-0.117199372158133	0.157979917173336
ZBTB48	18.0190654059786	17.9690066737396	-0.00401352599115737	0.959965655147506
KLHL21	30.710711729111	30.545053416559	-0.00780318417616318	0.937399511684466
PHF13	16.9316932165732	16.9201139465178	-0.000986969827464931	0.973737767077209
THAP3	10.4721026006705	11.4133662651707	0.124173226436083	0.355959849577063
DNAJC11	46.9482147456385	48.5941090427379	0.0497111307226849	0.582444325739964
CAMTA1	6.21519076753978	6.63379604476777	0.0940359836438204	0.203286140311961
VAMP3	40.2667756395207	38.7820824180385	-0.0541996815997483	0.514772999474189
PER3	0.283454837362389	0.221207090349939	-0.357721260992844	0.157762660809506
PARK7	375.503631765891	424.014913609812	0.175288147536812	0.403346390940462
ERRFI1	1.10260499383297	1.02770170294388	-0.101494466958637	0.613864920302635
RERE	11.2532366668022	9.56892936389927	-0.23391059002888	0.403235591465748
ENO1	572.499447859056	560.804073014998	-0.0297774744079241	0.400934141819877
H6PD	2.8177007760163	2.27353699200463	-0.309579935767815	0.271445512940835
SLC25A33	16.6581247184365	16.5637296250984	-0.00819844058791302	0.898892626722885
TMEM201	8.98763768138288	9.34662488472412	0.0565035279636914	0.515405365802255
PIK3CD	2.58215767382241	2.52641791555769	-0.0314837914451946	0.845888385141494
CLSTN1	69.2000434768167	69.5196269550856	0.00664739634278398	0.921280828689365
CTNNBIP1	20.1265738927613	20.5656335591512	0.0311339111758184	0.79161977567803
LZIC	28.5287621975716	26.3719923532965	-0.113410584647255	0.448181830684545
NMNAT1	7.93236045481216	7.62676970528716	-0.0566780992320762	0.545700624974916
UBE4B	40.5017194591123	37.2405106547252	-0.121110301676852	0.417279330653505
KIF1B	13.8676433145515	11.8599787345846	-0.225621211932497	0.449084870367473
RNU6-2	2.10561580094523	2.65022112372916	0.331870516848655	0.361252176981486
PGD	133.661280372752	134.090662096826	0.00462717401253713	0.893158130171659
APITD1	5.24138957042372	4.78811949120555	-0.130490186115182	0.434212453997086
DFFA	24.5725859182363	24.4553598330094	-0.00689899654220905	0.899191210832878
PEX14	19.0857268974715	22.6806149020253	0.24896562024848	0.0720633402199965
TARDBP	99.4124004408462	99.9734315785136	0.00811892167090715	0.898046241856391
SRM	217.275027445795	233.842598458075	0.106015397999389	0.214431179302676
EXOSC10	77.6387442382341	65.0342974010988	-0.255576024714426	0.341080445942589
MTOR	23.0586847226737	19.5114660551821	-0.240988039953646	0.470770542791753
UBIAD1	26.6744876507361	23.8608571779797	-0.16081468942884	0.484174057574885
PTCHD2	1.07209878741805	0.846319739813321	-0.341163125543783	0.14659941130126
FBXO2	3.33358137316285	5.32256231532097	0.675047991592456	0.17481927160045
FBXO44	12.4668289464712	12.869079704391	0.0458143380472747	0.523450174953745
FBXO6	8.51202769746252	8.65174072613229	0.0234875862506745	0.740968404902108
MAD2L2	75.3974844417362	77.7447488199877	0.0442288430651494	0.594231975065337
AGTRAP	88.9563935458904	83.212934381378	-0.0962905055619544	0.253295170928669
C1orf167	2.41681547567694	3.02690228293792	0.324734774329009	0.0456166327494748
MTHFR	15.6190392020896	14.1920473213866	-0.138222984273528	0.343720078349288
CLCN6	6.61253350875441	5.75893666308178	-0.199400672717823	0.338414880910318
NPPA-AS1	1.52181812966564	1.18356329168635	-0.362659097665315	0.461868765233849
KIAA2013	94.5810418193925	101.567487694062	0.102815723047267	0.227968845202918
PLOD1	28.0549071964729	26.3529810758078	-0.0902869702765608	0.393502621732601
MFN2	59.1241323326349	58.6327117140467	-0.0120413248314462	0.885528166935472
MIIP	29.3797410599504	33.7396326005572	0.199622583163769	0.332496079804941
TNFRSF1B	9.49862499724703	9.6951021906385	0.0295374182637456	0.73536073765407
VPS13D	6.16572505826898	5.08737965270795	-0.277347796966946	0.453601221248761
DHRS3	0.637758439370471	0.794869335469835	0.31770763764124	0.448728791052798
PRDM2	16.7219703473547	13.8883694481772	-0.267867619066697	0.450019369523671
KAZN	2.69374979397815	2.59788248048137	-0.0522796843011555	0.816639666097703
TMEM51	1.29458305809359	1.62795265257199	0.330571211928383	0.123154553811097
EFHD2	30.8087316260393	35.6826885586274	0.211885032237009	0.312163002863624
CASP9	7.94644372716762	7.89550342987681	-0.00927809780545155	0.886030508847948
DNAJC16	13.1177087401976	11.4834547799321	-0.191959007632492	0.472840335100315
AGMAT	15.9934143081515	16.191362941623	0.0177464712969758	0.655185973790201
DDI2	6.96999133634044	5.19478624736996	-0.42409247582175	0.416192326810877
RSC1A1	8.20519542834776	6.16771412042992	-0.411801799252515	0.508527354634858
PLEKHM2	61.3345634504549	57.3227810631453	-0.0975916903548455	0.50318693304997
SLC25A34	2.14579432094472	1.53327788260526	-0.484892610685706	0.1931394382906
UQCRHL	32.0551243076179	35.5467453723302	0.149162470641743	0.58133878017532
FLJ37453	3.46778062463811	4.42848566609194	0.352800814151581	0.317601993786218
SPEN	25.6082417793381	21.036482719492	-0.283714695702836	0.417775402439197
ZBTB17	17.6944411190629	18.5314546754058	0.0666799391665157	0.455619431179726
ARHGEF19	5.09666764714866	5.72233633290741	0.167050016800601	0.409786769756833
RSG1	5.04286175103705	5.44630926892494	0.111036233547537	0.283967425189097
FBXO42	13.1971590893747	12.5894957272333	-0.0680069016100914	0.517926373439322
SZRD1	96.9394281412607	94.8761923157181	-0.031037460786006	0.727353783841927
NECAP2	100.897613355917	101.864761873117	0.0137630164363549	0.741541508143441
CROCCP3	1.54263395209991	1.58774080168245	0.0415796431905354	0.840516644369448
NBPF1	5.56537950027896	5.56861403108683	0.00083823323127368	0.995326305754984
CROCCP2	83.4700287493341	89.7030386209196	0.103898588342596	0.287586627325726
MST1P2	4.24040843441414	3.63682384896842	-0.22152418131128	0.310435698634075
MST1L	1.08534387082666	1.17866863757905	0.119005980484189	0.462198335076216
CROCC	8.46718766883166	9.8116657069944	0.212615215042553	0.38995637095614
ATP13A2	15.4494604752926	15.7085595903977	0.0239944402207128	0.791786828883446
SDHB	158.679647900096	176.403766314683	0.152764262182237	0.541347012501497
RCC2	134.980850632575	150.023111696348	0.152430020571828	0.356930991562144
ALDH4A1	9.96553834119914	10.5917141603743	0.087916446554851	0.312489751315027
IFFO2	9.11157211957389	9.09884610021642	-0.00201640267504564	0.988709413411673
UBR4	26.3359790925645	22.0996191086246	-0.253013590863197	0.452053267342703
EMC1	30.3892255088006	27.9650761215628	-0.119933649834272	0.244051200343766
MRTO4	69.5139377114659	74.1060416286705	0.0922888949807931	0.369399626227607
AKR7A3	0.627185311927331	0.828343152298974	0.401336774061354	0.290478143309333
LOC100506730	4.75664102657031	4.11629360932931	-0.208597261054586	0.382443814951844
AKR7A2	37.879502478761	39.9564569471596	0.0770112788009259	0.646827511284368
PQLC2	8.96125596539119	9.46543485080216	0.0789678387237339	0.456521077594145
