KB528_24	JQ1_6	LOG2_FOLD_CHANGE	P_VALUE
WASH7P	45.2238438209517	19.1781033106071	-1.23762357306098	0.0187376158620264
LOC100133331	1.86492786030192	0.880195087551728	-1.0832245997419	0.0183274244785327
LOC100288069	13.8141634228435	5.56834325126363	-1.31082814450214	0.0327550225174337
LINC00115	4.51318343494413	2.04062626305102	-1.14513343737699	0.00228984279849526
LINC01128	4.32438696227211	8.19736758283838	0.922665065477563	0.000926773563570335
NOC2L	74.1988056815447	87.9890242704675	0.245927608411851	0.0186373545562728
KLHL17	17.280612881957	5.77889850887919	-1.58028794756454	0.0132069795238264
PLEKHN1	5.63389657414523	5.11014909350632	-0.140767695482445	0.365027327435794
ISG15	14.1467336087715	16.8334278543162	0.250860005652567	0.0990991701685537
AGRN	0.6409940041977	0.77413119668175	0.272267227255494	0.291228035839727
C1orf159	14.2018003013819	6.77033376692969	-1.0687749623035	0.0011602196255214
SDF4	225.811789487161	165.108519346675	-0.451706247224339	0.00181947399468141
B3GALT6	27.8159808658247	7.54701485613576	-1.88193596053393	0.00107484784812165
UBE2J2	72.565756823826	61.834438952629	-0.230878335943421	0.052367265168915
SCNN1D	0.990132924071033	0.492121148382863	-1.00860870206197	0.071207696870553
ACAP3	17.9385955922483	25.2117282390978	0.491028070430551	0.00440763126324369
PUSL1	26.4513620455426	29.9052140021366	0.177055029428441	0.126961572666222
CPSF3L	81.4791840009164	68.070552699658	-0.259400708291505	0.0751468143174996
CPTP	55.8606228230044	48.1051660609673	-0.215639824414181	0.0554104855276491
TAS1R3	0.816043592337712	0.500914675430418	-0.704081342532252	0.0400169532226449
DVL1	29.253352488034	14.5321470252321	-1.00935410264438	0.00417368220548416
AURKAIP1	174.949095280596	181.84279769479	0.0557565817005223	0.591835322104958
CCNL2	106.022695295855	96.9675688274322	-0.12879890396967	0.45201405762764
LOC148413	88.0801742774197	72.3143754724522	-0.28453485247031	0.0107283286086754
MRPL20	189.660309908995	146.561699650264	-0.371909659147373	0.0354188243220529
ATAD3C	25.6916605257408	15.3742224075138	-0.740786694642078	0.0215085116961086
ATAD3B	23.9271164370906	23.8152935616131	-0.00675820943788029	0.969255534636814
ATAD3A	21.7540427946714	32.4687511496972	0.577768357228677	0.00539507624446835
SSU72	259.146709394903	112.140540997501	-1.20846113981879	0.00406528010788409
MIB2	24.5850712779436	8.80268198514195	-1.48176748433925	0.0161339932036288
CDK11B	38.8615685209325	32.298772495004	-0.26686479501958	0.025395634359466
SLC35E2B	82.3408521198575	39.0045167231297	-1.07796718100068	0.00874063198439597
CDK11A	20.652696448179	12.4591491769398	-0.729124602952811	0.0165582638806849
SLC35E2	21.4362276298126	10.9959929029636	-0.963073160302414	0.0228590646665307
NADK	62.7200750605919	48.0372925419807	-0.384772445253751	0.0252816407662817
GNB1	245.359953585908	151.867193634747	-0.692089546426722	0.00281861143504802
TMEM52	0.852042906769891	13.0735625744889	3.9395824392191	0.00438270858428259
FAAP20	12.8071333589691	5.82895917339869	-1.13563738907334	5.22132315474336e-05
SKI	13.1530897065731	34.787193627352	1.40315456430526	1.78752930567584e-05
MORN1	1.88882437621222	0.758152897386187	-1.31692783301646	0.00232386679809646
RER1	118.072081642826	87.0999598162262	-0.43892391886197	0.0158939258050344
PEX10	43.6569388782996	11.2884585966814	-1.95136247138337	0.0022377425966776
PANK4	23.4323517188807	22.4896377776037	-0.059241328319448	0.259451230001166
LOC115110	30.916228708945	5.10291915116766	-2.59896965454243	0.00920274699589732
TNFRSF14	51.0802481283305	25.8543565817891	-0.982358131133213	0.006811566824993
FAM213B	6.47967177052722	8.34369212425356	0.364765189650332	0.01475495810405
TPRG1L	105.925477982306	111.554395789304	0.0746977251588945	0.285098992820926
WRAP73	41.0953313114262	36.9081281475557	-0.15503593302679	0.167645603708157
TP73	1.59446661228102	6.88674475219898	2.11074831825172	0.00332916342784889
TP73-AS1	3.20391647592315	1.01488877138811	-1.65851491684622	0.0038154104687755
LRRC47	77.7193704540648	64.1013438025078	-0.277919613374097	0.040263608037288
CEP104	39.2706688549253	25.1926262657172	-0.640450642966427	0.0144847368324451
DFFB	8.57903739234545	2.56107493875875	-1.74406631198201	0.002157360427336
C1orf174	26.0609866154318	33.224078123364	0.350337466832722	0.00403540276624797
LINC01134	4.59610947871126	1.82710622645299	-1.33085264968901	0.00136705022927056
NPHP4	11.6256924205597	11.1005759162183	-0.0666821170719348	0.582831823816392
KCNAB2	45.3476541792658	45.9840223043715	0.0201047441852859	0.820881820171823
RPL22	518.521670175223	474.581987292517	-0.12774693949842	0.260194306796944
RNF207	6.1045492723647	1.08473318161836	-2.49254456029073	0.0345091671861654
