KB528_24	CCS1477_24	LOG2_FOLD_CHANGE	P_VALUE
WASH7P	45.2238438209517	46.6977599742253	0.0462697277305602	0.835463025520376
LOC100133331	1.86492786030192	1.69717626185746	-0.135983419668717	0.415127463904839
LOC100288069	13.8141634228435	11.5533437375275	-0.257837743104863	0.375698875053454
LINC00115	4.51318343494413	4.42433791803569	-0.0286838383728877	0.913684583408127
LINC01128	4.32438696227211	6.02492430947761	0.478447490441318	0.0121124984442594
NOC2L	74.1988056815447	110.40494430384	0.573336912042626	0.00194240385981265
KLHL17	17.280612881957	18.4696234812167	0.0960000703929987	0.731423641988224
PLEKHN1	5.63389657414523	15.4510627048316	1.45550108392355	0.0119441084475992
ISG15	14.1467336087715	8.31509805423806	-0.766663800919438	0.00057281090570992
AGRN	0.6409940041977	1.41091473445716	1.13824803727791	0.00133943690118602
C1orf159	14.2018003013819	17.1695267147884	0.2737764458014	0.210253039355306
SDF4	225.811789487161	226.596366258197	0.00500391576563584	0.932925316998208
B3GALT6	27.8159808658247	27.0450552458265	-0.0405491352361453	0.651572102114075
UBE2J2	72.565756823826	84.4983408826182	0.219634101455291	0.043482469724767
SCNN1D	0.990132924071033	0.962693971554577	-0.0405449620177126	0.890420741414087
ACAP3	17.9385955922483	36.2716818982646	1.01577669737031	0.0142545844855942
PUSL1	26.4513620455426	30.0261333098001	0.182876688044753	0.126385960486006
CPSF3L	81.4791840009164	89.9871482890059	0.14328744246296	0.243350921377689
CPTP	55.8606228230044	48.0951233777762	-0.215941040333055	0.0887403661781524
TAS1R3	0.816043592337712	0.611438380288314	-0.416439108021829	0.119705468535215
DVL1	29.253352488034	30.4253017039442	0.056669599411891	0.699277250703853
AURKAIP1	174.949095280596	181.414267683097	0.0523527199813188	0.509784241100057
CCNL2	106.022695295855	141.218836891888	0.413559417381659	0.137707582672948
LOC148413	88.0801742774197	105.471096610328	0.259958467142944	0.00748375868646127
MRPL20	189.660309908995	225.064867574699	0.24692307248416	0.069383606072496
ATAD3C	25.6916605257408	19.7475284328205	-0.379628039449473	0.067609579936007
ATAD3B	23.9271164370906	33.5988043394307	0.489763351816294	0.0807188647570681
ATAD3A	21.7540427946714	31.890855382493	0.551859256472539	0.00980213775683811
SSU72	259.146709394903	247.845076087342	-0.0643304775001392	0.441425170495602
MIB2	24.5850712779436	20.8614942119364	-0.236940042775659	0.250695028535806
CDK11B	38.8615685209325	41.523697665948	0.0955907889424134	0.235412798687353
SLC35E2B	82.3408521198575	85.1560354871403	0.0485004067001243	0.709617990783298
CDK11A	20.652696448179	20.4653142889253	-0.0131493318141806	0.91795651228691
SLC35E2	21.4362276298126	22.5972639511426	0.0760970623562249	0.692910206717287
NADK	62.7200750605919	71.2509036718467	0.183981025906542	0.154778946536819
GNB1	245.359953585908	262.078154025828	0.0950973015510783	0.0973737971170528
TMEM52	0.852042906769891	1.66543336674516	0.966899645633213	0.0565500982477626
FAAP20	12.8071333589691	9.11189597194865	-0.491124409694644	0.0030339186283383
SKI	13.1530897065731	24.5111635783979	0.898037239117253	0.0115485397744344
