GNE781_6	Lenalidomide_6	LOG2_FOLD_CHANGE	P_VALUE
WASH7P	29.6632250485867	32.4121034288123	0.12785719023053	0.136129086469865
LOC100133331	0.863692899513721	0.896999116768749	0.054588135430351	0.691986812303331
LOC100288069	6.01168318705064	5.29227469495395	-0.183881035397586	0.569173537075272
LINC00115	1.92598752037513	2.71516838481796	0.495443316348987	0.153271308379204
LINC01128	6.44196085224119	6.13262031514956	-0.0709962603747749	0.508385943286106
NOC2L	112.670088086812	119.380876760585	0.0834671980663918	0.221442109766442
KLHL17	10.0921369342699	9.24079789496896	-0.127142355273891	0.391325705507712
PLEKHN1	3.12625802114239	5.68624353175232	0.863039034434481	0.00312987736775496
ISG15	21.5656686281413	19.112462816584	-0.174222751677802	0.309746596662505
AGRN	0.437301102455969	0.34523490274114	-0.341048659285584	0.134628484068121
C1orf159	14.9028012840867	16.9771188833965	0.188008105853991	0.0620089104487233
SDF4	203.709203546846	206.027008475743	0.0163223129757383	0.666028005032063
B3GALT6	21.6620844898997	17.6796840098691	-0.293079587095666	0.00108666736842943
UBE2J2	72.456655576884	67.56884280673	-0.100760068493192	0.0892725920064867
SCNN1D	0.34263090306186	0.305979660445901	-0.163219523882576	0.611150593366905
ACAP3	23.0872002364044	21.4649585049219	-0.105109845578943	0.227612598828621
PUSL1	49.410628753903	51.5091727973284	0.0600079572319343	0.363481964063442
CPSF3L	69.7979814227207	68.5351432749473	-0.0263413546197625	0.614002511667046
CPTP	49.1382111300847	50.2043816722425	0.0309679457798273	0.686107060253431
TAS1R3	0.157572863793187	0.325632235602264	1.04722442034445	0.0929981041672598
DVL1	28.3212438023344	26.6542753894801	-0.0875176643850185	0.241696811205804
AURKAIP1	256.094166531615	239.06337100754	-0.0992812916844339	0.067732888650122
CCNL2	61.7323766473914	66.8295243415894	0.114458270815918	0.342749415292818
LOC148413	66.2001287942006	69.2426488505674	0.0648268916584428	0.144655353222771
MRPL20	249.929939430791	246.188826445332	-0.0217584490986239	0.674892641427124
ATAD3C	19.7396195479791	20.3250730009751	0.0421663497500207	0.437835330282357
ATAD3B	29.3080627416368	38.2818828062755	0.38536417794072	0.00437151550206714
ATAD3A	53.1155986678813	63.576239964226	0.259352089695745	0.000235856570564928
SSU72	180.552332281145	186.118020741139	0.0438006936602308	0.464126754074983
MIB2	7.88087472041947	8.06789391461826	0.0338363466197968	0.759090984221883
CDK11B	38.7153179470772	32.6145699366548	-0.247387885310122	0.00769241244599162
SLC35E2B	32.5027922422792	39.7425506623072	0.290120805023473	0.0669139866945107
CDK11A	12.7968025692641	11.7060507495338	-0.128528942682786	0.104099720460852
SLC35E2	7.25037198887384	8.5860043682385	0.243931890580674	0.0208000517492591
