CCS1477_24	Lenalidomide_0	LOG2_FOLD_CHANGE	P_VALUE
WASH7P	46.6977599742253	35.0583560044595	-0.413595002327234	0.156211852221397
LOC100133331	1.69717626185746	0.822181536834463	-1.0456075253619	0.0015458875541266
LOC100288069	11.5533437375275	6.53975427998785	-0.82100211790431	0.087331351284012
LINC00115	4.42433791803569	3.24276478415904	-0.448237197763426	0.227412317843064
LINC01128	6.02492430947761	5.03857350926163	-0.25792777266454	0.0646776294312706
NOC2L	110.40494430384	96.0408303654564	-0.201085000064636	0.0555224277992267
KLHL17	18.4696234812167	9.96755867915277	-0.889842357544848	0.093721464535305
PLEKHN1	15.4510627048316	4.48868667470003	-1.78334076835325	0.0146460125388759
ISG15	8.31509805423806	12.5734495816588	0.596575332410746	0.0315687933603768
AGRN	1.41091473445716	0.362884598128154	-1.95904807337413	0.000555179888200851
C1orf159	17.1695267147884	15.8828084911355	-0.112384230576493	0.527551570718552
SDF4	226.596366258197	184.024212636233	-0.300229127385176	0.0209675291010507
B3GALT6	27.0450552458265	18.2451912166106	-0.56784857353548	0.00407313538389359
UBE2J2	84.4983408826182	66.3951585168046	-0.347844969274592	0.0173552728379507
SCNN1D	0.962693971554577	0.17710624357884	-2.44246218338749	0.0186973430533172
ACAP3	36.2716818982646	23.5608507334896	-0.62245201101091	0.0426869457344122
PUSL1	30.0261333098001	39.6116342867165	0.399705524610181	0.0149222560797157
CPSF3L	89.9871482890059	73.6280614658132	-0.289463256846923	0.0604250043667788
CPTP	48.0951233777762	40.4656171992164	-0.249194018585578	0.102416213036891
TAS1R3	0.611438380288314	0.674836686827659	0.142331292697954	0.650829552888646
DVL1	30.4253017039442	31.724363698327	0.0603196588548556	0.659178491834193
AURKAIP1	181.414267683097	212.243798356606	0.22643447573638	0.00471630511127936
CCNL2	141.218836891888	80.9538366618739	-0.802761178381854	0.0521235088650832
LOC148413	105.471096610328	72.5798760052943	-0.53920619846286	0.00336836979852273
MRPL20	225.064867574699	218.817842304952	-0.0406104913483084	0.368176389541659
ATAD3C	19.7475284328205	25.8327137849835	0.387527110469824	0.00110103275734845
ATAD3B	33.5988043394307	38.5608606993244	0.198727360071678	0.257583702492125
ATAD3A	31.890855382493	49.3092079028117	0.628714283399863	0.00312181571423653
SSU72	247.845076087342	226.238552590676	-0.131593801878137	0.0948125763276957
MIB2	20.8614942119364	10.6390191034253	-0.971477351769875	0.0246631296961776
CDK11B	41.523697665948	27.3247164246632	-0.603728397022265	0.00697503067900061
SLC35E2B	85.1560354871403	47.0920811942828	-0.854624302717883	0.0181171999019023
CDK11A	20.4653142889253	10.7510523139118	-0.928702944798008	0.00671431162967182
SLC35E2	22.5972639511426	10.0736458888083	-1.16556218043636	0.0230956437931486
NADK	71.2509036718467	58.1871188410069	-0.292208499691235	0.075514904120864
GNB1	262.078154025828	180.921590003948	-0.534632520297741	0.00204083167186386
TMEM52	1.66543336674516	2.02734242011056	0.283692148409492	0.365780160535711
FAAP20	9.11189597194865	7.29959803632221	-0.319934254339227	0.0399506209226251
SKI	24.5111635783979	11.0978512398235	-1.14315860278178	0.0123723445094286
MORN1	2.51235218234931	0.810439832311767	-1.63226172784692	0.00277524573541982
RER1	118.088525035367	93.9196655522996	-0.33036960503505	0.0035131747060862
PEX10	33.159523228857	24.3910577201363	-0.443070941685863	0.00600805132491818
PANK4	30.04929573652	22.7109758015963	-0.403941484651902	0.0373603719201012
LOC115110	19.6314031450644	15.8701703286634	-0.306845680253041	0.0826808883743455
TNFRSF14	39.9960945519576	46.3099408075732	0.211462779159264	0.0975532827081208
FAM213B	11.0565027241981	8.07354567563857	-0.453620810590069	0.0609843104770842
TPRG1L	117.817682003203	63.6278196438629	-0.888826483949197	0.000252003104146102
WRAP73	36.9212715151078	40.5107324431122	0.133851931342898	0.347166848702212
TP73	2.93383942258521	7.59414106704962	1.37209688803303	0.000501898941949931
TP73-AS1	3.89890023429065	1.82601356129268	-1.09436975943155	0.0255684594570515
LRRC47	83.8818666186079	57.7321853625191	-0.538983128638762	0.0103808446435324
CEP104	40.6263537622907	24.9122881320282	-0.705558352067301	0.0123233304995118
DFFB	5.67395544000008	8.93294535764178	0.654781116522202	0.0264878729534206
C1orf174	25.8038979221836	32.8623545320101	0.348846835840788	0.0191623535256657
LINC01134	5.09451702746992	2.61592720946901	-0.961622984790792	0.0507735917478214
NPHP4	15.0601210589322	7.74949770059547	-0.958558659657234	0.0122614659207297
KCNAB2	73.8574314280395	69.7344627001478	-0.0828712794420177	0.186776324843048
RPL22	397.774727356494	561.920183290164	0.498413603213114	2.09990844654677e-05
