KB528_0	JQ1_0	LOG2_FOLD_CHANGE	P_VALUE
WASH7P	33.0696110135168	31.9145098738609	-0.0512935838847595	0.355077643615126
LOC100133331	0.902304972804705	0.747742776670771	-0.271073068075131	0.0168796472473316
LOC100288069	6.41405156228677	5.93345025491116	-0.112364686931288	0.513969124484261
LINC00115	3.24680450572929	2.87172230365375	-0.177104273823402	0.0469539590611728
LINC01128	4.87270788534556	4.87598312045849	0.000969394892120271	0.989780695717049
NOC2L	93.1980079350242	96.5380740320228	0.0507989265447704	0.423953023290235
KLHL17	10.1635163329879	9.26107410645057	-0.134148193196161	0.159362010786741
PLEKHN1	4.02902643413473	4.31916088920105	0.100319787159568	0.533485697552666
ISG15	13.6982708120135	12.6659559084462	-0.113037825113251	0.424330916300635
AGRN	0.33118685645474	0.353765745952748	0.0951489441743728	0.607743608581273
C1orf159	17.8178295865053	18.0333827763431	0.0173484378814664	0.888290845413843
SDF4	192.552139553325	194.683587489226	0.015882111114781	0.801153447172969
B3GALT6	20.1057176109378	20.9247349080994	0.0576035160727162	0.405122644407044
UBE2J2	66.910583673123	68.0984207618832	0.0253869125914848	0.48910176711108
SCNN1D	0.340265623968376	0.254724438756219	-0.41772402623319	0.414754634702457
ACAP3	25.0016921325944	22.2664431547207	-0.167154620646901	0.0681646215375129
PUSL1	42.039481893297	40.8351965987909	-0.04193171572351	0.587073338140971
CPSF3L	73.4889041171943	73.533397367063	0.000873203483418998	0.985129571810347
CPTP	45.0832037028479	43.2422451947299	-0.0601486082977481	0.310487206432732
TAS1R3	0.525580633811205	0.566520355069644	0.108215675664482	0.737698710556917
DVL1	30.1495131629851	32.2482984765221	0.0970883348316629	0.425568539113893
AURKAIP1	215.392424276387	225.114211349784	0.0636896275996831	0.46313517789712
CCNL2	75.2253974234395	65.5197361076956	-0.199290277202002	0.121559343475926
LOC148413	69.7236130962913	73.4757095415654	0.0756200535436647	0.320956438599812
MRPL20	218.455238770389	227.719774127025	0.0599218704118103	0.0892959210982657
ATAD3C	26.4266090439646	27.3519839488596	0.0496541652197285	0.536918578912289
ATAD3B	37.9227965409042	35.1610229546662	-0.109088312788769	0.357806927402207
ATAD3A	50.3678922234583	51.5274386619325	0.0328365215462885	0.642800641462161
SSU72	237.461432834646	234.767536347175	-0.0164602915816141	0.680993196963291
MIB2	10.6781714628293	10.3305418952473	-0.047748686430699	0.74766423147063
CDK11B	26.4490369224417	28.1182082102247	0.088289472753109	0.14184043024576
SLC35E2B	47.5335514680435	45.7572884292237	-0.0549446358544324	0.106730043680663
CDK11A	10.7474649333504	9.61188541983794	-0.161105047343299	0.201763201281421
SLC35E2	10.1020692469144	9.41691553303669	-0.101324341932964	0.272285047814661
NADK	58.5477491902216	58.5676208459896	0.000489581162523835	0.990262277853017
GNB1	180.777601296634	186.321187538743	0.0435758038184905	0.19201762589608
TMEM52	2.47781032129569	2.48618984722665	0.00487071377035094	0.983097195720839
FAAP20	8.47751942626591	7.82647008654652	-0.115280418789761	0.120395708941523
SKI	11.9081881027378	11.6055948649828	-0.0371334433751751	0.261350183537027
MORN1	0.837784701544278	0.817360185598868	-0.0356075699538776	0.763113371322841
RER1	94.0796293705742	94.1989329792357	0.00182834142627989	0.915777671685781
PEX10	23.7548850062809	24.2950188374743	0.0324363281664981	0.647460739549491
PANK4	22.1502992352221	22.3198904658504	0.0110037584805512	0.806983037915975
LOC115110	15.9065106037955	14.0383592588558	-0.180243058029042	0.0976078503668881
TNFRSF14	48.8349525759718	46.7978684714547	-0.0614712756279914	0.129076867335416
FAM213B	8.35440931900842	8.72307971149564	0.0622997439208647	0.671500411817815
TPRG1L	59.9185460953567	63.4782569499054	0.0832598960586415	0.0681423758115363
WRAP73	39.40413466648	40.3081280901665	0.032723766701909	0.701104513526864
TP73	8.29874751624912	8.11117598134754	-0.0329825193258061	0.525334688221459
TP73-AS1	1.78306767775525	1.51550081456564	-0.234566835086835	0.0427525783940766
LRRC47	58.1668176126669	55.9802138681333	-0.0552793758491042	0.0273048253848416
CEP104	24.8212912823217	24.6357073565998	-0.0108272751420297	0.809699060638955
DFFB	8.7201266571988	8.58546755773646	-0.0224523854713011	0.743750223149437
C1orf174	33.6084951944827	32.1407574245054	-0.0644220203000369	0.46832057041842
LINC01134	2.40714304014601	2.16288703353452	-0.154363557862313	0.518322975623661
NPHP4	8.35097001275524	7.83216053676874	-0.092533448225833	0.15600330177138
KCNAB2	68.7757024707073	68.0588697348918	-0.0151157777908898	0.760857444988446
RPL22	538.542911011367	576.64114737834	0.0986124838307866	0.0204536396609313
RNF207	2.07014691460119	1.78385777951801	-0.214732557805331	0.175476954040025
ICMT	49.6453309529563	50.3967995643432	0.0216740771961583	0.302035406682702
LINC00337	0.653516792212241	0.468025048268355	-0.481638563181844	0.408785464534795
GPR153	0.39548622022032	0.479133963317663	0.276801653966383	0.266680193670374
ACOT7	44.0941361424341	41.9514002666312	-0.0718678455918231	0.0626180468282965
PLEKHG5	0.630564546169461	0.655972644095285	0.0569915956584428	0.770159291782014
NOL9	12.8591785899033	12.0058936794498	-0.099055693025718	0.194829050631092
ZBTB48	18.0190654059786	17.2466893080448	-0.0632047376293568	0.453835970003458
KLHL21	30.710711729111	30.3231486970956	-0.0183223796025636	0.559170949888927
PHF13	16.9316932165732	17.2640502420283	0.0280447145134542	0.765230536218329
THAP3	10.4721026006705	11.3426598406026	0.115207852966609	0.0711792387796087
DNAJC11	46.9482147456385	45.3009795803515	-0.0515280517622819	0.341624472488634
CAMTA1	6.21519076753978	6.28827119789877	0.016864765194562	0.711614375509871
VAMP3	40.2667756395207	39.7954547266532	-0.0169862916820602	0.719031326855455
PER3	0.283454837362389	0.382119058413399	0.430903324751221	0.190964287531426
PARK7	375.503631765891	397.576295615389	0.082404881622304	0.0438590428754725
ERRFI1	1.10260499383297	0.835721809214896	-0.399821350286574	0.131149649267596
RERE	11.2532366668022	10.5189929575688	-0.097343416548632	0.0214394196993557
ENO1	572.499447859056	586.400047293906	0.0346109180083961	0.133620116296818
H6PD	2.8177007760163	2.52853558503456	-0.156216331478764	0.237742086709722
SLC25A33	16.6581247184365	15.2872560250123	-0.123896524610184	0.172090853572485
TMEM201	8.98763768138288	9.03946686764345	0.00829572112551668	0.8910868500378
PIK3CD	2.58215767382241	2.39845996159508	-0.106468742075606	0.5384604810987
CLSTN1	69.2000434768167	69.3238146448568	0.00257809882393275	0.929629482704755
CTNNBIP1	20.1265738927613	20.2202196300508	0.00669706172893691	0.827264901125253
LZIC	28.5287621975716	30.0376725654526	0.0743558788126812	0.0692167738946802
NMNAT1	7.93236045481216	7.93154459687116	-0.000148391484032251	0.998066765906504
UBE4B	40.5017194591123	39.3740676365398	-0.0407373960254366	0.0736939577954985
KIF1B	13.8676433145515	13.4559693431218	-0.0434763112069465	0.312190558315736
RNU6-2	2.10561580094523	2.12596123233352	0.0138730685597674	0.941745132900352
PGD	133.661280372752	136.308773303823	0.0282968226912298	0.387770963354164
APITD1	5.24138957042372	4.96884665959465	-0.0770383219263579	0.417659393491661
