GENE	H3k18ac_7_DMSO_compare_TSS_SIGNAL	H3k18ac_7_DMSO_compare_DISTAL_SIGNAL
A1BG	0.0	939.3027
A1BG-AS1	0.0	939.3027
A2LD1	2173.9908	660.6018
A2M	0.0	25.0665
A2ML1	0.0	0.0
A4GALT	0.0	2515.7547
A4GNT	0.0	1680.6536
AAA1	0.0	14218.4263
AAAS	3915.2897	17313.0158
AACS	1085.462	2501.1388
AACSP1	0.0	0.0
AADAC	0.0	991.5079999999999
AADACL3	0.0	0.0
AADAT	0.0	3898.4219999999996
AAGAB	1865.2465	2147.9707000000003
AAK1	9554.4	3172.4652
AAMP	2307.5499	16334.6082
AANAT	962.64	32849.7259
AARS	4366.6	8653.3229
AARS2	1627.7058	17405.100700000003
AARSD1	3209.6364000000003	3504.8627000000006
AASDH	2337.8995999999997	1012.7882999999999
AASDHPPT	4943.213200000001	537.5848
AASS	2299.2	5112.6773
AATF	2928.4	39.699600000000004
AATK	0.0	1140.7172
ABAT	0.0	96.17880000000001
ABCA1	1112.7787	7469.4203
ABCA10	0.0	1089.6591999999998
ABCA11P	2811.2016	5.9187
ABCA12	0.0	765.6279999999999
ABCA13	0.0	8321.560000000001
ABCA17P	0.0	482.323
ABCA2	0.0	5794.5671999999995
ABCA3	0.0	482.323
ABCA5	4249.2	3450.7487999999994
ABCA6	0.0	1807.5728
ABCA7	3145.6	30248.4195
ABCA9	0.0	1807.5728
ABCB1	0.0	2.6534999999999997
ABCB10	4293.8	662.5689
ABCB11	0.0	4196.2599
ABCB5	0.0	2927.5458000000003
ABCB6	2730.5895	5424.1348
ABCB7	1803.2179999999998	0.0
ABCB8	2832.0	14246.360799999997
ABCB9	3192.0577000000003	61584.5428
ABCC1	3369.793	4305.691000000001
ABCC10	2527.07	2044.0152
ABCC11	0.0	1245.2955
ABCC12	0.0	54.233000000000004
ABCC13	0.0	0.0
ABCC2	0.0	0.0
ABCC3	0.0	6860.1381
ABCC4	1000.9455	357.0204
ABCC5	0.0	1908.7263999999998
ABCC6	0.0	3844.1034
ABCC6P1	0.0	4755.0993
ABCC6P2	0.0	3289.0471
ABCC8	0.0	2512.4651999999996
ABCD1	1184.3067999999998	1308.6313
ABCD2	10403.6	7587.674800000001
ABCD3	1157.1935999999998	0.0
ABCD4	0.0	1533.8304
ABCE1	2472.1409	6152.090900000001
ABCF1	1786.8	19511.642399999997
ABCF2	1807.0	321.9526
ABCF3	4790.6	3458.3825000000006
ABCG1	3046.5035	30585.7235
ABCG2	0.0	14133.976700000001
ABCG4	0.0	8532.7342
ABCG5	0.0	0.0
ABCG8	0.0	0.0
ABHD1	1854.4453	55235.190500000004
ABHD10	2956.0409999999997	4818.3396999999995
ABHD11	3564.8732	3429.4529
ABHD12	3535.0	62535.6613
ABHD12B	0.0	5130.0756
ABHD13	2004.4132000000002	184.0772
ABHD14A	3148.512	1686.2006000000001
ABHD14B	4156.6705	1686.2006000000001
ABHD15	4937.6305	6277.8713
ABHD2	3013.2	61053.8938
ABHD3	4847.2515	5655.6239000000005
ABHD4	6821.461200000001	27099.068199999994
ABHD5	4107.2	153.8974
ABHD6	1480.7288999999998	1737.3443
ABHD8	1558.5808000000002	8445.2032
ABI1	4190.639999999999	8152.913699999999
ABI2	2183.082	1496.182
ABI3	0.0	5955.138
ABL1	2885.6953000000003	984.0695000000001
ABL2	2309.615	7713.1368999999995
ABLIM1	1883.3210000000001	1170.3174
ABO	0.0	303.1726
ABP1	0.0	8134.1847
ABR	6421.599999999999	20868.313700000002
ABRA	0.0	942.4566000000001
ABT1	2321.0	22506.0026
ABTB1	3916.6139999999996	12233.2236
ABTB2	580.8851999999999	251.4234
ACAA1	3954.851	231.4374
ACAA2	5044.1606	2485.8004
ACACA	7194.2357	2152.6552
ACACB	0.0	8788.910899999999
ACAD10	850.9266	41.9796
ACAD11	3207.6484	30274.621199999998
ACAD8	1717.3296	2498.1032999999998
ACAD9	4646.6	1800.5665999999999
ACADL	0.0	2666.7775
ACADM	3485.2244	2795.8878
ACADS	331.36830000000003	2074.7624
ACADSB	2405.2196	28.043
ACADVL	3743.3201	7499.7182
ACAN	0.0	3042.264
ACAP1	0.0	3300.0750000000003
ACAP2	4593.4	3445.441
ACAP3	2717.3589	814.9874000000001
ACAT1	1971.6312	911.4572
ACAT2	2612.9997	57.5042
ACBD3	3660.0	56057.9197
ACBD4	2909.5794	45884.5934
ACBD5	7522.378000000001	2787.5887999999995
ACBD6	8667.0	1119.1551
ACBD7	0.0	1156.9194999999997
ACCN2	0.0	5719.609600000001
ACCN3	0.0	13039.390599999997
ACCN4	0.0	371.9247
ACCN5	0.0	8522.15
ACCS	2960.1546	0.0
ACCSL	0.0	0.0
ACD	3420.8808	11071.5799
ACE	0.0	50.568000000000005
ACE2	0.0	105.3338
ACER1	0.0	950.0210999999999
ACER2	511.09799999999996	708.0152
ACER3	1774.1845	5824.5992
ACHE	0.0	33.451
ACIN1	2522.5577999999996	5178.216699999999
ACLY	2333.8	6066.089
ACMSD	0.0	210.644
ACN9	189.442	655.7067
ACO2	4851.3679999999995	17419.965900000003
ACOT1	0.0	0.0
ACOT11	0.0	4772.1476999999995
ACOT12	0.0	2.5641000000000003
ACOT13	3318.1112999999996	11952.3983
ACOT2	0.0	0.0
ACOT7	3291.1398	99.35309999999998
ACOT8	1993.3468	637.1158
ACOT9	1085.4194	3047.1324
ACOX1	6368.832	3145.2387999999996
ACOX2	0.0	1394.4032
ACOX3	1263.389	4205.8296
ACOXL	2537.8154999999997	35519.6648
ACP1	1070.24	2927.7284
ACP2	4664.384	2167.3891000000003
ACP5	0.0	5089.3544
ACP6	4787.7302	4018.6271
ACPL2	2817.4954	3240.6259
ACPP	0.0	1339.3644
ACPT	0.0	630.603
ACR	0.0	4323.2311
ACRBP	0.0	6034.5991
ACRC	0.0	15827.699900000001
ACRV1	0.0	140.2896
ACSBG1	0.0	3635.0005
ACSBG2	0.0	1145.6604
ACSF2	4288.8	1621.2327000000002
ACSF3	416.8836	7149.981900000001
ACSL1	1442.0	5041.0614000000005
ACSL3	1435.3395	59.1864
ACSL4	1729.8208	5072.6605
ACSL5	5101.6338000000005	10.797
ACSL6	0.0	86811.7822
