CTRL KMS12PE	siIRF4 KMS12PE	LOG2_FOLD_CHANGE	P_VALUE
AAAS	68.5372160533333	73.13092465	0.0935940117212876	0.0372187975099752
AACS	31.1574468166667	32.5935122933333	0.0650078087694416	0.377715168666645
AAED1	56.2239651833333	51.14428131	-0.136612268807845	0.0816398929525389
AAGAB	93.9941821266667	90.5704839966667	-0.0535304951921993	0.162669922360259
AAK1	2.50623991533333	2.61551091666667	0.0615682651458143	0.688251771217851
AAMDC	65.2645465133333	60.5141770466667	-0.109026321697379	0.37898223938548
AAMP	181.678880433333	168.891850033333	-0.105291009013178	0.0491659589185543
AAR2	53.5248244633333	50.10535064	-0.0952434853742745	0.156417946883236
AARS	129.8887585	90.6348861566667	-0.519138206902634	0.0148487581364411
AARS2	25.4616042033333	23.9419800933333	-0.08878084520443	0.242066172956219
AASDH	12.6508446933333	13.77350871	0.122662406809257	0.220253638910355
AASDHPPT	162.255941666667	135.652342	-0.258357353822823	0.00102369559938688
AASS	7.872664695	6.44791148266667	-0.288020095052936	0.0325662795327321
AATF	120.979132166667	106.668996433333	-0.181617302027712	0.014060973348845
ABAT	16.8208976466667	36.55265713	1.11972158710178	0.000297041839101705
ABCA1	6.68441051333333	7.386552614	0.14410086254114	0.343718427635366
ABCA11P	9.250975854	8.00088472866667	-0.209446018266806	0.19644606504602
ABCA2	11.1842906603333	17.4843581533333	0.644591076555502	0.00809968807032057
ABCA3	21.4440549866667	24.38477983	0.185403206785027	0.0819174357472874
ABCA7	7.24855836733333	10.3106804533333	0.508373548761552	0.0423706500995279
ABCB10	95.63564426	85.8102472466667	-0.156398482708075	0.0675983179234084
ABCB6	2.49338261866667	3.11104303366667	0.31929406452643	0.0930178009310484
ABCB7	53.0408720666667	52.34771505	-0.0189779299276094	0.725371602841233
ABCB8	14.8088868733333	14.4231430366667	-0.0380776174297678	0.682671139578747
ABCB9	25.6287534133333	23.1231533266667	-0.148425154452896	0.144940972930549
ABCC1	51.4392993833333	58.4876989966667	0.185262239256018	0.113451816122146
ABCC10	9.147497647	11.32061233	0.307502950835975	0.0541710064807443
ABCC2	0.184007439333333	0.155723827666667	-0.240774383490352	0.476753847739258
ABCC5	10.3346811576667	9.738234124	-0.0857617888542571	0.358426620248879
ABCD1	16.8114548333333	22.5541380666667	0.423947574562499	0.0539184527866691
ABCD2	12.83199374	14.8331305166667	0.20907776610832	0.170159821386661
ABCD3	26.9457779266667	22.6469128666667	-0.250744836581262	0.00204399878621985
ABCD4	13.67699478	14.9843280866667	0.131703128896232	0.0338621317933094
ABCE1	140.861298333333	115.4876804	-0.286536324413128	0.000303455552516889
ABCF1	31.5198062466667	28.4994893733333	-0.145322595850198	0.00965619865638214
ABCF2	124.381473566667	100.138467623333	-0.312775330464474	0.0022215295704616
ABCF3	68.6876268966667	62.81457646	-0.128950858261421	0.110945095975006
ABCG2	21.55256811	14.09239877	-0.61294258060702	0.000560838621296426
ABHD1	5.379452806	7.768749244	0.530222915410223	0.0124654084365032
ABHD10	21.02579899	20.58960929	-0.0302441710564702	0.664111072758013
ABHD11	43.8849773333333	42.7815542533333	-0.0367382656309094	0.344372629569617
ABHD12	45.8558127	45.09017805	-0.0242914151421953	0.587705714626544
ABHD13	24.9565026266667	19.5063487466667	-0.355472015376908	0.0221243832648782
ABHD14A	42.8201581	34.8926599533333	-0.295366540514351	0.0182845076968096
ABHD14B	44.5619923366667	51.8838458333333	0.219471685701764	0.0115082051233767
ABHD15	19.3189233533333	20.3202434966667	0.0729029951804972	0.312117780711524
ABHD16A	4.59035059066667	4.76749155633333	0.0546260388838463	0.47783525485526
ABHD16B	9.993668256	12.1996906	0.287758326516279	0.142209739130133
ABHD17A	56.1185882566667	62.24924843	0.149577702463965	0.176183878033483
ABHD17B	44.6737999866667	42.8985218733333	-0.0585010380044723	0.221493417748395
ABHD17C	22.66864953	19.0658999633333	-0.249703814146588	0.0139954586091549
ABHD2	28.8740321266667	28.5986639533333	-0.0138248373648617	0.851901414426367
ABHD3	32.1252063766667	23.5919188466667	-0.445412957578936	0.000781386406362516
ABHD4	18.1953141333333	20.20392407	0.15106856615362	0.223613741644237
ABHD5	9.89320682433333	8.72417118	-0.181420159957736	0.067519330579367
ABHD6	23.3527338633333	18.3473729533333	-0.348017946292879	0.0280095411400117
ABHD8	6.13615560033333	7.68976826033333	0.325605054537495	0.304975222609595
ABI1	137.705805566667	147.199827866667	0.0961866007048364	0.127929104868114
ABI2	30.99562087	34.5548153366667	0.15682236657406	0.0254122236554192
ABL1	44.1893291	45.8873105866667	0.0543972264998936	0.555867795644638
ABL2	15.9063749033333	12.1874482266667	-0.384208989679734	0.0578235743303295
ABLIM1	5.36587465466667	6.306466695	0.233018583132537	0.0960950801483414
ABR	0.946206295	0.373448214666667	-1.34124655777817	0.0182863662739813
ABRACL	215.017982066667	217.642528933333	0.0175031790377852	0.792666613917415
ABT1	111.1418329	106.1773278	-0.0659261996135101	0.229883996033136
ABTB1	3.779085602	7.41825222766667	0.973042123494358	0.023106277598693
ABTB2	1.02312492533333	0.901065089	-0.18327908251916	0.0912857795557893
ACAA1	49.2417169866667	58.55711672	0.249963451485497	0.0359942693721871
ACAA2	88.4084836833333	97.43420784	0.140243554708193	0.0572264362651116
ACACA	62.06647504	49.7807392633333	-0.318226557771625	0.021501256745758
ACACB	7.293132837	4.330977514	-0.751845989453288	0.0123430052783998
ACAD10	7.84801375166667	8.82186098533333	0.168755457137651	0.208478641332628
ACAD11	1.05998596666667	0.957168939666667	-0.147199677840244	0.519514084640109
ACAD8	52.09373815	61.6787423466667	0.243663382522143	0.00202433188942382
ACAD9	37.3165305066667	41.5574556566667	0.155292470072655	0.109861895365796
ACADM	110.2046262	118.602029933333	0.105943915517689	0.0334269538332549
ACADS	12.78358755	16.55303021	0.372802575054777	0.0402596030612935
ACADSB	7.65702933466667	6.32819500966667	-0.27499072580719	0.0145927549331288
ACADVL	79.0757144733333	94.52589636	0.257474938916953	0.000924095276312745
ACAP1	26.40033499	45.6702295166667	0.790697804180918	0.000198969514103837
ACAP2	49.8513041366667	42.6308298333333	-0.225734108333638	0.0707456025919507
ACAP3	28.2756024633333	43.2537656466667	0.613267974580022	0.0127164839820449
ACAT1	203.6247046	187.844780166667	-0.116371578915937	0.061983302103231
ACAT2	198.413525066667	163.708181433333	-0.277383948572746	0.00777296727148419
ACBD3	81.0162271766667	61.9215169333333	-0.38777008751084	0.00121693299338163
ACBD4	7.67879895566667	8.379954361	0.126061710700567	0.466895944626088
ACBD5	40.6328038333333	39.5874896566667	-0.0376003346837522	0.604149293050529
ACBD6	82.24213099	88.7754431566667	0.110283010094318	0.00791181756395671
ACCS	2.319902221	4.17560621133333	0.847921662088401	0.0141014735766325
ACD	26.6702292433333	27.64368023	0.0517194703107793	0.479663073451758
ACER2	0.502005277666667	0.347799991333333	-0.529444634858892	0.166500496776413
ACER3	7.17740270866667	5.86719144466667	-0.290791802027842	0.0254222633585611
ACIN1	71.0952711566667	63.9210415133333	-0.153462687998307	0.064405450875775
ACKR4	0.539561984	0.650143207333333	0.268968832538349	0.408741293683475
ACLY	218.194555166667	214.624264	-0.0238019141806538	0.758591509949086
ACN9	49.0809267933333	47.14244281	-0.0581359740420755	0.105432282135321
ACO1	31.5898002433333	27.90453978	-0.178958961586906	0.100203807584075
ACO2	44.0483201166667	43.6614752133333	-0.012726123471177	0.662252711245856
ACOT11	0.0425235093333333	0.0604011653333333	0.506315721131146	0.246455334854961
ACOT13	29.2435061766667	27.1408487	-0.107650460052544	0.0283241226857794
ACOT2	27.2891453333333	34.0562520433333	0.319592460698379	0.0225329350721868
ACOT7	57.86514681	61.1682214733333	0.080087679548957	0.316756984132265
ACOT8	46.45530959	54.11101799	0.220078884729474	0.0527508161999689
ACOT9	50.7790137033333	49.8466997	-0.0267343849469492	0.720062523278417
ACOX1	15.1962970533333	17.7364304433333	0.222995869512713	0.0151540491499997
ACOX3	6.25339778033333	8.347656741	0.416730987125744	0.0741737026968248
ACOXL	1.312799075	4.40343889633333	1.74598451924408	9.11695277002005e-05
ACP1	202.703825666667	213.613769266667	0.0756313269637603	0.0999424499572986
ACP2	33.76892405	34.46006193	0.0292290815745104	0.703543441523722
ACP5	2.57078218333333	4.66796317	0.860585799295212	0.000492930212734481
ACP6	34.43722005	31.61648278	-0.123291803663093	0.106817161817408
ACPT	0.263838382	0.528097964	1.00115112280555	0.0908242637567991
ACRC	1.240364592	1.374729892	0.148383936799766	0.278786690323902
ACRV1	2.31600429766667	2.34461094466667	0.0177106171236894	0.897526775535742
ACSBG2	2.60605819566667	2.11741328433333	-0.299566413735437	0.198516910055775
ACSF2	6.13240253733333	8.628450761	0.492649146530183	0.0263082506986072
ACSF3	9.422910258	10.53693233	0.161210300118736	0.211688870367521
ACSL1	16.4267999	19.0110400366667	0.210786002971636	0.0569913739644919
ACSL3	61.3765807133333	49.30049694	-0.316086086785677	0.0114158487145059
ACSL4	44.93606906	42.12576076	-0.0931711847044795	0.278555867397507
ACSL5	26.13474709	26.5356617033333	0.021963326607536	0.67365305542292
ACSM3	14.6355691	20.33403013	0.474417334744815	0.0480823077331628
ACSS1	46.15999543	60.00253159	0.378380290157735	0.000918002094955166
ACSS2	17.7206192933333	16.3848149833333	-0.113069641402235	0.272762072436678
ACTA1	1.11194653233333	0.862507749	-0.366478094597872	0.492612299545429
ACTA2	1.05026078733333	0.504544739666667	-1.05769349526248	0.106815043606122
ACTB	2912.31917766667	3251.541421	0.158955324837773	0.119218970462388
ACTG1	1616.746164	1835.682872	0.183223656521504	0.0555572094573631
ACTL10	6.149019126	6.74560575566667	0.133591708857884	0.338307358107116
ACTL6A	151.777670266667	141.458946766667	-0.101576130283845	0.148424587312695
ACTL8	0.501663765333333	0.567068501333333	0.176802284416666	0.676642402055159
ACTN1	6.18512113833333	6.25050822633333	0.0151716482040506	0.928862926736969
ACTN4	108.022646773333	96.6144018133333	-0.161023637428235	0.161798371653863
ACTR10	27.4083206633333	28.0387609333333	0.0328086608957415	0.507814811959117
ACTR1A	50.02422123	44.08331378	-0.182394126041128	0.0240630655236503
ACTR1B	51.23018758	61.1288387	0.254858985399867	0.0388892080120036
ACTR2	394.6707572	401.102719766667	0.0233221207945362	0.511389474110057
ACTR3	151.864859433333	161.470652	0.0884838946256594	0.00685115211080808
ACTR3B	14.80461418	18.1987307233333	0.297790939449071	0.107811936969493
ACTR3C	4.56776122466667	5.83066486033333	0.35217316357932	0.0802715261051113
ACTR5	27.3752505866667	24.47422769	-0.161608836080947	0.0868279526791648
ACTR6	48.99442558	45.11604684	-0.118976952209803	0.0335393776049411
ACTR8	29.81723997	29.38464941	-0.0210840353225571	0.439325366917182
ACVR1	8.56873955933333	6.21586121066667	-0.463128711784014	0.044031317459343
ACVR1B	9.45647133066667	9.15504816233333	-0.0467344686133392	0.692747056121634
ACVR1C	1.21488335433333	1.33887348733333	0.140201842413059	0.34612781867064
ACVR2A	10.5809719133333	7.73806985633333	-0.451426493989132	0.00048035653343014
ACVR2B	7.84838952166667	6.09049314833333	-0.365837597269353	0.099324382445
ACVR2B-AS1	0.439897000666667	0.568774264666667	0.37069042419326	0.208977002588036
ACY1	2.73136952966667	2.95879373466667	0.115384615015087	0.529836337448857
ACY3	1.23896207633333	2.93695453266667	1.24518890292669	0.0377511144197029
ACYP1	56.1263982933333	55.4584482633333	-0.017272232490563	0.746873513496688
ACYP2	9.150334144	10.9612655733333	0.260518047027885	0.0569804640353601
ADA	75.1317775866667	87.96324804	0.227477640407864	0.0231994108521085
ADAL	8.02406474266667	7.386171844	-0.11950641831745	0.0393858250009554
ADAM10	156.997636266667	157.4281556	0.00395074775301171	0.934752385457465
ADAM11	6.26201480766667	10.3894376466667	0.730418741905301	0.00554330592754239
ADAM15	86.7713277466667	104.484771033333	0.26800237043289	0.0447992321147178
ADAM17	41.79248787	38.0809415866667	-0.13417449251965	0.0172590199067477
ADAM19	0.137028371	0.0924206626666667	-0.568187287554043	0.503592532379635
ADAM1A	6.49337992766667	7.08988265633333	0.126792125893342	0.353973794103126
ADAM22	24.19063469	24.8846473533333	0.0408073205383041	0.678095568137569
ADAM8	3.29018767033333	1.493587201	-1.1393884069282	0.0262212552074419
ADAM9	80.2517339233333	70.6667916866667	-0.183500152221587	0.006869245548731
ADAMTS13	1.43689055566667	2.64335025066667	0.879417418893237	0.0212758291440271
ADAMTS17	2.5284689	5.79565489166667	1.19670765714616	0.000315870556047861
ADAMTSL2	17.90787838	23.8640115166667	0.414242153590953	0.0051227688894697
ADAMTSL5	4.27095976433333	3.200521748	-0.416253194812506	0.0552257212501402
ADAP2	4.00010573966667	4.28442204433333	0.0990624652157223	0.485140320683439
ADAR	205.037937866667	189.303740533333	-0.115187956011323	0.149208528869148
ADAT1	9.32195528833333	8.470339287	-0.1382128340233	0.377547374255703
ADAT2	14.3342662233333	17.8918251966667	0.319832514029222	0.00575645497284732
ADAT3	11.679380337	14.9203513733333	0.353317778972016	0.110712456178556
ADC	0.179001469	0.445856905	1.31660933322162	0.0489295116679005
ADCK1	10.794868541	8.907401301	-0.277269176758749	0.11726782268656
ADCK2	22.5850237933333	20.8638455533333	-0.114361338626777	0.376469378983098
ADCK3	131.0926396	135.6389302	0.0491846253392489	0.305536673452129
ADCK4	7.251608009	8.41368245033333	0.214436427609335	0.0728938143608045
ADCK5	11.80607506	16.0928847666667	0.446893543612021	0.0111375718539997
ADCY1	0.108267682333333	0.0177949013333333	-2.60506682715813	0.00277161692165711
ADCY3	58.9500645966667	71.9706325133333	0.287914943430944	0.0373199768666299
ADCY6	5.04362071733333	5.86403381333333	0.217433634003806	0.084605374110941
ADCY7	29.5805045233333	30.64682796	0.0510910991461232	0.489064812778397
ADD1	74.00878603	76.92409634	0.055739038756728	0.514704023459518
ADD3	40.0285456866667	40.7042311866667	0.0241495689743227	0.715391461384369
ADH5	110.3182367	103.563292333333	-0.0911585673214745	0.115242991055161
ADI1	170.221313333333	132.570472966667	-0.360652203538066	0.00582512710105063
