siIRF4 KMS12BM	CTRL KMS12BM	LOG2_FOLD_CHANGE	P_VALUE
AAAS	91.8672052633333	88.8205327466667	-0.0486567157943641	0.0728428997345884
AACS	22.9685070933333	19.8569772866667	-0.21001106107388	0.0266561106686106
AAED1	34.4322687966667	36.1571269	0.0705187980785755	0.590466610340457
AAGAB	47.6976030966667	47.99331283	0.00891663163064117	0.854080635387243
AAK1	3.387100254	3.12431085633333	-0.11651268650106	0.367191894731492
AAMDC	48.0783607	45.92878887	-0.0659889655767658	0.66765143997297
AAMP	191.950389	211.3309447	0.138770549325435	0.106786519885655
AAR2	39.8111017266667	38.7926999633333	-0.0373856062960577	0.195646871325787
AARS	141.9750372	163.7371283	0.205744208217955	0.00803352428164022
AARS2	33.33875706	33.3579259833333	0.00082927396481341	0.987255042189175
AASDH	9.14086035133333	8.517299501	-0.101933878890694	0.212787348578446
AASDHPPT	92.34137944	89.6434874766667	-0.0427785078920364	0.388462501466345
AASS	4.60447519866667	3.51235252966667	-0.390599079230382	0.0220398343510832
AATF	152.606361066667	167.3355416	0.132928803251946	0.0594924312973609
ABAT	3.535179651	1.600523034	-1.14324009222817	0.0431447991313025
ABCA1	0.0758069393333333	0.0330799386666667	-1.19637335848159	0.431421501340137
ABCA11P	9.591519331	9.604324995	0.00192486148303116	0.978558362304637
ABCA2	50.11076114	38.58922547	-0.376922363622954	0.0527987266516933
ABCA3	51.7923641066667	51.71719839	-0.00209528903659756	0.973012412951662
ABCA7	12.6417585933333	12.6495190233333	0.000885359324051036	0.995327310079744
ABCB10	83.3866155166667	89.36046376	0.099820839510314	0.20757915410998
ABCB6	4.01687403766667	3.65873902533333	-0.134726708464855	0.402356987859564
ABCB7	48.0079622166667	44.5188693766667	-0.108856745794635	0.0442197756065944
ABCB8	37.90462051	38.6164394166667	0.0268414271886167	0.480533559986732
ABCB9	9.767991988	8.852328738	-0.142004989266273	0.217286045791733
ABCC1	48.2660667766667	56.5553501366667	0.228654243926267	0.00502135246841246
ABCC10	14.1431015633333	12.21438896	-0.211516843147543	0.0546555550411717
ABCC2	0.143266941	0.194538177666667	0.441347563977848	0.364721878798635
ABCC5	17.21773695	18.24373319	0.083505444917271	0.204829651330985
ABCD1	47.86544355	40.4703683033333	-0.242118499869415	0.045697131507715
ABCD2	0.964514822666667	1.416251724	0.554202397337183	0.0191235861143494
ABCD3	37.2937276733333	36.3136808466667	-0.0384198353075655	0.585552091839235
ABCD4	29.7786709833333	28.33653671	-0.0716159252199819	0.349640400855092
ABCE1	91.36408835	97.2393873066667	0.0899135934511205	0.0233322228895466
ABCF1	25.1338990466667	26.43444737	0.0727846712271445	0.0509612420561975
ABCF2	101.710460313333	127.726140266667	0.328585755966244	0.0151899284882292
ABCF3	68.46466417	66.8923082133333	-0.0335192512575797	0.175030843324349
ABCG2	1.63268761466667	1.82740262166667	0.162545746504703	0.51217104777284
ABHD1	12.7225415333333	11.84182812	-0.103495082257988	0.400627938814247
ABHD10	17.0384471533333	15.8520626666667	-0.104123281777828	0.0440299044313695
ABHD11	27.60744731	25.9721075466667	-0.0880944085227785	0.384568547613284
ABHD12	61.1463087966667	56.6350454566667	-0.110570349396474	0.161230302281789
ABHD13	17.41519219	17.18566991	-0.0191403041428817	0.77064142861877
ABHD14A	37.6959880166667	45.5832528066667	0.274092892886831	0.00501667830750704
ABHD14B	90.1236557533333	83.38047477	-0.112196248976999	0.0597527678392983
ABHD15	60.1484455166667	54.94406649	-0.130563762390443	0.153443471420463
ABHD16A	3.84814107366667	3.665506334	-0.0701491910615177	0.478548194749412
ABHD16B	35.9127867033333	36.6523415366667	0.0294077626453146	0.680215034096145
ABHD17A	111.876264133333	109.8037795	-0.0269762705708645	0.739235600310553
ABHD17B	34.2393449766667	31.7468843066667	-0.109040091925633	0.170288806843094
ABHD17C	25.76037189	28.6048493466667	0.151106325049386	0.0392864969915686
ABHD2	94.58664109	78.95659923	-0.260576587180103	0.0125530507938474
ABHD3	71.3370248133333	78.9352410666667	0.146018495166404	0.0221622747036133
ABHD4	15.42945388	15.5692394166667	0.0130114689400303	0.798928255250511
ABHD5	7.67683927966667	7.940653183	0.0487452410722022	0.269166940993621
ABHD6	15.10119849	15.6264830366667	0.0493300637355568	0.49246457973842
ABHD8	11.5246360466667	9.678977378	-0.251794656134715	0.0147257641196848
ABI1	43.8911538933333	37.6460777666667	-0.221430636377183	0.0245102028649995
ABI2	18.4197311833333	16.7862094633333	-0.133975518547034	0.188845048275389
ABL1	46.4406773433333	42.8238235633333	-0.116975400462639	0.0142581132695822
ABL2	8.21872706366667	8.78288062566667	0.0957792320902364	0.201823317109427
ABLIM1	18.2904954866667	14.67982703	-0.317259188757729	0.0026247405309984
ABR	26.1318653666667	24.0192008733333	-0.121621959091352	0.0730513002713407
ABRACL	105.427570333333	118.715525766667	0.171256429725102	0.0252440974754689
ABT1	125.436596866667	135.516212333333	0.111507132804056	0.0310923552344318
ABTB1	31.77935632	23.2821345766667	-0.44886656872318	0.025400375227081
ABTB2	0.335656391	0.515041247666667	0.617702864774552	0.142727491357001
ACAA1	118.0211366	115.014273566667	-0.0372323429212022	0.295598709137701
ACAA2	172.876921566667	140.0604109	-0.303696062271279	0.00292852315297254
ACACA	22.8072783166667	25.4430267633333	0.157776012907132	0.0671695579904282
ACACB	2.61769966166667	2.16212126566667	-0.275852140098389	0.00732172756170893
ACAD10	12.4291451666667	11.2237823733333	-0.147168135457347	0.0540833165885933
ACAD11	4.016365857	4.30541921566667	0.10026302606644	0.448541423506646
ACAD8	52.2209907233333	47.6777142033333	-0.131314757539798	0.112561025352751
ACAD9	70.7491050566667	66.7227910133333	-0.0845322606810466	0.00668034241488648
ACADM	108.919941166667	95.5023533666667	-0.189659918664695	0.0272444086131109
ACADS	26.98328634	22.1983305033333	-0.281614889105704	0.0403159262133769
ACADSB	16.0164709266667	14.1657028633333	-0.177154112901559	0.0064781150882
ACADVL	164.0550469	156.1941832	-0.070839249493544	0.142652979336238
ACAP1	108.364355433333	88.5421951833333	-0.291453238300462	0.0902477185163038
ACAP2	45.1981185433333	43.0808565766667	-0.0692157837240797	0.182379784792486
ACAP3	76.24411866	73.03620799	-0.062014191713143	0.516357259923644
ACAT1	256.632069066667	264.813057566667	0.0452727985194021	0.384594408519662
ACAT2	150.765880233333	177.8974579	0.238735925281586	0.0118501327509192
ACBD3	41.4781554833333	43.8691329766667	0.0808544539011602	0.0790889653260024
ACBD4	32.0041700433333	30.1143679433333	-0.0878079168414844	0.408657807050559
ACBD5	10.1954339133333	9.95234355966667	-0.0348149831841834	0.109281942471179
ACBD6	91.8944848333333	89.59688015	-0.0365297817776534	0.411975496218524
ACCS	2.03249685866667	1.212707704	-0.74502125947194	0.199326811837018
ACD	28.7443494566667	32.83512952	0.191961766056631	0.019132361787207
ACER2	1.442080825	1.363402089	-0.0809409276201658	0.817781022054049
ACER3	5.25389182966667	4.854962915	-0.113926222139021	0.357454817700578
ACIN1	112.160026533333	110.7844856	-0.0178027370673384	0.60396405834791
ACKR4	0.577600961666667	0.744748358333333	0.366679894093955	0.194878388416371
ACLY	185.155639533333	202.818205166667	0.131448663641419	0.0904844674387023
ACN9	60.8221773033333	56.96317699	-0.0945678511361132	0.0316056831095637
ACO1	38.5549275266667	37.2328315166667	-0.050339920330439	0.148117104422754
ACO2	92.15611144	92.34161372	0.00290110145671862	0.90200234442358
ACOT11	1.11816117933333	0.756349511	-0.564003196387945	0.333125062707734
ACOT13	29.9698206733333	29.7728199933333	-0.00951457555416039	0.864234289605228
ACOT2	18.5456625466667	17.66168198	-0.0704590671478687	0.458620267763246
ACOT7	109.059125866667	107.758590533333	-0.017307611296824	0.803161599266297
ACOT8	66.6060980033333	58.7569115	-0.180895702709254	0.0446864389696299
ACOT9	58.7373252433333	60.0532701466667	0.0319652384346373	0.542650628386495
ACOX1	5.46092856433333	4.353348888	-0.327020638849667	0.0399518145848182
ACOX3	5.15787648233333	5.27539152566667	0.0325009460564128	0.827721044539122
ACOXL	0.936565156333333	0.728421503666667	-0.362605852860578	0.225127043535679
ACP1	163.339366433333	166.764306633333	0.0299379980148526	0.525577525602881
ACP2	35.7927461566667	33.4386622333333	-0.0981501058214408	0.329660726663017
ACP5	39.86423451	20.22794151	-0.978745454158868	0.00432924196533744
ACP6	24.01260945	27.13964812	0.176609825826647	0.0378352864504818
ACPT	2.69548886133333	3.27151761766667	0.279413091993426	0.265186518888249
ACRC	2.49234349266667	2.55422553466667	0.0353830056179533	0.840015790961208
ACRV1	1.749481319	1.78902280033333	0.0322445145099523	0.8997490013353
ACSBG2	1.250005331	1.00415767433333	-0.315948426480479	0.25975916707292
ACSF2	25.30398113	18.16955885	-0.477840993195177	0.0404519205807758
ACSF3	9.063202038	7.99603442766667	-0.180736162125453	0.119396508872016
ACSL1	7.35030883233333	7.60023288866667	0.0482387588951091	0.414950614187812
ACSL3	48.97212314	50.86472418	0.0547047178415742	0.535726706692428
ACSL4	33.1844984333333	32.3736140933333	-0.0356910361082955	0.683835566172388
ACSL5	8.271243075	5.59629816166667	-0.563631337566934	0.000505964264775271
ACSM3	8.64711146333333	4.720362509	-0.873320627819376	0.0202600206262925
ACSS1	285.765304	214.461678833333	-0.414110880988144	0.00152890739517247
ACSS2	17.43403984	18.39015289	0.0770265624097103	0.499644985146333
ACTA1	0.410571946	0.362286649333333	-0.180503410949974	0.768000277296268
ACTA2	1.567829723	1.38019991966667	-0.183891627320236	0.627791311181118
ACTB	2755.90288166667	2537.603197	-0.11905855446408	0.0679723737320736
ACTG1	1539.19813433333	1450.49212566667	-0.0856364919745528	0.0470992791384368
ACTL10	12.4513554066667	10.9850327493333	-0.180763626246786	0.115890049334118
ACTL6A	129.448256433333	136.0675264	0.0719472638517404	0.0334380665881798
ACTL8	326.502457333333	366.6393248	0.1672676841013	0.00722660492668387
ACTN1	0.978762153	0.986773895	0.0117612337644606	0.975677728131645
ACTN4	128.1699848	121.5587653	-0.0764045209467555	0.253589758740354
ACTR10	36.6973388566667	30.7019800966667	-0.257343744504424	0.0200225452425856
ACTR1A	60.2602605033333	58.8158082266667	-0.0350029419416995	0.326859243630636
ACTR1B	112.405799833333	103.231736766667	-0.122829906659504	0.0857218602218195
ACTR2	340.977508433333	304.497828666667	-0.163244638799964	0.0762685780577105
ACTR3	143.143426966667	125.361407233333	-0.191368144580196	0.00783327809461178
ACTR3B	31.6799997033333	29.7870288133333	-0.0888880966096023	0.0874785509607718
ACTR3C	5.895518856	4.97981064066667	-0.243527904006819	0.0423973578214321
ACTR5	16.32229866	20.6088371066667	0.336418854791059	0.00760363335729511
ACTR6	49.89768156	47.3612123066667	-0.0752667737505983	0.0677511931731585
ACTR8	32.9269725366667	30.1296341133333	-0.128086716434509	0.107424972015206
ACVR1	0.574284412666667	0.633071344	0.140602689029142	0.700686749120888
ACVR1B	9.43565042666667	7.88593163233333	-0.258840767445447	0.147846789581299
ACVR1C	1.732424215	1.959939611	0.178016960228247	0.0892235661451831
ACVR2A	3.613481698	2.90115439766667	-0.316762510250615	0.0403114347135278
ACVR2B	9.68927226333333	11.8232245733333	0.287163340829858	0.00434192890712913
ACVR2B-AS1	0.706465419	0.880617803666667	0.31789706853991	0.412920514441086
ACY1	3.98303859733333	4.112417383	0.0461172358129838	0.808111607625234
ACY3	134.0158945	92.6331505633333	-0.532803629467824	0.00272892694546579
ACYP1	83.18222109	82.36040228	-0.0143243309519769	0.823992846874443
ACYP2	2.093144908	1.051046896	-0.993845151099569	0.00951107147699534
ADA	43.7083219066667	41.6882016566667	-0.0682688512151668	0.0187418131051476
ADAL	4.781374974	5.22690184166667	0.128530514663156	0.310830476891647
