siIRF4 KMS12BM	CTRL KMS12PE	LOG2_FOLD_CHANGE	P_VALUE
AAAS	91.8672052633333	68.5372160533333	-0.422662348915787	0.000217299022228637
AACS	22.9685070933333	31.1574468166667	0.439919929736446	0.00722498167221713
AAED1	34.4322687966667	56.2239651833333	0.707423957572321	0.000837311642662763
AAGAB	47.6976030966667	93.9941821266667	0.978654692717828	0.00108532311312203
AAK1	3.387100254	2.50623991533333	-0.434526163032892	0.0525586219990631
AAMDC	48.0783607	65.2645465133333	0.440911787006097	0.0360179574260254
AAMP	191.950389	181.678880433333	-0.0793427630931768	0.294334698218183
AAR2	39.8111017266667	53.5248244633333	0.427037362330671	0.00515376727123253
AARS	141.9750372	129.8887585	-0.12836071470946	0.117211958789323
AARS2	33.33875706	25.4616042033333	-0.388876999759101	0.00530080687415959
AASDH	9.14086035133333	12.6508446933333	0.468831851093111	0.000371606714691601
AASDHPPT	92.34137944	162.255941666667	0.813222120052461	3.0001596271693e-05
AASS	4.60447519866667	7.872664695	0.773815301092723	0.000439780245735293
AATF	152.606361066667	120.979132166667	-0.335056882264647	0.00816920986557921
ABAT	3.535179651	16.8208976466667	2.25039926003729	0.000540523599816305
ABCA1	0.0758069393333333	6.68441051333333	6.46232660880843	0.00693605642965023
ABCA11P	9.591519331	9.250975854	-0.052153802751936	0.36350973960871
ABCA2	50.11076114	11.1842906603333	-2.16364669179181	0.0044525475837406
ABCA3	51.7923641066667	21.4440549866667	-1.2721616734538	0.000251142266469329
ABCA7	12.6417585933333	7.24855836733333	-0.802431172845815	0.0171532625489375
ABCB10	83.3866155166667	95.63564426	0.197732590198533	0.0447597266049745
ABCB6	4.01687403766667	2.49338261866667	-0.68796893499255	0.0266470320379052
ABCB7	48.0079622166667	53.0408720666667	0.143830796045146	0.00882832678804168
ABCB8	37.90462051	14.8088868733333	-1.35591051833044	3.01001578342519e-05
ABCB9	9.767991988	25.6287534133333	1.39162938532173	0.00289311689920259
ABCC1	48.2660667766667	51.4392993833333	0.091861727207712	0.363767546854478
ABCC10	14.1431015633333	9.147497647	-0.628649491369758	0.00413951694700752
ABCC2	0.143266941	0.184007439333333	0.361058350358339	0.0971704346766288
ABCC5	17.21773695	10.3346811576667	-0.736401651617743	0.000919511175220577
ABCD1	47.86544355	16.8114548333333	-1.50953990004706	0.000247174556990514
ABCD2	0.964514822666667	12.83199374	3.73379812308507	0.00150287496224393
ABCD3	37.2937276733333	26.9457779266667	-0.468873770036091	0.00792800482773673
ABCD4	29.7786709833333	13.67699478	-1.12252810372608	0.00239463757288227
ABCE1	91.36408835	140.861298333333	0.62457617055833	6.7299342610201e-06
ABCF1	25.1338990466667	31.5198062466667	0.32662417123406	0.0021577069379252
ABCF2	101.710460313333	124.381473566667	0.290303554821563	0.00886629207061549
ABCF3	68.46466417	68.6876268966667	0.0046906617589453	0.931448231536195
ABCG2	1.63268761466667	21.55256811	3.72253909606922	4.82209881189144e-05
ABHD1	12.7225415333333	5.379452806	-1.24185556559378	0.00600986610419052
ABHD10	17.0384471533333	21.02579899	0.303366767098697	0.00540452243962989
ABHD11	27.60744731	43.8849773333333	0.668669665178592	0.00406759178928444
ABHD12	61.1463087966667	45.8558127	-0.415160788608602	0.0125964922840312
ABHD13	17.41519219	24.9565026266667	0.519069376612586	0.00365794067545317
ABHD14A	37.6959880166667	42.8201581	0.183879136775285	0.0379612175278822
ABHD14B	90.1236557533333	44.5619923366667	-1.01609209983594	0.000102627423873605
ABHD15	60.1484455166667	19.3189233533333	-1.63851275791658	0.0017681021326373
ABHD16A	3.84814107366667	4.59035059066667	0.254442654927486	0.0277380049636739
ABHD16B	35.9127867033333	9.993668256	-1.84541137218689	0.00295885639468633
ABHD17A	111.876264133333	56.1185882566667	-0.995353362570009	0.00047886634977535
ABHD17B	34.2393449766667	44.6737999866667	0.383773874366579	0.00323702349302962
ABHD17C	25.76037189	22.66864953	-0.184454975068422	0.0170735766128871
ABHD2	94.58664109	28.8740321266667	-1.7118638520274	0.00022759705968564
ABHD3	71.3370248133333	32.1252063766667	-1.1509453255206	0.000171062299445807
ABHD4	15.42945388	18.1953141333333	0.237879959691998	0.124641074512814
ABHD5	7.67683927966667	9.89320682433333	0.365925793313542	0.00513451402549578
ABHD6	15.10119849	23.3527338633333	0.628928401585287	0.00172548247055511
ABHD8	11.5246360466667	6.13615560033333	-0.909314218190215	0.0342276366037318
ABI1	43.8911538933333	137.705805566667	1.64958727953085	1.01470108625691e-05
ABI2	18.4197311833333	30.99562087	0.750812395783294	0.000420354950078051
ABL1	46.4406773433333	44.1893291	-0.0716909865618881	0.440041719367864
ABL2	8.21872706366667	15.9063749033333	0.952618211638506	0.0125333428895933
ABLIM1	18.2904954866667	5.36587465466667	-1.76920889884793	4.06760253187572e-05
ABR	26.1318653666667	0.946206295	-4.78751154280918	0.000652894683630568
ABRACL	105.427570333333	215.017982066667	1.02820512312709	0.00491310196889152
ABT1	125.436596866667	111.1418329	-0.17455638647747	0.0220578889682482
ABTB1	31.77935632	3.779085602	-3.07198080038385	0.00370389384321093
ABTB2	0.335656391	1.02312492533333	1.6079252942718	0.000845785610488342
