CTRL KMS12BM	siIRF4 KMS12PE	LOG2_FOLD_CHANGE	P_VALUE
AAAS	88.8205327466667	73.13092465	-0.280411621400135	0.000484140298758575
AACS	19.8569772866667	32.5935122933333	0.714938799579768	0.000721703229157444
AAED1	36.1571269	51.14428131	0.500292890685901	0.00847267761432818
AAGAB	47.99331283	90.5704839966667	0.916207565894988	4.4377427287784e-05
AAK1	3.12431085633333	2.61551091666667	-0.256445211386018	0.0448307694234886
AAMDC	45.92878887	60.5141770466667	0.397874430885484	0.0440375166719662
AAMP	211.3309447	168.891850033333	-0.32340432143179	0.000657064789872959
AAR2	38.7926999633333	50.10535064	0.369179483252454	0.0108680635631038
AARS	163.7371283	90.6348861566667	-0.853243129830049	0.0018317552582337
AARS2	33.3579259833333	23.9419800933333	-0.478487118928345	0.000387758660654593
AASDH	8.517299501	13.77350871	0.693428136793061	0.00521765513650379
AASDHPPT	89.6434874766667	135.652342	0.597643274121674	0.000184616785225199
AASS	3.51235252966667	6.44791148266667	0.876394285270169	0.0069817672592353
AATF	167.3355416	106.668996433333	-0.649602987544305	0.000102174546849315
ABAT	1.600523034	36.55265713	4.51336093936725	0.00104517464400435
ABCA1	0.0330799386666667	7.386552614	7.80280082983116	0.0011057580337906
ABCA11P	9.604324995	8.00088472866667	-0.263524682501773	0.126948956332872
ABCA2	38.58922547	17.4843581533333	-1.14213325161336	0.00425475942148841
ABCA3	51.71719839	24.38477983	-1.08466317763217	0.00194169567353621
ABCA7	12.6495190233333	10.3106804533333	-0.294942983408313	0.0584768696872508
ABCB10	89.36046376	85.8102472466667	-0.0584867320198563	0.374808719024482
ABCB6	3.65873902533333	3.11104303366667	-0.233948162001264	0.191468033597607
ABCB7	44.5188693766667	52.34771505	0.233709611912172	0.0256205764284717
ABCB8	38.6164394166667	14.4231430366667	-1.42082956294883	6.12549912016444e-05
ABCB9	8.852328738	23.1231533266667	1.3852092201351	3.42976072135622e-05
ABCC1	56.5553501366667	58.4876989966667	0.0484697225374634	0.224474316151195
ABCC10	12.21438896	11.32061233	-0.109629697386241	0.134632835277922
ABCC2	0.194538177666667	0.155723827666667	-0.321063597109861	0.517550533721655
ABCC5	18.24373319	9.738234124	-0.905668885389271	0.000161451779198542
ABCD1	40.4703683033333	22.5541380666667	-0.843473825615142	0.00770920686888775
ABCD2	1.416251724	14.8331305166667	3.38867349185621	0.00533758754540187
ABCD3	36.3136808466667	22.6469128666667	-0.681198771309788	0.0033683775155319
ABCD4	28.33653671	14.9843280866667	-0.919209049609866	0.00340053256816068
ABCE1	97.2393873066667	115.4876804	0.248126252694081	2.15605713722792e-05
ABCF1	26.43444737	28.4994893733333	0.108516904156717	0.031266815989815
ABCF2	127.726140266667	100.138467623333	-0.351057531609154	0.000166338293599369
ABCF3	66.8923082133333	62.81457646	-0.090740945244896	0.0105305033864732
ABCG2	1.82740262166667	14.09239877	2.9470507689575	0.000852649812430153
ABHD1	11.84182812	7.768749244	-0.608137567925574	0.0180622492659116
ABHD10	15.8520626666667	20.58960929	0.377245877820056	0.0171337724083846
ABHD11	25.9721075466667	42.7815542533333	0.720025808070462	0.000199784329381517
ABHD12	56.6350454566667	45.09017805	-0.328881854354324	0.0014489626735744
ABHD13	17.18566991	19.5063487466667	0.182737665378559	0.0385665822411505
ABHD14A	45.5832528066667	34.8926599533333	-0.385580296625897	0.00812110869963794
ABHD14B	83.38047477	51.8838458333333	-0.68442416515718	9.72629144771888e-05
ABHD15	54.94406649	20.3202434966667	-1.43504600034564	0.0011377927779456
ABHD16A	3.665506334	4.76749155633333	0.37921788487285	0.0105156630993046
ABHD16B	36.6523415366667	12.1996906	-1.58706080831593	0.000552169502428903
ABHD17A	109.8037795	62.24924843	-0.818799389535179	0.00733269489737147
ABHD17B	31.7468843066667	42.8985218733333	0.434312928287739	8.79908755248566e-05
ABHD17C	28.6048493466667	19.0658999633333	-0.585265114264396	0.00241778224620922
ABHD2	78.95659923	28.5986639533333	-1.46511210221216	0.000488997882126138
ABHD3	78.9352410666667	23.5919188466667	-1.74237677826594	0.000140812077821914
ABHD4	15.5692394166667	20.20392407	0.375937056905587	0.0150544225442746
ABHD5	7.940653183	8.72417118	0.135760392283603	0.156114780035953
ABHD6	15.6264830366667	18.3473729533333	0.231580391556851	0.0937603093500994
ABHD8	9.678977378	7.68976826033333	-0.331914507518005	0.02284237551052
ABI1	37.6460777666667	147.199827866667	1.96720451661287	0.00128294894747112
ABI2	16.7862094633333	34.5548153366667	1.04161028090439	0.00100710581201057
ABL1	42.8238235633333	45.8873105866667	0.0996816404006449	0.0644077405527474
ABL2	8.78288062566667	12.1874482266667	0.472629989868536	0.00192492692574267
ABLIM1	14.67982703	6.306466695	-1.21893112695767	0.000110250483623862
ABR	24.0192008733333	0.373448214666667	-6.007136141496	0.000338966765149883
ABRACL	118.715525766667	217.642528933333	0.87445187243977	7.15121476475352e-05
ABT1	135.516212333333	106.1773278	-0.351989718895036	0.00315802962626855
ABTB1	23.2821345766667	7.41825222766667	-1.65007210816631	0.000149690441653538
ABTB2	0.515041247666667	0.901065089	0.806943346978089	0.0222964426698536
ACAA1	115.014273566667	58.55711672	-0.973896490475266	0.000394594946206341
ACAA2	140.0604109	97.43420784	-0.523548947898171	0.000152484588042117
ACACA	25.4430267633333	49.7807392633333	0.96831734777515	0.00419220115521106
ACACB	2.16212126566667	4.330977514	1.00224524113862	3.67660230494598e-05
ACAD10	11.2237823733333	8.82186098533333	-0.347404009033548	0.00656098740733445
ACAD11	4.30541921566667	0.957168939666667	-2.16930823168035	0.00240393507971136
ACAD8	47.6777142033333	61.6787423466667	0.37145827763142	0.00232124114522555
ACAD9	66.7227910133333	41.5574556566667	-0.683072309601581	0.000484490048559634
ACADM	95.5023533666667	118.602029933333	0.312520512990603	0.00188318660453946
ACADS	22.1983305033333	16.55303021	-0.42335583611202	0.0248412799435807
ACADSB	14.1657028633333	6.32819500966667	-1.1625362223631	1.99942335248906e-05
ACADVL	156.1941832	94.52589636	-0.724559197305656	0.00134832537014121
ACAP1	88.5421951833333	45.6702295166667	-0.955111101883871	8.89275623063253e-06
ACAP2	43.0808565766667	42.6308298333333	-0.0151497968184882	0.868740770182493
ACAP3	73.03620799	43.2537656466667	-0.755786124756653	0.00171190764388136
ACAT1	264.813057566667	187.844780166667	-0.495433234294832	0.000246312205185574
ACAT2	177.8974579	163.708181433333	-0.119919471754429	0.00879413498682402
ACBD3	43.8691329766667	61.9215169333333	0.497234621174273	0.000150674228399102
ACBD4	30.1143679433333	8.379954361	-1.84543768733668	3.66489258864442e-05
ACBD5	9.95234355966667	39.5874896566667	1.99193639134468	0.00267819521184718
ACBD6	89.59688015	88.7754431566667	-0.013287840091456	0.744998295294379
ACCS	1.212707704	4.17560621133333	1.78375379909335	0.00997653824601604
ACD	32.83512952	27.64368023	-0.24829045013782	0.00275099035352513
ACER2	1.363402089	0.347799991333333	-1.9708812968426	0.0473683514369198
ACER3	4.854962915	5.86719144466667	0.273209791924513	0.0836091914568525
ACIN1	110.7844856	63.9210415133333	-0.793393038208286	2.91199776444514e-06
ACKR4	0.744748358333333	0.650143207333333	-0.195995502087611	0.50838577985698
ACLY	202.818205166667	214.624264	0.0816260309600943	0.193019643230749
ACN9	56.96317699	47.14244281	-0.273003093968042	0.00140061279041342
ACO1	37.2328315166667	27.90453978	-0.416075483052678	0.00995886465857573
ACO2	92.34161372	43.6614752133333	-1.08062006823742	7.29574985191218e-07
ACOT11	0.756349511	0.0604011653333333	-3.64640477234178	0.0257557234171666
ACOT13	29.7728199933333	27.1408487	-0.133530041012336	0.0660331865113472
ACOT2	17.66168198	34.0562520433333	0.947296930244248	0.00167893377893842
ACOT7	107.758590533333	61.1682214733333	-0.816948651785413	0.00039922122527886
ACOT8	58.7569115	54.11101799	-0.118836181041248	0.202590955118213
ACOT9	60.0532701466667	49.8466997	-0.26874482033376	0.00576101384926788
ACOX1	4.353348888	17.7364304433333	2.02651813736624	2.75201965692194e-06
ACOX3	5.27539152566667	8.347656741	0.662093106697493	0.0257900083323668
ACOXL	0.728421503666667	4.40343889633333	2.59578522895531	2.96767811783015e-05
ACP1	166.764306633333	213.613769266667	0.357194109410324	2.14406817295148e-05
ACP2	33.4386622333333	34.46006193	0.0434081630365378	0.647361739032359
ACP5	20.22794151	4.66796317	-2.11548442855662	3.57105001628335e-06
ACP6	27.13964812	31.61648278	0.220274866420186	0.0448355199602912
ACPT	3.27151761766667	0.528097964	-2.63108255542839	0.0178422026434028
ACRC	2.55422553466667	1.374729892	-0.893737734053968	0.0116734815290377
ACRV1	1.78902280033333	2.34461094466667	0.390176773533151	0.10713437982533
ACSBG2	1.00415767433333	2.11741328433333	1.07631706603253	0.0321755199925966
ACSF2	18.16955885	8.628450761	-1.07434994014553	0.00018109181069304
ACSF3	7.99603442766667	10.53693233	0.398098320189798	0.0176681945920275
ACSL1	7.60023288866667	19.0110400366667	1.32272192779021	9.62241190934602e-05
ACSL3	50.86472418	49.30049694	-0.0450632731418789	0.452048442234463
ACSL4	32.3736140933333	42.12576076	0.379884307840393	0.0339147554424716
ACSL5	5.59629816166667	26.5356617033333	2.24538779068029	0.00075336989821654
ACSM3	4.720362509	20.33403013	2.10692661697662	0.00612631314246216
ACSS1	214.461678833333	60.00253159	-1.83762460581944	0.00157372445664242
ACSS2	18.39015289	16.3848149833333	-0.166574091797951	0.0340421220428052
ACTA1	0.362286649333333	0.862507749	1.25140577654285	0.0497580051717417
ACTA2	1.38019991966667	0.504544739666667	-1.45182314541798	0.00973375640870644
