CTRL MM1R	CTRL KMS12PE	LOG2_FOLD_CHANGE	P_VALUE
AAAS	94.95747591	68.5372160533333	-0.470393995315264	0.000109488437582934
AACS	20.8714581533333	31.1574468166667	0.578045621471127	0.00280126460774262
AAED1	4.23181200933333	56.2239651833333	3.73183775822527	0.000499958295561503
AAGAB	44.4561567066667	93.9941821266667	1.08018823148835	0.000277305014120111
AAK1	5.89608099833333	2.50623991533333	-1.23423181738825	0.000880380019003109
AAMDC	27.35954837	65.2645465133333	1.25425507761676	0.0105305027602514
AAMP	189.031290233333	181.678880433333	-0.0572343418268015	0.0134674777278778
AAR2	39.7137803033333	53.5248244633333	0.430568463574053	0.00291506645676269
AARS	203.974194433333	129.8887585	-0.6511100677296	0.000868457106011233
AARS2	29.73413848	25.4616042033333	-0.223796956706162	0.0326478079854716
AASDH	7.072427097	12.6508446933333	0.838956411052403	0.000574697326498509
AASDHPPT	55.2098874566667	162.255941666667	1.55527274402222	0.000132196382610241
AASS	23.5485684733333	7.872664695	-1.58071542174979	0.00555527676724405
AATF	125.574995566667	120.979132166667	-0.0537910072874701	0.221882865967391
ABAT	0.946831094666667	16.8208976466667	4.15100380072365	0.00192023154857523
ABCA1	0.972849956333333	6.68441051333333	2.78051111822353	0.0089720512779492
ABCA11P	3.042639005	9.250975854	1.60428238371912	0.000405971024768287
ABCA2	0.952616139	11.1842906603333	3.55343495852081	0.00655226577060998
ABCA3	0.323670225	21.4440549866667	6.04990927377236	0.00187305330328845
ABCA7	61.61599865	7.24855836733333	-3.08753899889594	0.000598951864111676
ABCB10	74.67571458	95.63564426	0.356909285873012	0.00212179026514301
ABCB6	32.6457297133333	2.49338261866667	-3.71071809789714	7.30725821368967e-05
ABCB7	29.21095688	53.0408720666667	0.860594877457912	5.12267177165857e-05
ABCB8	47.8208365633333	14.8088868733333	-1.69117616543954	8.99527786182636e-05
ABCB9	3.93043288833333	25.6287534133333	2.70500318614287	0.000808808639672001
ABCC1	15.9701290666667	51.4392993833333	1.68749502061336	0.00325560856946601
ABCC10	17.50209759	9.147497647	-0.936078791845737	0.00128964018669517
ABCC2	1.41896053766667	0.184007439333333	-2.94699846750011	0.0288300902300939
ABCC5	17.7928067733333	10.3346811576667	-0.783800230423474	0.00994577723443981
ABCD1	4.671469508	16.8114548333333	1.84749622202626	0.0122764654976262
ABCD2	1.787824833	12.83199374	2.84346804650873	0.00145594935866339
ABCD3	15.4518167833333	26.9457779266667	0.80228276171394	5.09238967785085e-05
ABCD4	6.90890099233333	13.67699478	0.985223121771367	0.000565495932720156
ABCE1	117.447123433333	140.861298333333	0.262263906711826	0.00425646935092505
ABCF1	15.8953379166667	31.5198062466667	0.987654979680485	7.41319145645343e-05
ABCF2	86.5718195733333	124.381473566667	0.522802226622766	0.0025679605137904
ABCF3	78.6475457166667	68.6876268966667	-0.195351504089616	0.0258444755838024
ABCG2	14.30656873	21.55256811	0.591182085472463	0.00120920932728756
ABHD1	1.40814859466667	5.379452806	1.93365984817848	0.00742212566218309
ABHD10	27.77124578	21.02579899	-0.401431271334387	0.000787422226461174
ABHD11	35.84694049	43.8849773333333	0.291877170957731	0.0326433790177912
ABHD12	303.3327707	45.8558127	-2.72572484153754	3.05096840596578e-05
ABHD13	10.0378763103333	24.9565026266667	1.31396169686451	0.0022782368388443
ABHD14A	18.31002975	42.8201581	1.22565598721477	0.000178990363141384
ABHD14B	53.9047367666667	44.5619923366667	-0.274598316331633	0.00497764999107493
ABHD15	17.7290554866667	19.3189233533333	0.123899015913982	0.272936313977587
ABHD16A	4.900759433	4.59035059066667	-0.0944009853963626	0.175081896653757
ABHD16B	8.74352183266667	9.993668256	0.192799823208155	0.161443768229541
ABHD17A	197.8218257	56.1185882566667	-1.81765098608312	0.000191582830328625
ABHD17B	25.6677638566667	44.6737999866667	0.799471360965555	0.000184007067948705
ABHD17C	9.17948127833333	22.66864953	1.30421390996441	0.00126385771524539
ABHD2	114.725413866667	28.8740321266667	-1.99034051868994	0.0012545889764639
ABHD3	91.36458638	32.1252063766667	-1.50792935147525	0.000103410082146852
ABHD4	62.5351062333333	18.1953141333333	-1.78109936486028	2.01224384123405e-05
ABHD5	10.7750883293333	9.89320682433333	-0.123189552980229	0.421796345507715
ABHD6	6.423806455	23.3527338633333	1.86209112239946	0.000876014552043461
ABHD8	16.7221743833333	6.13615560033333	-1.44635548095842	0.00881773235436147
ABI1	71.4985205833333	137.705805566667	0.945604087937917	1.20974519236541e-05
ABI2	12.6056564833333	30.99562087	1.29799314923766	0.000987277382997068
ABL1	12.38650454	44.1893291	1.83492890996877	0.00395073788292487
ABL2	12.9794967733333	15.9063749033333	0.293370630013959	0.09262344312361
ABLIM1	14.4656307	5.36587465466667	-1.43074396684168	0.00125387008446884
ABR	100.200218346667	0.946206295	-6.72651517801757	0.000580478891743314
ABRACL	88.5590961433333	215.017982066667	1.27974491540886	0.00286084410155199
ABT1	74.7841729766667	111.1418329	0.571597056540049	0.0001320366142001
ABTB1	23.59754934	3.779085602	-2.6425279368509	0.000113601328468237
ABTB2	0.998408824333333	1.02312492533333	0.0352797209325991	0.847104461280035
ACAA1	40.9398147766667	49.2417169866667	0.266376492151334	0.0184901217553078
ACAA2	81.7159312933333	88.4084836833333	0.113567444531601	0.161670693132901
ACACA	18.5519590333333	62.06647504	1.74224267350901	0.00220745275353837
ACACB	11.12357657	7.293132837	-0.609010156558368	0.00687413171125008
ACAD10	4.59839687366667	7.84801375166667	0.771196583462439	0.0109775327950238
ACAD11	1.905806505	1.05998596666667	-0.846356486185739	0.00477600436432425
ACAD8	38.19399566	52.09373815	0.447764110708797	0.0024121219659701
ACAD9	97.00527244	37.3165305066667	-1.37824830464978	2.66224950463826e-05
ACADM	65.02239896	110.2046262	0.761176097590466	0.000309812595475024
ACADS	5.785622833	12.78358755	1.14374858538379	0.017127226438927
ACADSB	8.78619351666667	7.65702933466667	-0.198453490867359	0.0130144430856766
ACADVL	250.446831566667	79.0757144733333	-1.66319776889442	1.59837305163144e-08
ACAP1	49.1439496066667	26.40033499	-0.896457573195821	0.000363302407597171
ACAP2	31.8646116933333	49.8513041366667	0.64567616681651	0.000689091222601846
ACAP3	35.94761873	28.2756024633333	-0.346338441913213	0.0839528452849224
ACAT1	100.467602953333	203.6247046	1.01918224465317	0.000792265986946178
ACAT2	95.22330062	198.413525066667	1.05912383048506	0.00134522682081346
ACBD3	75.36944296	81.0162271766667	0.104231172050578	0.173742856511486
ACBD4	14.7881206266667	7.67879895566667	-0.945486135609565	0.00168959906296181
ACBD5	14.6788135666667	40.6328038333333	1.46890955471778	4.55809525156163e-05
ACBD6	127.852890933333	82.24213099	-0.636535230260326	0.000104464552954604
ACCS	8.08745250466667	2.319902221	-1.80162133451575	0.00179878827151919
ACD	50.67580717	26.6702292433333	-0.926066937691601	0.000121740080436389
ACER2	0.579433186	0.502005277666667	-0.206939783200713	0.447012212250897
ACER3	9.711715329	7.17740270866667	-0.436264264253875	0.0449350188487012
ACIN1	61.2630827166667	71.0952711566667	0.21473563916803	0.0355044351171811
