siIRF4 KMS12BM	siIRF4 MM1S	LOG2_FOLD_CHANGE	P_VALUE
AAAS	91.8672052633333	88.4251762366667	-0.0550927511216549	0.437446023317432
AACS	22.9685070933333	23.1651021833333	0.012295958748424	0.82549610447225
AAED1	34.4322687966667	3.74151235266667	-3.20206780217987	0.00293445054246564
AAGAB	47.6976030966667	60.2291721066667	0.336545658536358	0.00552985247072009
AAK1	3.387100254	3.792106215	0.162948684507069	0.23492806183639
AAMDC	48.0783607	21.7181284633333	-1.14648792036611	0.00590896945177548
AAMP	191.950389	164.055194866667	-0.226552205867291	0.0454042133902576
AAR2	39.8111017266667	47.6698816033333	0.259907245305735	0.0501542600983404
AARS	141.9750372	105.562467766667	-0.427540307272669	0.00177050000040817
AARS2	33.33875706	17.70969249	-0.912661157137195	0.00424735029506817
AASDH	9.14086035133333	10.44569157	0.192506145602601	0.00292457626257187
AASDHPPT	92.34137944	68.07560019	-0.439839487344471	0.00171964720304361
AASS	4.60447519866667	10.1116013633333	1.1349028557159	0.00213595929425678
AATF	152.606361066667	88.5790465966667	-0.784777724801564	0.00337828720275305
ABAT	3.535179651	2.62643517366667	-0.428677555902002	0.159672390791346
ABCA1	0.0758069393333333	1.17504199866667	3.95423859457985	0.00244092463884298
ABCA11P	9.591519331	8.62667673966667	-0.152954465333864	0.353912666199956
ABCA2	50.11076114	1.05324241966667	-5.57221101347738	0.00447958775295512
ABCA3	51.7923641066667	0.435197704	-6.89492465750201	0.000887820939997066
ABCA7	12.6417585933333	22.9260812333333	0.858792604810576	0.00210385538686535
ABCB10	83.3866155166667	79.19936542	-0.074326962734965	0.333697552592312
ABCB6	4.01687403766667	21.6309721666667	2.42895337944845	0.00461041115323684
ABCB7	48.0079622166667	31.8415202033333	-0.592364483712703	0.00012408436795074
ABCB8	37.90462051	42.17737853	0.154095708195521	0.181833246182124
ABCB9	9.767991988	2.58868731066667	-1.91584130535542	0.00021178897007278
ABCC1	48.2660667766667	21.0648056566667	-1.19617466001371	7.37895825804475e-05
ABCC10	14.1431015633333	16.5653545633333	0.228070547117981	0.0864483746708319
ABCC2	0.143266941	1.229205512	3.10094849169654	0.019713787293946
ABCC5	17.21773695	18.3833642866667	0.0945052827683548	0.212067927167194
ABCD1	47.86544355	7.13596792966667	-2.74580344162821	0.00136624954653151
ABCD2	0.964514822666667	3.094046951	1.68161977440919	0.0147239780007972
ABCD3	37.2937276733333	14.56722365	-1.35620706602843	0.00102476648977896
ABCD4	29.7786709833333	7.90630560766667	-1.91320374134483	0.00175974911685037
ABCE1	91.36408835	140.865677533333	0.624621021429314	0.000512752651234145
ABCF1	25.1338990466667	12.40614604	-1.01857948236218	5.65586325390038e-05
ABCF2	101.710460313333	68.79331659	-0.564127743289768	0.005144263020949
ABCF3	68.46466417	73.34897743	0.0994172735868708	0.161040466526863
ABCG2	1.63268761466667	16.9865627933333	3.37907326604174	7.38984749498514e-07
ABHD1	12.7225415333333	0.913257809	-3.80022090614041	0.00188407230699615
ABHD10	17.0384471533333	23.86171415	0.485903827903825	0.016975112863702
ABHD11	27.60744731	24.1694960966667	-0.191870101944681	0.15472662593331
ABHD12	61.1463087966667	136.235876866667	1.15576936240874	0.00082031709975155
ABHD13	17.41519219	14.4631734066667	-0.267962261349899	0.0127756477887469
ABHD14A	37.6959880166667	14.7200823433333	-1.35662524388236	9.44284069525891e-05
ABHD14B	90.1236557533333	49.1462512766667	-0.874824459411747	0.000363963626900381
ABHD15	60.1484455166667	23.8939309833333	-1.33188322998722	0.00378310663677143
ABHD16A	3.84814107366667	5.076302848	0.39961645214795	0.0150542587563413
ABHD16B	35.9127867033333	5.43596659533333	-2.72388910959143	0.00147876305824335
ABHD17A	111.876264133333	129.383842133333	0.209753476183384	0.196333317514903
ABHD17B	34.2393449766667	39.55985191	0.208381923254633	0.0439938189609518
ABHD17C	25.76037189	16.6712823033333	-0.627788344871126	0.00190574583878883
ABHD2	94.58664109	180.527640366667	0.932511398747788	0.00459229285339015
ABHD3	71.3370248133333	95.18685708	0.416111339321873	0.000273062627977705
ABHD4	15.42945388	68.34340438	2.14711511517657	1.91080618629907e-07
ABHD5	7.67683927966667	11.6753616633333	0.604882890819633	8.99370590946503e-05
ABHD6	15.10119849	9.942226013	-0.603022246971959	0.00531741693272433
ABHD8	11.5246360466667	17.6057987233333	0.611329489120968	0.00298598148751361
ABI1	43.8911538933333	121.978908533333	1.47462960775247	2.6092724621836e-06
ABI2	18.4197311833333	17.5080187566667	-0.0732361722846803	0.447748721920516
ABL1	46.4406773433333	15.0746403933333	-1.62326542731373	4.0456466104735e-06
ABL2	8.21872706366667	11.10961023	0.434821333822341	0.0130927022756276
ABLIM1	18.2904954866667	65.95776819	1.85044842519544	0.00356229042744286
ABR	26.1318653666667	87.1460955	1.73762591518781	0.00143105462542566
ABRACL	105.427570333333	132.8166261	0.333183560724712	0.00393189746456108
ABT1	125.436596866667	64.0198559866667	-0.970366987695643	0.000493692221594939
ABTB1	31.77935632	46.3145385766667	0.543375236666974	0.00577097066549982
ABTB2	0.335656391	0.673802694	1.00534108463044	0.0959606889974999
ACAA1	118.0211366	40.6271038433333	-1.53853082843159	0.00043172327628237
ACAA2	172.876921566667	103.1057971	-0.745619837164324	0.00172923491886354
ACACA	22.8072783166667	10.5586621866667	-1.11106724177717	0.000589245092122929
ACACB	2.61769966166667	5.51729508566667	1.07566156222769	0.0133362617453094
ACAD10	12.4291451666667	5.48653485133333	-1.17975990190436	1.73184803804577e-05
ACAD11	4.016365857	1.36799528733333	-1.55382743237587	0.00105718435242319
ACAD8	52.2209907233333	35.2962606766667	-0.565114477405735	0.00902263502608601
ACAD9	70.7491050566667	64.2353215333333	-0.139345078111782	0.0674845663033773
ACADM	108.919941166667	82.8349304833333	-0.394956940113128	0.00155703963233443
ACADS	26.98328634	6.16698864033333	-2.12942797328219	0.00186697866882272
ACADSB	16.0164709266667	14.8535398033333	-0.108749512845252	0.0584267598604619
ACADVL	164.0550469	226.002176133333	0.462156687329676	0.00456425533119414
ACAP1	108.364355433333	94.48210097	-0.197777334345548	0.16096883334111
ACAP2	45.1981185433333	49.5838819533333	0.133608506352581	0.0775766366292714
ACAP3	76.24411866	22.47001773	-1.7626247919653	0.00185462729816711
ACAT1	256.632069066667	127.770811333333	-1.00614316594564	0.00075283333275868
ACAT2	150.765880233333	36.3649296	-2.05169028134523	0.000297502698394224
ACBD3	41.4781554833333	78.9787482866667	0.92911276356937	0.000305066121635522
ACBD4	32.0041700433333	13.57544962	-1.23725991501666	0.00485499154513485
ACBD5	10.1954339133333	26.3780175466667	1.37141296503485	0.00399400233039146
ACBD6	91.8944848333333	131.6344759	0.518487205487321	2.34184916667034e-05
ACCS	2.03249685866667	6.65987219366667	1.71224136897172	0.00166917102907378
ACD	28.7443494566667	24.78595706	-0.2137554133276	0.0220404882151387
ACER2	1.442080825	0.329153282333333	-2.1313205367007	0.0270602959138378
ACER3	5.25389182966667	11.10405785	1.07962858640788	0.00478391445328744
ACIN1	112.160026533333	50.89567604	-1.13994359663264	0.000301834934915119
ACKR4	0.577600961666667	1.30932555133333	1.18067880494325	0.005474555087327
ACLY	185.155639533333	102.717125833333	-0.850061752730971	0.00257332486266198
ACN9	60.8221773033333	18.9630289866667	-1.68140803667864	0.000155463596357419
ACO1	38.5549275266667	18.64177022	-1.04837639146843	3.35648818249824e-05
ACO2	92.15611144	143.234949833333	0.636231810093579	0.00682044366597256
ACOT11	1.11816117933333	1.13956369866667	0.0273534067673726	0.951891058797168
ACOT13	29.9698206733333	18.1129448133333	-0.726489331829127	0.0008234791805083
ACOT2	18.5456625466667	0.198130253333333	-6.54848881087967	0.00257821275569894
ACOT7	109.059125866667	45.4104228266667	-1.26401512189648	0.00284209972335742
ACOT8	66.6060980033333	41.3513335833333	-0.687720409572022	0.000324280034597366
ACOT9	58.7373252433333	27.0436350233333	-1.11898848828524	0.00170091697334071
ACOX1	5.46092856433333	12.33925397	1.17603698211176	0.000209075435882421
ACOX3	5.15787648233333	13.38605234	1.3758814305459	0.00570162427285294
ACOXL	0.936565156333333	28.66187048	4.93560958756772	0.000604024893985891
ACP1	163.339366433333	192.8723171	0.239773551853185	0.0127539389060075
ACP2	35.7927461566667	28.6612049866667	-0.320567971815167	0.00575952845854984
ACP5	39.86423451	1.637387704	-4.6056270944772	0.00117255804415281
ACP6	24.01260945	70.7534523533333	1.55900835497368	2.14781886446118e-06
ACPT	2.69548886133333	0.280402574333333	-3.26497544819469	0.000200849244794868
ACRC	2.49234349266667	3.43499874066667	0.462806657053424	0.0360770228671065
ACRV1	1.749481319	1.04802781033333	-0.739250258974311	0.0716412321141751
ACSBG2	1.250005331	0.498204023666667	-1.32712566924137	0.0178932448192891
ACSF2	25.30398113	7.53278216666667	-1.74810966997745	0.00812420016666351
ACSF3	9.063202038	15.27000948	0.752608206804751	0.000297797967531142
ACSL1	7.35030883233333	9.36814400366667	0.349958384745267	0.0798575178155517
ACSL3	48.97212314	35.07407186	-0.481555816732683	0.0172014924258853
ACSL4	33.1844984333333	27.4635675933333	-0.272990421068535	0.0603834362166878
ACSL5	8.271243075	55.48571599	2.74594034622441	0.000406722829035161
ACSM3	8.64711146333333	4.953829869	-0.803673963617144	0.0219545335079072
ACSS1	285.765304	279.7122941	-0.0308870977339522	0.544645742089795
ACSS2	17.43403984	21.65666382	0.312904103320737	0.0491955872851655
ACTA1	0.410571946	0.811786750333333	0.983465740320976	0.0518875312116437
ACTA2	1.567829723	1.52789330133333	-0.0372250834940338	0.913596696844743
ACTB	2755.90288166667	5521.92915	1.00264732911455	0.00154926414975674
ACTG1	1539.19813433333	3653.803113	1.24721994019258	0.00133972430661368
ACTL10	12.4513554066667	2.78044441066667	-2.16291539828658	0.000142783933550133
ACTL6A	129.448256433333	198.7360812	0.618478289079248	0.0001047228263631
ACTL8	326.502457333333	0.261223581333333	-10.2875929959291	0.000135202496135627
ACTN1	0.978762153	5.396360429	2.46295648958849	0.00278639222426373
ACTN4	128.1699848	130.845959133333	0.0298109236515363	0.55524069573713
ACTR10	36.6973388566667	31.5080775333333	-0.219953717480384	0.0471139097578685
ACTR1A	60.2602605033333	70.2921483	0.222156638211483	0.000869081594629295
ACTR1B	112.405799833333	101.611049553333	-0.145659182095144	0.0632817019345345
ACTR2	340.977508433333	415.0992761	0.283779836696065	0.00667076389369541
ACTR3	143.143426966667	241.134402933333	0.752376072210726	4.47860152431292e-05
ACTR3B	31.6799997033333	12.6558600633333	-1.32376676886867	4.91105424030594e-06
ACTR3C	5.895518856	7.21971326133333	0.292322751792087	0.230020940345856
ACTR5	16.32229866	17.5822739533333	0.107277423867006	0.0940704708024564
ACTR6	49.89768156	28.4668427933333	-0.809690288683786	4.36064166559992e-05
ACTR8	32.9269725366667	24.8722138233333	-0.404734945234051	0.000488816566787695
ACVR1	0.574284412666667	5.15073804933333	3.16494186142894	0.00821871999505986
ACVR1B	9.43565042666667	2.76567872	-1.77048839741405	0.00196236445972233
ACVR1C	1.732424215	2.148779623	0.310725285820577	0.191004503510227
ACVR2A	3.613481698	3.87484249333333	0.100748080960999	0.170568308252224
ACVR2B	9.68927226333333	3.02966226933333	-1.67723133386675	1.1983459530722e-05
ACVR2B-AS1	0.706465419	0.192054376666667	-1.87910410198388	0.0145215910730649
ACY1	3.98303859733333	1.47508782633333	-1.43306860538935	0.0140771240398119
ACY3	134.0158945	5.334906807	-4.650797237048	0.000100374536921685
ACYP1	83.18222109	27.22239483	-1.61148121728738	9.18338380609237e-05
ACYP2	2.093144908	31.11339534	3.89379174411643	0.000106874359020682
ADA	43.7083219066667	231.0344525	2.40212811146253	0.00188571274157066
ADAL	4.781374974	8.374938171	0.808652987753429	0.00069160675353895
ADAM10	91.7766078266667	196.799037933333	1.10052477886105	0.000421943964433984
ADAM11	4.518164489	1.12137999166667	-2.01046156094978	0.000226658734002128
ADAM15	135.9538706	123.723930966667	-0.135992648713464	0.00492058634039939
ADAM17	32.62567942	30.7445359566667	-0.0856779140541501	0.22603061994866
ADAM19	9.760482453	0.290584167	-5.06992445844052	0.000323074945103663
ADAM1A	3.94998429766667	4.654222801	0.236693357077906	0.200581580178762
ADAM22	13.2084551	3.95247771466667	-1.74063250122728	4.2819792054311e-05
ADAM8	15.16573254	224.868971366667	3.89019751373806	0.0045913484413113
ADAM9	31.23472965	42.87668076	0.457042183029212	0.00150034739405914
ADAMTS13	4.12499442166667	0.179264495333333	-4.52423048323939	0.0106251847154253
ADAMTS17	0.116309954	0.418616697666667	1.84765528821638	0.0440552421113691
ADAMTSL2	0.431472049666667	1.22203437833333	1.50194586051432	0.00260248880841684
ADAMTSL5	8.40085039533333	0.491646972333333	-4.09484071178314	0.00114553203397256
ADAP2	4.226780824	0.354692054333333	-3.57492038754436	0.00475214073531199
ADAR	117.222016433333	248.844053466667	1.08599835222352	0.00217371069815442
ADAT1	7.568138603	7.73280731533333	0.0310537542295118	0.537173859352211
ADAT2	18.75103075	8.19276770166667	-1.19454708894759	5.00593323148468e-05
ADAT3	16.0606691566667	15.6041747966667	-0.0415999384826739	0.749409771743262
ADC	0.226500149	2.01777557066667	3.15518181356465	0.000328987746257615
